k1,k2,k3,k4,k5,k6,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27
0.2,0.2,0.2,0.2,0.6,0.2,0.0046,32.8078,3.865,1.059,1.2722,2.8408,0.00578,57552.8,825.455,182.284,194.269,430.421,7.22073,0.928207,0.337996,0.213791,0.63906,6092.25,1458.83,2042.16,4594.4,274.071,201.071,579.518,10.2744,149.127,169.49
0.2,0.2,0.2,0.2,0.6,0.4,0.0058,34.6156,3.8638,0.2624,2.2822,1.8308,0.0109686,63369,824.647,21.5607,398.577,184.088,8.44492,1.32966,0.352149,0.452454,0.550091,6491.11,369.652,3883.42,3102.04,67.4624,393.908,386.531,8.7279,27.2452,190.502
0.2,0.2,0.2,0.2,0.6,0.6,0.0056,35.3294,3.864,0.1098,2.8436,1.2694,0.00636991,65753.5,824.913,4.22819,538.569,90.9366,8.81672,1.1988,0.029391,0.750026,0.400571,6645.54,159.686,4928.89,2193.52,27.7355,508.498,271.793,7.1452,8.60214,167.082
0.2,0.2,0.2,0.2,0.6,0.8,0.0048,35.6584,3.8648,0.0712,3.1348,0.9782,0.00677832,66900,825.301,1.73568,626.386,52.9671,7.12366,1.00485,0.0158614,0.699293,0.252955,6722.22,106.167,5493.89,1696.43,17.4387,573.426,207.063,6.19624,4.33102,142.158
0.2,0.2,0.2,0.2,0.6,1,0.0052,35.8844,3.8644,0.0508,3.34,0.773,0.00557407,67667.6,825.083,0.449909,684.701,32.8008,9.23865,1.11433,0.0217402,0.885609,0.227226,6769.87,81.9795,5880.55,1351.6,11.9921,617.456,162.873,5.70027,2.40061,123.084
0.2,0.2,0.2,0.2,0.8,0.2,0.004,32.786,3.8656,1.0822,1.2742,2.8388,0.00558512,57494.5,825.504,176.479,189.602,429.743,5.49936,0.903718,0.459963,0.201343,0.571959,6089.9,1516.68,2065.36,4562.72,278.462,201.546,579.123,12.1503,153.658,172.162
0.2,0.2,0.2,0.2,0.8,0.4,0.0052,34.5836,3.8644,0.2924,2.2808,1.8322,0.00597415,63314.8,825.173,27.1551,403.345,185.211,8.1772,1.06892,0.128505,0.545249,0.499973,6480.2,405.362,3896.18,3085.64,77.536,392.754,387.642,10.3668,31.1121,187.557
0.2,0.2,0.2,0.2,0.8,0.6,0.0038,35.2848,3.8658,0.1302,2.8212,1.2918,0.00498656,65631.5,825.782,5.60677,534.991,93.4533,6.13454,0.765063,0.0417136,0.408761,0.263144,6639.81,192.293,4900.64,2215.57,32.48,505.624,275.146,8.21072,10.2116,167.613
0.2,0.2,0.2,0.2,0.8,0.8,0.0062,35.6804,3.8634,0.0858,3.17,0.943,0.00936343,66984,824.737,1.87561,632.372,49.9601,9.5847,1.2855,0.0486778,0.924731,0.310215,6722.97,127.658,5556.45,1636.41,20.2784,579.001,201.206,7.9064,4.86506,140.669
0.2,0.2,0.2,0.2,0.8,1,0.0054,35.896,3.8642,0.0596,3.3602,0.7528,0.00617207,67697.6,825.017,0.464141,694.764,32.6086,8.74571,1.14696,0.0206823,0.82682,0.230581,6769.09,100.282,5917.79,1317.54,13.8455,618.06,162.325,7.23538,2.76029,118.148
0.2,0.2,0.2,0.2,1,0.2,0.0058,32.7622,3.8638,1.1326,1.299,2.814,0.00696775,57368.5,824.562,184.447,195.972,422.303,8.37946,1.37406,0.635158,0.259318,0.890657,6082.51,1600.74,2086.69,4539.39,288.36,206.574,573.717,16.0242,159.064,172.697
0.2,0.2,0.2,0.2,1,0.4,0.0054,34.5912,3.8642,0.3072,2.303,1.81,0.00697223,63340.6,824.959,26.2965,404.017,180.262,7.82617,1.17577,0.235388,0.554275,0.51973,6484.2,434.417,3936.28,3045.96,78.9285,397.785,382.583,12.3516,31.5481,189.696
0.2,0.2,0.2,0.2,1,0.6,0.0034,35.297,3.8662,0.1464,2.85,1.263,0.0037892,65642.7,826.052,6.52707,541.418,89.5533,5.42307,0.630981,0.0175057,0.417193,0.201146,6641.81,218.765,4935.4,2183.32,36.3181,510.846,269.977,9.95635,11.0647,166.349
0.2,0.2,0.2,0.2,1,0.8,0.0062,35.6582,3.8634,0.0896,3.1516,0.9614,0.00776311,66888.7,824.803,1.89275,628.012,52.3868,10.293,1.2533,0.02745,0.865233,0.323304,6716.05,138.41,5516.17,1672.39,21.2941,573.877,206.376,8.38889,5.24131,141.635
0.2,0.2,0.2,0.2,1,1,0.0052,35.8896,3.8644,0.0558,3.3502,0.7628,0.00597415,67669.2,825.087,0.326752,688.404,32.6199,7.87755,1.11193,0.025715,0.650309,0.217677,6770.51,96.0196,5897,1335.44,12.7587,617.739,162.835,7.01026,2.49874,121.323
0.2,0.2,0.2,0.4,0.2,0.2,0.0056,32.9258,3.864,0.882,1.2122,2.9008,0.00797023,57992.4,824.879,163.284,188.992,450.367,7.71116,1.2152,0.440349,0.324076,0.846925,6114.81,1170.27,1969.05,4687.08,237.785,187.538,592.733,1.99204,125.545,162.156
0.2,0.2,0.2,0.4,0.2,0.4,0.0044,34.6518,3.8652,0.1618,2.2192,1.8938,0.00558176,63512.1,825.337,19.684,384.77,197.43,6.16216,0.987391,0.148518,0.346505,0.457759,6502.08,199.796,3785.79,3202.81,44.924,380.31,400.327,2.59425,16.4713,190.735
0.2,0.2,0.2,0.4,0.2,0.6,0.0048,35.3742,3.8648,0.056,2.8354,1.2776,0.00637824,65904.5,825.064,3.86444,540.601,92.9783,7.10963,1.12367,0.0125337,0.455881,0.388545,6656.69,67.3703,4919.11,2211.92,15.5261,506.086,274.511,2.36609,4.45435,165.045
0.2,0.2,0.2,0.4,0.2,0.8,0.0058,35.725,3.8638,0.024,3.1532,0.9598,0.00736783,67091.3,824.602,0.160256,622.378,51.21,9.36927,1.35406,0.0236655,0.770466,0.341301,6734.99,37.9476,5520.16,1675.95,5.86664,576.448,203.882,2.34419,1.43005,145.041
0.2,0.2,0.2,0.4,0.2,1,0.0074,35.9054,3.8622,0.0214,3.3294,0.7836,0.0109474,67738.4,824.481,0.0921605,683.566,34.5013,12.0997,1.4129,0.0122441,1.06998,0.284858,6770.4,33.8882,5867.73,1367.93,4.78651,613.142,166.945,2.42524,0.990029,122.801
0.2,0.2,0.2,0.4,0.4,0.2,0.0064,32.9382,3.8632,0.9086,1.2504,2.8626,0.00996103,57982.3,824.451,163.154,195.205,436.552,9.26865,1.42796,0.704926,0.149227,0.874454,6117.22,1233.6,2027.12,4634.17,242.022,195.965,584.452,3.27274,128.976,165.956
0.2,0.2,0.2,0.4,0.4,0.4,0.0034,34.6668,3.8662,0.1962,2.2696,1.8434,0.00418928,63559.5,825.922,27.7104,404.901,187.652,5.57745,0.695394,0.0731475,0.38236,0.331199,6502.1,242.147,3866.16,3132.84,55.3209,390.329,390.4,3.03631,20.4856,185.558
0.2,0.2,0.2,0.4,0.4,0.6,0.0052,35.3554,3.8644,0.0628,2.823,1.29,0.00797455,65834.5,824.597,3.13788,533.346,93.3014,8.41243,1.35598,0.0412817,0.737468,0.466585,6653.23,82.9279,4893.71,2232.43,16.8133,504.734,275.504,3.29597,4.97978,168.511
0.2,0.2,0.2,0.4,0.4,0.8,0.0028,35.7048,3.8668,0.0386,3.1506,0.9624,0.0031928,67061.9,825.949,1.53022,632.181,53.0364,4.68556,0.682309,0.0208961,0.296038,0.17594,6731.17,50.6415,5527.93,1670.29,10.3166,573.549,207.421,2.39647,2.61257,139.226
0.2,0.2,0.2,0.4,0.4,1,0.0044,35.9004,3.8652,0.0212,3.3272,0.7858,0.006782,67718,825.59,0.0699646,677.137,34.7917,6.94563,0.860165,0.00430758,0.74871,0.192181,6774.56,34.8079,5860.14,1371.85,4.79482,613.028,167.473,2.33313,0.976136,125.871
0.2,0.2,0.2,0.4,0.6,0.2,0.0054,32.9126,3.8642,0.936,1.2532,2.8598,0.00737231,57914.6,824.96,161.007,192.063,438.491,7.32114,1.17477,0.561058,0.252483,0.751507,6112.72,1275.65,2032.6,4619.64,247.939,195.438,584.999,5.53691,133.199,166.558
0.2,0.2,0.2,0.4,0.6,0.4,0.0036,34.6848,3.866,0.1884,2.2796,1.8334,0.004788,63625.1,825.88,20.6078,408.132,185.043,5.40822,0.716026,0.046331,0.322458,0.35227,6509.03,244.951,3899.26,3103.27,51.0763,392.853,387.914,3.77968,19.0948,185.247
0.2,0.2,0.2,0.4,0.6,0.6,0.0036,35.3226,3.866,0.077,2.806,1.307,0.00398784,65743.5,825.678,5.91545,528.692,96.9649,6.40472,0.817646,0.0449318,0.499398,0.27535,6645.59,96.8915,4862.56,2257.45,20.8031,499.861,280.806,3.71248,6.10778,169.007
0.2,0.2,0.2,0.4,0.6,0.8,0.0036,35.7034,3.866,0.0412,3.151,0.962,0.00358776,67027.4,825.701,0.679238,629.915,51.8769,5.91845,0.806244,0.0186554,0.496156,0.213179,6732.66,61.2607,5517.48,1679.32,10.1113,575.738,204.995,3.6013,2.51127,140.939
0.2,0.2,0.2,0.4,0.6,1,0.0052,35.9002,3.8644,0.0246,3.3296,0.7834,0.00637423,67708.2,825.04,0.0928134,680.815,34.6282,8.21636,1.13533,0.0108743,0.803647,0.221171,6773.55,40.1925,5860.75,1372.54,5.66587,613.834,166.583,2.85086,1.16056,124.113
0.2,0.2,0.2,0.4,0.8,0.2,0.003,32.9664,3.8666,0.9288,1.3022,2.8108,0.00379176,58058.6,825.883,170.177,201.49,422.417,4.33097,0.715143,0.325079,0.158725,0.453058,6124.04,1264.85,2106.27,4560.3,249.056,205.204,575.626,5.51382,131.246,169.881
0.2,0.2,0.2,0.4,0.8,0.4,0.005,34.6298,3.8646,0.2326,2.2674,1.8456,0.00817664,63444.8,824.665,28.0593,395.531,187.943,6.71559,1.32214,0.182473,0.321527,0.609494,6492.81,304.622,3863.63,3124.95,63.7344,390.126,390.384,4.90678,24.4216,190.098
0.2,0.2,0.2,0.4,0.8,0.6,0.004,35.3076,3.8656,0.0926,2.8062,1.3068,0.0039848,65684.6,825.817,5.8492,531.209,95.2133,7.27222,0.748287,0.0162328,0.479671,0.253223,6643.33,125.288,4860.86,2258.93,24.4729,502.195,278.514,4.71409,7.41167,168.624
0.2,0.2,0.2,0.4,0.8,0.8,0.0044,35.6984,3.8652,0.0492,3.1532,0.9598,0.0047816,67041.6,825.431,1.0874,627.406,50.5135,7.19917,0.940581,0.00998552,0.714069,0.233224,6732.44,70.3641,5531.05,1664.48,12.1051,578.43,202.064,4.12709,2.92576,142.875
0.2,0.2,0.2,0.4,0.8,1,0.0036,35.8878,3.866,0.0316,3.3258,0.7872,0.00398784,67671.6,825.838,0.216245,680.814,34.1375,5.95139,0.73743,0.00688762,0.590145,0.143195,6774.7,49.7019,5853.51,1378.82,7.50714,615.164,165.544,3.41339,1.51843,124.359
0.2,0.2,0.2,0.4,1,0.2,0.0062,32.8836,3.8634,0.9808,1.2682,2.8448,0.00776311,57813.5,824.714,166.426,193.59,435.109,9.49542,1.29751,0.419403,0.234984,0.919946,6103.35,1347.9,2053.83,4592.94,257.61,197.671,582.616,7.42323,139.393,167.485
0.2,0.2,0.2,0.4,1,0.4,0.0058,34.5924,3.8638,0.2278,2.2244,1.8886,0.00776791,63303.6,825.107,21.3718,386.314,195.767,8.50406,1.10101,0.0664921,0.586616,0.535953,6487.65,313.289,3790.17,3189.33,58.8542,381.717,398.602,7.04549,23.0392,190.794
0.2,0.2,0.2,0.4,1,0.6,0.0038,35.3566,3.8658,0.0968,2.8596,1.2534,0.00498656,65877.7,825.722,6.66876,545.888,87.1106,6.19228,0.795069,0.0120346,0.48423,0.253488,6655.66,128.01,4968.7,2162.18,25.3103,514.225,266.479,5.01679,7.41995,165.335
0.2,0.2,0.2,0.4,1,0.8,0.005,35.7014,3.8646,0.0512,3.1576,0.9554,0.00577616,67065,825.167,0.968372,628.622,51.8682,8.48639,1.07229,0.0253491,0.792771,0.259475,6727.67,75.9387,5547.3,1647.62,12.8855,575.535,204.854,4.51583,3.18112,141.59
0.2,0.2,0.2,0.4,1,1,0.0032,35.918,3.8664,0.0322,3.357,0.756,0.00399056,67772.5,825.917,0.176799,690.566,32.7394,5.72201,0.698167,0.0124995,0.434144,0.134608,6777.79,52.5486,5911.36,1326.04,7.32757,618.052,162.821,3.81527,1.45035,120.182
0.2,0.2,0.2,0.6,0.2,0.2,0.0064,32.9344,3.8632,0.8676,1.2056,2.9074,0.00796063,58008,824.393,172.508,189.659,453.972,9.87299,1.45837,0.771202,0.196323,0.904374,6111.64,1140.33,1950.18,4707.77,236.367,185.327,595.014,1.10224,123.088,160.02
0.2,0.2,0.2,0.6,0.2,0.4,0.0058,34.7062,3.8638,0.1448,2.2552,1.8578,0.00856807,63695.7,824.917,17.725,399.25,191.734,8.67084,1.19583,0.139388,0.683857,0.557336,6508.43,175.604,3858.41,3142.69,41.8187,385.502,394.699,1.68098,15.3983,186.343
0.2,0.2,0.2,0.6,0.2,0.6,0.0062,35.3652,3.8634,0.0604,2.8294,1.2836,0.00816319,65897.7,824.492,8.43284,538.103,91.4283,10.3866,1.40853,0.00562665,0.807219,0.469936,6653.18,58.7643,4906.22,2225.29,17.9518,507.635,272.529,1.36218,4.92386,167.069
0.2,0.2,0.2,0.6,0.2,0.8,0.0034,35.7266,3.8662,0.018,3.1512,0.9618,0.00418928,67090.3,825.933,0.212519,624.936,51.5214,6.01193,0.690193,0.00273935,0.67182,0.175565,6738.27,25.2718,5512.56,1685.68,4.74836,576.002,204.592,1.36435,1.14472,143.606
0.2,0.2,0.2,0.6,0.2,1,0.004,35.9402,3.8656,0.011,3.3572,0.7558,0.00558512,67833.4,825.448,0.0228836,691.722,32.3534,6.07725,0.931724,0.00555711,0.623896,0.192415,6783.37,18.6744,5910.73,1331.06,2.64681,618.877,161.749,1.35594,0.540594,119.797
0.2,0.2,0.2,0.6,0.4,0.2,0.0066,32.974,3.863,0.8434,1.2208,2.8922,0.00895823,58086.4,824.811,152.877,191.356,445.507,9.33404,1.24855,0.208875,0.422027,0.964104,6127.23,1136.94,1977.64,4689.33,227.116,190.542,589.514,1.80334,118.724,163.403
0.2,0.2,0.2,0.6,0.4,0.4,0.0026,34.7086,3.867,0.1448,2.2608,1.8522,0.00299384,63708.6,826.032,15.9698,400.288,190.741,4.05217,0.641074,0.0866408,0.212764,0.285241,6514.68,176.635,3869.44,3131.82,41.2465,387.541,393.403,1.95663,15.241,186.32
0.2,0.2,0.2,0.6,0.4,0.6,0.0056,35.38,3.864,0.0542,2.8386,1.2744,0.00797023,65935.2,824.957,5.50556,536.471,91.5542,9.56418,1.1762,0.0411047,0.765457,0.38174,6656.04,60.1796,4924.33,2206.32,15.5989,507.632,272.663,1.87692,4.27198,167.822
0.2,0.2,0.2,0.6,0.4,0.8,0.004,35.704,3.8656,0.0288,3.1388,0.9742,0.00518504,67037.1,825.579,0.834137,622.983,53.4118,6.88896,0.866311,0.00388558,0.62477,0.220747,6731.23,37.6907,5496.16,1698.75,7.71821,572.68,207.916,2.01801,1.88432,143.637
0.2,0.2,0.2,0.6,0.4,1,0.005,35.9254,3.8646,0.0136,3.344,0.769,0.00617624,67810.7,825.147,0.0366224,688.761,33.662,7.91136,1.08189,0.00473295,0.711622,0.218399,6777.65,22.6013,5899.91,1339.62,3.16247,615.266,165.245,1.50702,0.634669,120.624
0.2,0.2,0.2,0.6,0.6,0.2,0.0038,32.959,3.8658,0.867,1.2322,2.8808,0.0041864,58072,825.695,160.302,194.718,444.841,5.15299,0.809272,0.290764,0.304979,0.551763,6125.03,1147.52,1989.61,4674.69,233.038,190.724,589.861,2.5768,122.1,162.055
0.2,0.2,0.2,0.6,0.6,0.4,0.0052,34.7388,3.8644,0.1666,2.3102,1.8028,0.00717439,63795.4,825.25,24.7442,409.145,178.934,7.98896,1.03011,0.0331403,0.656718,0.482122,6517.55,200.713,3941.63,3068.53,46.7935,399.005,381.297,2.65885,16.612,187.796
0.2,0.2,0.2,0.6,0.6,0.6,0.0062,35.3558,3.8634,0.068,2.8276,1.2854,0.0105637,65853.7,824.497,5.39085,535.179,91.0418,9.60371,1.40473,0.0893963,0.559781,0.462523,6653.55,83.4393,4904.81,2223.25,18.7724,508.371,272.048,2.91631,5.29945,168.724
0.2,0.2,0.2,0.6,0.6,0.8,0.0042,35.7242,3.8654,0.0228,3.1528,0.9602,0.00658368,67089.4,825.36,0.125505,628.984,51.6265,6.54007,0.97556,0.0063055,0.591076,0.252018,6737.21,35.7312,5523.1,1676.03,5.56538,576.079,204.519,2.19956,1.38078,141.53
0.2,0.2,0.2,0.6,0.6,1,0.006,35.9214,3.8636,0.016,3.3414,0.7716,0.00836567,67777.6,824.572,0.0481536,683.166,33.4529,10.453,1.36869,0.0141068,0.950942,0.286028,6775.52,28.1505,5883.48,1353.18,3.79114,615.788,164.416,1.84851,0.774409,123.525
0.2,0.2,0.2,0.6,0.8,0.2,0.0042,32.9488,3.8654,0.8952,1.2498,2.8632,0.0061836,58046.2,825.665,158.86,195.769,439.588,6.12704,0.82313,0.319104,0.254402,0.554685,6121.92,1208.61,2035.21,4626.33,238.784,194.401,586.232,3.89636,126.65,164.156
0.2,0.2,0.2,0.6,0.8,0.4,0.004,34.6506,3.8656,0.1748,2.2314,1.8816,0.00558512,63504.5,825.365,18.7132,390.173,194.798,5.84257,0.973332,0.0903189,0.466168,0.464767,6501.61,225.119,3809.16,3181.01,48.2884,382.717,397.794,3.44684,18.1887,189.349
0.2,0.2,0.2,0.6,0.8,0.6,0.0058,35.3658,3.8638,0.0596,2.8296,1.2834,0.00776791,65910.2,825.115,3.17468,539.165,91.8979,8.93987,1.09721,0.0376619,0.682525,0.36843,6655.65,76.5013,4927.93,2202.33,16.2334,507.41,272.98,2.81912,4.78927,166.304
0.2,0.2,0.2,0.6,0.8,0.8,0.0034,35.7256,3.8662,0.0254,3.1576,0.9554,0.00418928,67089.9,825.758,0.207196,629.367,50.96,5.53384,0.77741,0.0153167,0.558176,0.186989,6738.21,40.6043,5529.43,1669.94,6.29066,577.04,203.656,2.21644,1.55124,141.671
0.2,0.2,0.2,0.6,0.8,1,0.0048,35.9224,3.8648,0.0194,3.347,0.766,0.00637824,67785.8,825.123,0.0942425,685.194,33.2627,8.43026,1.09387,0.0061081,0.882911,0.221768,6777.24,31.3162,5893.47,1343.77,4.69956,616.728,163.609,2.11109,0.904921,122.606
0.2,0.2,0.2,0.6,1,0.2,0.0042,32.9574,3.8654,0.8956,1.2588,2.8542,0.00698376,58038.3,825.298,150.362,193.403,436.32,6.19282,1.00637,0.530545,0.112536,0.581129,6123.33,1232.48,2048.58,4610.4,239.276,196.534,584.214,4.58674,128.853,166.973
0.2,0.2,0.2,0.6,1,0.4,0.0064,34.707,3.8632,0.177,2.2876,1.8254,0.0111613,63701.9,824.467,18.6238,402.845,185.944,9.93326,1.41936,0.159899,0.676895,0.670251,6506.82,224.526,3909.47,3091.45,48.8262,391.969,388.126,3.63462,18.4324,187.44
0.2,0.2,0.2,0.6,1,0.6,0.0056,35.3382,3.864,0.0884,2.831,1.282,0.00757015,65812.2,824.925,11.991,536.773,92.1109,9.28536,1.1922,0.0165083,0.661079,0.3951,6646.22,96.9767,4901.98,2224.4,24.9386,506.937,273.449,3.11536,7.07249,167.393
0.2,0.2,0.2,0.6,1,0.8,0.0046,35.7194,3.865,0.0292,3.154,0.959,0.00497984,67079.5,825.33,0.327213,626.948,51.2684,6.59241,0.991019,0.0130683,0.716835,0.250039,6736.5,44.4865,5525.97,1671.96,7.20698,576.93,203.545,2.30756,1.75435,142.726
0.2,0.2,0.2,0.6,1,1,0.005,35.9276,3.8646,0.0202,3.3528,0.7602,0.00617624,67813.5,825.168,0.0630046,688.9,32.8045,7.73491,1.07169,0.0105011,0.804197,0.226044,6778.9,32.698,5910.65,1328.06,4.8047,617.905,162.506,2.60299,0.956835,120.983
0.2,0.2,0.2,0.8,0.2,0.2,0.006,33.0094,3.8636,0.7876,1.201,2.912,0.00796559,58194.1,824.856,146.193,188.233,451.721,7.91913,1.22646,0.323739,0.386471,0.898308,6133.85,1053.24,1945.17,4723.61,218.248,187.058,593.099,0.746642,113.197,161.858
0.2,0.2,0.2,0.8,0.2,0.4,0.004,34.6578,3.8656,0.1486,2.2124,1.9006,0.00558512,63544.8,825.716,21.22,389.577,200.161,6.22221,0.797697,0.097025,0.39603,0.379473,6501.13,179.374,3786.37,3205.55,43.137,377.725,402.941,1.14867,15.6025,186.966
0.2,0.2,0.2,0.8,0.2,0.6,0.0034,35.38,3.8662,0.0398,2.8264,1.2866,0.00779,65952.7,825.915,3.11404,532.421,92.4053,5.57182,0.696994,0.00906649,0.410672,0.236673,6661.83,43.3289,4917.4,2212.08,11.6429,506.273,274.521,1.13934,3.21584,169.422
0.2,0.2,0.2,0.8,0.2,0.8,0.004,35.7358,3.8656,0.0166,3.1584,0.9546,0.00518504,67120.3,825.474,0.115948,630.341,50.8811,6.81102,0.919121,0.00913543,0.6701,0.230828,6740.13,24.9888,5528.83,1672.29,4.16526,577.859,202.681,1.6657,1.02716,141.224
0.2,0.2,0.2,0.8,0.2,1,0.0034,35.9052,3.8662,0.0084,3.3202,0.7928,0.00338912,67724.2,825.679,0.0275349,680.908,35.839,5.42321,0.817618,0.00257195,0.59443,0.173339,6776.05,12.6307,5845.7,1389.4,2.13055,610.521,170.153,0.929496,0.462833,123.461
0.2,0.2,0.2,0.8,0.4,0.2,0.0058,32.9518,3.8638,0.8546,1.2106,2.9024,0.00976831,58073.3,824.488,160.179,192.253,450.437,8.01108,1.40967,0.541152,0.214021,0.949756,6119.01,1127.23,1966.94,4694.23,233.178,187.445,592.832,1.09804,122.989,160.489
0.2,0.2,0.2,0.8,0.4,0.4,0.0054,34.7208,3.8642,0.1414,2.2668,1.8462,0.00737231,63769.7,824.892,18.3491,403.377,187.783,7.85488,1.20898,0.129062,0.418443,0.567144,6514.97,166.221,3889.34,3116.93,40.1788,389.83,390.626,1.32994,14.3708,186.255
0.2,0.2,0.2,0.8,0.4,0.6,0.0044,35.4146,3.8652,0.036,2.8562,1.2568,0.00518168,66038.9,825.385,1.85467,548.666,89.9256,6.79573,0.963586,0.0414499,0.667566,0.29773,6666.45,43.3888,4966.91,2172.42,10.1417,510.129,270.347,1.30484,2.88753,162.539
0.2,0.2,0.2,0.8,0.4,0.8,0.0046,35.7084,3.865,0.0216,3.1354,0.9776,0.00618008,67049.9,825.567,0.346403,624.103,53.615,7.26279,0.871795,0.0043015,0.81474,0.215146,6732.23,30.304,5495.74,1700.75,5.64865,571.791,208.621,1.56819,1.39736,142.976
0.2,0.2,0.2,0.8,0.4,1,0.006,35.933,3.8636,0.0098,3.3468,0.7662,0.00676535,67828.4,825.148,0.0225085,685.167,32.7617,9.75055,1.08123,0.00554231,0.893498,0.222247,6779.91,16.6028,5899.65,1339.27,2.17457,618.198,162.128,1.15503,0.429177,122.871
0.2,0.2,0.2,0.8,0.6,0.2,0.0066,32.924,3.863,0.877,1.2044,2.9086,0.00815807,57944,824.329,154.197,180.92,450.173,9.44699,1.4898,0.432098,0.333918,1.05121,6116.06,1183.87,1947.7,4703.87,235.768,188.212,591.844,2.49324,125.891,166.288
0.2,0.2,0.2,0.8,0.6,0.4,0.0044,34.743,3.8652,0.1418,2.2904,1.8226,0.00518168,63828.7,825.364,20.1013,401.867,182.243,7.44602,0.973988,0.0203802,0.409804,0.458072,6521.9,167.271,3919.73,3088.12,39.9981,396.315,384.259,2.09084,13.9257,189.78
0.2,0.2,0.2,0.8,0.6,0.6,0.004,35.3686,3.8656,0.0534,2.828,1.285,0.0039848,65920.6,825.542,6.31861,539.339,91.993,6.68066,0.885715,0.043195,0.440976,0.296919,6657.49,55.1826,4916.74,2215.07,15.6955,506.912,273.792,1.5705,4.21762,166.169
0.2,0.2,0.2,0.8,0.6,0.8,0.004,35.7302,3.8656,0.0178,3.154,0.959,0.00478496,67123.8,825.773,0.143512,623.17,51.1015,6.26793,0.769692,0.00893059,0.539092,0.191202,6738.67,26.1728,5528.78,1668.61,4.44108,576.41,204.301,1.48216,1.08035,144.699
0.2,0.2,0.2,0.8,0.6,1,0.0026,35.923,3.867,0.0134,3.3438,0.7692,0.00339392,67780.6,826.129,0.0324269,688.511,33.0994,4.33187,0.592664,0.00276571,0.524611,0.111422,6782.61,21.5007,5887.05,1352.4,2.96257,617.121,163.684,1.49489,0.582009,121.03
