k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.2,0.2,0.2,12.148,8.362,4.448,96.3989,48.4679,15.6225,58.0866,31.5548,21.2183
0.2,0.2,0.2,0.2,0.4,12.304,6.118,6.536,98.4244,26.6774,32.2572,42.8138,46.6283,22.9827
0.2,0.2,0.2,0.2,0.6,11.976,5.208,7.774,92.8251,20.7222,43.041,36.5501,52.5797,23.6804
0.2,0.2,0.2,0.2,0.8,12.192,4.338,8.428,92.5001,15.2903,50.7142,31.2897,59.3024,21.2599
0.2,0.2,0.2,0.2,1.0,12.002,3.6,9.356,90.3186,12.3527,59.0393,25.7784,63.6907,20.78
0.2,0.2,0.2,0.4,0.2,13.662,8.38,2.916,119.423,48.3283,7.88071,65.2008,22.9856,15.1021
0.2,0.2,0.2,0.4,0.4,14.704,6.002,4.252,139.199,24.5591,15.8843,48.4695,38.2571,14.5566
0.2,0.2,0.2,0.4,0.6,14.874,4.952,5.132,140.952,17.649,21.4936,40.4248,45.7181,14.9142
0.2,0.2,0.2,0.4,0.8,15.218,4.168,5.572,148.632,13.3184,24.6661,34.8791,49.5344,13.3827
0.2,0.2,0.2,0.4,1.0,15.336,3.5,6.122,153.238,10.4309,26.7045,31.002,52.7204,12.1954
0.2,0.2,0.2,0.6,0.2,14.542,8.342,2.074,138.189,48.5301,4.34121,69.4836,16.4949,9.59588
0.2,0.2,0.2,0.6,0.4,15.64,6.318,3.0,152.972,33.6482,7.11423,60.784,23.1563,10.2966
0.2,0.2,0.2,0.6,0.6,16.29,4.9,3.768,169.377,18.523,11.5934,45.8347,35.0414,10.4818
0.2,0.2,0.2,0.6,0.8,16.586,4.24,4.132,171.646,15.0204,14.0908,40.7949,39.6379,10.2929
0.2,0.2,0.2,0.6,1.0,16.84,3.624,4.494,176.095,11.6219,15.9659,36.7253,42.7125,9.82539
0.2,0.2,0.2,0.8,0.2,15.016,8.326,1.616,145.635,48.0679,2.96648,72.1771,13.2406,7.35189
0.2,0.2,0.2,0.8,0.4,16.066,6.266,2.626,165.144,26.7367,7.17648,56.287,26.2071,9.08165
0.2,0.2,0.2,0.8,0.6,16.77,5.21,2.978,178.081,20.6753,8.69891,49.3069,29.017,9.05273
0.2,0.2,0.2,0.8,0.8,17.64,4.052,3.266,196.447,14.0614,8.76077,43.4677,30.5929,7.40899
0.2,0.2,0.2,0.8,1.0,17.838,3.424,3.696,203.383,10.1004,10.9655,34.3654,37.1811,7.33356
0.2,0.2,0.2,1.0,0.2,15.166,8.35,1.442,156.724,43.0536,2.4796,70.1843,13.1108,6.68066
0.2,0.2,0.2,1.0,0.4,16.544,6.332,2.082,175.19,28.3385,4.20769,60.1878,19.5725,7.47573
0.2,0.2,0.2,1.0,0.6,17.258,5.034,2.666,180.08,22.0089,6.95636,52.1896,26.2948,8.09755
0.2,0.2,0.2,1.0,0.8,17.868,4.27,2.82,205.538,13.7807,7.3022,41.1399,29.7397,6.91443
0.2,0.2,0.2,1.0,1.0,18.24,3.674,3.044,210.808,11.0659,8.1664,37.2207,32.6327,6.23081
0.2,0.2,0.4,0.2,0.2,8.146,11.074,5.738,48.8103,79.251,24.9953,50.6405,28.0183,35.9172
0.2,0.2,0.4,0.2,0.4,8.188,8.404,8.366,48.185,47.3635,49.1624,39.1323,40.1876,39.429
0.2,0.2,0.4,0.2,0.6,8.22,6.646,10.092,45.5347,33.8003,66.8532,31.9398,46.3284,39.7421
0.2,0.2,0.4,0.2,0.8,8.282,5.384,11.292,50.4193,20.9064,82.9767,24.7612,55.0778,34.1141
0.2,0.2,0.4,0.2,1.0,8.47,4.646,11.842,49.8929,17.2512,91.2355,22.3471,58.4411,31.1263
