k1,k2,k3,k4,k5,o1,o2,o3
0.00954332485782865,1.4844879346126414,8365.986181028295,1.9650676597351135,0.004406567127919193,0.31349432858658005,26718.84540748071,6.766774540106836e-10
0.00487469316370507,8.30693556146528,7985.5576656667,9.278149134095324,0.004536397174569635,0.3074439458726822,14058.93150943915,2.4712194264521643e-09
0.007543684336495821,3.0707417148519873,5029.657406566169,1.804627328569109,0.008544448553170207,0.3117719733805154,8071.157721062173,7.2997208932592104e-09
0.00632109245884897,5.9713597816297925,8972.318728169315,9.752029739680054,0.007533109066189764,0.3077655603848668,6938.428560691539,1.0127427150281172e-08
0.009154157626393877,5.456825300471893,6643.262346856226,4.670811167155321,0.005421656093094965,0.3136890110695755,12936.129243835027,2.906586639194397e-09
0.0016781106781023803,8.105971064644436,9970.676341279112,5.045614135191752,0.006018869034532424,0.2854184362903015,12578.08702282676,3.0714775392977808e-09
0.0020684442906994905,4.035797409803223,7081.7501643938895,9.280626742807945,0.0026767591279004276,0.29098309377916826,21469.444878718277,1.0609472688304425e-09
0.004257496126165643,4.133756589246521,9231.914541529062,4.973462129907945,0.005097026474861761,0.30593449490431196,15285.114883338962,2.083324750726252e-09
0.0022727351417847854,7.850250948422728,8094.3178417153085,9.06126383299095,0.001161615253034772,0.29162748134343813,31884.671013918618,4.815543810112957e-10
0.0016451884963957853,6.518373735355033,6243.773433519401,7.55414984702798,0.002473131196399228,0.28071662883077264,22908.079045127866,9.315483610290653e-10
0.0035915137513072917,6.200171264372504,9112.778812299483,6.258849458549208,0.007262534003654408,0.30270221869654285,8377.210843555662,6.9291244460354486e-09
0.00769450837137186,3.3952311910715673,7491.761502791045,8.247272049159163,0.0038912303786802125,0.31071488046267015,16605.64157194869,1.771606541491961e-09
0.001593348006619352,1.9088612106021503,7095.415223080546,6.6317468338060515,0.009402139280855988,0.28700272901341756,4607.570108225801,2.2854908849099677e-08
0.009305325663564443,4.6468961861127465,7164.05224979182,8.275712853681862,0.001230793328181323,0.31280613092288617,31149.263575685363,5.045289312690473e-10
0.007558856463451141,7.9664811284870805,6861.7661006828885,7.597467511396275,0.008694768079819701,0.3120408209146134,5232.445048092458,1.7766851650575406e-08
0.006672200470044813,7.972956784026406,9797.642419200574,2.1843084988418893,0.007085376832699401,0.30852669852367753,14612.092877406742,2.2475343019904585e-09
0.0030218291611971934,2.0049412583623103,5636.137598411561,5.2274147039138406,0.005942673853790304,0.2990477466233095,10579.567381182467,4.344783794349144e-09
0.0058204632308146,7.303345263143611,5705.033200002797,1.9959108145481785,0.005011915802990793,0.30957692981186913,18835.82595394637,1.3589731145212753e-09
0.004101545747323548,9.779290564007301,9274.438403895696,9.067953958475542,0.007268888830847709,0.30483243989322023,7579.809502463895,8.483984083929131e-09
0.006435590095451256,9.463126153184025,5692.441807341323,7.5378855668969535,0.009077858170125665,0.30590903073171843,4602.176495292413,2.2954148707377724e-08
0.008590544347541352,9.194409109512828,8139.893855138924,5.282675881405928,0.00534725444675457,0.31229883937703135,13497.443132073251,2.6722902835213088e-09
0.0008573435561576347,3.7167792138120985,8595.705229965075,2.408306596069475,0.005638136534906379,0.2601924766239164,18338.974799167467,1.4311293098222511e-09
0.003383552761204872,3.81709513383527,9854.50901025369,2.308353629070957,0.0035142060224747133,0.30251110059468284,33059.86173383225,4.4384316169594877e-10
0.008962612476354258,8.920473006478197,5097.200459709896,3.702297280538045,0.0003225221719686194,0.3101718043471324,43488.25620251439,2.588514418028224e-10
0.002055542887147465,9.073015842173657,7689.8378881113385,5.111572254776862,0.0037098350195887125,0.2887372935897358,19864.252776323643,1.2355821511965505e-09
0.0009740798017893042,7.833406731178076,8544.105489729829,6.0295147062610654,0.0006556550090996842,0.2635605072621435,40506.42056213883,2.9839322315017184e-10
0.00669128318673173,5.47755839359691,6613.504070288998,8.832394740308631,0.0017702212932477776,0.30917447104417295,26595.504751172328,6.918563328547623e-10
0.006663804854533105,5.923390941211449,6897.8598455409065,1.5304195023390392,0.0016818861211190118,0.312428882461015,52709.24446053457,1.751314546370874e-10
0.0022579334261692923,6.919059753600109,5504.718768926186,8.859863726961704,0.009843663226555261,0.29316292766213065,3702.6897009575246,3.5471465899666813e-08
0.0033373878289177316,6.500660690547194,6428.251697084861,9.638755824548754,0.0087250756059965,0.2981226096188497,4898.198952194381,2.0299848869686e-08
0.005240345087093515,8.648042286077455,8625.842253047384,8.281827506879765,0.004740499285988833,0.30637015873899337,13973.442914715324,2.5001631942944576e-09
0.00958033151920729,2.30022054819176,8946.77228010784,4.066674614515076,0.005978969477947261,0.3139184073569488,13217.053584343575,2.778890702766053e-09
