k1,k2,k3,k4,o1,o2,o3,o4,o5,o6
0.035,0.045,0.045,0.03,9748.4,0,7.666666667,0,-710.7586207,0
0.035,0.045,0.045,0.1,9800.3,0.1,8.766666667,-91.99655172,-1008.134483,1.162068966
0.035,0.045,0.045,0.3,9865.933333,0,7.1,0,-250.4758621,0
0.035,0.045,0.05,0.03,9981.833333,0,7.166666667,0,-391.7298851,0
0.035,0.045,0.05,0.1,10056.23333,0,6.466666667,0,-183.9402299,0
0.035,0.045,0.05,0.3,10084.43333,0,6.2,0,-239.8482759,0
0.035,0.045,0.055,0.03,10205.16667,0,5.833333333,0,-73.31609195,0
0.035,0.045,0.055,0.1,10134.63333,0,6.833333333,0,-237.3735632,0
0.035,0.045,0.055,0.3,10198.7,0,6.266666667,0,-182.1241379,0
0.035,0.045,0.06,0.03,10319.73333,0,5.6,0,-66.2137931,0
0.035,0.045,0.06,0.1,10312.8,0,6.6,0,-100.1862069,0
0.035,0.045,0.06,0.3,10396.56667,0,5.866666667,0,-95.43908046,0
0.035,0.05,0.03,0.03,4856.566667,1306.2,325.2,-2849686.255,-693327.0828,243188.5448
0.035,0.05,0.03,0.1,4938.233333,932.9333333,420.1333333,-2661698.88,-1163542.549,292837.6644
0.035,0.05,0.03,0.3,6597.166667,255.4333333,295.1333333,-891053.9368,-995698.1264,168666.5954
0.035,0.05,0.035,0.03,8003.9,412.0666667,130.8,-1573185.097,-473788.2621,191135.7379
0.035,0.05,0.035,0.1,8398.666667,109.2333333,63.1,-525868.954,-239719.5862,77258.01034
0.035,0.05,0.035,0.3,8900.4,0.3,15.36666667,-889.5724138,-13518.84138,34.64482759
0.035,0.05,0.04,0.03,9344.933333,74.03333333,27.63333333,-467895.9287,-118540.577,34423.84023
0.035,0.05,0.04,0.1,9366.633333,58.46666667,32.26666667,-346120.6506,-140600.0023,41293.5954
0.035,0.05,0.04,0.3,9416.033333,0,9.733333333,0,-1059.232184,0
0.035,0.05,0.045,0.03,9773.366667,0,8.4,0,-913.4275862,0
0.035,0.05,0.045,0.1,9846.6,0,7.166666667,0,-368.137931,0
0.035,0.05,0.045,0.3,9963.1,0,7.166666667,0,-778.8793103,0
0.035,0.05,0.05,0.03,10067.33333,0,6.833333333,0,-15.01149425,0
0.035,0.05,0.05,0.1,10139.56667,0,6.133333333,0,-241.9057471,0
0.035,0.05,0.05,0.3,10222.36667,0,5.833333333,0,-135.0747126,0
0.035,0.05,0.055,0.03,10235.1,0,6.666666667,0,-110.1724138,0
0.035,0.05,0.055,0.1,10373.43333,0,6.166666667,0,-160.4885057,0
0.035,0.05,0.055,0.3,10368.76667,0,5.133333333,0,-265.3126437,0
0.035,0.05,0.06,0.03,10437.66667,0,5.566666667,0,-40.56321839,0
0.035,0.05,0.06,0.1,10333.66667,0,5.466666667,0,-74.52873563,0
0.035,0.05,0.06,0.3,10453.83333,0,4.2,0,36.89655172,0
0.035,0.055,0.03,0.03,4938.033333,1232.466667,331.9,-3236127.085,-842563.0655,269973.3241
0.035,0.055,0.03,0.1,5022.166667,1016.966667,482.0333333,-2143128.477,-975854.454,293094.7253
0.035,0.055,0.03,0.3,7892.3,68.83333333,101.8666667,-309109.6379,-386213.5103,60335.21839
0.035,0.055,0.035,0.03,8517.166667,274.7666667,89.6,-1221434.029,-347211.4483,145152.3517
0.035,0.055,0.035,0.1,9226.666667,0,10.36666667,0,-1926.390805,0
0.035,0.055,0.035,0.3,9089.133333,0.733333333,16.53333333,-2495.204598,-23527.14253,143.7333333
0.035,0.055,0.04,0.03,9517.533333,45.7,17.06666667,-116789.7655,-23623.27816,11790.98621
0.035,0.055,0.04,0.1,9743.833333,0,7.733333333,0,-612.6666667,0
0.035,0.055,0.04,0.3,9613.966667,0,8.066666667,0,-713.6183908,0
0.035,0.055,0.045,0.03,10030.43333,0,6.666666667,0,-421.7471264,0
0.035,0.055,0.045,0.1,9882.433333,0,6.9,0,-372.4724138,0
0.035,0.055,0.045,0.3,10006.7,0,6.166666667,0,-229.6724138,0
0.035,0.055,0.05,0.03,10241.83333,0,5.9,0,-78.18965517,0
0.035,0.055,0.05,0.1,10222.2,0,5.833333333,0,-162.4827586,0
0.035,0.055,0.05,0.3,10209.3,0,7.133333333,0,-451.0758621,0
0.035,0.055,0.055,0.03,10335.8,0,6.066666667,0,-36.77931034,0
0.035,0.055,0.055,0.1,10324,0,5.6,0,-159.0344828,0
0.035,0.055,0.055,0.3,10348.83333,0,6.133333333,0,-227.3908046,0
0.035,0.055,0.06,0.03,10479.16667,0,5.7,0,-80.81034483,0
0.035,0.055,0.06,0.1,10443.16667,0,4.666666667,0,-110.1149425,0
0.035,0.055,0.06,0.3,10514.76667,0,5.333333333,0,-90.98850575,0
0.035,0.06,0.03,0.03,5817.766667,1099.233333,299.4666667,-2905061.668,-786718.6805,279589.6115
0.035,0.06,0.03,0.1,6370.366667,635.6333333,333.9333333,-2377329.516,-1186313.147,298412.2161
0.035,0.06,0.03,0.3,8441.1,25.4,50.93333333,-171699.869,-241160.1655,25322.47586
0.035,0.06,0.035,0.03,8834.633333,193.2666667,74.86666667,-875984.692,-295016.7747,118672.7264
0.035,0.06,0.035,0.1,9225.166667,1.333333333,13.33333333,-2344.057471,-8367.229885,128.8850575
0.035,0.06,0.035,0.3,9361.1,0,9.633333333,0,-1667.341379,0
0.035,0.06,0.04,0.03,9784.166667,0,7.6,0,-556.4137931,0
0.035,0.06,0.04,0.1,9745.733333,0.133333333,8.4,-298.9977011,-4014.648276,6.289655172
0.035,0.06,0.04,0.3,9764,0,7.266666667,0,-645.7241379,0
0.035,0.06,0.045,0.03,10102.06667,0,5.966666667,0,-568.3425287,0
0.035,0.06,0.045,0.1,9985.8,0,6.7,0,-272.6137931,0
0.035,0.06,0.045,0.3,10172.36667,0,5.066666667,0,-282.783908,0
0.035,0.06,0.05,0.03,10300.96667,0,5.2,0,-218.6137931,0
0.035,0.06,0.05,0.1,10268.93333,0,5.766666667,0,-349.8436782,0
0.035,0.06,0.05,0.3,10301.4,0,5.533333333,0,-133.4275862,0
0.035,0.06,0.055,0.03,10431.9,0,4.666666667,0,-37.5862069,0
0.035,0.06,0.055,0.1,10407.6,0,5.3,0,19.74482759,0
0.035,0.06,0.055,0.3,10470.66667,0,5.133333333,0,-88.05747126,0
0.035,0.06,0.06,0.03,10513.03333,0,4.633333333,0,-120.4356322,0
0.035,0.06,0.06,0.1,10566.56667,0,4.766666667,0,-44.86321839,0
0.035,0.06,0.06,0.3,10531.9,0,4.933333333,0,51.33793103,0
0.04,0.02,0.03,0.03,465.4333333,2043.2,223.0666667,46795.49655,11854.86667,4329.917241
0.04,0.02,0.03,0.1,516.1333333,1793.833333,357.3333333,41000.98851,9233.643678,3871.816092
0.04,0.02,0.03,0.3,680.8666667,1182.566667,578.6333333,41329.83678,13268.53563,16383.35287
0.04,0.02,0.035,0.03,968.9333333,2175.8,287.4666667,36196.4,13535.51494,3702.82069
0.04,0.02,0.035,0.1,865.5,1894.866667,409.1666667,37778.03448,22640.2931,5142.781609
0.04,0.02,0.035,0.3,1199.3,1358.766667,664.3666667,31376.03793,22625.98966,3663.571264
0.04,0.02,0.04,0.03,1434.7,2207.9,356.8333333,23198.86552,4348.431034,186.5
0.04,0.02,0.04,0.1,1754.9,1935.833333,492.2,39784.43103,39501.81379,-237.3103448
0.04,0.02,0.04,0.3,1740.133333,1428,729.2333333,3846.068966,3314.243678,1344.241379
0.04,0.02,0.045,0.03,2559.766667,2089.166667,413.3,-430533.4425,-65017.51379,26086.43103
0.04,0.02,0.045,0.1,3030.6,1767.8,493.8,-1031994.703,-263115.3241,91559.30345
0.04,0.02,0.045,0.3,2968.4,1448.233333,761.7333333,-190930.5793,-146621.131,38207.58161
0.04,0.02,0.05,0.03,4946.633333,1488.066667,343.8,-2316033.975,-459438.0414,191531.8759
0.04,0.02,0.05,0.1,5243.733333,1315.5,412.3,-1950410.414,-557923.6759,220985.3621
0.04,0.02,0.05,0.3,5706,831.4,505.3666667,-1442619.966,-873381.5172,258750.5034
0.04,0.02,0.055,0.03,6793.966667,846.1,247.9,-2273550.272,-605783.7621,248451.1138
0.04,0.02,0.055,0.1,7371.433333,561.8,215.3666667,-1949887.324,-683273.7506,247323.5586
0.04,0.02,0.055,0.3,7935.033333,245.3333333,168.4333333,-951870.8046,-575469.0149,159478.3333
0.04,0.02,0.06,0.03,8338.2,259.4,86.96666667,-903886.6,-239525.4069,116150.3586
0.04,0.02,0.06,0.1,8850.8,111.2333333,63.7,-578186.5034,-266117.9931,80806.48621
0.04,0.02,0.06,0.3,9244.766667,35.2,31.13333333,-84643.53793,-49032.65747,19276.93793
0.04,0.025,0.03,0.03,602.0666667,2057.8,251.4666667,46857.49655,10801.0023,6656.544828
0.04,0.025,0.03,0.1,596.4333333,1707.333333,395.8,44408.02299,10440.91724,6954.068966
0.04,0.025,0.03,0.3,804.5333333,1101.266667,643.1,42096.57701,17880.28966,14110.90345
0.04,0.025,0.035,0.03,1005.9,2157.466667,307.9666667,39942.49655,21994.1,2300.464368
0.04,0.025,0.035,0.1,1213.6,1863.833333,484.4333333,83974.10345,985.4896552,69.55747126
0.04,0.025,0.035,0.3,1473.333333,1314.1,754.2666667,52302.17241,27021.35632,6243.903448
0.04,0.025,0.04,0.03,1980.766667,2122.133333,409.9333333,-161519.692,-10029.05057,-283.8183908
0.04,0.025,0.04,0.1,1980.433333,1919.3,551.3666667,41006.27931,16541.18046,626.6793103
0.04,0.025,0.04,0.3,2654.7,1254.033333,785.0666667,-219858.5759,-141639.3586,34883.27356
0.04,0.025,0.045,0.03,3499.266667,1816.566667,428.0333333,-1442046.915,-299503.0092,111624.1874
0.04,0.025,0.045,0.1,4577.566667,1278.033333,408.4,-2235842.433,-685165.7517,224163.9862
0.04,0.025,0.045,0.3,5099.7,879.8,589.4666667,-1369882.993,-938915.8207,256057.9241
0.04,0.025,0.05,0.03,6410.833333,941.6666667,285.0666667,-2453908.54,-686562.4713,283433.9195
0.04,0.025,0.05,0.1,7102.233333,605.4666667,237.5,-2042746.182,-708568.1552,271902.6552
0.04,0.025,0.05,0.3,7646.633333,293.4,194.4666667,-1077700.848,-651003.823,192870.0138
0.04,0.025,0.055,0.03,8962.433333,126.0333333,53.96666667,-452223.1529,-150040.7437,72317.17356
0.04,0.025,0.055,0.1,8888.233333,120.0666667,55.06666667,-511441.8437,-185144.7747,74166.37471
0.04,0.025,0.055,0.3,9055.633333,49.76666667,47.66666667,-195861.3644,-138918.023,38021.6092
0.04,0.025,0.06,0.03,9347.733333,67.4,31.5,-340367.7517,-104652.9655,40902.72414
0.04,0.025,0.06,0.1,9555,0,9.733333333,0,-358.9655172,0
0.04,0.025,0.06,0.3,9419.866667,4,16.53333333,-8351.37931,-14587.27126,646.1724138
0.04,0.03,0.03,0.03,617,2008.633333,291.9,84168.82759,10762.93103,7003.375862
0.04,0.03,0.03,0.1,733.8,1653.066667,460.0666667,112614.9448,37166.73793,18449.2023
0.04,0.03,0.03,0.3,1017.766667,1033,707.1,57474.58621,20331.54138,7492.172414
0.04,0.03,0.035,0.03,1226.033333,2128.433333,360.4,26037.12299,8437.503448,195.2344828
0.04,0.03,0.035,0.1,1885.633333,1788.133333,510.5,-379219.1563,-107438.3621,31696.44828
0.04,0.03,0.035,0.3,2000.866667,1157.866667,804.7666667,23888.29195,2781.105747,4507.51954
0.04,0.03,0.04,0.03,3091.833333,1912.333333,414.8,-1141267.011,-224169.7241,84044.03448
0.04,0.03,0.04,0.1,3411.766667,1545.566667,527.4333333,-1412388.76,-455587.9299,150364.1943
0.04,0.03,0.04,0.3,3638.633333,1025.566667,746.0666667,-970514.7161,-737103.1126,157847.6161
0.04,0.03,0.045,0.03,6415.2,837.3,217.9666667,-2927477.372,-720849.6828,250074.9069
0.04,0.03,0.045,0.1,5273.133333,1081.7,418.3666667,-2255646.097,-835361.3264,290360.9759
0.04,0.03,0.045,0.3,7297.766667,333.5,243.5,-1086367.672,-729494.0517,201098.5
0.04,0.03,0.05,0.03,7962.866667,331.0333333,111.7,-1474186.995,-431559.9379,162637.1828
0.04,0.03,0.05,0.1,8665.1,131.4333333,74.46666667,-509277.9069,-252381.3586,87382.72184
0.04,0.03,0.05,0.3,9027.566667,24.3,27.56666667,-58962.6931,-40711.53908,11272.68621
0.04,0.03,0.055,0.03,9167.766667,67.73333333,27.66666667,-278614.4092,-64342.73563,30582.04598
0.04,0.03,0.055,0.1,9575,0,7.966666667,0,-838.4827586,0
0.04,0.03,0.055,0.3,9534.533333,0,8.133333333,0,-789.245977,0
0.04,0.03,0.06,0.03,9748.266667,0,8,0,-572.0344828,0
0.04,0.03,0.06,0.1,9729.033333,0,7.766666667,0,-864.991954,0
0.04,0.03,0.06,0.3,9800.233333,0,7.966666667,0,-507.9229885,0
0.04,0.035,0.03,0.03,838.5666667,2048.833333,327.0666667,40336.95977,9686.995402,788.5632184
0.04,0.035,0.03,0.1,1103.266667,1733.333333,524.2,37404.21839,25610.6,6857.310345
0.04,0.035,0.03,0.3,1565.5,918,743.7333333,-104094.3103,-83068.55172,28495.44828
0.04,0.035,0.035,0.03,2151.133333,2077.666667,405.3,-472194.7126,-62952.62759,26572.86207
0.04,0.035,0.035,0.1,1592.666667,1787.766667,610.4666667,52729.22989,12606.91954,-621.4045977
0.04,0.035,0.035,0.3,3009.966667,1028.266667,843.0666667,-144899.508,-133533.308,41561.87816
0.04,0.035,0.04,0.03,4578.9,1437.566667,349.4,-2491349.252,-576370.5103,209379.5586
0.04,0.035,0.04,0.1,4659.033333,1190.1,456,-2356281.107,-902385.1034,269074.7586
0.04,0.035,0.04,0.3,5359.2,543.0333333,511.7,-1288071.041,-1128218.455,226693.5966
0.04,0.035,0.045,0.03,7229.3,646.3333333,176.1333333,-2188975.724,-547177.0069,224022.092
0.04,0.035,0.045,0.1,6968.633333,625.9333333,277.4666667,-2032614.749,-855953.6506,292181.4805
0.04,0.035,0.045,0.3,8844.966667,0.133333333,16.13333333,-257.891954,-9661.202299,5.016091954
0.04,0.035,0.05,0.03,9075.366667,7.566666667,19.96666667,-10227.45632,-14926.05632,622.5712644
0.04,0.035,0.05,0.1,9439.333333,0,8.766666667,0,-2164.195402,0
0.04,0.035,0.05,0.3,9239.033333,0,10.76666667,0,-1932.44023,0
0.04,0.035,0.055,0.03,9613.8,0,8.8,0,-253.5586207,0
0.04,0.035,0.055,0.1,9685.433333,0.033333333,8.2,-32.87701149,-1471.193103,0.372413793
0.04,0.035,0.055,0.3,9807.066667,0,8.366666667,0,-901.8183908,0
0.04,0.035,0.06,0.03,9971.3,0,7.633333333,0,-362.0586207,0
0.04,0.035,0.06,0.1,9968.133333,0,7.4,0,-421.1241379,0
0.04,0.035,0.06,0.3,9888.566667,0,7.4,0,-354.337931,0
0.04,0.04,0.03,0.03,1025.033333,1975.866667,351.4333333,114062.2115,38905.12299,8607.025287
0.04,0.04,0.03,0.1,1116.733333,1618.733333,579.9,58116.51264,31858.69655,10969.83448
0.04,0.04,0.03,0.3,1661.133333,813.4333333,769.2333333,75201.76782,20763.65747,12812.3092
0.04,0.04,0.035,0.03,2287.566667,1937.033333,416.1333333,-864030.7782,-157201.4575,56448.30575
0.04,0.04,0.035,0.1,2999.266667,1507.8,565.7333333,-1146103.048,-392733.9264,125642.669
0.04,0.04,0.035,0.3,4063.466667,744.4333333,696.8666667,-1007931.278,-947082.4184,193516.2322
0.04,0.04,0.04,0.03,5947.033333,1017.666667,262.8666667,-2787069.195,-655388.8575,251887.3678
0.04,0.04,0.04,0.1,6383.033333,753.4333333,325.6,-2140083.498,-891046.5034,310220.9379
0.04,0.04,0.04,0.3,6682.733333,378.6,349.5,-1130090.317,-1009207.138,223997.3448
0.04,0.04,0.045,0.03,8297.933333,318.6333333,98.2,-1261226.129,-351470.331,142257.4897
0.04,0.04,0.045,0.1,8893.833333,116.4666667,64.86666667,-493914.1264,-226128.954,85622.09885
0.04,0.04,0.045,0.3,8992.733333,39.7,47.46666667,-210097.8759,-188651.3885,41830.11034
0.04,0.04,0.05,0.03,9213.133333,62.36666667,32.86666667,-297828.3954,-108823.9126,41272.49885
0.04,0.04,0.05,0.1,9353.8,0.133333333,10.76666667,-127.6965517,-2370.737931,3.48045977
0.04,0.04,0.05,0.3,9568.033333,0,9.2,0,-2142.041379,0
0.04,0.04,0.055,0.03,9768.633333,0,8.066666667,0,-958.6298851,0
0.04,0.04,0.055,0.1,9935.833333,0,8.533333333,0,-522.5977011,0
0.04,0.04,0.055,0.3,9933.8,0,7.333333333,0,-382.7931034,0
0.04,0.04,0.06,0.03,10047.56667,0,6.9,0,-259.2172414,0
0.04,0.04,0.06,0.1,10012.23333,0,6.966666667,0,-370.716092,0
0.04,0.04,0.06,0.3,9955.066667,0,6.7,0,20.15862069,0
0.04,0.045,0.03,0.03,1791.3,1849.533333,345.5666667,-1288446.062,-207084.7966,68973.37701
0.04,0.045,0.03,0.1,1613.133333,1688.333333,641.3,6386.091954,39499.75172,-3311.689655
0.04,0.045,0.03,0.3,2576.033333,828.4666667,803.7333333,-356823.6023,-421322.4736,82150.61149
0.04,0.045,0.035,0.03,3402.566667,1587.2,369.3,-2462690.428,-528936.7966,170816.6966
0.04,0.045,0.035,0.1,5089.433333,993.4666667,395.0666667,-2513465.244,-961643.3057,296917.4161
0.04,0.045,0.035,0.3,5551.366667,476.7333333,489,-1007038.244,-1003399.793,212820.6207
0.04,0.045,0.04,0.03,6975.833333,703.2,188.5,-2575429.793,-658072.431,234081.3448
0.04,0.045,0.04,0.1,7627.333333,362,158.1,-1312568.828,-533121.1379,189099.9655
0.04,0.045,0.04,0.3,8450.066667,41.1,63.26666667,-162256.3862,-196539.2253,31719.86897
0.04,0.045,0.045,0.03,8797.333333,137.1666667,48.56666667,-645326.8851,-177526.3678,73034.83333
0.04,0.045,0.045,0.1,9325.033333,0,10.33333333,0,-5035.804598,0
0.04,0.045,0.045,0.3,9269.1,0,10.06666667,0,-669.8689655,0
0.04,0.045,0.05,0.03,9521,65.73333333,29.73333333,-258672,-86524.03448,43130.13333
0.04,0.045,0.05,0.1,9632.666667,0,7.933333333,0,-752.4712644,0
0.04,0.045,0.05,0.3,9732.966667,0,8,0,-536.0344828,0
0.04,0.045,0.055,0.03,9982.533333,0,6.166666667,0,-314.8850575,0
0.04,0.045,0.055,0.1,9935.366667,0,7.333333333,0,-407.6781609,0
0.04,0.045,0.055,0.3,9960.533333,0,6.666666667,0,-255.8850575,0
0.04,0.045,0.06,0.03,10124.46667,0,6.433333333,0,-399.0712644,0
0.04,0.045,0.06,0.1,10170.83333,0,7.333333333,0,-159.0804598,0
0.04,0.045,0.06,0.3,10282.43333,0,6.066666667,0,-295.0298851,0
0.04,0.05,0.03,0.03,2002.4,1826.6,371.2333333,-1300306.076,-244276.1655,77233.13103
0.04,0.05,0.03,0.1,2205.733333,1549.766667,603.6,-549116.3057,-252340.869,66538.62759
0.04,0.05,0.03,0.3,3928.8,555.9,644.9333333,-632205.5379,-761159.4966,149266.9931
0.04,0.05,0.035,0.03,4872.366667,1306.033333,328.5,-3080845.22,-719547.9483,247306.6724
0.04,0.05,0.035,0.1,6429.733333,716.4333333,297.5,-2245343.432,-862799.4828,302775.2241
0.04,0.05,0.035,0.3,6814.166667,244.5,276.5333333,-1059320.466,-1117672.437,180498
0.04,0.05,0.04,0.03,8197.9,220.7666667,91.53333333,-906755.9207,-321669.669,115432.1632
0.04,0.05,0.04,0.1,8111.4,226.4333333,109.4,-1157793.972,-500502.2345,148365.1655
0.04,0.05,0.04,0.3,8810.7,22.13333333,46.5,-143435.7862,-238992.7759,24106.93103
0.04,0.05,0.045,0.03,9232.9,2.9,13.23333333,-4931.458621,-7101.768966,195.9206897
0.04,0.05,0.045,0.1,9298.733333,118.3666667,53.2,-702354.1402,-272587.8414,78650.47586
0.04,0.05,0.045,0.3,9600.1,0,7.8,0,-1199.151724,0
0.04,0.05,0.05,0.03,9796.966667,0,7.366666667,0,-498.5045977,0
0.04,0.05,0.05,0.1,9924.266667,0,7.7,0,-473.7103448,0
0.04,0.05,0.05,0.3,9931.8,0,6.633333333,0,-105.4206897,0
0.04,0.05,0.055,0.03,9977.266667,0,7.3,0,-301.2551724,0
0.04,0.05,0.055,0.1,10119.8,0,6.4,0,-331.8137931,0
0.04,0.05,0.055,0.3,10043.8,0,6.466666667,0,-43.90344828,0
0.04,0.05,0.06,0.03,10206.1,0,6.1,0,-404.1137931,0
0.04,0.05,0.06,0.1,10222.5,0,5.833333333,0,-282.8793103,0
0.04,0.05,0.06,0.3,10324.3,0,6.066666667,0,-4.193103448,0
0.04,0.055,0.03,0.03,2391.866667,1754.366667,384.7666667,-1591052.398,-309835.6529,106593.9161
0.04,0.055,0.03,0.1,2788.8,1384.466667,610.0666667,-1117645.283,-483200.1586,131803.5885
0.04,0.055,0.03,0.3,4619.166667,462.9,556.4333333,-845369.6034,-1029345.247,167336.9414
0.04,0.055,0.035,0.03,6728.2,674.4666667,186.4,-2835306.234,-753733.7379,242647.9793
0.04,0.055,0.035,0.1,7481.633333,396.0333333,211.1,-1512197.746,-761614.7897,238158.8241
0.04,0.055,0.035,0.3,8184.166667,25.23333333,49.4,-121593.9368,-165126.6552,23274.17931
0.04,0.055,0.04,0.03,8817.933333,81.76666667,39.46666667,-445171.1195,-143410.692,41888.11264
0.04,0.055,0.04,0.1,8938.4,60.5,34.66666667,-255142.1379,-105182.2414,43973.17241
0.04,0.055,0.04,0.3,9199.766667,18.13333333,28.6,-86491.62299,-95114.54483,10774.95172
0.04,0.055,0.045,0.03,9376.233333,64.5,32.06666667,-439271.0862,-160987.0851,45210.68966
0.04,0.055,0.045,0.1,9638.633333,0.033333333,8.333333333,-34.57356322,-1571.149425,0.643678161
0.04,0.055,0.045,0.3,9563.8,0,7.633333333,0,-1613.075862,0
0.04,0.055,0.05,0.03,9848.433333,0,7.533333333,0,-1523.756322,0
0.04,0.055,0.05,0.1,9958.066667,0,6.6,0,-499.8,0
0.04,0.055,0.05,0.3,10020.73333,0,7.466666667,0,-241.4574713,0
0.04,0.055,0.055,0.03,10095.3,0,5.7,0,-191.8034483,0
0.04,0.055,0.055,0.1,10141.06667,0,6.6,0,-190.6965517,0
0.04,0.055,0.055,0.3,10145.5,0,5.6,0,-235.6896552,0
0.04,0.055,0.06,0.03,10330.8,0,4.5,0,-51.27586207,0
0.04,0.055,0.06,0.1,10180.9,0,5.433333333,0,-47.19655172,0
0.04,0.055,0.06,0.3,10321.63333,0,5.2,0,-305.5793103,0
0.04,0.06,0.03,0.03,3245.4,1658.666667,396.6333333,-2196736.103,-480692.3655,159806.4598
0.04,0.06,0.03,0.1,4985.4,846.4666667,395.7333333,-2653500.469,-1172868.338,290492.1287
0.04,0.06,0.03,0.3,5017.966667,397.6333333,536.6333333,-1003092.082,-1284573.254,182433.792
0.04,0.06,0.035,0.03,7252.833333,614.3666667,162.5,-2549824.626,-601680.0862,225750.5345
0.04,0.06,0.035,0.1,7601.866667,275.5,152,-1413902.276,-724615.7241,193113.4483
0.04,0.06,0.035,0.3,8735.933333,23.36666667,41,-133816.8713,-177559.5172,21440.93103
0.04,0.06,0.04,0.03,9166.9,71.16666667,28.96666667,-333886.7069,-92848.03793,41136.97126
0.04,0.06,0.04,0.1,9361.033333,0.033333333,8.633333333,-38.86321839,-1568.228736,0.46091954
0.04,0.06,0.04,0.3,9457.533333,0.033333333,8.566666667,-49.29425287,-1733.381609,0.601149425
0.04,0.06,0.045,0.03,9813.633333,0,7.1,0,-563.4448276,0
0.04,0.06,0.045,0.1,9814.233333,0,7.566666667,0,-983.9643678,0
0.04,0.06,0.045,0.3,9709.1,0,7.8,0,-2039.151724,0
0.04,0.06,0.05,0.03,9955.266667,0,6.566666667,0,-391.2597701,0
0.04,0.06,0.05,0.1,10009.4,0,7.266666667,0,-278.1448276,0
0.04,0.06,0.05,0.3,10093.2,0,6.066666667,0,5.710344828,0
0.04,0.06,0.055,0.03,10293.66667,0,5.6,0,-30.31034483,0
0.04,0.06,0.055,0.1,10153.83333,0,5.933333333,0,-207.6666667,0
0.04,0.06,0.055,0.3,10223.2,0,6.3,0,-184.4413793,0
0.04,0.06,0.06,0.03,10423.8,0,5,0,-39.62068966,0
0.04,0.06,0.06,0.1,10313.5,0,6.033333333,0,-93.32758621,0
0.04,0.06,0.06,0.3,10304.33333,0,5.366666667,0,-93.26436782,0
0.045,0.02,0.03,0.03,291.2666667,1947.866667,177.1666667,18476.86437,3867.643678,3681.781609
0.045,0.02,0.03,0.1,516.0333333,1743.966667,319.0666667,71538.24253,14026.17011,10591.51954
0.045,0.02,0.03,0.3,445.8333333,1063.566667,495.6333333,51991.82184,10894.24713,15114.04253
0.045,0.02,0.035,0.03,542.7,2091.9,221.0666667,37977.76207,9467.124138,2818.386207
0.045,0.02,0.035,0.1,595.9,1807.833333,363.3666667,8576.155172,11734.79655,5178.166667
0.045,0.02,0.035,0.3,824.8333333,1244.6,601.1333333,49473.68966,14824.09195,8115.951724
0.045,0.02,0.04,0.03,765.9,2166.8,276.3333333,23393.04828,7572.413793,532.1724138
0.045,0.02,0.04,0.1,1086.7,1899.133333,423.4,60632.97241,31078.46897,3316.875862
0.045,0.02,0.04,0.3,1355.466667,1366.6,684.3,41402.64138,5254.096552,2829.986207
0.045,0.02,0.045,0.03,1535.1,2204.2,363.8666667,11937.84138,19307.01379,-575.3862069
0.045,0.02,0.045,0.1,1506.833333,1940.966667,490.0666667,20435.71839,29299.45977,915.416092
0.045,0.02,0.045,0.3,2090.4,1380.866667,710.1333333,-239415.3241,-114014.9862,33128.22529
0.045,0.02,0.05,0.03,2645.333333,1942.7,396.5666667,-1124665.966,-174486.9195,66777.31379
0.045,0.02,0.05,0.1,2864.466667,1813.733333,514.2666667,-773800.6644,-217269.7494,65466.24598
0.045,0.02,0.05,0.3,3019.466667,1388.666667,773.3,-273259.7356,-139995.4552,35704.93103
0.045,0.02,0.055,0.03,4450.133333,1664.366667,369.7333333,-1730922.947,-353406.9632,150133.9287
0.045,0.02,0.055,0.1,4718.866667,1399.3,445.7333333,-1643382.441,-495353.4851,196642.531
0.045,0.02,0.055,0.3,5703.133333,800,479.0666667,-2095460.552,-1236039.768,293699.7586
0.045,0.02,0.06,0.03,6522.1,1057.4,260.2666667,-2510569.007,-573449.0276,236824.5448
0.045,0.02,0.06,0.1,7494.866667,559.1,197,-1661298.434,-500344.8966,224353.3793
0.045,0.02,0.06,0.3,7938.433333,260.3333333,175.4333333,-1055662.701,-654414.3667,169998.954
0.045,0.025,0.03,0.03,299.8333333,1867.966667,219.3,30022.99425,4030.87931,5389.389655
0.045,0.025,0.03,0.1,422,1644.5,356.2333333,44958.72414,8965.448276,6147.465517
0.045,0.025,0.03,0.3,581.3666667,954.0666667,573.0333333,40769.8023,11884.47011,9637.377011
0.045,0.025,0.035,0.03,660.3666667,2045.6,256.9,64099.28966,11853.38276,5682.475862
0.045,0.025,0.035,0.1,796.7666667,1820.233333,442.1,44312.78046,19016.16207,4318.941379
0.045,0.025,0.035,0.3,974.3333333,1106.433333,668.5,52494.09195,19071.75862,7736.775862
0.045,0.025,0.04,0.03,1235.733333,2156.2,352.8666667,29471.57241,3449.066667,798.3724138
0.045,0.025,0.04,0.1,1402.766667,1896.4,500.3666667,13238.06207,28081.36437,-268.2551724
0.045,0.025,0.04,0.3,1736.1,1270.366667,759.3333333,7069.755172,8477.931034,5701.666667
0.045,0.025,0.045,0.03,2033.2,2074.5,409.0666667,-334085.1034,-62234.04828,18418.62069
0.045,0.025,0.045,0.1,2385.633333,1852.9,540.7,-483800.6931,-113680.1828,34924.41724
0.045,0.025,0.045,0.3,3256.7,1042.133333,675.1333333,-896165.7862,-562151.3724,135731.0161
