k1,k2,k3,k4,o1,o2,o3,o4,o5,o6
0.045,0.025,0.05,0.03,4165.633333,1636.9,361.5666667,-2307209.486,-499301.6816,176128.9207
0.045,0.025,0.05,0.1,4049.766667,1571.166667,522.4666667,-1386444.339,-461680.2667,152403.4713
0.045,0.025,0.05,0.3,5497.766667,807.1,532.3333333,-1632674.941,-1048230.368,281194.2414
0.045,0.025,0.055,0.03,6847.6,898.8333333,239.4666667,-2165934.517,-538435.4276,266411.5632
0.045,0.025,0.055,0.1,6821,689.5333333,259,-2186298.379,-791557.7931,269156.1724
0.045,0.025,0.055,0.3,7641.666667,216.7333333,164.1666667,-897565.2644,-605630.1839,146605.1149
0.045,0.025,0.06,0.03,8220.933333,346,93.13333333,-1427950.207,-329081.3701,135500.5172
0.045,0.025,0.06,0.1,9221.733333,5.033333333,16.66666667,-8029.645977,-7951.298851,618.3218391
0.045,0.025,0.06,0.3,8636.5,79,72.83333333,-362416.2069,-268094.3621,63477.62069
0.045,0.03,0.03,0.03,522.3333333,1946.7,253.7333333,76292.75862,7132.505747,5242.537931
0.045,0.03,0.03,0.1,503.7666667,1560.4,408.9333333,49776.23448,14217.98391,11504.37241
0.045,0.03,0.03,0.3,885.1666667,944.9333333,665.7666667,57317.90805,23877.48851,16106.6046
0.045,0.03,0.035,0.03,886.9,2119.766667,303.1333333,47053.45862,5029.565517,278.9977011
0.045,0.03,0.035,0.1,966.8,1696.633333,473.2666667,53964.9931,21174.53793,6438.928736
0.045,0.03,0.035,0.3,1494.766667,1079.8,746.3,102588.0897,30376.24483,5628.57931
0.045,0.03,0.04,0.03,1405.966667,2135,372.8,77251.62069,15431.44138,1192.793103
0.045,0.03,0.04,0.1,1385.233333,1817.166667,551.2333333,50945.61494,605.0471264,316.6494253
0.045,0.03,0.04,0.3,2738.833333,1063.233333,765.6666667,-623865.6494,-453025.7816,95950.56322
0.045,0.03,0.045,0.03,3027.066667,1930.366667,391.1666667,-1180497.887,-219533.5977,81860.76437
0.045,0.03,0.045,0.1,3722.933333,1470.933333,506.4,-1696990.97,-567155.869,183644.3034
0.045,0.03,0.045,0.3,4586.566667,857.6,598.8666667,-1092595.076,-760748.7494,210732.6
0.045,0.03,0.05,0.03,6343.566667,1089.333333,275.2666667,-2529768.747,-618188.0529,256539.4943
0.045,0.03,0.05,0.1,6071.7,904.2666667,346.9333333,-2373948.193,-848300.4,305047.3632
0.045,0.03,0.05,0.3,7558.833333,268.8,223.7666667,-1004557.207,-790849.9713,188809.1241
0.045,0.03,0.055,0.03,7884.166667,408.1,122.3,-1659056.362,-415656.3621,177076.8655
0.045,0.03,0.055,0.1,8740.733333,62.8,43.9,-258623.4345,-115178.5448,40904.46207
0.045,0.03,0.055,0.3,9110.4,1.033333333,16.7,-1898.289655,-12094.25517,125.9068966
0.045,0.03,0.06,0.03,8795.033333,206.0666667,62.33333333,-992092.0368,-231233.1149,96108.28736
0.045,0.03,0.06,0.1,9192.033333,111.2666667,64.33333333,-538877.2161,-270188.2874,88993.42529
0.045,0.03,0.06,0.3,9345.766667,0,9.633333333,0,-2912.674713,0
0.045,0.035,0.03,0.03,481.0666667,1953.8,302.9666667,43659.97931,2456.51954,1636.234483
0.045,0.035,0.03,0.1,618.9,1547.166667,463.5666667,42265.05172,16470.23103,8043.212644
0.045,0.035,0.03,0.3,992.8333333,742.5666667,657.2,86145.13218,42800.93103,20836.26207
0.045,0.035,0.035,0.03,781.6666667,2039.5,338.0666667,37937.13793,4325.091954,2379.137931
0.045,0.035,0.035,0.1,1004.933333,1689.233333,530.5666667,63107.46437,14425.65977,5131.828736
0.045,0.035,0.035,0.3,1615.233333,1011.266667,801.3666667,57587.45287,35932.25632,10666.65747
0.045,0.035,0.04,0.03,2372.333333,1917.633333,372.9,-1216169.218,-201675.069,73197.96207
0.045,0.035,0.04,0.1,2760.733333,1575.3,530.2666667,-1421368.297,-456247.9609,130133.9172
0.045,0.035,0.04,0.3,4118.5,841.3,674.2333333,-878227.569,-772592.9138,150010.0655
0.045,0.035,0.045,0.03,5025.866667,1253.4,307.4333333,-3090304.359,-709163.423,252090.6138
0.045,0.035,0.045,0.1,4853.366667,1122.1,441.0666667,-2378736.003,-898942.5425,281922.7172
0.045,0.035,0.045,0.3,6140.766667,410.2333333,368.6333333,-1333176.702,-1101833.295,242649.7092
0.045,0.035,0.05,0.03,7497.7,514.9333333,143.7333333,-1902637.331,-466242.8069,191912.7057
0.045,0.035,0.05,0.1,8101.1,301.1333333,120.9333333,-1180736.945,-428124.5793,165615.4575
0.045,0.035,0.05,0.3,8375.9,114.6,112.9333333,-526923.9724,-458169.869,102851.6621
0.045,0.035,0.055,0.03,8857.933333,114.9333333,46.63333333,-406093.8322,-131105.1632,58344.66437
0.045,0.035,0.055,0.1,9169.8,0.766666667,12.8,-1277.324138,-6214.282759,44.50344828
0.045,0.035,0.055,0.3,9196.733333,0,12.8,0,-2671.434483,0
0.045,0.035,0.06,0.03,9444.533333,6.533333333,13.86666667,-13211.32874,-10285.47816,601.2804598
0.045,0.035,0.06,0.1,9738.733333,0,7.466666667,0,-796.1126437,0
0.045,0.035,0.06,0.3,9524.1,0,7.766666667,0,-305.9758621,0
0.045,0.04,0.03,0.03,602.5,1961.8,316.4,54447.89655,12430.58621,8648.806897
0.045,0.04,0.03,0.1,734.3333333,1555.566667,501.2,45777.52874,18093,9043.468966
0.045,0.04,0.03,0.3,1134.666667,704.2666667,727,52018.64368,39607.48276,23719.96552
0.045,0.04,0.035,0.03,1252.966667,2079,406.5,39211.96552,24483.94828,-559.862069
0.045,0.04,0.035,0.1,1523.533333,1700.333333,624.3666667,37568.29885,20282.83218,897.3908046
0.045,0.04,0.035,0.3,3051,819.0666667,763.8333333,-684717.7586,-650395.6897,135636.4253
0.045,0.04,0.04,0.03,3566.9,1712.3,371.8666667,-2094724.072,-401773.0828,152983.3862
0.045,0.04,0.04,0.1,3951.933333,1265.533333,485.6333333,-2265070.274,-839034.4391,223241.754
0.045,0.04,0.04,0.3,4813.233333,618.2,584.2,-1059391.359,-975253.3241,210900.5448
0.045,0.04,0.045,0.03,6714.333333,820.5333333,214.2333333,-2707718.287,-651583.5632,252173.2161
0.045,0.04,0.045,0.1,7005.4,450.6,197.0333333,-2023109.593,-843600.9448,236905.3931
0.045,0.04,0.045,0.3,7866.5,128.6666667,131.0333333,-509145.7241,-455974.0172,95990.66667
0.045,0.04,0.05,0.03,8290.566667,257.8666667,102.4666667,-1271969.474,-448160.1356,152926.6851
0.045,0.04,0.05,0.1,8763.966667,162.5,78.3,-647387.5345,-272607.3,104041.0862
0.045,0.04,0.05,0.3,9107.933333,0,12.03333333,0,-2839.85977,0
0.045,0.04,0.055,0.03,9474.833333,0,8.733333333,0,-795.183908,0
0.045,0.04,0.055,0.1,9546.9,0,8.933333333,0,-1063.006897,0
0.045,0.04,0.055,0.3,9564.833333,0,7.933333333,0,-1495.666667,0
0.045,0.04,0.06,0.03,9904.5,0,7.033333333,0,-623.0862069,0
0.045,0.04,0.06,0.1,9784.733333,0,7.6,0,-410.0068966,0
0.045,0.04,0.06,0.3,9831.833333,0,8.1,0,-194.6724138,0
0.045,0.045,0.03,0.03,840.8666667,1985.7,362.4666667,110819.7862,11597.54713,2466.834483
0.045,0.045,0.03,0.1,894.2,1585.533333,544.6333333,77365.02759,16320.76552,8630.822989
0.045,0.045,0.03,0.3,1728.633333,735.7666667,782.4666667,-8781.881609,70.07356322,15345.04368
0.045,0.045,0.035,0.03,1569.333333,2078.4,423.2333333,51266.37931,37734.81609,179.5241379
0.045,0.045,0.035,0.1,2199.966667,1393.433333,520.4,-1258697.571,-453162.7793,111242.0276
0.045,0.045,0.035,0.3,3589,665.0666667,677.6333333,-849658.5517,-913039.0345,144359.0598
0.045,0.045,0.04,0.03,4416.533333,1407.2,358.1333333,-2476952.903,-540889.4184,217983.5931
0.045,0.045,0.04,0.1,5750.866667,727.5333333,301.9666667,-2680066.168,-1063577.522,278092.4322
0.045,0.045,0.04,0.3,6990.3,242.2,268.7,-671280.5793,-678470.1483,164145.269
0.045,0.045,0.045,0.03,7333.133333,567.3,158.1333333,-2031511.283,-493981.6391,204193.9586
0.045,0.045,0.045,0.1,7584.533333,342.3333333,167,-1358304.149,-603201,208710.2759
0.045,0.045,0.045,0.3,8732.366667,14.1,27.86666667,-36487.38276,-38876.25977,5633.393103
0.045,0.045,0.05,0.03,9026.966667,119.5333333,44.86666667,-561607.9126,-171653.3839,60207.17701
0.045,0.045,0.05,0.1,9202.066667,53.66666667,35.23333333,-225952.5632,-109670.8092,41102.94253
0.045,0.045,0.05,0.3,9361.233333,0,8.8,0,-969.2275862,0
0.045,0.045,0.055,0.03,9676.333333,0,8,0,-411.7931034,0
0.045,0.045,0.055,0.1,9663.166667,0.466666667,9.333333333,-1009.045977,-5301.747126,29.28735632
0.045,0.045,0.055,0.3,9720.866667,0,7.1,0,-1143.606897,0
0.045,0.045,0.06,0.03,9951.433333,0,7.066666667,0,-416.9609195,0
0.045,0.045,0.06,0.1,9889.033333,0,7.466666667,0,-887.016092,0
0.045,0.045,0.06,0.3,9974.866667,0,7.233333333,0,-412.4505747,0
0.045,0.05,0.03,0.03,1067.366667,2010.5,368.1333333,44860.2931,22011.6046,2359.275862
0.045,0.05,0.03,0.1,1065.3,1534.766667,602.6333333,66681.48621,17350.83793,4720.394253
0.045,0.05,0.03,0.3,2425.766667,646.9666667,720.4666667,-226892.6632,-344711.7494,43942.6023
0.045,0.05,0.035,0.03,2252.233333,1924.133333,438.9,-824699.4805,-142681.4586,56316.87586
0.045,0.05,0.035,0.1,3210,1356,564.2666667,-1424814.31,-565422.931,156487.069
0.045,0.05,0.035,0.3,5002.333333,459.0333333,536.2666667,-1052757.908,-1129400.126,203498.0253
0.045,0.05,0.04,0.03,6683.3,679.8333333,197.1,-2775887.086,-743171.7897,250529.8793
0.045,0.05,0.04,0.1,6581.333333,641.0333333,286.5,-2027671.046,-895210.1034,294596.0517
0.045,0.05,0.04,0.3,7686.566667,114.4,134.4666667,-513179.6483,-547871.6529,91268.56552
0.045,0.05,0.045,0.03,8251.366667,279.0666667,85.06666667,-1358512.232,-367018.2667,135575.1678
0.045,0.05,0.045,0.1,8571.5,48.76666667,42,-287582.8103,-169418.2414,38167.44828
0.045,0.05,0.045,0.3,9134,0,9.4,0,-2257.206897,0
0.045,0.05,0.05,0.03,9324.733333,67.5,27.96666667,-342823,-99832.90575,39086.05172
0.045,0.05,0.05,0.1,9130.166667,56,38.7,-320194.4828,-173387.7069,50591.17241
0.045,0.05,0.05,0.3,9525.666667,0,7.833333333,0,-456.3678161,0
0.045,0.05,0.055,0.03,9815.233333,0,7.166666667,0,-1308.729885,0
0.045,0.05,0.055,0.1,9649.466667,0,7.466666667,0,-695.708046,0
0.045,0.05,0.055,0.3,9940.733333,0,7,0,-402.9655172,0
0.045,0.05,0.06,0.03,9992.633333,0,7,0,-480.8965517,0
0.045,0.05,0.06,0.1,10068.16667,0,5.4,0,111.8275862,0
0.045,0.05,0.06,0.3,10057.06667,0,6.166666667,0,-135.2873563,0
0.045,0.055,0.03,0.03,1138.733333,1889.733333,416.7333333,-272389.2805,-27792.34943,30417.4092
0.045,0.055,0.03,0.1,1681.666667,1453.033333,612.0333333,-196975.5402,-84685.12644,43224.48161
0.045,0.055,0.03,0.3,2909.4,606.2333333,748.0333333,-313281.4414,-444707.4276,94594.92299
0.045,0.055,0.035,0.03,3768.9,1388.733333,364.1,-2676617.2,-631898.7483,212197.269
0.045,0.055,0.035,0.1,4158.266667,1142.133333,534.7333333,-2068338.106,-898094.823,254138.1747
0.045,0.055,0.035,0.3,5927.266667,310.3,398.8333333,-960042.669,-1219867.816,173145.7759
0.045,0.055,0.04,0.03,6911.6,684.3333333,187.3333333,-2678177.483,-686344.6897,241712.4023
0.045,0.055,0.04,0.1,7549.033333,309.8333333,162.4333333,-1486020.408,-708049.1874,187944.1437
0.045,0.055,0.04,0.3,8120.866667,87.76666667,116.3333333,-451360.8253,-530510.2299,82276.97701
0.045,0.055,0.045,0.03,9112.366667,74.43333333,24.2,-255437.2333,-54748.97241,34634.6
0.045,0.055,0.045,0.1,8994.6,62.2,31.33333333,-228455.1586,-79385.75862,36283.7931
0.045,0.055,0.045,0.3,9324.8,0,8.233333333,0,-1365.089655,0
0.045,0.055,0.05,0.03,9645.4,0,7.7,0,-1234.462069,0
0.045,0.055,0.05,0.1,9622.433333,0,7.8,0,-903.8068966,0
0.045,0.055,0.05,0.3,9757.9,0,7.4,0,-970.2344828,0
0.045,0.055,0.055,0.03,9813.9,0,6.733333333,0,-437.9241379,0
0.045,0.055,0.055,0.1,9843.233333,0,6.566666667,0,-17.82643678,0
0.045,0.055,0.055,0.3,9921.7,0,6.4,0,-341.3241379,0
0.045,0.055,0.06,0.03,10073.86667,0,5.966666667,0,-28.10804598,0
0.045,0.055,0.06,0.1,10130.73333,0,6.1,0,-138.937931,0
0.045,0.055,0.06,0.3,10126.8,0,7.233333333,0,24.35862069,0
0.045,0.06,0.03,0.03,1654.166667,1944.666667,445.8666667,-387658.908,-66190.28736,30662.81609
0.045,0.06,0.03,0.1,2285.5,1359.533333,630,-768349.6897,-365291.931,90846
0.045,0.06,0.03,0.3,3312.366667,489.5333333,675.6666667,-445459.0644,-637738.2184,119062.7011
0.045,0.06,0.035,0.03,5040.033333,1175.533333,306.9666667,-3061420.225,-738688.8609,265064.777
0.045,0.06,0.035,0.1,4751.733333,969.5666667,475.4,-2494930.326,-1171379.166,306850.1103
0.045,0.06,0.035,0.3,6831.6,204.9333333,271.3,-733499.4759,-926159.6345,132067.2621
0.045,0.06,0.04,0.03,8333,204.4333333,71.86666667,-933526.4483,-278953.4138,108430.508
0.045,0.06,0.04,0.1,8561.1,107.7,65.66666667,-597234.1759,-312227.6207,84942.17241
0.045,0.06,0.04,0.3,8881.733333,0,11.43333333,0,-3049.604598,0
0.045,0.06,0.045,0.03,9417.4,0.2,8.433333333,-249.2896552,-3271.006897,1.979310345
0.045,0.06,0.045,0.1,9348.9,0.166666667,9.7,-244.6034483,-3226.47931,4.431034483
0.045,0.06,0.045,0.3,9579.633333,0,7.9,0,-779.1413793,0
0.045,0.06,0.05,0.03,9651.766667,0,7.1,0,-668.0103448,0
0.045,0.06,0.05,0.1,9805.766667,0,7.3,0,-221.1344828,0
0.045,0.06,0.05,0.3,9871.6,0,6.3,0,-518.2896552,0
0.045,0.06,0.055,0.03,9960.3,0,7.066666667,0,-328.9517241,0
0.045,0.06,0.055,0.1,9970.866667,0,6.366666667,0,-92.12183908,0
0.045,0.06,0.055,0.3,9962.5,0,5.833333333,0,-563.9137931,0
0.045,0.06,0.06,0.03,10202.8,0,5.466666667,0,-5.834482759,0
0.045,0.06,0.06,0.1,10177.4,0,5.666666667,0,44.48275862,0
0.045,0.06,0.06,0.3,10193.33333,0,6.6,0,-188.137931,0
0.05,0.02,0.03,0.03,191.6,1770.133333,165.1333333,48693.98621,5119.951724,8953.464368
0.05,0.02,0.03,0.1,211.9,1538.9,283.3333333,20453.71379,2965.655172,9502.655172
0.05,0.02,0.03,0.3,270.8333333,825.1,431.5333333,12904.74138,3287.643678,11252.42759
0.05,0.02,0.035,0.03,472.9,2017.066667,206.6666667,23050.0069,4076.068966,4023.022989
0.05,0.02,0.035,0.1,453.2333333,1773.7,332.8,48378.6931,5786.427586,6120.765517
0.05,0.02,0.035,0.3,523.7666667,1172.433333,562.9333333,42936.48391,13498.43218,11467.2023
0.05,0.02,0.04,0.03,694.8666667,2117.466667,247.8333333,19808.44368,542.8045977,1071.597701
0.05,0.02,0.04,0.1,679.5666667,1902.533333,382.0333333,40940.44598,4848.98046,2770.981609
0.05,0.02,0.04,0.3,935.8666667,1296.066667,608.3666667,83713.0092,19397.36092,7636.078161
0.05,0.02,0.045,0.03,957.5666667,2188.266667,309.7333333,20475.32644,7347.121839,1426.073563
0.05,0.02,0.045,0.1,1147.133333,1952.7,425,59782.42069,19551.13793,2087.62069
0.05,0.02,0.045,0.3,1616.133333,1435.866667,691.6666667,60143.63908,13316.49425,1426.885057
0.05,0.02,0.05,0.03,1640.7,2103.7,365.1,-489436.8862,-62557.6931,25645.13448
0.05,0.02,0.05,0.1,1587.033333,1948.166667,479.5666667,33337.33908,31321.11839,3408.005747
0.05,0.02,0.05,0.3,2563.8,1476.4,759.4666667,47608.94483,5792.096552,343.7724138
0.05,0.02,0.055,0.03,2268,2158.7,434.5333333,-2125.172414,34663.06897,-2453.17931
0.05,0.02,0.055,0.1,3033.033333,1779.933333,504.5666667,-905191.308,-225674.9851,76293.34943
0.05,0.02,0.055,0.3,3043.6,1418.266667,740.5666667,-220867.0621,-197429.9724,34676.91264
0.05,0.02,0.06,0.03,4466.333333,1603.866667,376.7666667,-2120782.368,-486334.5057,174993.8644
0.05,0.02,0.06,0.1,4303.9,1404.633333,444.6666667,-1995679.107,-609835.7241,211274.6667
0.05,0.02,0.06,0.3,5475.166667,928.4333333,523.6,-1744006.351,-1013509.552,276147.0069
0.05,0.025,0.03,0.03,270.7666667,1864,210.5333333,33562.7931,2763.473563,3847
0.05,0.025,0.03,0.1,264.0333333,1461.366667,311.9,19163.84943,2821.624138,8365.796552
0.05,0.025,0.03,0.3,496.4333333,870.1666667,534.8333333,47992.40805,18970.21264,16202.27011
0.05,0.025,0.035,0.03,518.9333333,2008.366667,239.7333333,59762.68046,6496.11954,5511.721839
0.05,0.025,0.035,0.1,629.2666667,1747.566667,383.3,69530.36092,23221.91724,7550.72069
0.05,0.025,0.035,0.3,774.6333333,1063.5,631.9333333,37586.25862,16512.45747,17429.24138
0.05,0.025,0.04,0.03,895.4333333,2086.4,295.9,46262.9931,15290.59655,3024.248276
0.05,0.025,0.04,0.1,958.7,1856.733333,445.8666667,49748.71034,11175.85517,2683.652874
0.05,0.025,0.04,0.3,1428.433333,1170.5,698.8,82670.7069,30142.22759,13185.96552
0.05,0.025,0.045,0.03,1232.8,2137.2,351.8666667,29908.11034,12498.14483,1023.337931
0.05,0.025,0.045,0.1,1436.733333,1905.133333,510.5,66733.0023,9114.724138,628.6551724
0.05,0.025,0.045,0.3,1736.4,1316.1,772.2666667,59433.95862,14780.68276,4169.903448
0.05,0.025,0.05,0.03,2163.133333,2166.8,408.4333333,30831.13103,30824.11264,-1825.22069
0.05,0.025,0.05,0.1,1981.366667,1899.666667,569.2666667,33172.36782,-6721.549425,-3814.45977
0.05,0.025,0.05,0.3,3713.566667,1097.666667,698.9333333,-887256.4253,-560484.2713,135091.9425
0.05,0.025,0.055,0.03,3886.066667,1776.4,392.3666667,-1619364.786,-318401.3011,130704.8138
0.05,0.025,0.055,0.1,5285.3,1273.866667,419.0666667,-2144281.338,-649616.7448,252975.5954
0.05,0.025,0.055,0.3,5433.066667,697.4333333,492.7333333,-1462013.375,-990223.1885,262405.4644
0.05,0.025,0.06,0.03,6147.466667,1046.966667,257.3666667,-2693718.777,-608090.9701,253827.2885
0.05,0.025,0.06,0.1,6373.866667,790.3,306.1,-2300273.062,-848797.8828,301380.2103
0.05,0.025,0.06,0.3,7167.2,403.7,279.5,-1236743.593,-812810.4828,231108.7759
0.05,0.03,0.03,0.03,389.3666667,1880.3,227.2333333,53694.95517,9053.256322,8326.617241
0.05,0.03,0.03,0.1,335.0666667,1496.433333,372.0333333,38473.97011,8674.928736,12103.88161
0.05,0.03,0.03,0.3,545.4666667,762.9,559.9333333,25220.94483,11844.27356,16218.2
0.05,0.03,0.035,0.03,522.5333333,1934.933333,265,54080.34713,7308.586207,7216.448276
0.05,0.03,0.035,0.1,700.9333333,1611.366667,423.2666667,66171.37011,17376.77701,10676.51954
0.05,0.03,0.035,0.3,1048.266667,986.2333333,698.0666667,71836.93563,29805.87816,10530.57011
0.05,0.03,0.04,0.03,1041.433333,2103.366667,320.5333333,50639.66322,11662.86437,3808.142529
0.05,0.03,0.04,0.1,1302.166667,1796.866667,507.1666667,106939.954,16306.93678,2051.643678
0.05,0.03,0.04,0.3,1632.2,1084.133333,744.3333333,61823.31724,34545.03448,16185.6092
0.05,0.03,0.045,0.03,1994.966667,2168.933333,402,23006.23908,22097.82759,-2638.275862
0.05,0.03,0.045,0.1,2262.5,1716.233333,527.6666667,-663855.0862,-190893.7931,61116.42529
0.05,0.03,0.045,0.3,2667.266667,1099.166667,774.4,-280215.8391,-231311.1448,65654.51724
0.05,0.03,0.05,0.03,3627.533333,1700.9,388.9666667,-1949855.876,-372726.8782,145634.5828
0.05,0.03,0.05,0.1,3604.7,1445.7,503.6333333,-1821533.369,-610746.2517,181253.1966
0.05,0.03,0.05,0.3,4770.7,818.6,606.6666667,-1523299.193,-1117110.172,251851.7241
0.05,0.03,0.055,0.03,5775.466667,1142.566667,320.6333333,-2599058.687,-696748.1678,274332.7322
0.05,0.03,0.055,0.1,5955.866667,923.9333333,342.2,-2275525.906,-800357.9034,295208.4276
0.05,0.03,0.055,0.3,7705.4,212.6666667,178.1,-735013.3103,-541612.5241,160674.4483
0.05,0.03,0.06,0.03,7576.333333,539.9333333,167.6,-1895198.046,-555701.5862,233156.2483
0.05,0.03,0.06,0.1,8227.4,294.2,123.4333333,-1204294.255,-488330.6621,159975.8414
0.05,0.03,0.06,0.3,8849.566667,26.93333333,30.4,-85432.61609,-54586.30345,12607.2
0.05,0.035,0.03,0.03,342.9666667,1864.033333,245.8666667,44166.6908,5299.71954,8345.28046
0.05,0.035,0.03,0.1,424.1,1454.166667,416.8666667,25879.15517,5584.358621,7033.436782
0.05,0.035,0.03,0.3,818.4666667,636.2333333,580.1,48800.57701,21346.98621,17549.04483
0.05,0.035,0.035,0.03,639.1333333,2089.433333,314.9666667,21437.18161,5642.28046,2609.152874
0.05,0.035,0.035,0.1,852.1333333,1655.033333,487.1666667,48345.16782,15563.11494,5252.442529
0.05,0.035,0.035,0.3,1252,881.0666667,737,117202.6552,47884.72414,22685.7931
0.05,0.035,0.04,0.03,1227.2,2089.466667,371.4666667,30928.24828,24681.93793,-1793.466667
0.05,0.035,0.04,0.1,1639.766667,1736.266667,542.6,-399589.5218,-130187.6828,33442.45517
0.05,0.035,0.04,0.3,2169.633333,998.9,798.8,-51722.34828,-87697.86897,45629.42759
0.05,0.035,0.045,0.03,2477.166667,1984.466667,402.7,-852101.7356,-168625.6379,55697.69655
0.05,0.035,0.045,0.1,4007.2,1402.333333,472.9333333,-1974967.897,-670090.5724,198752.1264
0.05,0.035,0.045,0.3,4292.566667,821.8,632.2,-1099347.4,-819820.3241,194736.3862
0.05,0.035,0.05,0.03,5887.4,977.1333333,247.7,-2904852.779,-664182.1862,252660.1448
0.05,0.035,0.05,0.1,5472.033333,958.5,371.5,-2406361.397,-877381.7759,297951.3276
0.05,0.035,0.05,0.3,6480.3,402.7666667,340.2,-1219095.41,-986324.8207,231452.9793
0.05,0.035,0.055,0.03,8273.833333,199.9333333,60.5,-689660.7701,-153577.9828,74648.06897
0.05,0.035,0.055,0.1,8400.633333,199.0666667,85.73333333,-792117.3885,-289182.4805,109392.3287
0.05,0.035,0.055,0.3,8244.566667,108.3666667,111.6,-429734.6977,-389170.4552,97570.28966
0.05,0.035,0.06,0.03,8320.433333,346.1,100.6333333,-1400957.01,-357234.4908,156143.3483
0.05,0.035,0.06,0.1,9057.9,38.5,26.76666667,-87876.05172,-36963.43793,16469.84483
0.05,0.035,0.06,0.3,9130.166667,0.033333333,11.2,-10.14367816,-1954.689655,0.544827586
0.05,0.04,0.03,0.03,521.4666667,1884.1,279.8,77388.46897,11335.75172,11166.71034
0.05,0.04,0.03,0.1,464,1385.5,453.0666667,47894.41379,5420.275862,13954.82759
0.05,0.04,0.03,0.3,1032.5,715.6333333,670.0666667,73372.60345,22013.37931,20186.57701
0.05,0.04,0.035,0.03,990.8666667,2058.2,350.8666667,62380.61379,32639.32644,3404.751724
0.05,0.04,0.035,0.1,1059.8,1604.466667,543.3666667,88710.09655,26778.76552,12671.9954
0.05,0.04,0.035,0.3,1929.433333,901.5666667,774.2333333,214579.8149,51164.61954,22434.00115
0.05,0.04,0.04,0.03,2363.266667,1988.933333,395.9,-840056.7402,-164283.9034,57268.02759
0.05,0.04,0.04,0.1,3109.933333,1372.266667,508.2,-1736431.499,-628198.469,182309.0828
0.05,0.04,0.04,0.3,3754.033333,687.6666667,657.5,-910798.7816,-872330.9138,152026.5172
0.05,0.04,0.045,0.03,3907,1486.5,335.1333333,-2762097.069,-598504.8621,207761.6552
0.05,0.04,0.045,0.1,5393.133333,910.4666667,373.8333333,-2276564.375,-879368.5632,280480.908
0.05,0.04,0.045,0.3,5857.733333,434.0666667,420.7333333,-1297108.982,-1215417.005,240265.0184
0.05,0.04,0.05,0.03,6279.4,901.1666667,251.4,-2608536.379,-709170.1655,281709.5517
0.05,0.04,0.05,0.1,7341.6,416.7,178.2,-1685747.848,-659445.8828,224187.8897
0.05,0.04,0.05,0.3,7957.133333,75.23333333,109.8333333,-353573.7218,-450277.1839,65281.55747
0.05,0.04,0.055,0.03,8176.3,312.9666667,96.7,-1457410.059,-401870.0793,140550.9897
0.05,0.04,0.055,0.1,8551.933333,125.7666667,65.56666667,-524731.223,-206498.6851,80025.8954
0.05,0.04,0.055,0.3,9067.466667,39.5,42.53333333,-171085.2759,-138671.0506,35469.58621
0.05,0.04,0.06,0.03,9495.966667,0.3,10.03333333,-386.6793103,-2270.688506,11.16206897
0.05,0.04,0.06,0.1,9414.166667,0.1,9.166666667,-137.6724138,-2154.511494,1.293103448
0.05,0.04,0.06,0.3,9449.466667,0,9.066666667,0,-655.583908,0
0.05,0.045,0.03,0.03,666.8333333,1904.666667,323.7666667,121128.0805,21436.20115,14670.6092
0.05,0.045,0.03,0.1,494.6,1384.7,484.6333333,27884.25517,3421.296552,8030.265517
0.05,0.045,0.03,0.3,1199.733333,629.6666667,665.4666667,67802.8046,35109.23218,19250.02299
0.05,0.045,0.035,0.03,1100.4,2058.2,376,54510.81379,22943,-17.4137931
0.05,0.045,0.035,0.1,1325.033333,1636.866667,589.0666667,81539.97011,23943.68736,4539.629885
0.05,0.045,0.035,0.3,1867.4,812.2,796.6666667,87834.05517,16277,21675.86207
0.05,0.045,0.04,0.03,2610.466667,1798.533333,384.2666667,-1697577.706,-319680.1632,109717.0598
0.05,0.045,0.04,0.1,2997.466667,1597.133333,617.6666667,-618416.9954,-236739.2529,73856.52874
0.05,0.045,0.04,0.3,4392.9,616.1,593.2666667,-1157987.472,-1102260.593,195333.869
0.05,0.045,0.045,0.03,4512.766667,1472.9,367.5666667,-2228455.438,-484544.8287,209628.5069
0.05,0.045,0.045,0.1,5860.566667,837.3666667,360.3,-2173396.836,-884517.2793,294029.5414
0.05,0.045,0.045,0.3,7873.066667,116.4666667,130.5,-509378.6184,-516314.2069,92800.65517
0.05,0.045,0.05,0.03,7407.933333,595.3666667,178.3,-2179958.871,-590330.9793,236771.0586
0.05,0.045,0.05,0.1,8614.6,58.63333333,35.8,-360474.9103,-152130.4966,41858.85517
0.05,0.045,0.05,0.3,8548.266667,86.33333333,118.2666667,-417698.1954,-524237.5218,85596.01149
0.05,0.045,0.055,0.03,9112.266667,67.33333333,28.3,-346663.7126,-99599.25517,38441.51724
0.05,0.045,0.055,0.1,9240.433333,26.46666667,22.93333333,-72964.07126,-37544.65977,9704.308046
0.05,0.045,0.055,0.3,9307.466667,0.033333333,9.766666667,-45.94712644,-2421.232184,0.732183908
0.05,0.045,0.06,0.03,9668.966667,14.73333333,14.2,-21119.69885,-8495.510345,2470.4
0.05,0.045,0.06,0.1,9613.433333,0,7.133333333,0,-737.3356322,0
0.05,0.045,0.06,0.3,9742.233333,0,6.866666667,0,-22.69195402,0
0.05,0.05,0.03,0.03,650.7666667,1950.533333,334,65248.71494,11694.75862,4983.793103
