k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.2,0.2,0.2,11.176,8.114,5.668,76.1373,47.4679,29.2924,48.3446,37.0105,29.3004
0.2,0.2,0.2,0.2,0.4,11.01,6.486,7.462,75.036,31.9818,42.8182,39.7446,45.2779,31.1638
0.2,0.2,0.2,0.2,0.6,11.02,4.902,9.036,77.8874,20.0806,61.125,30.4368,54.5644,26.5566
0.2,0.2,0.2,0.2,0.8,10.928,4.284,9.746,73.2613,14.0314,73.3923,24.8782,60.4466,25.437
0.2,0.2,0.2,0.2,1.0,11.064,3.548,10.346,69.8075,12.0718,82.6476,21.6122,63.557,23.6717
0.2,0.2,0.2,0.4,0.2,13.018,8.528,3.412,103.669,52.2217,11.7257,61.1308,27.6078,18.5576
0.2,0.2,0.2,0.4,0.4,13.668,6.318,4.972,113.048,32.3576,20.4241,50.1479,38.1129,19.9288
0.2,0.2,0.2,0.4,0.6,13.83,5.17,5.958,116.771,20.1895,29.2387,39.7243,49.2854,18.9951
0.2,0.2,0.2,0.4,0.8,14.312,4.146,6.5,129.582,12.8303,33.5852,32.6077,55.0541,15.4439
0.2,0.2,0.2,0.4,1.0,14.482,3.75,6.726,128.875,12.3081,34.8967,31.6939,55.974,15.3963
0.2,0.2,0.2,0.6,0.2,14.366,8.212,2.38,133.355,47.4259,6.09178,65.2349,19.9769,12.4564
0.2,0.2,0.2,0.6,0.4,15.082,6.216,3.66,147.514,26.3901,12.806,50.848,34.044,12.8572
0.2,0.2,0.2,0.6,0.6,15.638,5.044,4.276,147.358,20.2947,16.1682,45.0741,40.3566,13.7634
0.2,0.2,0.2,0.6,0.8,15.928,4.406,4.624,160.849,16.2697,16.6479,40.7628,41.2935,12.165
0.2,0.2,0.2,0.6,1.0,16.422,3.548,4.988,167.567,10.5728,20.8736,32.6561,48.4379,10.5036
0.2,0.2,0.2,0.8,0.2,14.756,8.388,1.814,139.363,50.9794,3.66273,70.4496,14.5637,9.08834
0.2,0.2,0.2,0.8,0.4,15.946,6.284,2.728,155.947,30.0955,7.33268,57.5404,25.7348,11.1415
0.2,0.2,0.2,0.8,0.6,16.526,5.226,3.206,165.673,24.1472,9.07371,52.3719,29.0016,10.284
0.2,0.2,0.2,0.8,0.8,17.04,4.272,3.646,180.872,15.1363,11.0828,42.6624,35.5072,9.38907
0.2,0.2,0.2,0.8,1.0,17.41,3.63,3.918,189.609,10.943,13.4382,35.7753,40.3543,7.97962
0.2,0.2,0.2,1.0,0.2,15.062,8.524,1.372,144.102,53.0716,2.36234,73.3943,11.1733,6.76861
0.2,0.2,0.2,1.0,0.4,16.37,6.454,2.134,165.58,31.6833,4.95395,60.8998,20.3732,8.72261
0.2,0.2,0.2,1.0,0.6,17.32,4.942,2.696,186.927,18.2992,7.11782,48.6819,28.2538,7.99636
0.2,0.2,0.2,1.0,0.8,17.95,4.11,2.898,195.915,14.7915,8.06372,43.4865,30.7304,7.50222
0.2,0.2,0.2,1.0,1.0,18.174,3.72,3.064,199.423,12.0577,9.29449,39.9526,33.2253,7.539
0.2,0.2,0.4,0.2,0.2,8.252,10.468,6.238,45.9724,70.7585,32.9593,47.0782,29.9098,39.2712
0.2,0.2,0.4,0.2,0.4,8.144,8.146,8.668,46.6005,40.1089,59.092,35.5621,43.4748,39.1668
0.2,0.2,0.4,0.2,0.6,8.082,6.606,10.27,47.5664,29.8384,70.2175,30.369,49.3085,37.6156
0.2,0.2,0.4,0.2,0.8,8.034,5.47,11.454,43.7844,21.9249,90.1722,24.1002,53.8342,35.2291
0.2,0.2,0.4,0.2,1.0,7.966,4.776,12.216,41.1071,17.6531,104.206,20.6757,54.7629,34.1827
