param1,param2,param3,output1,output2
0.035,0.03,0.055,10073.0,0.0
0.035,0.03,0.055,9646.0,0.0
0.035,0.03,0.055,9894.0,0.0
0.035,0.03,0.055,9652.0,0.0
0.035,0.03,0.055,9461.0,0.0
0.035,0.03,0.055,10292.0,0.0
0.035,0.03,0.055,9574.0,0.0
0.035,0.03,0.055,10040.0,0.0
0.035,0.03,0.055,9584.0,0.0
0.035,0.03,0.055,10072.0,0.0
0.035,0.03,0.055,10017.0,0.0
0.035,0.03,0.055,9518.0,0.0
0.035,0.03,0.055,10037.0,0.0
0.035,0.03,0.055,10164.0,0.0
0.035,0.03,0.055,9789.0,0.0
0.035,0.03,0.055,10153.0,0.0
0.035,0.03,0.055,10739.0,0.0
0.035,0.03,0.055,9863.0,0.0
0.035,0.03,0.055,10204.0,0.0
0.035,0.03,0.055,9887.0,0.0
0.035,0.03,0.055,10587.0,0.0
0.035,0.03,0.055,9162.0,0.0
0.035,0.03,0.055,9864.0,0.0
0.035,0.03,0.055,9761.0,0.0
0.035,0.03,0.06,10709.0,0.0
0.035,0.03,0.06,10442.0,0.0
0.035,0.03,0.06,10083.0,0.0
0.035,0.03,0.06,9674.0,0.0
0.035,0.03,0.06,9697.0,0.0
0.035,0.03,0.06,10228.0,0.0
0.035,0.03,0.06,9763.0,0.0
0.035,0.03,0.06,9400.0,0.0
0.035,0.03,0.06,9969.0,0.0
0.035,0.03,0.06,10512.0,0.0
0.035,0.03,0.06,10069.0,0.0
0.035,0.03,0.06,10271.0,0.0
0.035,0.03,0.06,10260.0,0.0
0.035,0.03,0.06,9580.0,0.0
0.035,0.03,0.06,10451.0,0.0
0.035,0.03,0.06,10019.0,0.0
0.035,0.03,0.06,10113.0,0.0
0.035,0.03,0.06,9934.0,0.0
0.035,0.03,0.06,10423.0,0.0
0.035,0.03,0.06,10007.0,0.0
0.035,0.03,0.06,9989.0,0.0
0.035,0.03,0.06,10025.0,0.0
0.035,0.03,0.06,10220.0,0.0
0.035,0.03,0.06,9920.0,0.0
0.035,0.03,0.06,10305.0,0.0
0.035,0.03,0.06,9548.0,0.0
0.035,0.03,0.06,10652.0,0.0
0.035,0.03,0.06,10334.0,0.0
0.035,0.03,0.06,9665.0,0.0
0.035,0.03,0.06,10458.0,0.0
0.035,0.035,0.03,3050.0,1533.0
0.035,0.035,0.03,1957.0,1416.0
0.035,0.035,0.03,964.0,1610.0
0.035,0.035,0.03,900.0,1545.0
0.035,0.035,0.03,1782.0,1673.0
0.035,0.035,0.03,3482.0,1724.0
0.035,0.035,0.03,1920.0,1507.0
0.035,0.035,0.03,1453.0,1396.0
0.035,0.035,0.03,1818.0,1778.0
0.035,0.035,0.03,889.0,1619.0
0.035,0.035,0.03,883.0,1156.0
0.035,0.035,0.03,1766.0,1509.0
0.035,0.035,0.03,593.0,1653.0
0.035,0.035,0.03,1475.0,1511.0
0.035,0.035,0.03,3515.0,1719.0
0.035,0.035,0.03,1203.0,1271.0
0.035,0.035,0.03,284.0,1150.0
0.035,0.035,0.03,9001.0,0.0
0.035,0.035,0.03,62.0,1457.0
0.035,0.035,0.03,2777.0,1693.0
0.035,0.035,0.03,1411.0,1523.0
0.035,0.035,0.03,1178.0,1668.0
0.035,0.035,0.03,8943.0,0.0
0.035,0.035,0.03,1132.0,1699.0
0.035,0.035,0.03,541.0,1548.0
0.035,0.035,0.03,640.0,1534.0
0.035,0.035,0.03,1789.0,1406.0
0.035,0.035,0.03,2388.0,1625.0
0.035,0.035,0.03,1599.0,1714.0
0.035,0.035,0.03,2284.0,1637.0
0.035,0.035,0.035,992.0,1691.0
0.035,0.035,0.035,9339.0,0.0
0.035,0.035,0.035,2955.0,1654.0
0.035,0.035,0.035,2006.0,1681.0
0.035,0.035,0.035,3420.0,1675.0
0.035,0.035,0.035,8107.0,2.0
0.035,0.035,0.035,2618.0,1680.0
0.035,0.035,0.035,2715.0,1846.0
0.035,0.035,0.035,3553.0,1691.0
0.035,0.035,0.035,7893.0,21.0
0.035,0.035,0.035,2780.0,1594.0
0.035,0.035,0.035,7764.0,3.0
0.035,0.035,0.035,2757.0,1579.0
0.035,0.035,0.035,1110.0,1525.0
0.035,0.035,0.035,7106.0,1.0
0.035,0.035,0.035,3510.0,1871.0
0.035,0.035,0.035,1558.0,1492.0
0.035,0.035,0.035,8223.0,0.0
0.035,0.035,0.035,2423.0,1568.0
0.035,0.035,0.035,3732.0,1583.0
0.035,0.035,0.035,4739.0,1659.0
0.035,0.035,0.035,2391.0,1495.0
0.035,0.035,0.035,4025.0,1565.0
0.035,0.035,0.035,4299.0,1747.0
0.035,0.035,0.035,1804.0,1547.0
0.035,0.035,0.035,2972.0,1618.0
0.035,0.035,0.035,5023.0,1672.0
0.035,0.035,0.035,2182.0,1772.0
0.035,0.035,0.035,1791.0,1697.0
0.035,0.035,0.035,8495.0,0.0
0.035,0.035,0.04,8767.0,0.0
0.035,0.035,0.04,9090.0,0.0
0.035,0.035,0.04,6924.0,7.0
0.035,0.035,0.04,8974.0,0.0
0.035,0.035,0.04,8908.0,0.0
0.035,0.035,0.04,8706.0,0.0
0.035,0.035,0.04,8950.0,0.0
0.035,0.035,0.04,5160.0,1572.0
0.035,0.035,0.04,7927.0,4.0
0.035,0.035,0.04,8806.0,0.0
0.035,0.035,0.04,8335.0,1.0
0.035,0.035,0.04,9823.0,0.0
0.035,0.035,0.04,8354.0,0.0
0.035,0.035,0.04,8136.0,8.0
0.035,0.035,0.04,9167.0,0.0
0.035,0.035,0.04,2434.0,1457.0
0.035,0.035,0.04,3692.0,1673.0
0.035,0.035,0.04,9425.0,0.0
0.035,0.035,0.04,8422.0,0.0
0.035,0.035,0.04,8463.0,0.0
0.035,0.035,0.04,8366.0,0.0
0.035,0.035,0.04,8619.0,0.0
0.035,0.035,0.04,9522.0,0.0
0.035,0.035,0.04,7093.0,8.0
0.035,0.035,0.04,8498.0,0.0
0.035,0.035,0.04,8529.0,0.0
0.035,0.035,0.04,7413.0,48.0
0.035,0.035,0.04,9436.0,0.0
0.035,0.035,0.04,9026.0,0.0
0.035,0.035,0.04,9340.0,0.0
0.035,0.035,0.045,9643.0,0.0
0.035,0.035,0.045,8932.0,0.0
0.035,0.035,0.045,8201.0,0.0
0.035,0.035,0.045,9235.0,0.0
0.035,0.035,0.045,9530.0,0.0
0.035,0.035,0.045,9617.0,0.0
0.035,0.035,0.045,8778.0,0.0
0.035,0.035,0.045,10146.0,0.0
0.035,0.035,0.045,9471.0,0.0
0.035,0.035,0.045,8915.0,0.0
0.035,0.035,0.045,8915.0,0.0
0.035,0.035,0.045,9651.0,0.0
0.035,0.035,0.045,10318.0,0.0
0.035,0.035,0.045,9851.0,0.0
0.035,0.035,0.045,9556.0,0.0
0.035,0.035,0.045,9131.0,0.0
0.035,0.035,0.045,8987.0,0.0
0.035,0.035,0.045,9315.0,0.0
0.035,0.035,0.045,8840.0,0.0
0.035,0.035,0.045,9678.0,0.0
0.035,0.035,0.045,7701.0,0.0
0.035,0.035,0.045,9403.0,0.0
0.035,0.035,0.045,9143.0,0.0
0.035,0.035,0.045,8989.0,0.0
0.035,0.035,0.045,9283.0,0.0
0.035,0.035,0.045,8282.0,0.0
0.035,0.035,0.045,8497.0,0.0
0.035,0.035,0.045,9338.0,0.0
0.035,0.035,0.045,9505.0,0.0
0.035,0.035,0.045,9600.0,0.0
0.035,0.035,0.05,9664.0,0.0
0.035,0.035,0.05,9809.0,0.0
0.035,0.035,0.05,9451.0,0.0
0.035,0.035,0.05,9813.0,0.0
0.035,0.035,0.05,9976.0,0.0
0.035,0.035,0.05,10104.0,0.0
0.035,0.035,0.05,9749.0,0.0
0.035,0.035,0.05,9808.0,0.0
0.035,0.035,0.05,10412.0,0.0
0.035,0.035,0.05,10276.0,0.0
0.035,0.035,0.05,8866.0,0.0
0.035,0.035,0.05,10134.0,0.0
0.035,0.035,0.05,10111.0,0.0
0.035,0.035,0.05,10038.0,0.0
0.035,0.035,0.05,9961.0,0.0
0.035,0.035,0.05,9796.0,0.0
0.035,0.035,0.05,8953.0,0.0
0.035,0.035,0.05,9805.0,0.0
0.035,0.035,0.05,10191.0,0.0
0.035,0.035,0.05,9918.0,0.0
0.035,0.035,0.05,9557.0,0.0
0.035,0.035,0.05,9717.0,0.0
0.035,0.035,0.05,9740.0,0.0
0.035,0.035,0.05,9828.0,0.0
0.035,0.035,0.05,9417.0,0.0
0.035,0.035,0.05,9756.0,0.0
0.035,0.035,0.05,10230.0,0.0
0.035,0.035,0.05,10008.0,0.0
0.035,0.035,0.05,8928.0,0.0
0.035,0.035,0.05,10118.0,0.0
0.035,0.035,0.055,9726.0,0.0
0.035,0.035,0.055,10053.0,0.0
0.035,0.035,0.055,9839.0,0.0
0.035,0.035,0.055,10189.0,0.0
0.035,0.035,0.055,9802.0,0.0
0.035,0.035,0.055,10080.0,0.0
0.035,0.035,0.055,10178.0,0.0
0.035,0.035,0.055,9972.0,0.0
0.035,0.035,0.055,9607.0,0.0
0.035,0.035,0.055,9812.0,0.0
0.035,0.035,0.055,10308.0,0.0
0.035,0.035,0.055,10179.0,0.0
0.035,0.035,0.055,10112.0,0.0
0.035,0.035,0.055,10190.0,0.0
0.035,0.035,0.055,10055.0,0.0
0.035,0.035,0.055,9534.0,0.0
0.035,0.035,0.055,9984.0,0.0
0.035,0.035,0.055,10103.0,0.0
0.035,0.035,0.055,9830.0,0.0
0.035,0.035,0.055,9775.0,0.0
0.035,0.035,0.055,9764.0,0.0
0.035,0.035,0.055,10067.0,0.0
0.035,0.035,0.055,10446.0,0.0
0.035,0.035,0.055,9762.0,0.0
0.035,0.035,0.055,10227.0,0.0
0.035,0.035,0.055,9521.0,0.0
0.035,0.035,0.055,9963.0,0.0
0.035,0.035,0.055,9800.0,0.0
0.035,0.035,0.055,9887.0,0.0
0.035,0.035,0.055,10420.0,0.0
0.035,0.035,0.06,9803.0,0.0
0.035,0.035,0.06,9859.0,0.0
0.035,0.035,0.06,9767.0,0.0
0.035,0.035,0.06,9916.0,0.0
0.035,0.035,0.06,10176.0,0.0
0.035,0.035,0.06,10616.0,0.0
0.035,0.035,0.06,10240.0,0.0
0.035,0.035,0.06,10470.0,0.0
0.035,0.035,0.06,10840.0,0.0
0.035,0.035,0.06,10142.0,0.0
0.035,0.035,0.06,10395.0,0.0
0.035,0.035,0.06,10543.0,0.0
0.035,0.035,0.06,9949.0,0.0
0.035,0.035,0.06,10271.0,0.0
0.035,0.035,0.06,10131.0,0.0
0.035,0.035,0.06,10297.0,0.0
0.035,0.035,0.06,10034.0,0.0
0.035,0.035,0.06,10402.0,0.0
0.035,0.035,0.06,10130.0,0.0
0.035,0.035,0.06,10235.0,0.0
0.035,0.035,0.06,9946.0,0.0
0.035,0.035,0.06,10290.0,0.0
0.035,0.035,0.06,10155.0,0.0
0.035,0.035,0.06,10256.0,0.0
0.035,0.035,0.06,10293.0,0.0
0.035,0.035,0.06,10146.0,0.0
0.035,0.035,0.06,10294.0,0.0
0.035,0.035,0.06,10409.0,0.0
0.035,0.035,0.06,10455.0,0.0
0.035,0.035,0.06,9833.0,0.0
0.035,0.04,0.03,7139.0,1.0
0.035,0.04,0.03,1221.0,1599.0
0.035,0.04,0.03,1536.0,1830.0
0.035,0.04,0.03,2193.0,1705.0
0.035,0.04,0.03,940.0,1599.0
0.035,0.04,0.03,4183.0,1542.0
0.035,0.04,0.03,1760.0,1496.0
0.035,0.04,0.03,8054.0,1.0
0.035,0.04,0.03,2656.0,1717.0
0.035,0.04,0.03,2214.0,1666.0
0.035,0.04,0.03,3146.0,1734.0
0.035,0.04,0.03,3123.0,1214.0
0.035,0.04,0.03,1209.0,1534.0
0.035,0.04,0.03,2102.0,1491.0
0.035,0.04,0.03,2115.0,1618.0
0.035,0.04,0.03,1217.0,1175.0
0.035,0.04,0.03,4302.0,1648.0
0.035,0.04,0.03,2265.0,1643.0
0.035,0.04,0.03,1082.0,1632.0
0.035,0.04,0.03,2222.0,1607.0
0.035,0.04,0.03,945.0,1448.0
0.035,0.04,0.03,1574.0,1492.0
0.035,0.04,0.03,8096.0,1.0
0.035,0.04,0.03,2115.0,1516.0
0.035,0.04,0.03,8309.0,0.0
0.035,0.04,0.03,1646.0,1387.0
0.035,0.04,0.03,4052.0,1547.0
0.035,0.04,0.03,7600.0,0.0
0.035,0.04,0.03,1382.0,1348.0
0.035,0.04,0.03,3191.0,1776.0
0.035,0.04,0.035,7537.0,1.0
0.035,0.04,0.035,3396.0,1575.0
0.035,0.04,0.035,8813.0,0.0
0.035,0.04,0.035,2983.0,1474.0
0.035,0.04,0.035,8807.0,0.0
0.035,0.04,0.035,2416.0,1492.0
0.035,0.04,0.035,3049.0,1723.0
0.035,0.04,0.035,8556.0,0.0
0.035,0.04,0.035,2015.0,1492.0
0.035,0.04,0.035,8617.0,0.0
0.035,0.04,0.035,8411.0,0.0
0.035,0.04,0.035,8143.0,0.0
0.035,0.04,0.035,2722.0,1572.0
0.035,0.04,0.035,1317.0,1580.0
0.035,0.04,0.035,9016.0,0.0
0.035,0.04,0.035,3409.0,1641.0
0.035,0.04,0.035,4036.0,1575.0
0.035,0.04,0.035,8994.0,0.0
0.035,0.04,0.035,8814.0,0.0
0.035,0.04,0.035,8877.0,0.0
0.035,0.04,0.035,9732.0,0.0
0.035,0.04,0.035,3863.0,1768.0
0.035,0.04,0.035,3478.0,1588.0
0.035,0.04,0.035,2690.0,1452.0
0.035,0.04,0.035,7970.0,2.0
0.035,0.04,0.035,3169.0,1498.0
0.035,0.04,0.035,8727.0,0.0
0.035,0.04,0.035,3414.0,1537.0
0.035,0.04,0.035,3663.0,1600.0
0.035,0.04,0.035,8555.0,0.0
0.035,0.04,0.04,8670.0,1.0
0.035,0.04,0.04,9490.0,0.0
0.035,0.04,0.04,8937.0,0.0
0.035,0.04,0.04,8402.0,2.0
0.035,0.04,0.04,9436.0,0.0
0.035,0.04,0.04,9019.0,0.0
0.035,0.04,0.04,9271.0,0.0
0.035,0.04,0.04,7473.0,3.0
0.035,0.04,0.04,8913.0,0.0
0.035,0.04,0.04,8694.0,0.0
0.035,0.04,0.04,7937.0,0.0
0.035,0.04,0.04,10157.0,0.0
0.035,0.04,0.04,8531.0,1.0
0.035,0.04,0.04,9322.0,0.0
0.035,0.04,0.04,9080.0,0.0
0.035,0.04,0.04,8606.0,0.0
0.035,0.04,0.04,9771.0,0.0
0.035,0.04,0.04,6400.0,158.0
0.035,0.04,0.04,9026.0,0.0
0.035,0.04,0.04,9451.0,0.0
0.035,0.04,0.04,9082.0,0.0
0.035,0.04,0.04,9368.0,0.0
0.035,0.04,0.04,9675.0,0.0
0.035,0.04,0.04,9358.0,0.0
0.035,0.04,0.04,5361.0,1838.0
0.035,0.04,0.04,8187.0,0.0
0.035,0.04,0.04,8142.0,0.0
0.035,0.04,0.04,9052.0,0.0
0.035,0.04,0.04,9482.0,0.0
0.035,0.04,0.04,8652.0,0.0
0.035,0.04,0.045,8854.0,0.0
0.035,0.04,0.045,9847.0,0.0
0.035,0.04,0.045,8921.0,0.0
0.035,0.04,0.045,9192.0,1.0
0.035,0.04,0.045,9580.0,0.0
0.035,0.04,0.045,9598.0,0.0
0.035,0.04,0.045,8338.0,1.0
0.035,0.04,0.045,9501.0,0.0
0.035,0.04,0.045,9609.0,0.0
0.035,0.04,0.045,10297.0,0.0
0.035,0.04,0.045,9155.0,0.0
0.035,0.04,0.045,9968.0,0.0
0.035,0.04,0.045,9515.0,0.0
0.035,0.04,0.045,8875.0,0.0
0.035,0.04,0.045,9808.0,0.0
0.035,0.04,0.045,9156.0,0.0
0.035,0.04,0.045,9269.0,0.0
0.035,0.04,0.045,9771.0,0.0
0.035,0.04,0.045,8850.0,0.0
0.035,0.04,0.045,9867.0,0.0
0.035,0.04,0.045,9774.0,0.0
0.035,0.04,0.045,9442.0,0.0
0.035,0.04,0.045,9531.0,0.0
0.035,0.04,0.045,9668.0,0.0
0.035,0.04,0.045,9330.0,0.0
0.035,0.04,0.045,9660.0,0.0
0.035,0.04,0.045,10021.0,0.0
0.035,0.04,0.045,9877.0,0.0
0.035,0.04,0.045,9745.0,0.0
0.035,0.04,0.045,9372.0,0.0
0.035,0.04,0.05,10283.0,0.0
0.035,0.04,0.05,9966.0,0.0
0.035,0.04,0.05,9965.0,0.0
0.035,0.04,0.05,9945.0,0.0
0.035,0.04,0.05,10120.0,0.0
0.035,0.04,0.05,10246.0,0.0
0.035,0.04,0.05,10160.0,0.0
0.035,0.04,0.05,10057.0,0.0
0.035,0.04,0.05,10011.0,0.0
0.035,0.04,0.05,9939.0,0.0
0.035,0.04,0.05,9796.0,0.0
0.035,0.04,0.05,10183.0,0.0
0.035,0.04,0.05,10083.0,0.0
0.035,0.04,0.05,10006.0,0.0
0.035,0.04,0.05,10082.0,0.0
0.035,0.04,0.05,9842.0,0.0
0.035,0.04,0.05,9275.0,0.0
0.035,0.04,0.05,9946.0,0.0
0.035,0.04,0.05,9259.0,0.0
0.035,0.04,0.05,9307.0,0.0
0.035,0.04,0.05,9461.0,0.0
0.035,0.04,0.05,9499.0,0.0
0.035,0.04,0.05,9856.0,0.0
0.035,0.04,0.05,9675.0,0.0
0.035,0.04,0.05,10126.0,0.0
0.035,0.04,0.05,9523.0,0.0
0.035,0.04,0.05,10446.0,0.0
0.035,0.04,0.05,9720.0,0.0
0.035,0.04,0.05,9605.0,0.0
0.035,0.04,0.05,9874.0,0.0
0.035,0.04,0.055,10345.0,0.0
0.035,0.04,0.055,10302.0,0.0
0.035,0.04,0.055,10385.0,0.0
0.035,0.04,0.055,10444.0,0.0
0.035,0.04,0.055,10429.0,0.0
0.035,0.04,0.055,10305.0,0.0
0.035,0.04,0.055,10325.0,0.0
0.035,0.04,0.055,9580.0,0.0
0.035,0.04,0.055,10273.0,0.0
0.035,0.04,0.055,10411.0,0.0
0.035,0.04,0.055,9836.0,0.0
0.035,0.04,0.055,10102.0,0.0
0.035,0.04,0.055,9888.0,0.0
0.035,0.04,0.055,10059.0,0.0
0.035,0.04,0.055,10305.0,0.0
0.035,0.04,0.055,10113.0,0.0
0.035,0.04,0.055,10123.0,0.0
0.035,0.04,0.055,10151.0,0.0
0.035,0.04,0.055,9591.0,0.0
0.035,0.04,0.055,9678.0,0.0
0.035,0.04,0.055,10205.0,0.0
0.035,0.04,0.055,10456.0,0.0
0.035,0.04,0.055,10537.0,0.0
0.035,0.04,0.055,9816.0,0.0
0.035,0.04,0.055,10219.0,0.0
0.035,0.04,0.055,10260.0,0.0
0.035,0.04,0.055,9921.0,0.0
0.035,0.04,0.055,10347.0,0.0
0.035,0.04,0.055,10470.0,0.0
0.035,0.04,0.055,10495.0,0.0
0.035,0.04,0.06,9884.0,0.0
0.035,0.04,0.06,10677.0,0.0
0.035,0.04,0.06,10191.0,0.0
0.035,0.04,0.06,10074.0,0.0
0.035,0.04,0.06,10064.0,0.0
0.035,0.04,0.06,10263.0,0.0
0.035,0.04,0.06,9952.0,0.0
0.035,0.04,0.06,10265.0,0.0
0.035,0.04,0.06,9942.0,0.0
0.035,0.04,0.06,10526.0,0.0
0.035,0.04,0.06,10223.0,0.0
0.035,0.04,0.06,10703.0,0.0
0.035,0.04,0.06,9708.0,0.0
0.035,0.04,0.06,10231.0,0.0
0.035,0.04,0.06,10474.0,0.0
0.035,0.04,0.06,10527.0,0.0
0.035,0.04,0.06,10277.0,0.0
0.035,0.04,0.06,10523.0,0.0
0.035,0.04,0.06,10681.0,0.0
0.035,0.04,0.06,10259.0,0.0
0.035,0.04,0.06,9925.0,0.0
0.035,0.04,0.06,10265.0,0.0
0.035,0.04,0.06,10000.0,0.0
0.035,0.04,0.06,10106.0,0.0
0.035,0.04,0.06,10438.0,0.0
0.035,0.04,0.06,9608.0,0.0
0.035,0.04,0.06,10137.0,0.0
0.035,0.04,0.06,9916.0,0.0
0.035,0.04,0.06,10334.0,0.0
0.035,0.04,0.06,10285.0,0.0
0.035,0.045,0.03,1394.0,1336.0
0.035,0.045,0.03,4828.0,1782.0
0.035,0.045,0.03,3854.0,1625.0
0.035,0.045,0.03,439.0,1538.0
0.035,0.045,0.03,2151.0,1711.0
0.035,0.045,0.03,1505.0,1140.0
0.035,0.045,0.03,2573.0,1496.0
0.035,0.045,0.03,685.0,1589.0
0.035,0.045,0.03,2633.0,1106.0
0.035,0.045,0.03,8183.0,1.0
0.035,0.045,0.03,1339.0,1428.0
0.035,0.045,0.03,9170.0,0.0
0.035,0.045,0.03,4663.0,1690.0
0.035,0.045,0.03,1237.0,1483.0
0.035,0.045,0.03,2838.0,1531.0
0.035,0.045,0.03,1541.0,1486.0
0.035,0.045,0.03,2395.0,1461.0
0.035,0.045,0.03,1057.0,1251.0
0.035,0.045,0.03,7743.0,0.0
0.035,0.045,0.03,7484.0,4.0
0.035,0.045,0.03,2544.0,1261.0
0.035,0.045,0.03,7378.0,0.0
0.035,0.045,0.03,2500.0,1442.0
0.035,0.045,0.03,4454.0,1810.0
0.035,0.045,0.03,2573.0,1431.0
0.035,0.045,0.03,1872.0,1575.0
0.035,0.045,0.03,1760.0,1323.0
0.035,0.045,0.03,1852.0,1644.0
0.035,0.045,0.03,2118.0,1346.0
0.035,0.045,0.03,1834.0,1472.0
0.035,0.045,0.035,9118.0,0.0
0.035,0.045,0.035,8093.0,0.0
0.035,0.045,0.035,3779.0,1659.0
0.035,0.045,0.035,8309.0,0.0
0.035,0.045,0.035,9426.0,0.0
0.035,0.045,0.035,9136.0,0.0
0.035,0.045,0.035,2369.0,1567.0
0.035,0.045,0.035,3384.0,1368.0
0.035,0.045,0.035,8866.0,0.0
0.035,0.045,0.035,3107.0,1507.0
0.035,0.045,0.035,9117.0,0.0
0.035,0.045,0.035,9344.0,0.0
0.035,0.045,0.035,2469.0,1554.0
0.035,0.045,0.035,9923.0,0.0
0.035,0.045,0.035,8740.0,0.0
0.035,0.045,0.035,6697.0,37.0
0.035,0.045,0.035,5394.0,1710.0
0.035,0.045,0.035,1852.0,1669.0
0.035,0.045,0.035,9162.0,0.0
0.035,0.045,0.035,8333.0,0.0
0.035,0.045,0.035,8126.0,0.0
0.035,0.045,0.035,4663.0,1548.0
0.035,0.045,0.035,9110.0,0.0
0.035,0.045,0.035,5554.0,1685.0
0.035,0.045,0.035,7913.0,0.0
0.035,0.045,0.035,3010.0,1677.0
0.035,0.045,0.035,2984.0,1423.0
0.035,0.045,0.035,3788.0,1462.0
0.035,0.045,0.035,4894.0,1329.0
0.035,0.045,0.035,7899.0,2.0
0.035,0.045,0.04,9869.0,0.0
0.035,0.045,0.04,9418.0,0.0
0.035,0.045,0.04,9200.0,0.0
0.035,0.045,0.04,9445.0,0.0
0.035,0.045,0.04,9546.0,0.0
0.035,0.045,0.04,9242.0,0.0
0.035,0.045,0.04,8123.0,0.0
0.035,0.045,0.04,8973.0,0.0
0.035,0.045,0.04,9516.0,0.0
0.035,0.045,0.04,9889.0,0.0
0.035,0.045,0.04,9825.0,0.0
0.035,0.045,0.04,10204.0,0.0
0.035,0.045,0.04,9782.0,0.0
0.035,0.045,0.04,9520.0,0.0
0.035,0.045,0.04,9522.0,0.0
0.035,0.045,0.04,9289.0,0.0
0.035,0.045,0.04,9845.0,0.0
0.035,0.045,0.04,9783.0,0.0
0.035,0.045,0.04,9294.0,0.0
0.035,0.045,0.04,8076.0,0.0
0.035,0.045,0.04,8514.0,0.0
0.035,0.045,0.04,10076.0,0.0
0.035,0.045,0.04,9767.0,0.0
0.035,0.045,0.04,8901.0,0.0
0.035,0.045,0.04,9421.0,0.0
0.035,0.045,0.04,10072.0,0.0
0.035,0.045,0.04,9873.0,0.0
0.035,0.045,0.04,8174.0,0.0
0.035,0.045,0.04,4424.0,1414.0
0.035,0.045,0.04,9779.0,0.0
0.035,0.045,0.045,10222.0,0.0
0.035,0.045,0.045,9916.0,0.0
0.035,0.045,0.045,9801.0,0.0
0.035,0.045,0.045,10002.0,0.0
0.035,0.045,0.045,10283.0,0.0
0.035,0.045,0.045,9637.0,0.0
0.035,0.045,0.045,9848.0,0.0
0.035,0.045,0.045,9309.0,0.0
0.035,0.045,0.045,10389.0,0.0
0.035,0.045,0.045,10027.0,0.0
0.035,0.045,0.045,10170.0,0.0
0.035,0.045,0.045,10291.0,0.0
0.035,0.045,0.045,10213.0,0.0
0.035,0.045,0.045,9368.0,0.0
0.035,0.045,0.045,9492.0,0.0
0.035,0.045,0.045,9871.0,0.0
0.035,0.045,0.045,9332.0,0.0
0.035,0.045,0.045,8651.0,0.0
0.035,0.045,0.045,9393.0,0.0
0.035,0.045,0.045,9088.0,0.0
0.035,0.045,0.045,10069.0,0.0
0.035,0.045,0.045,9783.0,0.0
0.035,0.045,0.045,10141.0,0.0
0.035,0.045,0.045,9970.0,0.0
0.035,0.045,0.045,8934.0,0.0
0.035,0.045,0.045,9982.0,0.0
0.035,0.045,0.045,10198.0,0.0
0.035,0.045,0.045,10239.0,0.0
0.035,0.045,0.045,10191.0,0.0
0.035,0.045,0.045,9651.0,0.0
0.035,0.045,0.05,10062.0,0.0
0.035,0.045,0.05,10045.0,0.0
0.035,0.045,0.05,10107.0,0.0
0.035,0.045,0.05,9835.0,0.0
0.035,0.045,0.05,10113.0,0.0
0.035,0.045,0.05,9988.0,0.0
0.035,0.045,0.05,10015.0,0.0
0.035,0.045,0.05,10306.0,0.0
0.035,0.045,0.05,10432.0,0.0
0.035,0.045,0.05,10182.0,0.0
0.035,0.045,0.05,10358.0,0.0
0.035,0.045,0.05,10007.0,0.0
0.035,0.045,0.05,10269.0,0.0
0.035,0.045,0.05,10417.0,0.0
0.035,0.045,0.05,10098.0,0.0
0.035,0.045,0.05,10313.0,0.0
0.035,0.045,0.05,9749.0,0.0
0.035,0.045,0.05,9559.0,0.0
0.035,0.045,0.05,9982.0,0.0
0.035,0.045,0.05,9768.0,0.0
0.035,0.045,0.05,10149.0,0.0
0.035,0.045,0.05,9686.0,0.0
0.035,0.045,0.05,10320.0,0.0
0.035,0.045,0.05,9181.0,0.0
0.035,0.045,0.05,9505.0,0.0
0.035,0.045,0.05,9856.0,0.0
0.035,0.045,0.05,10103.0,0.0
0.035,0.045,0.05,10265.0,0.0
0.035,0.045,0.05,10405.0,0.0
0.035,0.045,0.05,9883.0,0.0
0.035,0.045,0.055,10146.0,0.0
0.035,0.045,0.055,10486.0,0.0
0.035,0.045,0.055,10282.0,0.0
0.035,0.045,0.055,10553.0,0.0
0.035,0.045,0.055,10108.0,0.0
0.035,0.045,0.055,10096.0,0.0
0.035,0.045,0.055,10212.0,0.0
0.035,0.045,0.055,10296.0,0.0
0.035,0.045,0.055,10466.0,0.0
0.035,0.045,0.055,10097.0,0.0
0.035,0.045,0.055,9626.0,0.0
0.035,0.045,0.055,10333.0,0.0
0.035,0.045,0.055,10367.0,0.0
0.035,0.045,0.055,9967.0,0.0
0.035,0.045,0.055,10343.0,0.0
0.035,0.045,0.055,9963.0,0.0
0.035,0.045,0.055,10010.0,0.0
0.035,0.045,0.055,9343.0,0.0
0.035,0.045,0.055,9974.0,0.0
0.035,0.045,0.055,9725.0,0.0
0.035,0.045,0.055,10019.0,0.0
0.035,0.045,0.055,10113.0,0.0
0.035,0.045,0.055,10099.0,0.0
0.035,0.045,0.055,10253.0,0.0
0.035,0.045,0.055,10265.0,0.0
0.035,0.045,0.055,9876.0,0.0
0.035,0.045,0.055,9953.0,0.0
0.035,0.045,0.055,10264.0,0.0
0.035,0.045,0.055,10270.0,0.0
0.035,0.045,0.055,10509.0,0.0
0.035,0.045,0.06,10262.0,0.0
0.035,0.045,0.06,10714.0,0.0
0.035,0.045,0.06,10555.0,0.0
0.035,0.045,0.06,10336.0,0.0
0.035,0.045,0.06,10183.0,0.0
0.035,0.045,0.06,10634.0,0.0
