param1,param2,param3,output1,output2
0.045,0.055,0.03,1545.0,1667.0
0.045,0.055,0.03,255.0,1312.0
0.045,0.055,0.03,2488.0,1614.0
0.045,0.055,0.03,1843.0,1482.0
0.045,0.055,0.03,2432.0,1543.0
0.045,0.055,0.03,644.0,1168.0
0.045,0.055,0.03,2703.0,1650.0
0.045,0.055,0.03,414.0,693.0
0.045,0.055,0.03,2739.0,1360.0
0.045,0.055,0.03,9153.0,0.0
0.045,0.055,0.03,1020.0,1288.0
0.045,0.055,0.03,472.0,1135.0
0.045,0.055,0.03,959.0,1210.0
0.045,0.055,0.03,1928.0,1438.0
0.045,0.055,0.03,1508.0,1318.0
0.045,0.055,0.03,1781.0,1371.0
0.045,0.055,0.03,1429.0,1451.0
0.045,0.055,0.03,1583.0,1538.0
0.045,0.055,0.03,826.0,1138.0
0.045,0.055,0.03,2109.0,1346.0
0.045,0.055,0.03,1917.0,1658.0
0.045,0.055,0.03,1656.0,1447.0
0.045,0.055,0.03,278.0,1281.0
0.045,0.055,0.03,613.0,1454.0
0.045,0.055,0.03,1267.0,1013.0
0.045,0.055,0.03,1158.0,1256.0
0.045,0.055,0.03,944.0,1090.0
0.045,0.055,0.03,1460.0,1424.0
0.045,0.055,0.035,3832.0,1877.0
0.045,0.055,0.035,1133.0,1154.0
0.045,0.055,0.035,7784.0,0.0
0.045,0.055,0.035,1705.0,1487.0
0.045,0.055,0.035,2633.0,1302.0
0.045,0.055,0.035,2539.0,1600.0
0.045,0.055,0.035,2995.0,1441.0
0.045,0.055,0.035,8353.0,0.0
0.045,0.055,0.035,1571.0,1524.0
0.045,0.055,0.035,8330.0,0.0
0.045,0.055,0.035,8555.0,0.0
0.045,0.055,0.035,9145.0,0.0
0.045,0.055,0.035,7779.0,0.0
0.045,0.055,0.035,3765.0,1604.0
0.045,0.055,0.035,2781.0,1469.0
0.045,0.055,0.035,2164.0,1336.0
0.045,0.055,0.035,1928.0,1429.0
0.045,0.055,0.035,1638.0,1389.0
0.045,0.055,0.035,9557.0,0.0
0.045,0.055,0.035,2375.0,1469.0
0.045,0.055,0.035,8364.0,0.0
0.045,0.055,0.035,2590.0,1429.0
0.045,0.055,0.035,3986.0,1418.0
0.045,0.055,0.035,854.0,1331.0
0.045,0.055,0.035,771.0,1336.0
0.045,0.055,0.035,2708.0,1529.0
0.045,0.055,0.035,4244.0,1532.0
0.045,0.055,0.035,8116.0,0.0
0.045,0.055,0.035,1328.0,1272.0
0.045,0.055,0.035,7646.0,0.0
0.045,0.055,0.04,8955.0,0.0
0.045,0.055,0.04,9904.0,0.0
0.045,0.055,0.04,9056.0,0.0
0.045,0.055,0.04,9108.0,0.0
0.045,0.055,0.04,9133.0,0.0
0.045,0.055,0.04,8748.0,0.0
0.045,0.055,0.04,9355.0,0.0
0.045,0.055,0.04,8834.0,0.0
0.045,0.055,0.04,8782.0,0.0
0.045,0.055,0.04,8405.0,0.0
0.045,0.055,0.04,3485.0,1235.0
0.045,0.055,0.04,9765.0,0.0
0.045,0.055,0.04,7009.0,11.0
0.045,0.055,0.04,7200.0,11.0
0.045,0.055,0.04,8276.0,0.0
0.045,0.055,0.04,9403.0,0.0
0.045,0.055,0.04,7610.0,0.0
0.045,0.055,0.04,9467.0,0.0
0.045,0.055,0.04,8636.0,0.0
0.045,0.055,0.04,8771.0,0.0
0.045,0.055,0.04,8124.0,0.0
0.045,0.055,0.04,7339.0,2.0
0.045,0.055,0.04,9483.0,0.0
0.045,0.055,0.04,3719.0,1734.0
0.045,0.055,0.04,3415.0,1607.0
0.045,0.055,0.04,3762.0,1498.0
0.045,0.055,0.04,7085.0,17.0
0.045,0.055,0.04,8322.0,0.0
0.045,0.055,0.04,2757.0,1243.0
0.045,0.055,0.04,9675.0,0.0
0.045,0.055,0.045,9572.0,0.0
0.045,0.055,0.045,9842.0,0.0
0.045,0.055,0.045,9304.0,0.0
0.045,0.055,0.045,9019.0,0.0
0.045,0.055,0.045,9364.0,0.0
0.045,0.055,0.045,9233.0,0.0
0.045,0.055,0.045,9753.0,0.0
0.045,0.055,0.045,7339.0,44.0
0.045,0.055,0.045,9247.0,0.0
0.045,0.055,0.045,8233.0,0.0
0.045,0.055,0.045,9305.0,0.0
0.045,0.055,0.045,9235.0,0.0
0.045,0.055,0.045,9583.0,0.0
0.045,0.055,0.045,9413.0,0.0
0.045,0.055,0.045,9840.0,0.0
0.045,0.055,0.045,9312.0,0.0
0.045,0.055,0.045,9056.0,0.0
0.045,0.055,0.045,9229.0,0.0
0.045,0.055,0.045,10163.0,0.0
0.045,0.055,0.045,8204.0,0.0
0.045,0.055,0.045,8032.0,0.0
0.045,0.055,0.045,3818.0,1427.0
0.045,0.055,0.045,9426.0,0.0
0.045,0.055,0.045,8666.0,0.0
0.045,0.055,0.045,10105.0,0.0
0.045,0.055,0.045,8936.0,0.0
0.045,0.055,0.045,9691.0,0.0
0.045,0.055,0.045,9689.0,0.0
0.045,0.055,0.045,8688.0,0.0
0.045,0.055,0.045,9351.0,0.0
0.045,0.055,0.05,9810.0,0.0
0.045,0.055,0.05,10023.0,0.0
0.045,0.055,0.05,7596.0,2.0
0.045,0.055,0.05,10011.0,0.0
0.045,0.055,0.05,9925.0,0.0
0.045,0.055,0.05,10113.0,0.0
0.045,0.055,0.05,8549.0,0.0
0.045,0.055,0.05,9177.0,0.0
0.045,0.055,0.05,9821.0,0.0
0.045,0.055,0.05,9409.0,0.0
0.045,0.055,0.05,9651.0,0.0
0.045,0.055,0.05,10452.0,0.0
0.045,0.055,0.05,9673.0,0.0
0.045,0.055,0.05,9340.0,0.0
0.045,0.055,0.05,9305.0,0.0
0.045,0.055,0.05,9871.0,0.0
0.045,0.055,0.05,9773.0,0.0
0.045,0.055,0.05,9602.0,0.0
0.045,0.055,0.05,10161.0,0.0
0.045,0.055,0.05,9872.0,0.0
0.045,0.055,0.05,9159.0,0.0
0.045,0.055,0.05,9404.0,0.0
0.045,0.055,0.05,8941.0,0.0
0.045,0.055,0.05,10055.0,0.0
0.045,0.055,0.05,9422.0,0.0
0.045,0.055,0.05,9579.0,0.0
0.045,0.055,0.05,9681.0,0.0
0.045,0.055,0.05,10161.0,0.0
0.045,0.055,0.05,8923.0,0.0
0.045,0.055,0.05,9485.0,0.0
0.045,0.055,0.055,9042.0,0.0
0.045,0.055,0.055,10538.0,0.0
0.045,0.055,0.055,9644.0,0.0
0.045,0.055,0.055,9622.0,0.0
0.045,0.055,0.055,10315.0,0.0
0.045,0.055,0.055,8987.0,0.0
0.045,0.055,0.055,10104.0,0.0
0.045,0.055,0.055,10316.0,0.0
0.045,0.055,0.055,9566.0,0.0
0.045,0.055,0.055,9534.0,0.0
0.045,0.055,0.055,9658.0,0.0
0.045,0.055,0.055,9952.0,0.0
0.045,0.055,0.055,9682.0,0.0
0.045,0.055,0.055,9697.0,0.0
0.045,0.055,0.055,10249.0,0.0
0.045,0.055,0.055,10313.0,0.0
0.045,0.055,0.055,10020.0,0.0
0.045,0.055,0.055,10082.0,0.0
0.045,0.055,0.055,10397.0,0.0
0.045,0.055,0.055,10356.0,0.0
0.045,0.055,0.055,9705.0,0.0
0.045,0.055,0.055,9933.0,0.0
0.045,0.055,0.055,10180.0,0.0
0.045,0.055,0.055,9197.0,0.0
0.045,0.055,0.055,10305.0,0.0
0.045,0.055,0.055,9706.0,0.0
0.045,0.055,0.055,10042.0,0.0
0.045,0.055,0.055,10483.0,0.0
0.045,0.055,0.055,10523.0,0.0
0.045,0.055,0.055,10093.0,0.0
0.045,0.055,0.06,10320.0,0.0
0.045,0.055,0.06,9891.0,0.0
0.045,0.055,0.06,10068.0,0.0
0.045,0.055,0.06,10053.0,0.0
0.045,0.055,0.06,10582.0,0.0
0.045,0.055,0.06,9467.0,0.0
0.045,0.055,0.06,10040.0,0.0
0.045,0.055,0.06,10049.0,0.0
0.045,0.055,0.06,10198.0,0.0
0.045,0.055,0.06,10390.0,0.0
0.045,0.055,0.06,10205.0,0.0
0.045,0.055,0.06,10024.0,0.0
0.045,0.055,0.06,10226.0,0.0
0.045,0.055,0.06,10180.0,0.0
0.045,0.055,0.06,10376.0,0.0
0.045,0.055,0.06,9770.0,0.0
0.045,0.055,0.06,9745.0,0.0
0.045,0.055,0.06,10206.0,0.0
0.045,0.055,0.06,9782.0,0.0
0.045,0.055,0.06,10169.0,0.0
0.045,0.055,0.06,10135.0,0.0
0.045,0.055,0.06,10366.0,0.0
0.045,0.055,0.06,10107.0,0.0
0.045,0.055,0.06,10223.0,0.0
0.045,0.055,0.06,10597.0,0.0
0.045,0.055,0.06,10228.0,0.0
0.045,0.055,0.06,10051.0,0.0
0.045,0.055,0.06,10613.0,0.0
0.045,0.055,0.06,10442.0,0.0
0.045,0.055,0.06,10057.0,0.0
0.045,0.06,0.03,1393.0,1254.0
0.045,0.06,0.03,2707.0,1487.0
0.045,0.06,0.03,8546.0,0.0
0.045,0.06,0.03,906.0,1120.0
0.045,0.06,0.03,431.0,1110.0
0.045,0.06,0.03,991.0,1182.0
0.045,0.06,0.03,465.0,996.0
0.045,0.06,0.03,2220.0,1149.0
0.045,0.06,0.03,1153.0,1075.0
0.045,0.06,0.03,2547.0,1782.0
0.045,0.06,0.03,971.0,1314.0
0.045,0.06,0.03,9165.0,0.0
0.045,0.06,0.03,3168.0,1193.0
0.045,0.06,0.03,626.0,826.0
0.045,0.06,0.03,4180.0,1765.0
0.045,0.06,0.03,1666.0,1406.0
0.045,0.06,0.03,1295.0,1456.0
0.045,0.06,0.03,972.0,1403.0
0.045,0.06,0.03,1194.0,1561.0
0.045,0.06,0.03,2748.0,1116.0
0.045,0.06,0.03,2152.0,1533.0
0.045,0.06,0.03,8374.0,0.0
0.045,0.06,0.03,8713.0,0.0
0.045,0.06,0.03,1673.0,1259.0
0.045,0.06,0.03,1533.0,1349.0
0.045,0.06,0.03,1447.0,1413.0
0.045,0.06,0.03,844.0,1027.0
0.045,0.06,0.03,1384.0,1320.0
0.045,0.06,0.03,8360.0,0.0
0.045,0.06,0.03,2838.0,1601.0
0.045,0.06,0.035,7789.0,0.0
0.045,0.06,0.035,8189.0,0.0
0.045,0.06,0.035,3342.0,1407.0
0.045,0.06,0.035,7143.0,16.0
0.045,0.06,0.035,8348.0,0.0
0.045,0.06,0.035,6921.0,16.0
0.045,0.06,0.035,8720.0,0.0
0.045,0.06,0.035,7979.0,0.0
0.045,0.06,0.035,9360.0,0.0
0.045,0.06,0.035,9009.0,0.0
0.045,0.06,0.035,1696.0,1310.0
0.045,0.06,0.035,9568.0,0.0
0.045,0.06,0.035,2619.0,1422.0
0.045,0.06,0.035,3991.0,1588.0
0.045,0.06,0.035,8113.0,1.0
0.045,0.06,0.035,8530.0,0.0
0.045,0.06,0.035,9158.0,0.0
0.045,0.06,0.035,4850.0,1384.0
0.045,0.06,0.035,7247.0,0.0
0.045,0.06,0.035,8612.0,0.0
0.045,0.06,0.035,7272.0,0.0
0.045,0.06,0.035,7053.0,1.0
0.045,0.06,0.035,9045.0,0.0
0.045,0.06,0.035,2207.0,1329.0
0.045,0.06,0.035,1923.0,1104.0
0.045,0.06,0.035,5857.0,100.0
0.045,0.06,0.035,1790.0,974.0
0.045,0.06,0.035,8559.0,0.0
0.045,0.06,0.035,9325.0,0.0
0.045,0.06,0.035,7377.0,0.0
0.045,0.06,0.04,7653.0,0.0
0.045,0.06,0.04,10544.0,0.0
0.045,0.06,0.04,8453.0,0.0
0.045,0.06,0.04,8071.0,1.0
0.045,0.06,0.04,7883.0,0.0
0.045,0.06,0.04,8787.0,0.0
0.045,0.06,0.04,9678.0,0.0
0.045,0.06,0.04,7142.0,19.0
0.045,0.06,0.04,7512.0,0.0
0.045,0.06,0.04,9707.0,0.0
0.045,0.06,0.04,9166.0,0.0
0.045,0.06,0.04,9647.0,0.0
0.045,0.06,0.04,9572.0,0.0
0.045,0.06,0.04,8107.0,0.0
0.045,0.06,0.04,9260.0,0.0
0.045,0.06,0.04,8906.0,0.0
0.045,0.06,0.04,9447.0,0.0
0.045,0.06,0.04,9074.0,0.0
0.045,0.06,0.04,10149.0,0.0
0.045,0.06,0.04,10052.0,0.0
0.045,0.06,0.04,9323.0,0.0
0.045,0.06,0.04,8888.0,0.0
0.045,0.06,0.04,9257.0,0.0
0.045,0.06,0.04,4523.0,1666.0
0.045,0.06,0.04,9151.0,0.0
0.045,0.06,0.04,7796.0,0.0
0.045,0.06,0.04,8651.0,0.0
0.045,0.06,0.04,9511.0,0.0
0.045,0.06,0.04,8756.0,0.0
0.045,0.06,0.04,9914.0,0.0
0.045,0.06,0.045,9571.0,0.0
0.045,0.06,0.045,9904.0,0.0
0.045,0.06,0.045,9354.0,0.0
0.045,0.06,0.045,9513.0,0.0
0.045,0.06,0.045,9126.0,0.0
0.045,0.06,0.045,9326.0,0.0
0.045,0.06,0.045,9862.0,0.0
0.045,0.06,0.045,10037.0,0.0
0.045,0.06,0.045,9166.0,0.0
0.045,0.06,0.045,9282.0,0.0
0.045,0.06,0.045,9023.0,0.0
0.045,0.06,0.045,8807.0,1.0
0.045,0.06,0.045,9040.0,0.0
0.045,0.06,0.045,9946.0,0.0
0.045,0.06,0.045,9832.0,0.0
0.045,0.06,0.045,9256.0,0.0
0.045,0.06,0.045,9525.0,0.0
0.045,0.06,0.045,9931.0,0.0
0.045,0.06,0.045,9435.0,0.0
0.045,0.06,0.045,3998.0,1410.0
0.045,0.06,0.045,9620.0,0.0
0.045,0.06,0.045,9934.0,0.0
0.045,0.06,0.045,10102.0,0.0
0.045,0.06,0.045,9668.0,0.0
0.045,0.06,0.045,8999.0,0.0
0.045,0.06,0.045,9287.0,0.0
0.045,0.06,0.045,9270.0,0.0
0.045,0.06,0.045,9919.0,0.0
0.045,0.06,0.045,9160.0,0.0
0.045,0.06,0.045,8650.0,0.0
0.045,0.06,0.05,9841.0,0.0
0.045,0.06,0.05,10454.0,0.0
0.045,0.06,0.05,9837.0,0.0
0.045,0.06,0.05,9928.0,0.0
0.045,0.06,0.05,9998.0,0.0
0.045,0.06,0.05,10366.0,0.0
0.045,0.06,0.05,9526.0,0.0
0.045,0.06,0.05,9760.0,0.0
0.045,0.06,0.05,9820.0,0.0
0.045,0.06,0.05,9636.0,0.0
0.045,0.06,0.05,10601.0,0.0
0.045,0.06,0.05,10200.0,0.0
0.045,0.06,0.05,9496.0,0.0
0.045,0.06,0.05,10060.0,0.0
0.045,0.06,0.05,10115.0,0.0
0.045,0.06,0.05,9417.0,0.0
0.045,0.06,0.05,9858.0,0.0
0.045,0.06,0.05,9560.0,0.0
0.045,0.06,0.05,9997.0,0.0
0.045,0.06,0.05,8621.0,0.0
0.045,0.06,0.05,9612.0,0.0
0.045,0.06,0.05,9509.0,0.0
0.045,0.06,0.05,10162.0,0.0
0.045,0.06,0.05,9810.0,0.0
0.045,0.06,0.05,9827.0,0.0
0.045,0.06,0.05,9761.0,0.0
0.045,0.06,0.05,9824.0,0.0
0.045,0.06,0.05,9830.0,0.0
0.045,0.06,0.05,10056.0,0.0
0.045,0.06,0.05,10317.0,0.0
0.045,0.06,0.055,9751.0,0.0
0.045,0.06,0.055,10383.0,0.0
0.045,0.06,0.055,9381.0,0.0
0.045,0.06,0.055,9838.0,0.0
0.045,0.06,0.055,9996.0,0.0
0.045,0.06,0.055,10040.0,0.0
0.045,0.06,0.055,10319.0,0.0
0.045,0.06,0.055,10206.0,0.0
0.045,0.06,0.055,10499.0,0.0
0.045,0.06,0.055,9888.0,0.0
0.045,0.06,0.055,9965.0,0.0
0.045,0.06,0.055,10066.0,0.0
0.045,0.06,0.055,9815.0,0.0
0.045,0.06,0.055,10019.0,0.0
0.045,0.06,0.055,10600.0,0.0
0.045,0.06,0.055,9895.0,0.0
0.045,0.06,0.055,10509.0,0.0
0.045,0.06,0.055,10281.0,0.0
0.045,0.06,0.055,9822.0,0.0
0.045,0.06,0.055,9920.0,0.0
0.045,0.06,0.055,8850.0,0.0
0.045,0.06,0.055,9981.0,0.0
0.045,0.06,0.055,10248.0,0.0
0.045,0.06,0.055,9820.0,0.0
0.045,0.06,0.055,10030.0,0.0
0.045,0.06,0.055,9607.0,0.0
0.045,0.06,0.055,9815.0,0.0
0.045,0.06,0.055,10200.0,0.0
0.045,0.06,0.055,10244.0,0.0
0.045,0.06,0.055,10209.0,0.0
0.045,0.06,0.06,10280.0,0.0
0.045,0.06,0.06,10083.0,0.0
0.045,0.06,0.06,10013.0,0.0
0.045,0.06,0.06,9557.0,0.0
0.045,0.06,0.06,10236.0,0.0
0.045,0.06,0.06,10341.0,0.0
0.045,0.06,0.06,10498.0,0.0
0.045,0.06,0.06,10528.0,0.0
0.045,0.06,0.06,10455.0,0.0
0.045,0.06,0.06,10532.0,0.0
0.045,0.06,0.06,10534.0,0.0
0.045,0.06,0.06,10194.0,0.0
0.045,0.06,0.06,10413.0,0.0
0.045,0.06,0.06,9818.0,0.0
0.045,0.06,0.06,10452.0,0.0
0.045,0.06,0.06,9950.0,0.0
0.045,0.06,0.06,10092.0,0.0
0.045,0.06,0.06,10589.0,0.0
0.045,0.06,0.06,10311.0,0.0
0.045,0.06,0.06,10079.0,0.0
0.045,0.06,0.06,10321.0,0.0
0.045,0.06,0.06,10489.0,0.0
0.045,0.06,0.06,9810.0,0.0
0.045,0.06,0.06,10017.0,0.0
0.045,0.06,0.06,10121.0,0.0
0.045,0.06,0.06,10072.0,0.0
0.045,0.06,0.06,9917.0,0.0
0.045,0.06,0.06,10164.0,0.0
0.045,0.06,0.06,10514.0,0.0
0.045,0.06,0.06,10395.0,0.0
0.05,0.02,0.03,118.0,1147.0
0.05,0.02,0.03,351.0,1380.0
0.05,0.02,0.03,220.0,1227.0
0.05,0.02,0.03,233.0,1396.0
0.05,0.02,0.03,75.0,1216.0
0.05,0.02,0.03,175.0,1326.0
0.05,0.02,0.03,29.0,1266.0
0.05,0.02,0.03,110.0,1263.0
0.05,0.02,0.03,262.0,1405.0
0.05,0.02,0.03,484.0,1923.0
0.05,0.02,0.03,104.0,1467.0
0.05,0.02,0.03,20.0,1198.0
0.05,0.02,0.03,252.0,1433.0
0.05,0.02,0.03,683.0,1449.0
0.05,0.02,0.03,168.0,1479.0
0.05,0.02,0.03,129.0,983.0
0.05,0.02,0.03,179.0,1248.0
0.05,0.02,0.03,537.0,1557.0
0.05,0.02,0.03,119.0,906.0
0.05,0.02,0.03,186.0,816.0
0.05,0.02,0.03,9.0,903.0
0.05,0.02,0.03,167.0,1432.0
0.05,0.02,0.03,949.0,1702.0
0.05,0.02,0.03,144.0,1015.0
0.05,0.02,0.03,546.0,1555.0
0.05,0.02,0.03,237.0,1607.0
0.05,0.02,0.03,3.0,1057.0
0.05,0.02,0.03,278.0,1331.0
0.05,0.02,0.03,646.0,1603.0
0.05,0.02,0.03,297.0,1647.0
0.05,0.02,0.035,0.0,1424.0
0.05,0.02,0.035,281.0,1602.0
0.05,0.02,0.035,54.0,1293.0
0.05,0.02,0.035,306.0,1796.0
0.05,0.02,0.035,457.0,1582.0
0.05,0.02,0.035,632.0,1565.0
0.05,0.02,0.035,0.0,1128.0
0.05,0.02,0.035,562.0,1727.0
0.05,0.02,0.035,556.0,1700.0
0.05,0.02,0.035,793.0,1702.0
0.05,0.02,0.035,541.0,1830.0
0.05,0.02,0.035,683.0,1466.0
0.05,0.02,0.035,528.0,1887.0
0.05,0.02,0.035,357.0,1976.0
0.05,0.02,0.035,589.0,1720.0
0.05,0.02,0.035,410.0,1890.0
0.05,0.02,0.035,249.0,1415.0
0.05,0.02,0.035,568.0,1551.0
0.05,0.02,0.035,359.0,1631.0
0.05,0.02,0.035,1172.0,1920.0
0.05,0.02,0.035,399.0,1458.0
0.05,0.02,0.035,294.0,1187.0
0.05,0.02,0.035,657.0,1863.0
0.05,0.02,0.035,406.0,1478.0
0.05,0.02,0.035,512.0,1724.0
0.05,0.02,0.035,655.0,1501.0
0.05,0.02,0.035,520.0,1524.0
0.05,0.02,0.035,44.0,1258.0
0.05,0.02,0.035,543.0,1700.0
0.05,0.02,0.035,253.0,1650.0
0.05,0.02,0.04,1785.0,1797.0
0.05,0.02,0.04,15.0,1414.0
0.05,0.02,0.04,749.0,1697.0
0.05,0.02,0.04,1819.0,1997.0
0.05,0.02,0.04,888.0,1816.0
0.05,0.02,0.04,515.0,1750.0
0.05,0.02,0.04,928.0,1762.0
0.05,0.02,0.04,319.0,1594.0
0.05,0.02,0.04,594.0,1649.0
0.05,0.02,0.04,744.0,1889.0
0.05,0.02,0.04,266.0,1239.0
0.05,0.02,0.04,555.0,1800.0
0.05,0.02,0.04,474.0,1733.0
0.05,0.02,0.04,72.0,1361.0
0.05,0.02,0.04,256.0,1929.0
0.05,0.02,0.04,560.0,1760.0
0.05,0.02,0.04,849.0,1813.0
0.05,0.02,0.04,611.0,1389.0
0.05,0.02,0.04,865.0,1725.0
0.05,0.02,0.04,570.0,1901.0
0.05,0.02,0.04,916.0,1724.0
0.05,0.02,0.04,656.0,1687.0
0.05,0.02,0.04,1721.0,2071.0
0.05,0.02,0.04,1091.0,1932.0
0.05,0.02,0.04,1793.0,1845.0
0.05,0.02,0.04,390.0,1346.0
0.05,0.02,0.04,1406.0,1888.0
0.05,0.02,0.04,785.0,1990.0
0.05,0.02,0.04,346.0,1528.0
0.05,0.02,0.04,439.0,1460.0
0.05,0.02,0.045,1911.0,1966.0
0.05,0.02,0.045,1124.0,1783.0
0.05,0.02,0.045,1352.0,1822.0
0.05,0.02,0.045,2337.0,1896.0
0.05,0.02,0.045,1549.0,1854.0
0.05,0.02,0.045,1389.0,1804.0
0.05,0.02,0.045,1464.0,2005.0
0.05,0.02,0.045,1237.0,1939.0
0.05,0.02,0.045,712.0,1590.0
0.05,0.02,0.045,1498.0,1923.0
0.05,0.02,0.045,2467.0,1994.0
0.05,0.02,0.045,2105.0,2082.0
0.05,0.02,0.045,1884.0,2008.0
0.05,0.02,0.045,362.0,1710.0
0.05,0.02,0.045,1979.0,1936.0
0.05,0.02,0.045,596.0,1557.0
0.05,0.02,0.045,1081.0,2000.0
0.05,0.02,0.045,1990.0,1936.0
0.05,0.02,0.045,1301.0,1838.0
0.05,0.02,0.045,661.0,1790.0
0.05,0.02,0.045,326.0,1994.0
0.05,0.02,0.045,874.0,1902.0
0.05,0.02,0.045,1160.0,1749.0
0.05,0.02,0.045,754.0,1935.0
0.05,0.02,0.045,684.0,1927.0
0.05,0.02,0.045,1210.0,1858.0
0.05,0.02,0.045,844.0,1699.0
0.05,0.02,0.045,587.0,1955.0
0.05,0.02,0.045,400.0,1826.0
0.05,0.02,0.045,276.0,1746.0
0.05,0.02,0.05,3203.0,2038.0
0.05,0.02,0.05,1548.0,1767.0
0.05,0.02,0.05,1799.0,2098.0
0.05,0.02,0.05,727.0,1802.0
0.05,0.02,0.05,1178.0,1792.0
0.05,0.02,0.05,1530.0,1888.0
0.05,0.02,0.05,1065.0,1725.0
0.05,0.02,0.05,1142.0,1815.0
0.05,0.02,0.05,1848.0,1879.0
0.05,0.02,0.05,1818.0,1893.0
0.05,0.02,0.05,2036.0,1973.0
0.05,0.02,0.05,1484.0,1946.0
0.05,0.02,0.05,1994.0,1887.0
0.05,0.02,0.05,1134.0,2019.0
0.05,0.02,0.05,1385.0,1887.0
0.05,0.02,0.05,665.0,1851.0
0.05,0.02,0.05,2678.0,2057.0
0.05,0.02,0.05,1434.0,1928.0
0.05,0.02,0.05,1303.0,1838.0
0.05,0.02,0.05,2915.0,1769.0
0.05,0.02,0.05,1652.0,1847.0
0.05,0.02,0.05,1405.0,1687.0
0.05,0.02,0.05,1915.0,1923.0
0.05,0.02,0.05,398.0,1776.0
0.05,0.02,0.05,940.0,1899.0
0.05,0.02,0.05,3371.0,1900.0
0.05,0.02,0.05,1893.0,1945.0
0.05,0.02,0.05,614.0,1945.0
0.05,0.02,0.05,2869.0,1687.0
0.05,0.02,0.05,3464.0,1959.0
0.05,0.02,0.055,3690.0,1955.0
0.05,0.02,0.055,3013.0,1880.0
0.05,0.02,0.055,2713.0,1875.0
0.05,0.02,0.055,2255.0,1869.0
0.05,0.02,0.055,4150.0,1912.0
0.05,0.02,0.055,1423.0,1677.0
0.05,0.02,0.055,3602.0,1957.0
0.05,0.02,0.055,1587.0,1858.0
0.05,0.02,0.055,1403.0,1702.0
0.05,0.02,0.055,3744.0,1768.0
0.05,0.02,0.055,2989.0,1867.0
0.05,0.02,0.055,3584.0,2019.0
0.05,0.02,0.055,3955.0,1912.0
0.05,0.02,0.055,3503.0,1646.0
0.05,0.02,0.055,7618.0,4.0
0.05,0.02,0.055,2023.0,1780.0
0.05,0.02,0.055,3354.0,1851.0
0.05,0.02,0.055,1915.0,1877.0
0.05,0.02,0.055,3260.0,1888.0
0.05,0.02,0.055,4089.0,1821.0
0.05,0.02,0.055,3224.0,1896.0
0.05,0.02,0.055,1793.0,1817.0
0.05,0.02,0.055,3268.0,1685.0
0.05,0.02,0.055,2572.0,2045.0
0.05,0.02,0.055,3838.0,1936.0
0.05,0.02,0.055,1396.0,1821.0
0.05,0.02,0.055,2114.0,1857.0
0.05,0.02,0.055,1620.0,1708.0
0.05,0.02,0.055,3666.0,1842.0
0.05,0.02,0.055,1925.0,1951.0
0.05,0.02,0.06,3626.0,1881.0
0.05,0.02,0.06,1112.0,1864.0
0.05,0.02,0.06,9520.0,0.0
0.05,0.02,0.06,1037.0,1976.0
0.05,0.02,0.06,3780.0,1939.0
0.05,0.02,0.06,2601.0,1922.0
0.05,0.02,0.06,3463.0,1827.0
0.05,0.02,0.06,3360.0,1784.0
0.05,0.02,0.06,3083.0,1835.0
0.05,0.02,0.06,3595.0,1855.0
0.05,0.02,0.06,2829.0,1660.0
0.05,0.02,0.06,9587.0,0.0
0.05,0.02,0.06,3815.0,1884.0
0.05,0.02,0.06,1050.0,1692.0
0.05,0.02,0.06,2737.0,1738.0
0.05,0.02,0.06,4423.0,1823.0
0.05,0.02,0.06,2553.0,1878.0
0.05,0.02,0.06,4199.0,1811.0
0.05,0.02,0.06,2936.0,1822.0
0.05,0.02,0.06,3440.0,1840.0
0.05,0.02,0.06,5152.0,1891.0
0.05,0.02,0.06,6470.0,1682.0
0.05,0.02,0.06,8382.0,2.0
0.05,0.02,0.06,7204.0,515.0
0.05,0.02,0.06,2157.0,1989.0
0.05,0.02,0.06,3756.0,1906.0
0.05,0.02,0.06,4130.0,1813.0
0.05,0.02,0.06,4364.0,1788.0
0.05,0.02,0.06,3107.0,1709.0
0.05,0.02,0.06,4613.0,1870.0
0.05,0.025,0.03,259.0,1123.0
0.05,0.025,0.03,92.0,1293.0
0.05,0.025,0.03,719.0,1899.0
0.05,0.025,0.03,258.0,1939.0
0.05,0.025,0.03,608.0,1679.0
0.05,0.025,0.03,291.0,1252.0
0.05,0.025,0.03,930.0,1949.0
0.05,0.025,0.03,604.0,1438.0
0.05,0.025,0.03,345.0,1229.0
0.05,0.025,0.03,0.0,763.0
0.05,0.025,0.03,244.0,1334.0
0.05,0.025,0.03,312.0,1522.0
0.05,0.025,0.03,368.0,1776.0
0.05,0.025,0.03,367.0,1143.0
0.05,0.025,0.03,181.0,1246.0
0.05,0.025,0.03,43.0,898.0
0.05,0.025,0.03,116.0,1228.0
0.05,0.025,0.03,587.0,1523.0
0.05,0.025,0.03,367.0,1395.0
0.05,0.025,0.03,82.0,1294.0
0.05,0.025,0.03,86.0,1316.0
0.05,0.025,0.03,666.0,1768.0
0.05,0.025,0.03,452.0,990.0
0.05,0.025,0.03,145.0,1592.0
0.05,0.025,0.03,62.0,1378.0
0.05,0.025,0.03,158.0,1342.0
0.05,0.025,0.03,152.0,983.0
0.05,0.025,0.03,99.0,1517.0
0.05,0.025,0.03,242.0,1369.0
0.05,0.025,0.03,766.0,1792.0
