k1,k2,k3,o1,o2
0.06,0.05,0.06,10002.0,0.0
0.06,0.05,0.06,9136.0,0.0
0.06,0.05,0.06,7681.0,1.0
0.06,0.05,0.06,9728.0,0.0
0.06,0.05,0.06,9065.0,0.0
0.06,0.05,0.06,9751.0,0.0
0.06,0.05,0.06,9760.0,0.0
0.06,0.05,0.06,10174.0,0.0
0.06,0.05,0.06,9710.0,0.0
0.06,0.05,0.06,7889.0,0.0
0.06,0.05,0.06,9393.0,0.0
0.06,0.05,0.06,9359.0,0.0
0.06,0.05,0.06,8666.0,0.0
0.06,0.05,0.06,9871.0,0.0
0.06,0.05,0.06,3959.0,1405.0
0.06,0.05,0.06,9823.0,0.0
0.06,0.05,0.06,9221.0,0.0
0.06,0.05,0.06,8754.0,0.0
0.06,0.05,0.06,9741.0,0.0
0.06,0.06,0.03,590.0,410.0
0.06,0.06,0.03,367.0,520.0
0.06,0.06,0.03,22.0,590.0
0.06,0.06,0.03,369.0,805.0
0.06,0.06,0.03,897.0,712.0
0.06,0.06,0.03,785.0,1426.0
0.06,0.06,0.03,1126.0,1525.0
0.06,0.06,0.03,620.0,1185.0
0.06,0.06,0.03,2273.0,1034.0
0.06,0.06,0.03,178.0,1191.0
0.06,0.06,0.03,984.0,965.0
0.06,0.06,0.03,301.0,639.0
0.06,0.06,0.03,557.0,713.0
0.06,0.06,0.03,1361.0,1308.0
0.06,0.06,0.03,455.0,1340.0
0.06,0.06,0.03,378.0,1480.0
0.06,0.06,0.03,1690.0,1520.0
0.06,0.06,0.03,963.0,994.0
0.06,0.06,0.03,709.0,1290.0
0.06,0.06,0.03,235.0,505.0
0.06,0.06,0.03,919.0,931.0
0.06,0.06,0.03,1092.0,1441.0
0.06,0.06,0.03,581.0,1581.0
0.06,0.06,0.03,246.0,938.0
0.06,0.06,0.03,2464.0,1546.0
0.06,0.06,0.03,583.0,1227.0
0.06,0.06,0.03,1510.0,1435.0
0.06,0.06,0.03,1116.0,1039.0
0.06,0.06,0.03,418.0,693.0
0.06,0.06,0.03,329.0,805.0
0.06,0.06,0.04,7607.0,0.0
0.06,0.06,0.04,3327.0,1225.0
0.06,0.06,0.04,2576.0,1616.0
0.06,0.06,0.04,476.0,1152.0
0.06,0.06,0.04,1795.0,1307.0
0.06,0.06,0.04,8354.0,0.0
0.06,0.06,0.04,3532.0,1434.0
0.06,0.06,0.04,8266.0,0.0
0.06,0.06,0.04,1974.0,1448.0
0.06,0.06,0.04,7269.0,2.0
0.06,0.06,0.04,2910.0,1610.0
0.06,0.06,0.04,7693.0,0.0
0.06,0.06,0.04,1661.0,1363.0
0.06,0.06,0.04,3921.0,1750.0
0.06,0.06,0.04,7922.0,0.0
0.06,0.06,0.04,954.0,1086.0
0.06,0.06,0.04,3030.0,1384.0
0.06,0.06,0.04,1301.0,1099.0
0.06,0.06,0.04,7651.0,2.0
0.06,0.06,0.04,940.0,1722.0
0.06,0.06,0.04,7217.0,0.0
0.06,0.06,0.04,2416.0,1852.0
0.06,0.06,0.04,8788.0,0.0
0.06,0.06,0.04,1600.0,1470.0
0.06,0.06,0.04,7655.0,0.0
0.06,0.06,0.04,856.0,1431.0
0.06,0.06,0.04,2174.0,887.0
0.06,0.06,0.04,3870.0,1449.0
0.06,0.06,0.04,1440.0,1352.0
0.06,0.06,0.04,8962.0,0.0
0.06,0.06,0.05,8164.0,0.0
0.06,0.06,0.05,9203.0,0.0
0.06,0.06,0.05,7533.0,0.0
0.06,0.06,0.05,8762.0,0.0
0.06,0.06,0.05,5580.0,1151.0
0.06,0.06,0.05,8226.0,0.0
0.06,0.06,0.05,8720.0,0.0
0.06,0.06,0.05,8423.0,0.0
0.06,0.06,0.05,2187.0,1033.0
0.06,0.06,0.05,8514.0,0.0
0.06,0.06,0.05,8828.0,0.0
0.06,0.06,0.05,9585.0,0.0
0.06,0.06,0.05,9373.0,0.0
0.06,0.06,0.05,7735.0,0.0
0.06,0.06,0.05,8880.0,0.0
0.06,0.06,0.05,8788.0,0.0
0.06,0.06,0.05,8938.0,0.0
0.06,0.06,0.05,8779.0,0.0
0.06,0.06,0.05,8707.0,0.0
0.06,0.06,0.05,8089.0,0.0
0.06,0.06,0.05,8198.0,0.0
0.06,0.06,0.05,8654.0,0.0
0.06,0.06,0.05,3168.0,1505.0
0.06,0.06,0.05,9329.0,0.0
0.06,0.06,0.05,8947.0,0.0
0.06,0.06,0.05,7793.0,1.0
0.06,0.06,0.05,9049.0,0.0
0.06,0.06,0.05,8363.0,0.0
0.06,0.06,0.05,5708.0,1274.0
0.06,0.06,0.05,9411.0,0.0
0.06,0.06,0.06,9973.0,0.0
0.06,0.06,0.06,10232.0,0.0
0.06,0.06,0.06,9330.0,0.0
0.06,0.06,0.06,9792.0,0.0
0.06,0.06,0.06,9407.0,0.0
0.06,0.06,0.06,10450.0,0.0
0.06,0.06,0.06,9552.0,0.0
0.06,0.06,0.06,10183.0,0.0
0.06,0.06,0.06,9038.0,0.0
0.06,0.06,0.06,9254.0,0.0
0.06,0.06,0.06,9019.0,0.0
0.06,0.06,0.06,10314.0,0.0
0.06,0.06,0.06,9530.0,0.0
0.06,0.06,0.06,9698.0,0.0
0.06,0.06,0.06,9985.0,0.0
0.06,0.06,0.06,10082.0,0.0
0.06,0.06,0.06,9179.0,0.0
0.06,0.06,0.06,10083.0,0.0
0.06,0.06,0.06,10266.0,0.0
0.06,0.06,0.06,8589.0,0.0
0.06,0.06,0.06,9703.0,0.0
0.06,0.06,0.06,8965.0,0.0
0.06,0.06,0.06,9846.0,0.0
0.06,0.06,0.06,9287.0,0.0
0.06,0.06,0.06,9438.0,0.0
0.06,0.06,0.06,9391.0,0.0
0.06,0.06,0.06,9775.0,0.0
0.06,0.06,0.06,8540.0,1.0
0.06,0.06,0.06,9053.0,0.0
0.06,0.06,0.06,10377.0,0.0
