k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.2,0.2,0.2,9.394,8.402,7.162,55.7823,54.5936,54.3925,39.0677,34.4952,35.1572
0.2,0.2,0.2,0.2,0.4,9.522,6.516,8.92,52.9153,34.138,74.6349,29.8784,43.3324,37.0494
0.2,0.2,0.2,0.2,0.6,9.456,5.328,10.174,55.96,22.1086,88.2522,24.788,50.0127,33.1432
0.2,0.2,0.2,0.2,0.8,9.308,4.552,11.098,49.5482,20.6245,98.786,23.0341,50.3565,33.2344
0.2,0.2,0.2,0.2,1.0,9.242,3.892,11.824,49.4864,13.848,117.34,18.1985,51.9625,30.6062
0.2,0.2,0.2,0.4,0.2,11.3,8.432,5.226,77.5331,58.0375,27.6663,49.2168,33.3589,26.9102
0.2,0.2,0.2,0.4,0.4,11.592,6.884,6.482,81.2801,39.2531,36.4265,42.5177,42.0648,28.042
0.2,0.2,0.2,0.4,0.6,11.688,5.486,7.784,82.3754,24.0218,54.0013,32.5127,51.1289,27.2635
0.2,0.2,0.2,0.4,0.8,12.12,4.542,8.296,85.5647,16.0042,62.5014,28.2715,57.3953,23.4024
0.2,0.2,0.2,0.4,1.0,12.14,3.786,9.032,87.9403,12.3249,67.2054,25.04,60.0115,22.3175
0.2,0.2,0.2,0.6,0.2,12.542,8.528,3.888,96.1485,59.6325,15.3542,56.4407,28.9266,20.1695
0.2,0.2,0.2,0.6,0.4,13.172,6.672,5.114,108.784,36.0205,23.7124,45.1126,40.7058,21.0274
0.2,0.2,0.2,0.6,0.6,13.728,5.48,5.75,115.778,24.0096,29.7991,39.237,46.6633,20.4108
0.2,0.2,0.2,0.6,0.8,13.99,4.508,6.46,122.663,16.034,34.9463,34.0512,51.6419,18.5895
0.2,0.2,0.2,0.6,1.0,14.118,3.782,7.058,118.898,11.8822,43.0087,29.7232,57.6745,16.8123
0.2,0.2,0.2,0.8,0.2,13.63,8.37,2.958,109.472,56.7185,10.9301,59.071,25.5977,17.8753
0.2,0.2,0.2,0.8,0.4,14.41,6.614,3.934,123.765,37.2595,15.3804,50.1906,34.1393,18.5717
0.2,0.2,0.2,0.8,0.6,14.812,5.442,4.704,137.415,23.67,19.7318,42.5843,41.81,16.3014
0.2,0.2,0.2,0.8,0.8,15.36,4.534,5.064,138.624,19.3796,22.8576,40.2222,44.0771,16.3746
0.2,0.2,0.2,0.8,1.0,15.59,3.838,5.53,152.122,12.3805,26.3258,31.5767,51.2738,12.8395
0.2,0.2,0.2,1.0,0.2,14.452,8.252,2.254,131.407,56.7821,5.77303,62.9199,19.5222,11.6814
0.2,0.2,0.2,1.0,0.4,15.456,6.444,3.058,146.196,34.2474,9.3333,54.9254,27.9034,13.387
0.2,0.2,0.2,1.0,0.6,15.78,5.46,3.718,156.288,25.1146,12.4033,47.4822,33.8156,12.9035
0.2,0.2,0.2,1.0,0.8,16.256,4.636,4.066,157.261,19.1498,15.8333,43.7507,39.1374,12.0942
0.2,0.2,0.2,1.0,1.0,16.706,3.856,4.396,173.342,12.5163,17.2898,36.3423,43.0084,10.1794
0.2,0.2,0.4,0.2,0.2,7.424,9.894,7.64,35.6676,67.3775,59.4854,37.1653,30.668,42.0059
0.2,0.2,0.4,0.2,0.4,7.604,7.83,9.524,35.0573,42.5221,81.0355,28.7021,37.9835,45.1113
0.2,0.2,0.4,0.2,0.6,7.566,6.538,10.854,34.6389,28.726,104.233,22.5987,43.2632,41.4434
0.2,0.2,0.4,0.2,0.8,7.49,5.674,11.794,35.8496,24.9456,104.296,22.1841,45.8166,40.558
0.2,0.2,0.4,0.2,1.0,7.458,4.918,12.582,34.8139,17.7788,125.109,17.6509,47.781,36.8214
0.2,0.2,0.4,0.4,0.2,8.816,10.318,5.824,50.5112,72.4137,33.8567,46.0807,31.0317,35.6012
0.2,0.2,0.4,0.4,0.4,9.316,8.426,7.216,52.93,49.9725,45.2358,40.789,39.5809,36.6653
0.2,0.2,0.4,0.4,0.6,9.66,6.894,8.404,59.4633,34.6721,55.0549,36.4949,46.0134,34.0008
0.2,0.2,0.4,0.4,0.8,9.796,5.692,9.47,60.5234,24.1254,68.0332,29.414,52.7193,32.63
0.2,0.2,0.4,0.4,1.0,9.958,5.04,9.96,61.391,17.1968,79.7379,25.2201,57.5154,29.206
0.2,0.2,0.4,0.6,0.2,10.098,10.672,4.188,66.3291,76.6617,17.9766,55.952,26.9555,27.7131
