k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.8,0.4,0.6,6.184,8.684,10.09,25.0402,56.7857,93.2805,24.6154,32.779,46.1568
0.2,0.2,0.8,0.4,0.8,6.626,7.494,10.838,25.8057,44.1463,100.397,22.8885,36.9092,46.1323
0.2,0.2,0.8,0.4,1.0,6.736,6.648,11.574,29.3731,32.8057,114.481,20.6864,40.6408,41.4469
0.2,0.2,0.8,0.6,0.2,7.238,11.206,6.514,33.7569,97.5306,46.9277,38.3677,29.0538,34.5753
0.2,0.2,0.8,0.6,0.4,7.632,9.818,7.508,37.0467,72.8265,55.549,35.6884,33.1292,39.5756
0.2,0.2,0.8,0.6,0.6,7.656,8.848,8.454,36.4466,54.5981,69.05,31.7993,36.9561,42.3016
0.2,0.2,0.8,0.6,0.8,7.718,7.924,9.316,38.4834,46.0904,73.6595,29.8402,40.2476,41.8998
0.2,0.2,0.8,0.6,1.0,8.04,6.952,9.966,39.5655,35.8855,83.2954,27.7494,43.1737,40.808
0.2,0.2,0.8,0.8,0.2,8.106,11.51,5.342,43.9747,100.743,33.2796,43.9258,27.611,30.5687
0.2,0.2,0.8,0.8,0.4,8.236,10.224,6.498,45.844,78.611,41.9419,38.4059,33.4895,36.0105
0.2,0.2,0.8,0.8,0.6,8.36,9.144,7.454,44.3591,67.1576,49.9518,36.908,35.702,37.7601
0.2,0.2,0.8,0.8,0.8,8.624,8.04,8.294,50.4355,48.1868,58.1799,33.5922,41.7821,37.3289
0.2,0.2,0.8,0.8,1.0,8.876,7.354,8.728,54.5137,37.5077,60.7435,33.5911,46.1085,35.0223
0.2,0.2,0.8,1.0,0.2,8.526,11.902,4.53,49.2558,103.844,25.1554,46.2881,26.1034,29.5851
0.2,0.2,0.8,1.0,0.4,8.972,10.402,5.584,54.905,80.4493,29.4418,46.8129,30.6777,31.2157
0.2,0.2,0.8,1.0,0.6,9.206,9.258,6.494,53.9635,63.258,38.9919,41.7443,35.361,35.8923
0.2,0.2,0.8,1.0,0.8,9.39,8.438,7.13,54.7875,53.6815,46.3017,38.8709,38.5744,36.2736
0.2,0.2,0.8,1.0,1.0,9.742,7.378,7.838,65.4383,38.2155,46.6891,37.4364,44.3569,34.1395
0.2,0.2,1.0,0.2,0.2,4.63,11.25,9.078,13.0953,101.799,92.9498,23.3412,17.9588,45.8823
0.2,0.2,1.0,0.2,0.4,4.488,10.08,10.39,14.3305,75.3603,108.884,21.7324,19.3103,50.7743
0.2,0.2,1.0,0.2,0.6,4.692,8.594,11.672,16.5863,59.2116,121.407,20.8907,23.7926,47.8185
0.2,0.2,1.0,0.2,0.8,4.71,7.634,12.614,15.7213,44.0842,132.662,16.6071,28.4089,49.8544
0.2,0.2,1.0,0.2,1.0,4.688,6.816,13.454,15.5137,35.8739,147.162,15.7341,26.4806,49.6148
0.2,0.2,1.0,0.4,0.2,5.574,11.66,7.724,22.6218,92.7178,70.6131,31.1094,25.6718,41.3469
0.2,0.2,1.0,0.4,0.4,5.708,10.27,8.98,21.5979,76.0171,81.21,25.3696,28.7637,47.5585
0.2,0.2,1.0,0.4,0.6,5.728,9.076,10.154,21.7455,56.3429,95.0524,24.3674,32.2444,47.9221
0.2,0.2,1.0,0.4,0.8,5.714,8.328,10.916,20.3489,50.6698,103.099,22.8876,31.2845,49.8733
0.2,0.2,1.0,0.4,1.0,5.814,7.184,11.96,22.7649,36.6514,111.818,21.4571,36.6218,47.4082
0.2,0.2,1.0,0.6,0.2,6.604,11.908,6.446,31.398,103.146,46.2997,36.0697,28.1329,36.48
0.2,0.2,1.0,0.6,0.4,6.814,10.678,7.466,30.9734,82.6717,57.1792,35.0422,30.9025,39.7475
0.2,0.2,1.0,0.6,0.6,6.916,9.448,8.594,32.4539,65.7989,64.6745,31.6569,33.6392,44.3446
0.2,0.2,1.0,0.6,0.8,7.048,8.408,9.502,34.3704,50.2059,72.7715,29.5776,39.2244,43.6284
0.2,0.2,1.0,0.6,1.0,7.068,7.62,10.27,33.4543,41.9194,80.6945,27.3666,41.1319,44.5717
0.2,0.2,1.0,0.8,0.2,7.032,12.438,5.488,35.522,112.315,35.6812,39.6272,26.0324,33.6856
0.2,0.2,1.0,0.8,0.4,7.446,11.08,6.432,33.0652,89.2922,40.0735,40.4272,28.1737,41.288
0.2,0.2,1.0,0.8,0.6,7.66,9.558,7.74,41.5675,63.5738,48.1447,36.4145,36.0437,42.0031
0.2,0.2,1.0,0.8,0.8,7.86,8.582,8.516,39.7158,50.4402,59.9977,34.3261,38.385,43.3163
0.2,0.2,1.0,0.8,1.0,7.97,7.884,9.104,41.5682,44.3753,65.2196,32.2651,41.0793,42.1784
0.2,0.2,1.0,1.0,0.2,7.638,12.716,4.604,42.0951,112.757,26.3519,45.9391,24.66,29.9033
0.2,0.2,1.0,1.0,0.4,8.06,11.194,5.704,44.4453,90.5976,28.5615,45.5675,27.4106,36.3241
0.2,0.2,1.0,1.0,0.6,8.178,10.046,6.734,49.5254,68.3606,36.5604,43.7613,33.8951,36.2247
0.2,0.2,1.0,1.0,0.8,8.5,9.138,7.32,48.1944,60.2915,44.6389,38.7004,37.4689,38.3726
0.2,0.2,1.0,1.0,1.0,8.976,8.076,7.906,54.4964,44.1786,49.8048,37.6571,42.3545,36.8528
0.2,0.4,0.2,0.2,0.2,9.19,7.114,8.654,52.1021,52.7224,93.7939,31.4472,31.2863,29.0616
0.2,0.4,0.2,0.2,0.4,8.984,6.136,9.838,50.2803,36.5827,105.094,25.8158,36.1257,33.1844
0.2,0.4,0.2,0.2,0.6,8.796,5.636,10.526,48.3872,33.7029,114.29,23.9216,35.7889,33.2039
0.2,0.4,0.2,0.2,0.8,8.966,4.7,11.292,49.3796,24.7034,123.049,19.8555,39.7414,32.9415
0.2,0.4,0.2,0.2,1.0,8.646,4.248,12.064,45.636,17.0326,137.351,16.8094,42.2071,32.0783
0.2,0.4,0.2,0.4,0.2,10.592,7.154,7.212,63.0997,50.1025,66.8768,36.4678,38.5576,26.0394
0.2,0.4,0.2,0.4,0.4,10.612,6.28,8.066,68.791,40.9355,63.8093,33.0768,43.3583,27.9013
0.2,0.4,0.2,0.4,0.6,10.662,5.268,9.028,64.9657,28.0763,80.869,27.4314,47.6628,29.0546
0.2,0.4,0.2,0.4,0.8,10.574,4.65,9.734,66.3212,23.5065,91.2578,24.7444,49.4035,26.4137
0.2,0.4,0.2,0.4,1.0,10.55,4.206,10.202,66.3402,16.4725,92.9792,21.5298,54.9528,26.7258
0.2,0.4,0.2,0.6,0.2,11.702,7.138,6.118,83.0353,51.8346,41.1303,42.1715,40.0733,20.8594
0.2,0.4,0.2,0.6,0.4,11.808,6.244,6.906,80.5402,39.3151,50.923,37.7924,42.7294,25.1933
0.2,0.4,0.2,0.6,0.6,12.01,5.4,7.548,84.2103,29.6834,55.1821,32.1383,48.76,25.6681
