k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.2,0.2,0.2,12.132,8.17,4.656,95.1849,48.9229,16.4065,57.717,31.308,21.8221
0.2,0.2,0.2,0.2,0.4,12.14,6.138,6.68,92.3251,28.2354,35.9054,41.9766,45.9727,24.922
0.2,0.2,0.2,0.2,0.6,12.408,4.764,7.786,104.499,16.4813,44.7858,31.7277,56.7869,19.7069
0.2,0.2,0.2,0.2,0.8,12.132,3.962,8.864,92.9805,14.3733,54.1739,28.7605,61.2484,20.3315
0.2,0.2,0.2,0.2,1.0,12.064,3.684,9.21,93.7113,10.7577,60.6953,24.3469,64.9244,19.2509
0.2,0.2,0.2,0.4,0.2,13.862,8.144,2.952,120.412,47.7588,8.37044,63.072,24.9212,14.8406
0.2,0.2,0.2,0.4,0.4,14.354,6.322,4.282,135.031,28.1747,14.3873,52.2465,34.9861,15.0753
0.2,0.2,0.2,0.4,0.6,14.98,4.93,5.048,146.661,17.1714,20.2662,41.0627,44.6843,13.308
0.2,0.2,0.2,0.4,0.8,15.026,4.132,5.8,139.769,13.9585,26.6854,33.7861,52.7747,14.3371
0.2,0.2,0.2,0.4,1.0,15.348,3.598,6.012,152.584,10.1767,27.2383,30.4528,53.8074,11.8445
0.2,0.2,0.2,0.6,0.2,14.506,8.308,2.144,133.786,45.7206,5.37802,67.0482,20.6544,10.9596
0.2,0.2,0.2,0.6,0.4,15.632,6.216,3.11,155.039,30.4543,7.55301,58.771,25.6498,10.1606
0.2,0.2,0.2,0.6,0.6,16.23,4.852,3.876,163.24,20.5432,11.5998,47.5471,34.4855,11.3804
0.2,0.2,0.2,0.6,0.8,16.472,4.258,4.228,173.965,13.9353,14.5892,39.5473,40.1407,10.1715
0.2,0.2,0.2,0.6,1.0,16.898,3.658,4.402,178.557,11.4119,15.8882,35.3939,43.3838,9.39828
0.2,0.2,0.2,0.8,0.2,14.87,8.358,1.73,138.975,49.3085,3.58828,71.2631,15.1432,8.76218
0.2,0.2,0.2,0.8,0.4,16.132,6.262,2.564,162.792,30.4062,5.93377,59.1237,23.2,9.21466
0.2,0.2,0.2,0.8,0.6,16.752,5.114,3.092,186.227,17.8567,8.34823,45.5133,30.7102,8.66484
0.2,0.2,0.2,0.8,0.8,17.248,4.228,3.482,188.82,14.1844,10.5909,41.6467,34.5937,8.06624
