k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.2,0.2,0.2,11.502,8.164,5.292,84.495,47.1995,22.6841,53.0698,34.9453,25.8999
0.2,0.2,0.2,0.2,0.4,11.454,6.222,7.282,82.5209,28.5418,41.774,39.903,47.8096,26.9733
0.2,0.2,0.2,0.2,0.6,11.45,5.154,8.354,82.1358,20.0143,53.7802,32.5979,54.4556,26.0857
0.2,0.2,0.2,0.2,0.8,11.522,4.104,9.332,83.5687,13.8288,62.5228,26.1119,62.2833,22.749
0.2,0.2,0.2,0.2,1.0,11.492,3.5,9.966,85.3727,9.45691,73.588,20.2625,66.8805,19.7525
0.2,0.2,0.2,0.4,0.2,13.636,8.166,3.156,116.741,46.5596,9.92752,63.5014,25.7302,15.2586
0.2,0.2,0.2,0.4,0.4,14.07,6.244,4.644,123.636,27.5476,18.9712,49.6723,39.0971,17.2574
0.2,0.2,0.2,0.4,0.6,14.676,4.99,5.292,142.941,16.539,22.2352,39.0649,46.8703,14.3115
0.2,0.2,0.2,0.4,0.8,14.802,4.204,5.952,134.752,13.9623,29.2963,34.9864,52.257,14.8555
0.2,0.2,0.2,0.4,1.0,14.796,3.614,6.548,137.698,9.0992,36.5488,26.0313,60.621,12.7791
0.2,0.2,0.2,0.6,0.2,14.348,8.396,2.214,127.253,50.2276,5.58738,68.6254,19.0857,11.859
0.2,0.2,0.2,0.6,0.4,15.25,6.298,3.41,148.188,29.7687,9.48487,56.258,29.0897,12.0359
0.2,0.2,0.2,0.6,0.6,15.978,5.074,3.906,160.635,21.0987,13.0753,47.0798,34.6572,11.9629
0.2,0.2,0.2,0.6,0.8,16.314,4.156,4.488,164.737,14.0838,17.088,37.5661,44.7883,10.7955
0.2,0.2,0.2,0.6,1.0,16.8,3.65,4.508,165.936,12.769,18.2464,36.5431,45.186,10.8996
0.2,0.2,0.2,0.8,0.2,15.018,8.256,1.684,143.252,50.6277,3.05826,72.0475,13.14,7.44779
0.2,0.2,0.2,0.8,0.4,16.1,6.244,2.614,155.108,32.7299,6.50602,59.8152,23.8603,10.2567
0.2,0.2,0.2,0.8,0.6,16.986,4.884,3.088,182.346,17.1007,9.04234,46.2649,31.5483,9.0463
0.2,0.2,0.2,0.8,0.8,17.426,4.128,3.404,191.047,14.0357,9.70018,41.3422,34.4708,7.90009
0.2,0.2,0.2,0.8,1.0,17.726,3.544,3.688,192.195,10.8898,12.3113,36.2836,39.4033,7.71917
0.2,0.2,0.2,1.0,0.2,15.116,8.412,1.43,145.041,51.6135,2.1494,74.1906,11.0683,6.44373
0.2,0.2,0.2,1.0,0.4,16.594,6.278,2.086,169.091,30.4216,4.82826,61.2834,19.6903,7.96001
0.2,0.2,0.2,1.0,0.6,17.438,4.998,2.522,180.327,22.2024,6.06164,53.7263,24.6567,8.4259
0.2,0.2,0.2,1.0,0.8,17.908,4.178,2.872,208.42,12.852,7.11785,41.7018,29.2327,5.97473
0.2,0.2,0.2,1.0,1.0,18.502,3.378,3.078,211.136,10.2556,8.28448,37.2848,32.5159,6.46545
0.2,0.2,0.4,0.2,0.2,8.254,10.688,6.016,48.0135,73.5698,27.7913,50.2217,28.6873,37.508
0.2,0.2,0.4,0.2,0.4,8.052,8.244,8.662,44.6666,45.748,54.7092,37.0514,40.5587,40.9323
0.2,0.2,0.4,0.2,0.6,8.206,6.68,10.072,47.6388,31.4485,68.8926,30.7154,48.6765,37.7225
0.2,0.2,0.4,0.2,0.8,8.188,5.61,11.16,48.0087,22.026,83.2168,25.841,52.9779,35.6597
0.2,0.2,0.4,0.2,1.0,7.89,4.72,12.348,45.9137,16.8593,97.7344,21.7327,55.9221,33.1958
0.2,0.2,0.4,0.4,0.2,9.716,11.306,3.936,66.7168,76.4893,14.2965,61.0791,24.8796,26.3944
0.2,0.2,0.4,0.4,0.4,10.23,8.706,6.022,68.3979,50.0517,29.6448,48.2321,38.2474,30.5776
0.2,0.2,0.4,0.4,0.6,10.666,7.1,7.192,70.4353,34.7234,41.3258,41.2339,45.3308,31.2974
0.2,0.2,0.4,0.4,0.8,10.808,6.07,8.08,76.9771,27.6284,47.1399,36.775,49.6927,28.7639
0.2,0.2,0.4,0.4,1.0,11.034,5.306,8.618,82.2453,20.5374,51.6875,33.182,54.3016,26.3857
0.2,0.2,0.4,0.6,0.2,10.496,11.542,2.92,76.9078,87.1906,7.48457,70.6605,16.9476,17.7048
0.2,0.2,0.4,0.6,0.4,11.418,8.884,4.656,82.873,58.4715,16.9355,57.7199,29.5649,24.6795
0.2,0.2,0.4,0.6,0.6,12.04,7.386,5.532,96.3752,37.5882,23.7204,49.698,39.1871,23.3774
0.2,0.2,0.4,0.6,0.8,12.416,6.144,6.398,97.1212,28.4041,31.4786,42.932,46.289,23.3815
0.2,0.2,0.4,0.6,1.0,12.658,5.24,7.06,99.0912,22.1427,35.4794,39.1183,51.2751,22.3543
0.2,0.2,0.4,0.8,0.2,10.918,11.682,2.358,74.6005,94.554,5.66116,72.6853,14.328,16.6832
0.2,0.2,0.4,0.8,0.4,11.962,9.272,3.724,96.3893,54.0661,13.4828,60.2969,28.8632,19.975
0.2,0.2,0.4,0.8,0.6,12.766,7.664,4.528,104.853,40.7045,16.9391,55.6908,33.4464,20.7188
0.2,0.2,0.4,0.8,0.8,13.426,6.45,5.082,121.043,26.4163,20.6325,47.5213,40.8688,18.6684
0.2,0.2,0.4,0.8,1.0,13.798,5.404,5.756,126.995,21.4076,23.5315,43.5687,44.5578,17.0106
0.2,0.2,0.4,1.0,0.2,11.066,11.962,1.93,78.8954,95.0306,4.07725,76.2951,12.5497,13.2579
0.2,0.2,0.4,1.0,0.4,12.488,9.324,3.146,108.246,54.8287,8.29327,66.0921,23.6981,15.63
0.2,0.2,0.4,1.0,0.6,13.484,7.61,3.864,120.94,38.5029,12.743,57.0028,31.1281,16.8807
0.2,0.2,0.4,1.0,0.8,14.016,6.562,4.38,128.437,31.6855,14.1078,53.8968,34.2604,15.8321
0.2,0.2,0.4,1.0,1.0,14.784,5.468,4.706,135.352,23.9609,18.3803,46.5823,39.6839,15.9916
0.2,0.2,0.6,0.2,0.2,6.244,12.17,6.544,28.3732,96.1213,32.1924,43.4274,23.5744,45.759
0.2,0.2,0.6,0.2,0.4,6.142,9.382,9.434,26.2624,59.5392,63.3564,31.5108,33.0324,51.9822
0.2,0.2,0.6,0.2,0.6,6.286,7.56,11.112,29.9481,41.0485,80.268,27.8095,40.1683,47.4943
0.2,0.2,0.6,0.2,0.8,6.024,6.37,12.564,25.8391,30.5262,103.533,21.9891,41.7179,47.4482
0.2,0.2,0.6,0.2,1.0,6.256,5.344,13.358,28.3031,20.8113,116.294,19.3627,48.1266,40.9107
0.2,0.2,0.6,0.4,0.2,7.532,12.964,4.462,36.9068,110.019,17.6879,54.0513,19.3409,35.4054
0.2,0.2,0.6,0.4,0.4,7.804,10.254,6.9,44.7912,72.0696,32.1703,47.8996,29.9663,38.7228
0.2,0.2,0.6,0.4,0.6,8.222,8.35,8.386,49.3514,48.3121,47.5361,40.0304,39.0344,39.4398
0.2,0.2,0.6,0.4,0.8,8.42,7.036,9.502,47.2982,33.3173,64.5872,32.6802,47.0693,38.7534
