k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,0.2,0.2,0.2,10.414,8.252,6.292,66.3713,47.3672,37.9787,46.0478,37.4039,31.794
0.2,0.2,0.2,0.2,0.4,10.334,6.358,8.266,63.0165,31.8535,55.0814,36.0445,46.1074,33.9767
0.2,0.2,0.2,0.2,0.6,10.394,5.218,9.346,64.2753,23.0446,70.0504,29.1063,52.2382,31.0747
0.2,0.2,0.2,0.2,0.8,10.316,4.17,10.472,63.7557,14.3378,86.7387,22.1846,58.8145,27.6891
0.2,0.2,0.2,0.2,1.0,10.33,3.63,10.998,64.0292,11.7125,94.1262,20.3227,60.5037,25.3439
0.2,0.2,0.2,0.4,0.2,12.374,8.306,4.278,93.9059,50.0525,18.4055,55.4885,32.8597,21.5741
0.2,0.2,0.2,0.4,0.4,12.98,6.38,5.598,105.05,29.8273,26.3331,46.0517,43.1823,21.2653
0.2,0.2,0.2,0.4,0.6,13.304,5.156,6.498,105.334,20.8454,35.489,38.203,50.6459,21.4212
0.2,0.2,0.2,0.4,0.8,13.462,4.224,7.272,107.572,14.8235,44.6072,31.1248,57.1326,19.3458
0.2,0.2,0.2,0.4,1.0,13.686,3.638,7.634,122.416,10.8727,40.4409,28.826,59.8488,15.5646
0.2,0.2,0.2,0.6,0.2,13.778,8.244,2.936,115.544,52.4894,9.59509,62.4531,24.8034,15.0337
0.2,0.2,0.2,0.6,0.4,14.576,6.328,4.054,135.716,29.1988,14.3037,51.484,34.2835,15.7277
0.2,0.2,0.2,0.6,0.6,15.082,5.06,4.816,142.336,18.7699,21.0723,41.8007,43.2055,15.0091
0.2,0.2,0.2,0.6,0.8,15.3,4.152,5.506,143.677,14.8746,24.535,37.0405,48.0303,14.4901
0.2,0.2,0.2,0.6,1.0,15.55,3.734,5.674,149.943,11.7628,24.9697,33.373,51.3961,12.9973
0.2,0.2,0.2,0.8,0.2,14.652,8.248,2.058,132.548,51.5336,5.08881,68.355,17.4872,10.677
0.2,0.2,0.2,0.8,0.4,15.338,6.54,3.08,142.793,33.6036,9.28016,56.767,28.1773,13.3214
0.2,0.2,0.2,0.8,0.6,16.222,5.088,3.648,170.265,19.4912,11.5231,47.1949,33.2286,10.0411
0.2,0.2,0.2,0.8,0.8,16.64,4.204,4.114,170.952,15.305,15.003,39.6888,40.2215,10.5639
0.2,0.2,0.2,0.8,1.0,16.786,3.688,4.484,179.471,11.4776,15.7132,36.1575,41.8954,9.72045
0.2,0.2,0.2,1.0,0.2,14.98,8.376,1.602,147.98,49.9946,3.19398,68.6528,13.7034,8.16398
0.2,0.2,0.2,1.0,0.4,16.192,6.432,2.334,162.296,31.4002,6.22289,57.0552,24.1041,9.98568
0.2,0.2,0.2,1.0,0.6,16.974,4.978,3.006,172.791,21.3522,8.77952,50.2078,29.7697,9.66546
0.2,0.2,0.2,1.0,0.8,17.372,4.266,3.32,184.587,14.4962,11.1559,42.2075,34.8006,8.97683
0.2,0.2,0.2,1.0,1.0,17.926,3.576,3.456,205.335,10.4211,10.1083,35.8864,35.1641,7.12159
0.2,0.2,0.4,0.2,0.2,7.844,10.57,6.544,37.9115,73.5803,41.0221,42.9608,29.552,42.3346
0.2,0.2,0.4,0.2,0.4,7.908,8.216,8.834,38.212,47.1236,63.4413,33.581,39.7743,43.3606
0.2,0.2,0.4,0.2,0.6,7.966,6.59,10.402,39.1031,29.8496,85.1587,26.97,47.3083,39.7704
0.2,0.2,0.4,0.2,0.8,7.956,5.488,11.514,44.7476,20.8756,92.7032,23.6367,52.9385,35.3659
0.2,0.2,0.4,0.2,1.0,7.804,4.69,12.464,39.701,16.571,109.965,20.0734,53.6282,34.2844
0.2,0.2,0.4,0.4,0.2,9.556,10.87,4.532,58.6321,79.4119,18.0411,57.9782,25.7497,29.3338
0.2,0.2,0.4,0.4,0.4,9.986,8.392,6.58,68.8435,43.4412,35.2822,45.7891,40.2626,31.2692
0.2,0.2,0.4,0.4,0.6,10.482,6.918,7.558,69.3484,32.4602,46.171,38.3903,47.6423,31.0819
0.2,0.2,0.4,0.4,0.8,10.522,5.802,8.634,69.8131,25.3535,54.3768,34.6406,51.8127,29.8793
0.2,0.2,0.4,0.4,1.0,10.764,4.896,9.298,73.4352,18.5743,62.7707,29.0536,57.2949,27.3657
0.2,0.2,0.4,0.6,0.2,10.69,10.914,3.354,78.2704,74.8002,11.3594,64.0094,22.4306,22.4493
0.2,0.2,0.4,0.6,0.4,11.126,8.856,4.976,81.0683,52.9812,20.5726,55.2246,32.6623,25.9064
0.2,0.2,0.4,0.6,0.6,11.728,7.202,6.028,91.3607,35.8369,27.4421,47.8466,41.0437,24.8941
0.2,0.2,0.4,0.6,0.8,12.084,6.164,6.71,92.9508,27.8969,34.7073,42.1686,46.3891,24.7691
0.2,0.2,0.4,0.6,1.0,12.4,5.272,7.286,102.549,20.1944,37.2707,37.2858,53.0677,20.7437
0.2,0.2,0.4,0.8,0.2,11.018,11.296,2.644,84.174,80.5455,7.07141,69.4756,18.0505,17.6827
0.2,0.2,0.4,0.8,0.4,11.92,9.122,3.916,94.7271,58.4681,11.8967,63.5268,25.4863,19.5453
0.2,0.2,0.4,0.8,0.6,12.782,7.336,4.84,108.688,38.2877,19.2088,53.1295,34.7065,20.1761
0.2,0.2,0.4,0.8,0.8,13.218,6.304,5.436,110.764,28.7371,24.5149,44.5188,43.6503,20.9273
0.2,0.2,0.4,0.8,1.0,13.61,5.486,5.862,117.072,22.9637,25.9268,43.8232,45.427,18.8728
0.2,0.2,0.4,1.0,0.2,11.498,11.448,2.012,87.2285,87.5143,4.68923,73.9748,13.6994,13.7141
0.2,0.2,0.4,1.0,0.4,12.618,9.23,3.11,106.325,58.1213,7.71333,68.8997,20.7936,15.3314
0.2,0.2,0.4,1.0,0.6,13.522,7.46,3.976,121.252,39.9042,11.5545,58.3606,29.8522,16.5361
0.2,0.2,0.4,1.0,0.8,14.018,6.428,4.512,127.581,30.101,15.9698,51.4732,36.0709,16.7343
0.2,0.2,0.4,1.0,1.0,14.596,5.568,4.794,133.388,25.8611,18.0236,47.3061,38.8324,16.3297
0.2,0.2,0.6,0.2,0.2,6.068,11.572,7.318,26.0916,85.7323,44.6702,37.9931,25.6857,49.1785
