CMDLINE /export/apps/opt/qiskit/0.34.2/envs/qiskit/bin/python3.10 spatial.py
MEM 19430.136719 1684769941.8953
MEM 19430.136719 1684769941.9989
MEM 19430.136719 1684769942.1000
MEM 19430.136719 1684769942.2003
MEM 19430.136719 1684769942.3009
MEM 19430.136719 1684769942.4020
MEM 19430.136719 1684769942.5030
MEM 19430.136719 1684769942.6041
MEM 19430.136719 1684769942.7051
MEM 19430.136719 1684769942.8061
MEM 19430.136719 1684769942.9071
MEM 19430.136719 1684769943.0081
MEM 19430.136719 1684769943.1091
MEM 19430.136719 1684769943.2104
MEM 19430.136719 1684769943.3111
MEM 19430.136719 1684769943.4121
MEM 19430.136719 1684769943.5131
MEM 19430.136719 1684769943.6141
MEM 19430.136719 1684769943.7180
MEM 19430.136719 1684769943.8190
MEM 19430.136719 1684769943.9200
MEM 19430.136719 1684769944.0210
MEM 19430.136719 1684769944.1231
MEM 19430.136719 1684769944.2240
MEM 19430.136719 1684769944.3250
MEM 19430.136719 1684769944.4262
MEM 19430.136719 1684769944.5427
MEM 19430.136719 1684769944.6463
MEM 19430.136719 1684769944.7471
MEM 19430.136719 1684769944.8480
MEM 19430.136719 1684769944.9490
MEM 19430.136719 1684769945.0541
MEM 19430.136719 1684769945.1550
MEM 19430.136719 1684769945.2560
MEM 19430.136719 1684769945.3571
MEM 19430.136719 1684769945.4580
MEM 19430.136719 1684769945.5620
MEM 19430.136719 1684769945.6631
MEM 19430.136719 1684769945.7640
MEM 19430.136719 1684769945.8650
MEM 19430.136719 1684769945.9661
MEM 19430.136719 1684769946.0671
MEM 19430.136719 1684769946.1680
MEM 19430.136719 1684769946.2733
MEM 19430.136719 1684769946.3741
MEM 19430.136719 1684769946.4750
MEM 19430.136719 1684769946.5760
MEM 19430.136719 1684769946.6770
MEM 19430.136719 1684769946.7781
MEM 19430.136719 1684769946.8790
MEM 19430.136719 1684769946.9800
MEM 19430.136719 1684769947.0811
MEM 19430.136719 1684769947.1820
MEM 19430.136719 1684769947.2831
MEM 19430.136719 1684769947.3841
MEM 19430.136719 1684769947.4912
MEM 19430.136719 1684769947.5930
MEM 19430.136719 1684769947.6947
MEM 19430.136719 1684769947.7973
MEM 19430.136719 1684769947.8980
MEM 19430.136719 1684769947.9991
MEM 19430.136719 1684769948.1021
MEM 19430.136719 1684769948.2121
MEM 19430.136719 1684769948.3221
MEM 19430.136719 1684769948.4319
MEM 19430.136719 1684769948.5330
MEM 19430.136719 1684769948.6430
MEM 19430.136719 1684769948.7440
MEM 19430.136719 1684769948.8451
MEM 19430.136719 1684769948.9463
MEM 19430.136719 1684769949.0471
MEM 19430.136719 1684769949.1530
MEM 19430.136719 1684769949.2540
MEM 19430.136719 1684769949.3561
MEM 19430.136719 1684769949.4651
MEM 19430.136719 1684769949.5730
MEM 19430.136719 1684769949.6742
MEM 19430.136719 1684769949.7860
MEM 19430.136719 1684769949.8871
MEM 19430.136719 1684769949.9940
MEM 19430.136719 1684769950.0950
MEM 19430.136719 1684769950.1972
MEM 19430.136719 1684769950.2980
MEM 19430.136719 1684769950.3990
MEM 19430.136719 1684769950.5001
MEM 19430.136719 1684769950.6013
MEM 19430.136719 1684769950.7020
MEM 19430.136719 1684769950.8032
MEM 19430.136719 1684769950.9036
MEM 19430.136719 1684769951.0040
MEM 19430.136719 1684769951.1050
MEM 19430.136719 1684769951.2062
MEM 19430.136719 1684769951.3072
MEM 19430.136719 1684769951.4081
MEM 19430.136719 1684769951.5090
MEM 19430.136719 1684769951.6103
MEM 19430.136719 1684769951.7156
MEM 19430.136719 1684769951.8213
MEM 19430.136719 1684769951.9252
MEM 19430.136719 1684769952.0255
MEM 19430.136719 1684769952.1259
MEM 19430.136719 1684769952.2270
MEM 19430.136719 1684769952.3280
MEM 19430.136719 1684769952.4290
MEM 19430.136719 1684769952.5300
MEM 19430.136719 1684769952.6311
MEM 19430.136719 1684769952.7320
MEM 19430.136719 1684769952.8330
MEM 19430.136719 1684769952.9340
MEM 19430.136719 1684769953.0349
MEM 19430.136719 1684769953.1360
MEM 19430.136719 1684769953.2370
MEM 19430.136719 1684769953.3380
MEM 19430.136719 1684769953.4390
MEM 19430.136719 1684769953.5400
MEM 19430.136719 1684769953.6449
MEM 19430.136719 1684769953.7469
MEM 19430.136719 1684769953.8479
MEM 19430.136719 1684769953.9510
MEM 19430.136719 1684769954.0520
MEM 19430.136719 1684769954.1570
MEM 19430.136719 1684769954.2580
MEM 19430.136719 1684769954.3589
MEM 19430.136719 1684769954.4600
MEM 19430.136719 1684769954.5610
MEM 19430.136719 1684769954.6620
MEM 19430.136719 1684769954.7630
MEM 19430.136719 1684769954.8640
MEM 19430.136719 1684769954.9722
MEM 19430.136719 1684769955.0730
MEM 19430.136719 1684769955.1741
MEM 19430.136719 1684769955.2750
MEM 19430.136719 1684769955.3760
MEM 19430.136719 1684769955.4769
MEM 19430.136719 1684769955.5869
MEM 19430.136719 1684769955.6880
MEM 19430.136719 1684769955.7960
MEM 19430.136719 1684769955.8970
MEM 19430.136719 1684769955.9981
MEM 19430.136719 1684769956.0990
MEM 19430.136719 1684769956.2019
MEM 19430.136719 1684769956.3029
MEM 19430.136719 1684769956.4039
MEM 19430.136719 1684769956.5049
MEM 19430.136719 1684769956.6052
MEM 19430.136719 1684769956.7060
MEM 19430.136719 1684769956.8070
MEM 19430.136719 1684769956.9079
MEM 19430.136719 1684769957.0089
MEM 19430.136719 1684769957.1100
MEM 19430.136719 1684769957.2111
MEM 19430.136719 1684769957.3115
MEM 19430.136719 1684769957.4160
MEM 19430.136719 1684769957.5169
MEM 19430.136719 1684769957.6180
MEM 19430.136719 1684769957.7280
MEM 19430.136719 1684769957.8289
MEM 19430.136719 1684769957.9299
MEM 19430.136719 1684769958.0309
MEM 19430.136719 1684769958.1319
MEM 19430.136719 1684769958.2329
MEM 19430.136719 1684769958.3340
MEM 19430.136719 1684769958.4349
MEM 19430.136719 1684769958.5361
MEM 19430.136719 1684769958.6364
MEM 19430.136719 1684769958.7429
MEM 19430.136719 1684769958.8480
MEM 19430.136719 1684769958.9492
MEM 19430.136719 1684769959.0500
MEM 19430.136719 1684769959.1510
MEM 19430.136719 1684769959.2520
MEM 19430.136719 1684769959.3590
MEM 19430.136719 1684769959.4680
MEM 19430.136719 1684769959.5692
MEM 19430.136719 1684769959.6700
MEM 19430.136719 1684769959.7709
MEM 19430.136719 1684769959.8749
MEM 19430.136719 1684769959.9759
MEM 19430.136719 1684769960.0769
MEM 19430.136719 1684769960.2410
MEM 19430.136719 1684769960.3420
MEM 19430.136719 1684769960.4429
MEM 19430.136719 1684769960.5449
MEM 19430.136719 1684769960.6499
MEM 19430.136719 1684769960.7559
MEM 19430.136719 1684769960.8609
MEM 19430.136719 1684769960.9640
MEM 19430.136719 1684769961.0683
MEM 19430.136719 1684769961.1740
MEM 19430.136719 1684769961.2800
MEM 19430.136719 1684769961.3850
MEM 19430.136719 1684769961.4860
MEM 19430.136719 1684769961.5863
MEM 19430.136719 1684769961.6917
MEM 19430.136719 1684769961.7972
MEM 19430.136719 1684769961.8975
MEM 19430.136719 1684769961.9977
MEM 19430.136719 1684769962.0979
MEM 19430.136719 1684769962.1991
MEM 19430.136719 1684769962.3011
MEM 19430.136719 1684769962.4023
MEM 19430.136719 1684769962.5031
MEM 19430.136719 1684769962.6041
MEM 19430.136719 1684769962.7052
MEM 19430.136719 1684769962.8061
MEM 19430.136719 1684769962.9071
MEM 19430.136719 1684769963.0081
MEM 19430.136719 1684769963.1103
MEM 19430.136719 1684769963.2111
MEM 19430.136719 1684769963.3120
MEM 19430.136719 1684769963.4181
MEM 19430.136719 1684769963.5187
MEM 19430.136719 1684769963.6242
MEM 19430.136719 1684769963.7250
MEM 19430.136719 1684769963.8280
MEM 19430.136719 1684769963.9301
MEM 19430.136719 1684769964.0321
MEM 19430.136719 1684769964.1341
MEM 19430.136719 1684769964.2361
MEM 19430.136719 1684769964.3373
MEM 19430.136719 1684769964.4382
MEM 19430.136719 1684769964.5391
MEM 19430.136719 1684769964.6401
MEM 19430.136719 1684769964.7411
MEM 19430.136719 1684769964.8418
MEM 19430.136719 1684769964.9443
MEM 19430.136719 1684769965.0501
MEM 19430.136719 1684769965.1551
MEM 19430.136719 1684769965.2600
MEM 19430.136719 1684769965.3661
MEM 19430.136719 1684769965.4677
MEM 19430.136719 1684769965.5682
MEM 19430.136719 1684769965.6690
MEM 19430.136719 1684769965.7700
MEM 19430.136719 1684769965.8710
MEM 19430.136719 1684769965.9720
MEM 19430.136719 1684769966.0724
MEM 19430.136719 1684769966.1731
MEM 19430.136719 1684769966.2740
MEM 19430.136719 1684769966.3750
MEM 19430.136719 1684769966.4760
MEM 19430.136719 1684769966.5770
MEM 19430.136719 1684769966.6780
MEM 19430.136719 1684769966.7790
MEM 19430.136719 1684769966.8800
MEM 19430.136719 1684769966.9810
MEM 19430.136719 1684769967.0821
MEM 19430.136719 1684769967.1830
MEM 19430.136719 1684769967.2840
MEM 19430.136719 1684769967.3850
MEM 19430.136719 1684769967.4860
MEM 19430.136719 1684769967.5870
MEM 19430.136719 1684769967.6881
MEM 19430.136719 1684769967.7890
MEM 19430.136719 1684769967.8900
MEM 19430.136719 1684769967.9910
MEM 19430.136719 1684769968.0920
MEM 19430.136719 1684769968.1930
MEM 19430.136719 1684769968.2940
MEM 19430.136719 1684769968.3950
MEM 19430.136719 1684769968.4960
MEM 19430.136719 1684769968.5970
MEM 19430.136719 1684769968.7040
MEM 19430.136719 1684769968.8050
MEM 19430.136719 1684769968.9060
MEM 19430.136719 1684769969.0120
MEM 19430.136719 1684769969.1130
MEM 19430.136719 1684769969.2141
MEM 19430.136719 1684769969.3150
MEM 19430.136719 1684769969.4160
MEM 19430.136719 1684769969.5170
MEM 19430.136719 1684769969.6180
MEM 19430.136719 1684769969.7190
MEM 19430.136719 1684769969.8200
MEM 19430.136719 1684769969.9210
MEM 19430.136719 1684769970.0220
MEM 19430.136719 1684769970.1230
MEM 19430.136719 1684769970.2240
MEM 19430.136719 1684769970.3250
MEM 19430.136719 1684769970.4260
MEM 19430.136719 1684769970.5270
MEM 19430.136719 1684769970.6541
MEM 19430.136719 1684769970.7550
MEM 19430.136719 1684769970.8630
MEM 19430.136719 1684769970.9640
MEM 19430.136719 1684769971.0650
MEM 19430.136719 1684769971.1660
MEM 19430.136719 1684769971.2670
MEM 19430.136719 1684769971.3680
MEM 19430.136719 1684769971.4690
MEM 19430.136719 1684769971.5710
MEM 19430.136719 1684769971.6751
MEM 19430.136719 1684769971.7758
MEM 19430.136719 1684769971.8824
MEM 19430.136719 1684769971.9832
MEM 19430.136719 1684769972.0840
MEM 19430.136719 1684769972.1851
MEM 19430.136719 1684769972.2909
MEM 19430.136719 1684769972.3918
MEM 19430.136719 1684769972.4930
MEM 19430.136719 1684769972.5941
MEM 19430.136719 1684769972.6950
MEM 19430.136719 1684769972.7960
MEM 19430.136719 1684769972.8973
MEM 19430.136719 1684769972.9980
MEM 19430.136719 1684769973.1027
MEM 19430.136719 1684769973.2040
MEM 19430.136719 1684769973.3050
MEM 19430.136719 1684769973.4060
MEM 19430.136719 1684769973.5070
MEM 19430.136719 1684769973.6102
MEM 19430.136719 1684769973.7110
MEM 19430.136719 1684769973.8128
MEM 19430.136719 1684769973.9141
MEM 19430.136719 1684769974.0150
MEM 19430.136719 1684769974.1181
MEM 19430.136719 1684769974.2190
MEM 19430.136719 1684769974.3201
MEM 19430.136719 1684769974.4211
MEM 19430.136719 1684769974.5220
MEM 19430.136719 1684769974.6230
MEM 19430.136719 1684769974.7241
MEM 19430.136719 1684769974.8311
MEM 19430.136719 1684769974.9320
MEM 19430.136719 1684769975.0330
MEM 19430.136719 1684769975.1340
MEM 19430.136719 1684769975.2380
MEM 19430.136719 1684769975.3390
MEM 19430.136719 1684769975.4401
MEM 19430.136719 1684769975.5491
MEM 19430.136719 1684769975.6500
MEM 19430.136719 1684769975.7511
MEM 19430.136719 1684769975.8661
MEM 19430.136719 1684769975.9740
MEM 19430.136719 1684769976.0751
MEM 19430.136719 1684769976.1761
MEM 19430.136719 1684769976.2770
MEM 19430.136719 1684769976.3781
MEM 19430.136719 1684769976.4790
MEM 19430.136719 1684769976.5850
MEM 19430.136719 1684769976.6860
MEM 19430.136719 1684769976.7871
MEM 19430.136719 1684769976.8880
MEM 19430.136719 1684769976.9890
MEM 19430.136719 1684769977.0900
MEM 19430.136719 1684769977.1981
MEM 19430.136719 1684769977.2990
MEM 19430.136719 1684769977.3994
MEM 19430.136719 1684769977.5000
MEM 19430.136719 1684769977.6012
MEM 19430.136719 1684769977.7020
MEM 19430.136719 1684769977.8030
MEM 19430.136719 1684769977.9041
MEM 19430.136719 1684769978.0050
MEM 19430.136719 1684769978.1060
MEM 19430.136719 1684769978.2071
MEM 19430.136719 1684769978.3080
MEM 19430.136719 1684769978.4090
MEM 19430.136719 1684769978.5101
MEM 19430.136719 1684769978.6111
MEM 19430.136719 1684769978.7120
MEM 19430.136719 1684769978.8133
MEM 19430.136719 1684769978.9139
MEM 19430.136719 1684769979.0150
MEM 19430.136719 1684769979.1200
MEM 19430.136719 1684769979.2210
MEM 19430.136719 1684769979.3220
MEM 19430.136719 1684769979.4226
MEM 19430.136719 1684769979.5281
MEM 19430.136719 1684769979.6284
MEM 19430.136719 1684769979.7296
MEM 19430.136719 1684769979.8298
MEM 19430.136719 1684769979.9303
MEM 19430.136719 1684769980.0310
MEM 19430.136719 1684769980.1319
MEM 19430.136719 1684769980.2330
MEM 19430.136719 1684769980.3339
MEM 19430.136719 1684769980.4350
MEM 19430.136719 1684769980.5360
MEM 19430.136719 1684769980.6470
MEM 19430.136719 1684769980.7480
MEM 19430.136719 1684769980.8490
MEM 19430.136719 1684769980.9500
MEM 19430.136719 1684769981.0857
MEM 19430.136719 1684769981.1883
MEM 19430.136719 1684769981.2890
MEM 19430.136719 1684769981.3900
MEM 19430.136719 1684769981.4910
MEM 19430.136719 1684769981.5913
MEM 19430.136719 1684769981.6916
MEM 19430.136719 1684769981.7919
MEM 19430.136719 1684769981.8932
MEM 19430.136719 1684769981.9942
MEM 19430.136719 1684769982.0952
MEM 19430.136719 1684769982.1962
MEM 19430.136719 1684769982.2972
MEM 19430.136719 1684769982.3982
MEM 19430.136719 1684769982.4992
MEM 19430.136719 1684769982.6002
MEM 19430.136719 1684769982.7012
MEM 19430.136719 1684769982.8022
MEM 19430.136719 1684769982.9032
MEM 19430.136719 1684769983.0042
MEM 19430.136719 1684769983.1052
MEM 19430.136719 1684769983.2062
MEM 19430.136719 1684769983.3072
MEM 19430.136719 1684769983.4081
MEM 19430.136719 1684769983.5092
MEM 19430.136719 1684769983.6098
MEM 19430.136719 1684769983.7112
MEM 19430.136719 1684769983.8121
MEM 19430.136719 1684769983.9131
MEM 19430.136719 1684769984.0141
MEM 19430.136719 1684769984.1151
MEM 19430.136719 1684769984.2251
MEM 19430.136719 1684769984.3261
MEM 19430.136719 1684769984.4271
MEM 19430.136719 1684769984.5281
MEM 19430.136719 1684769984.6321
MEM 19430.136719 1684769984.7331
MEM 19430.136719 1684769984.8371
MEM 19430.136719 1684769984.9381
MEM 19430.136719 1684769985.0391
MEM 19430.136719 1684769985.1401
MEM 19430.136719 1684769985.2411
MEM 19430.136719 1684769985.3431
MEM 19430.136719 1684769985.4441
MEM 19430.136719 1684769985.5452
MEM 19430.136719 1684769985.6461
MEM 19430.136719 1684769985.7471
MEM 19430.136719 1684769985.8481
MEM 19430.136719 1684769985.9491
MEM 19430.136719 1684769986.0501
MEM 19430.136719 1684769986.1511
MEM 19430.136719 1684769986.2744
MEM 19430.136719 1684769986.3751
MEM 19430.136719 1684769986.4761
MEM 19430.136719 1684769986.5771
MEM 19430.136719 1684769986.6781
MEM 19430.136719 1684769986.7791
MEM 19430.136719 1684769986.8801
MEM 19430.136719 1684769986.9811
MEM 19430.136719 1684769987.0821
MEM 19430.136719 1684769987.1831
MEM 19430.136719 1684769987.2841
MEM 19430.136719 1684769987.3851
MEM 19430.136719 1684769987.4861
MEM 19430.136719 1684769987.5871
MEM 19430.136719 1684769987.6881
MEM 19430.136719 1684769987.7890
MEM 19430.136719 1684769987.8900
MEM 19430.136719 1684769987.9910
MEM 19430.136719 1684769988.0919
MEM 19430.136719 1684769988.1940
MEM 19430.136719 1684769988.2950
MEM 19430.136719 1684769988.3959
MEM 19430.136719 1684769988.4979
MEM 19430.136719 1684769988.6033
MEM 19430.136719 1684769988.7080
MEM 19430.136719 1684769988.8112
MEM 19430.136719 1684769988.9114
MEM 19430.136719 1684769989.0116
MEM 19430.136719 1684769989.1119
MEM 19430.136719 1684769989.2131
MEM 19430.136719 1684769989.3141
MEM 19430.136719 1684769989.4151
MEM 19430.136719 1684769989.5161
MEM 19430.136719 1684769989.6201
MEM 19430.136719 1684769989.7211
MEM 19430.136719 1684769989.8215
MEM 19430.136719 1684769989.9282
MEM 19430.136719 1684769990.0290
MEM 19430.136719 1684769990.1301
MEM 19430.136719 1684769990.2310
MEM 19430.136719 1684769990.3330
MEM 19430.136719 1684769990.4340
MEM 19430.136719 1684769990.5350
MEM 19430.136719 1684769990.6361
MEM 19430.136719 1684769990.7370
MEM 19430.136719 1684769990.8400
MEM 19430.136719 1684769990.9500
MEM 19430.136719 1684769991.0510
MEM 19430.136719 1684769991.1520
MEM 19430.136719 1684769991.2530
MEM 19430.136719 1684769991.3540
MEM 19430.136719 1684769991.4680
MEM 19430.136719 1684769991.5821
MEM 19430.136719 1684769991.6823
MEM 19430.136719 1684769991.7831
MEM 19430.136719 1684769991.8892
MEM 19430.136719 1684769991.9939
MEM 19430.136719 1684769992.0987
MEM 19430.136719 1684769992.2018
MEM 19430.136719 1684769992.3020
MEM 19430.136719 1684769992.4087
MEM 19430.136719 1684769992.5089
MEM 19430.136719 1684769992.6092
MEM 19430.136719 1684769992.7095
MEM 19430.136719 1684769992.8098
MEM 19430.136719 1684769992.9101
MEM 19430.136719 1684769993.0143
MEM 19430.136719 1684769993.1149
MEM 19430.136719 1684769993.2181
MEM 19430.136719 1684769993.3191
MEM 19430.136719 1684769993.4261
MEM 19430.136719 1684769993.5331
MEM 19430.136719 1684769993.6341
MEM 19430.136719 1684769993.7402
MEM 19430.136719 1684769993.8412
MEM 19430.136719 1684769993.9431
MEM 19430.136719 1684769994.0472
MEM 19430.136719 1684769994.1481
MEM 19430.136719 1684769994.2501
MEM 19430.136719 1684769994.3541
MEM 19430.136719 1684769994.4582
MEM 19430.136719 1684769994.5622
MEM 19430.136719 1684769994.6661
MEM 19430.136719 1684769994.7700
MEM 19430.136719 1684769994.8741
MEM 19430.136719 1684769994.9841
MEM 19430.136719 1684769995.0871
MEM 19430.136719 1684769995.1883
MEM 19430.136719 1684769995.2961
MEM 19430.136719 1684769995.3991
MEM 19430.136719 1684769995.5041
MEM 19430.136719 1684769995.6071
MEM 19430.136719 1684769995.7111
MEM 19430.136719 1684769995.8151
MEM 19430.136719 1684769995.9191
MEM 19430.136719 1684769996.0241
MEM 19430.136719 1684769996.1251
MEM 19430.136719 1684769996.2361
MEM 19430.136719 1684769996.3411
MEM 19430.136719 1684769996.4421
MEM 19430.136719 1684769996.5431
MEM 19430.136719 1684769996.6481
MEM 19430.136719 1684769996.8182
MEM 19430.136719 1684769996.9191
MEM 19430.136719 1684769997.0201
MEM 19430.136719 1684769997.1311
MEM 19430.136719 1684769997.2321
MEM 19430.136719 1684769997.3332
MEM 19430.136719 1684769997.4343
MEM 19430.136719 1684769997.5356
MEM 19430.136719 1684769997.6361
MEM 19430.136719 1684769997.7371
MEM 19430.136719 1684769997.8381
MEM 19430.136719 1684769997.9391
MEM 19430.136719 1684769998.0401
MEM 19430.136719 1684769998.1411
MEM 19430.136719 1684769998.2421
MEM 19430.136719 1684769998.3431
MEM 19430.136719 1684769998.4441
MEM 19430.136719 1684769998.5450
MEM 19430.136719 1684769998.6461
MEM 19430.136719 1684769998.7471
MEM 19430.136719 1684769998.8481
MEM 19430.136719 1684769998.9491
MEM 19430.136719 1684769999.0502
MEM 19430.136719 1684769999.1550
MEM 19430.136719 1684769999.2604
MEM 19430.136719 1684769999.3652
MEM 19430.136719 1684769999.4655
MEM 19430.136719 1684769999.5659
MEM 19430.136719 1684769999.6669
MEM 19430.136719 1684769999.7679
MEM 19430.136719 1684769999.8689
MEM 19430.136719 1684769999.9699
MEM 19430.136719 1684770000.0709
MEM 19430.136719 1684770000.1716
MEM 19430.136719 1684770000.2719
MEM 19430.136719 1684770000.3731
MEM 19430.136719 1684770000.4752
MEM 19430.136719 1684770000.5772
MEM 19430.136719 1684770000.6791
MEM 19430.136719 1684770000.7813
MEM 19430.136719 1684770000.8831
MEM 19430.136719 1684770000.9852
MEM 19430.136719 1684770001.0865
MEM 19430.136719 1684770001.1883
MEM 19430.136719 1684770001.2901
MEM 19430.136719 1684770001.3921
MEM 19430.136719 1684770001.4941
MEM 19430.136719 1684770001.5960
MEM 19430.136719 1684770001.7020
MEM 19430.136719 1684770001.8030
MEM 19430.136719 1684770001.9040
MEM 19430.136719 1684770002.0092
MEM 19430.136719 1684770002.1099
MEM 19430.136719 1684770002.2109
MEM 19430.136719 1684770002.3119
MEM 19430.136719 1684770002.4129
MEM 19430.136719 1684770002.5139
MEM 19430.136719 1684770002.6149
MEM 19430.136719 1684770002.7159
MEM 19430.136719 1684770002.8171
MEM 19430.136719 1684770002.9179
MEM 19430.136719 1684770003.0189
MEM 19430.136719 1684770003.1199
MEM 19430.136719 1684770003.2220
MEM 19430.136719 1684770003.3229
MEM 19430.136719 1684770003.4329
MEM 19430.136719 1684770003.5339
MEM 19430.136719 1684770003.6349
MEM 19430.136719 1684770003.7359
MEM 19430.136719 1684770003.8369
MEM 19430.136719 1684770003.9379
MEM 19430.136719 1684770004.0389
MEM 19430.136719 1684770004.1399
MEM 19430.136719 1684770004.2409
MEM 19430.136719 1684770004.3419
MEM 19430.136719 1684770004.4429
MEM 19430.136719 1684770004.5439
MEM 19430.136719 1684770004.6449
MEM 19430.136719 1684770004.7459
MEM 19430.136719 1684770004.8469
MEM 19430.136719 1684770004.9479
MEM 19430.136719 1684770005.0489
MEM 19430.136719 1684770005.1499
MEM 19430.136719 1684770005.2549
MEM 19430.136719 1684770005.3560
MEM 19430.136719 1684770005.4569
MEM 19430.136719 1684770005.5579
MEM 19430.136719 1684770005.6590
MEM 19430.136719 1684770005.7599
MEM 19430.136719 1684770005.8609
MEM 19430.136719 1684770005.9619
MEM 19430.136719 1684770006.0629
MEM 19430.136719 1684770006.1639
MEM 19430.136719 1684770006.2672
MEM 19430.136719 1684770006.3680
MEM 19430.136719 1684770006.4690
MEM 19430.136719 1684770006.5700
MEM 19430.136719 1684770006.6708
MEM 19430.136719 1684770006.7720
MEM 19430.136719 1684770006.8731
MEM 19430.136719 1684770006.9740
MEM 19430.136719 1684770007.0750
MEM 19430.136719 1684770007.1830
MEM 19430.136719 1684770007.2839
MEM 19430.136719 1684770007.3849
MEM 19430.136719 1684770007.4859
MEM 19430.136719 1684770007.5870
MEM 19430.136719 1684770007.6879
MEM 19430.136719 1684770007.7889
MEM 19430.136719 1684770007.8899
MEM 19430.136719 1684770007.9909
MEM 19430.136719 1684770008.0919
MEM 19430.136719 1684770008.1929
MEM 19430.136719 1684770008.2939
MEM 19430.136719 1684770008.3949
MEM 19430.136719 1684770008.4959
MEM 19430.136719 1684770008.5969
MEM 19430.136719 1684770008.6979
MEM 19430.136719 1684770008.7989
MEM 19430.136719 1684770008.8999
MEM 19430.136719 1684770009.0029
MEM 19430.136719 1684770009.1059
MEM 19430.136719 1684770009.2069
MEM 19430.136719 1684770009.3079
MEM 19430.136719 1684770009.4089
MEM 19430.136719 1684770009.5099
MEM 19430.136719 1684770009.6109
MEM 19430.136719 1684770009.7120
MEM 19430.136719 1684770009.8130
MEM 19430.136719 1684770009.9139
MEM 19430.136719 1684770010.0149
MEM 19430.136719 1684770010.1159
MEM 19430.136719 1684770010.2169
MEM 19430.136719 1684770010.3179
MEM 19430.136719 1684770010.4190
MEM 19430.136719 1684770010.5199
MEM 19430.136719 1684770010.6209
MEM 19430.136719 1684770010.7219
MEM 19430.136719 1684770010.8229
MEM 19430.136719 1684770010.9239
MEM 19430.136719 1684770011.0249
MEM 19430.136719 1684770011.1259
MEM 19430.136719 1684770011.2269
MEM 19430.136719 1684770011.3279
MEM 19430.136719 1684770011.4289
MEM 19430.136719 1684770011.5299
MEM 19430.136719 1684770011.6312
MEM 19430.136719 1684770011.7319
MEM 19430.136719 1684770011.8329
MEM 19430.136719 1684770011.9339
MEM 19430.136719 1684770012.0349
MEM 19430.136719 1684770012.1359
MEM 19430.136719 1684770012.2399
MEM 19430.136719 1684770012.3801
MEM 19430.136719 1684770012.4843
MEM 19430.136719 1684770012.5845
MEM 19430.136719 1684770012.6860
MEM 19430.136719 1684770012.7870
MEM 19430.136719 1684770012.8880
MEM 19430.136719 1684770012.9890
MEM 19430.136719 1684770013.0900
MEM 19430.136719 1684770013.1910
MEM 19430.136719 1684770013.2920
MEM 19430.136719 1684770013.3930
MEM 19430.136719 1684770013.4940
MEM 19430.136719 1684770013.5950
MEM 19430.136719 1684770013.6960
MEM 19430.136719 1684770013.7970
MEM 19430.136719 1684770013.8980
MEM 19430.136719 1684770013.9990
MEM 19430.136719 1684770014.1000
MEM 19430.136719 1684770014.2080
MEM 19430.136719 1684770014.3090
MEM 19430.136719 1684770014.4100
MEM 19430.136719 1684770014.5110
MEM 19430.136719 1684770014.6120
MEM 19430.136719 1684770014.7130
MEM 19430.136719 1684770014.8140
MEM 19430.136719 1684770014.9150
MEM 19430.136719 1684770015.0161
MEM 19430.136719 1684770015.1170
MEM 19430.136719 1684770015.2181
MEM 19430.136719 1684770015.3190
MEM 19430.136719 1684770015.4200
MEM 19430.136719 1684770015.5210
MEM 19430.136719 1684770015.6220
MEM 19430.136719 1684770015.7230
MEM 19430.136719 1684770015.8240
MEM 19430.136719 1684770015.9250
MEM 19430.136719 1684770016.0260
MEM 19430.136719 1684770016.1290
MEM 19430.136719 1684770016.2300
MEM 19430.136719 1684770016.3310
MEM 19430.136719 1684770016.4320
MEM 19430.136719 1684770016.5330
MEM 19430.136719 1684770016.6340
MEM 19430.136719 1684770016.7360
MEM 19430.136719 1684770016.8370
MEM 19430.136719 1684770016.9400
MEM 19430.136719 1684770017.0412
MEM 19430.136719 1684770017.1420
MEM 19430.136719 1684770017.2430
MEM 19430.136719 1684770017.3440
MEM 19430.136719 1684770017.4456
MEM 19430.136719 1684770017.5564
MEM 19430.136719 1684770017.6570
MEM 19430.136719 1684770017.7580
MEM 19430.136719 1684770017.8590
MEM 19430.136719 1684770017.9600
MEM 19430.136719 1684770018.0611
MEM 19430.136719 1684770018.1620
MEM 19430.136719 1684770018.2630
MEM 19430.136719 1684770018.3640
MEM 19430.136719 1684770018.4650
MEM 19430.136719 1684770018.5720
MEM 19430.136719 1684770018.6728
MEM 19430.136719 1684770018.7740
MEM 19430.136719 1684770018.8770
MEM 19430.136719 1684770018.9789
MEM 19430.136719 1684770019.0820
MEM 19430.136719 1684770019.1828
MEM 19430.136719 1684770019.2930
MEM 19430.136719 1684770019.3968
MEM 19430.136719 1684770019.4978
MEM 19430.136719 1684770019.5991
MEM 19430.136719 1684770019.7000
MEM 19430.136719 1684770019.8010
MEM 19430.136719 1684770019.9020
MEM 19430.136719 1684770020.0030
MEM 19430.136719 1684770020.1040
MEM 19430.136719 1684770020.2110
MEM 19430.136719 1684770020.3120
MEM 19430.136719 1684770020.4131
MEM 19430.136719 1684770020.5140
MEM 19430.136719 1684770020.6150
MEM 19430.136719 1684770020.7160
MEM 19430.136719 1684770020.8170
MEM 19430.136719 1684770020.9180
MEM 19430.136719 1684770021.0191
