CMDLINE /export/apps/opt/qiskit/0.34.2/envs/qiskit/bin/python3.10 spatial.py
MEM 12125.027344 1684777193.7359
MEM 12247.648438 1684777193.8363
MEM 12247.648438 1684777193.9365
MEM 12349.902344 1684777194.0369
MEM 12555.656250 1684777194.1372
MEM 12765.148438 1684777194.2377
MEM 12985.921875 1684777194.3382
MEM 13191.742188 1684777194.4386
MEM 13398.851562 1684777194.5391
MEM 13611.300781 1684777194.6397
MEM 13810.664062 1684777194.7400
MEM 14023.355469 1684777194.8406
MEM 14242.257812 1684777194.9410
MEM 14445.117188 1684777195.0415
MEM 14653.964844 1684777195.1420
MEM 14867.453125 1684777195.2425
MEM 15067.859375 1684777195.3431
MEM 15260.148438 1684777195.4437
MEM 15474.867188 1684777195.5442
MEM 15676.953125 1684777195.6447
MEM 15885.984375 1684777195.7452
MEM 16093.648438 1684777195.8457
MEM 16302.820312 1684777195.9462
MEM 16495.167969 1684777196.0467
MEM 16698.476562 1684777196.1471
MEM 16903.843750 1684777196.2477
MEM 17124.160156 1684777196.3482
MEM 17332.367188 1684777196.4487
MEM 17537.414062 1684777196.5493
MEM 17755.417969 1684777196.6499
MEM 17957.246094 1684777196.7504
MEM 18155.691406 1684777196.8510
MEM 18340.042969 1684777196.9514
MEM 18523.632812 1684777197.0520
MEM 18715.660156 1684777197.1525
MEM 18916.132812 1684777197.2531
MEM 19121.761719 1684777197.3535
MEM 19212.027344 1684777197.4538
MEM 19213.289062 1684777197.5567
MEM 19213.500000 1684777197.6570
MEM 19213.843750 1684777197.7573
MEM 19213.843750 1684777197.8576
MEM 19213.843750 1684777197.9579
MEM 19213.859375 1684777198.0582
MEM 19215.828125 1684777198.1585
MEM 19218.148438 1684777198.2588
MEM 19217.574219 1684777198.3591
MEM 19217.574219 1684777198.4594
MEM 19217.574219 1684777198.5596
MEM 19235.660156 1684777198.6599
MEM 19235.660156 1684777198.7602
MEM 19235.660156 1684777198.8605
MEM 19251.031250 1684777198.9608
MEM 19235.847656 1684777199.0611
MEM 19235.847656 1684777199.1614
MEM 19235.847656 1684777199.2617
MEM 19235.847656 1684777199.3620
MEM 19250.835938 1684777199.4622
MEM 19250.835938 1684777199.5625
MEM 19250.835938 1684777199.6628
MEM 19268.105469 1684777199.7631
MEM 19270.105469 1684777199.8634
MEM 19270.105469 1684777199.9636
MEM 19270.316406 1684777200.0639
MEM 19270.550781 1684777200.1642
MEM 19220.886719 1684777200.2645
MEM 19220.886719 1684777200.3648
MEM 19220.902344 1684777200.4651
MEM 19220.902344 1684777200.5654
MEM 19190.460938 1684777200.6657
MEM 19192.011719 1684777200.7659
MEM 0.000000 1684777200.8662
MEM 0.000000 1684777200.9664
MEM 0.000000 1684777201.0667
MEM 0.000000 1684777201.1669
MEM 0.000000 1684777201.2672
MEM 0.000000 1684777201.3675
MEM 0.000000 1684777201.4677
MEM 0.000000 1684777201.5679
MEM 0.000000 1684777201.6682
MEM 0.000000 1684777201.7684
MEM 0.000000 1684777201.8687
