k1,k2,k3,k4,k5,k6,o1,o2,o3,o4,o5,o6
0.2,1,0.2,0.6,0.2,0.2,0.0166,32.9944,3.853,0.8282,1.216,2.897
0.2,1,0.2,0.6,0.2,0.4,0.0166,34.6642,3.853,0.1656,2.2232,1.8898
0.2,1,0.2,0.6,0.2,0.6,0.0132,35.3998,3.8564,0.0572,2.8538,1.2592
0.2,1,0.2,0.6,0.2,0.8,0.017,35.729,3.8526,0.0318,3.1538,0.9592
0.2,1,0.2,0.6,0.2,1,0.0116,35.9306,3.858,0.0118,3.3408,0.7722
0.2,1,0.2,0.6,0.4,0.2,0.0122,32.9492,3.8574,0.8468,1.1938,2.9192
0.2,1,0.2,0.6,0.4,0.4,0.0154,34.6844,3.8542,0.1568,2.2358,1.8772
0.2,1,0.2,0.6,0.4,0.6,0.0162,35.3628,3.8534,0.0608,2.8174,1.2956
0.2,1,0.2,0.6,0.4,0.8,0.0154,35.7396,3.8542,0.0244,3.1586,0.9544
0.2,1,0.2,0.6,0.4,1,0.0158,35.9378,3.8538,0.0182,3.3502,0.7628
0.2,1,0.2,0.6,0.6,0.2,0.015,32.9976,3.8546,0.8662,1.2588,2.8542
0.2,1,0.2,0.6,0.6,0.4,0.0136,34.695,3.856,0.1702,2.2616,1.8514
0.2,1,0.2,0.6,0.6,0.6,0.0138,35.3684,3.8558,0.0598,2.8244,1.2886
0.2,1,0.2,0.6,0.6,0.8,0.013,35.712,3.8566,0.0272,3.1362,0.9768
0.2,1,0.2,0.6,0.6,1,0.0122,35.9404,3.8574,0.0192,3.3574,0.7556
0.2,1,0.2,0.6,0.8,0.2,0.0142,32.8672,3.8554,0.9532,1.2162,2.8968
0.2,1,0.2,0.6,0.8,0.4,0.0156,34.7102,3.854,0.1604,2.265,1.848
0.2,1,0.2,0.6,0.8,0.6,0.0128,35.374,3.8568,0.062,2.8332,1.2798
0.2,1,0.2,0.6,0.8,0.8,0.0132,35.711,3.8564,0.035,3.1428,0.9702
0.2,1,0.2,0.6,0.8,1,0.013,35.9048,3.8566,0.0222,3.324,0.789
0.2,1,0.2,0.6,1,0.2,0.0176,32.8554,3.852,0.9544,1.2022,2.9108
0.2,1,0.2,0.6,1,0.4,0.0148,34.6502,3.8548,0.2046,2.25,1.863
0.2,1,0.2,0.6,1,0.6,0.0156,35.3542,3.854,0.0714,2.82,1.293
0.2,1,0.2,0.6,1,0.8,0.0128,35.7246,3.8568,0.03,3.1518,0.9612
0.2,1,0.2,0.6,1,1,0.0118,35.9124,3.8578,0.0244,3.335,0.778
0.2,1,0.2,0.8,0.2,0.2,0.0146,32.9616,3.855,0.827,1.184,2.929
0.2,1,0.2,0.8,0.2,0.4,0.016,34.7428,3.8536,0.1222,2.259,1.854
0.2,1,0.2,0.8,0.2,0.6,0.0126,35.4234,3.857,0.0364,2.8572,1.2558
0.2,1,0.2,0.8,0.2,0.8,0.0134,35.7414,3.8562,0.0252,3.1632,0.9498
0.2,1,0.2,0.8,0.2,1,0.0124,35.955,3.8572,0.0088,3.3614,0.7516
0.2,1,0.2,0.8,0.4,0.2,0.0168,33.015,3.8528,0.8034,1.2116,2.9014
0.2,1,0.2,0.8,0.4,0.4,0.0164,34.7156,3.8532,0.1508,2.26,1.853
0.2,1,0.2,0.8,0.4,0.6,0.0158,35.393,3.8538,0.0458,2.833,1.28
0.2,1,0.2,0.8,0.4,0.8,0.0128,35.7284,3.8568,0.018,3.1436,0.9694
0.2,1,0.2,0.8,0.4,1,0.0144,35.9344,3.8552,0.011,3.341,0.772
0.2,1,0.2,0.8,0.6,0.2,0.0154,32.9382,3.8542,0.8746,1.2074,2.9056
0.2,1,0.2,0.8,0.6,0.4,0.016,34.7428,3.8536,0.1404,2.2772,1.8358
0.2,1,0.2,0.8,0.6,0.6,0.0132,35.392,3.8564,0.0464,2.8352,1.2778
0.2,1,0.2,0.8,0.6,0.8,0.0164,35.692,3.8532,0.0306,3.1162,0.9968
0.2,1,0.2,0.8,0.6,1,0.0146,35.9476,3.855,0.0132,3.3562,0.7568
0.2,1,0.2,0.8,0.8,0.2,0.0158,33.0548,3.8538,0.8424,1.2914,2.8216
0.2,1,0.2,0.8,0.8,0.4,0.0168,34.7372,3.8528,0.1478,2.2782,1.8348
0.2,1,0.2,0.8,0.8,0.6,0.0114,35.3776,3.8582,0.059,2.8352,1.2778
0.2,1,0.2,0.8,0.8,0.8,0.0156,35.736,3.854,0.0268,3.1572,0.9558
0.2,1,0.2,0.8,0.8,1,0.0126,35.8988,3.857,0.0142,3.3104,0.8026
0.2,1,0.2,0.8,1,0.2,0.0176,32.964,3.852,0.9088,1.2652,2.8478
0.2,1,0.2,0.8,1,0.4,0.013,34.6506,3.8566,0.1628,2.2104,1.9026
0.2,1,0.2,0.8,1,0.6,0.0138,35.3812,3.8558,0.0654,2.8428,1.2702
0.2,1,0.2,0.8,1,0.8,0.0162,35.739,3.8534,0.0296,3.1624,0.9506
0.2,1,0.2,0.8,1,1,0.015,35.9638,3.8546,0.014,3.3728,0.7402
0.2,1,0.2,1,0.2,0.2,0.0172,33.0314,3.8524,0.7786,1.2028,2.9102
0.2,1,0.2,1,0.2,0.4,0.014,34.7642,3.8556,0.1322,2.2924,1.8206
0.2,1,0.2,1,0.2,0.6,0.0118,35.4104,3.8578,0.0396,2.8482,1.2648
0.2,1,0.2,1,0.2,0.8,0.0162,35.7246,3.8534,0.0176,3.136,0.977
0.2,1,0.2,1,0.2,1,0.0118,35.929,3.8578,0.008,3.3352,0.7778
0.2,1,0.2,1,0.4,0.2,0.018,33.0102,3.8516,0.7994,1.2016,2.9114
0.2,1,0.2,1,0.4,0.4,0.0142,34.7508,3.8554,0.1228,2.2694,1.8436
0.2,1,0.2,1,0.4,0.6,0.0166,35.4146,3.853,0.0494,2.8574,1.2556
0.2,1,0.2,1,0.4,0.8,0.0154,35.7392,3.8542,0.0122,3.146,0.967
0.2,1,0.2,1,0.4,1,0.0134,35.9256,3.8562,0.01,3.3322,0.7808
0.2,1,0.2,1,0.6,0.2,0.016,32.9778,3.8536,0.8244,1.1962,2.9168
0.2,1,0.2,1,0.6,0.4,0.0142,34.7168,3.8554,0.1352,2.2478,1.8652
0.2,1,0.2,1,0.6,0.6,0.012,35.3924,3.8576,0.0414,2.8318,1.2812
0.2,1,0.2,1,0.6,0.8,0.0148,35.754,3.8548,0.012,3.1612,0.9518
0.2,1,0.2,1,0.6,1,0.0104,35.9196,3.8592,0.0076,3.3268,0.7862
0.2,1,0.2,1,0.8,0.2,0.0152,32.9982,3.8544,0.828,1.221,2.892
0.2,1,0.2,1,0.8,0.4,0.016,34.69,3.8536,0.151,2.235,1.878
0.2,1,0.2,1,0.8,0.6,0.0142,35.3938,3.8554,0.051,2.8406,1.2724
0.2,1,0.2,1,0.8,0.8,0.012,35.713,3.8576,0.0228,3.1338,0.9792
0.2,1,0.2,1,0.8,1,0.0106,35.913,3.859,0.0114,3.3238,0.7892
0.2,1,0.2,1,1,0.2,0.0154,32.9822,3.8542,0.8374,1.2142,2.8988
0.2,1,0.2,1,1,0.4,0.0144,34.7368,3.8552,0.147,2.2794,1.8336
0.2,1,0.2,1,1,0.6,0.0176,35.3516,3.852,0.0652,2.8092,1.3038
0.2,1,0.2,1,1,0.8,0.012,35.7438,3.8576,0.0166,3.1584,0.9546
0.2,1,0.2,1,1,1,0.0154,35.9278,3.8542,0.0116,3.334,0.779
0.2,1,0.4,0.2,0.2,0.2,0.0558,27.2658,3.8138,5.6836,0.3036,3.8094
0.2,1,0.4,0.2,0.2,0.4,0.0362,31.2126,3.8334,2.4368,1.0232,3.0898
0.2,1,0.4,0.2,0.2,0.6,0.0224,33.2738,3.8472,1.0354,1.6968,2.4162
0.2,1,0.4,0.2,0.2,0.8,0.019,34.404,3.8506,0.4554,2.2504,1.8626
0.2,1,0.4,0.2,0.2,1,0.0182,34.937,3.8514,0.258,2.5868,1.5262
0.2,1,0.4,0.2,0.4,0.2,0.0548,27.2276,3.8148,5.729,0.3118,3.8012
0.2,1,0.4,0.2,0.4,0.4,0.0336,31.077,3.836,2.5856,1.039,3.074
0.2,1,0.4,0.2,0.4,0.6,0.02,33.3514,3.8496,0.9872,1.7286,2.3844
0.2,1,0.4,0.2,0.4,0.8,0.0204,34.3844,3.8492,0.5058,2.2798,1.8332
0.2,1,0.4,0.2,0.4,1,0.0186,34.9044,3.851,0.2896,2.5854,1.5276
0.2,1,0.4,0.2,0.6,0.2,0.0546,27.1534,3.815,5.8458,0.3546,3.7584
0.2,1,0.4,0.2,0.6,0.4,0.0324,31.0822,3.8372,2.6168,1.0766,3.0364
0.2,1,0.4,0.2,0.6,0.6,0.02,33.2824,3.8496,1.084,1.7564,2.3566
0.2,1,0.4,0.2,0.6,0.8,0.018,34.3266,3.8516,0.527,2.2456,1.8674
0.2,1,0.4,0.2,0.6,1,0.0152,34.9192,3.8544,0.2884,2.6024,1.5106
0.2,1,0.4,0.2,0.8,0.2,0.0592,26.9664,3.8104,6.0296,0.3468,3.7662
0.2,1,0.4,0.2,0.8,0.4,0.0306,31.0088,3.839,2.673,1.0612,3.0518
0.2,1,0.4,0.2,0.8,0.6,0.0218,33.2122,3.8478,1.1438,1.7442,2.3688
0.2,1,0.4,0.2,0.8,0.8,0.017,34.2756,3.8526,0.5476,2.2162,1.8968
0.2,1,0.4,0.2,0.8,1,0.0176,34.8246,3.852,0.3374,2.5544,1.5586
0.2,1,0.4,0.2,1,0.2,0.0552,27.0868,3.8144,5.9458,0.3874,3.7256
0.2,1,0.4,0.2,1,0.4,0.0336,30.9962,3.836,2.6704,1.043,3.07
0.2,1,0.4,0.2,1,0.6,0.0216,33.1704,3.848,1.184,1.7428,2.3702
0.2,1,0.4,0.2,1,0.8,0.0172,34.2402,3.8524,0.588,2.221,1.892
0.2,1,0.4,0.2,1,1,0.0174,34.8628,3.8522,0.332,2.5874,1.5256
0.2,1,0.4,0.4,0.2,0.2,0.0498,27.3312,3.8198,5.5942,0.2856,3.8274
0.2,1,0.4,0.4,0.2,0.4,0.0298,31.3542,3.8398,2.2626,0.997,3.116
0.2,1,0.4,0.4,0.2,0.6,0.0196,33.4034,3.85,0.9036,1.6974,2.4156
0.2,1,0.4,0.4,0.2,0.8,0.0162,34.4786,3.8534,0.3522,2.2246,1.8884
0.2,1,0.4,0.4,0.2,1,0.0186,34.997,3.851,0.1892,2.5776,1.5354
0.2,1,0.4,0.4,0.4,0.2,0.0568,27.2986,3.8128,5.6664,0.3182,3.7948
0.2,1,0.4,0.4,0.4,0.4,0.025,31.261,3.8446,2.343,0.989,3.124
0.2,1,0.4,0.4,0.4,0.6,0.023,33.394,3.8466,0.9048,1.6858,2.4272
0.2,1,0.4,0.4,0.4,0.8,0.0182,34.4676,3.8514,0.36,2.2194,1.8936
0.2,1,0.4,0.4,0.4,1,0.0178,35.0256,3.8518,0.1976,2.6154,1.4976
0.2,1,0.4,0.4,0.6,0.2,0.0592,27.3032,3.8104,5.6626,0.3166,3.7964
0.2,1,0.4,0.4,0.6,0.4,0.0358,31.2176,3.8338,2.4338,1.0256,3.0874
0.2,1,0.4,0.4,0.6,0.6,0.0188,33.3832,3.8508,0.9214,1.6958,2.4172
0.2,1,0.4,0.4,0.6,0.8,0.0162,34.4614,3.8534,0.3746,2.2298,1.8832
0.2,1,0.4,0.4,0.6,1,0.0146,34.9636,3.855,0.2182,2.5772,1.5358
0.2,1,0.4,0.4,0.8,0.2,0.0558,27.229,3.8138,5.738,0.3212,3.7918
0.2,1,0.4,0.4,0.8,0.4,0.0354,31.2372,3.8342,2.4342,1.046,3.067
0.2,1,0.4,0.4,0.8,0.6,0.0206,33.309,3.849,1.0016,1.7,2.413
0.2,1,0.4,0.4,0.8,0.8,0.0204,34.4418,3.8492,0.416,2.2474,1.8656
0.2,1,0.4,0.4,0.8,1,0.0166,34.9638,3.853,0.2124,2.5696,1.5434
0.2,1,0.4,0.4,1,0.2,0.0576,27.1968,3.812,5.7854,0.3346,3.7784
0.2,1,0.4,0.4,1,0.4,0.0308,31.2286,3.8388,2.4406,1.0484,3.0646
0.2,1,0.4,0.4,1,0.6,0.0188,33.3338,3.8508,0.9836,1.7086,2.4044
0.2,1,0.4,0.4,1,0.8,0.019,34.3598,3.8506,0.4584,2.2092,1.9038
0.2,1,0.4,0.4,1,1,0.0164,34.9368,3.8532,0.2448,2.5752,1.5378
0.2,1,0.4,0.6,0.2,0.2,0.047,27.4158,3.8226,5.5092,0.288,3.825
0.2,1,0.4,0.6,0.2,0.4,0.0246,31.3782,3.845,2.2442,1.0078,3.1052
0.2,1,0.4,0.6,0.2,0.6,0.0248,33.4868,3.8448,0.8294,1.7014,2.4116
0.2,1,0.4,0.6,0.2,0.8,0.0156,34.55,3.854,0.2942,2.2386,1.8744
0.2,1,0.4,0.6,0.2,1,0.016,35.0102,3.8536,0.1652,2.5694,1.5436
0.2,1,0.4,0.6,0.4,0.2,0.0564,27.2278,3.8132,5.701,0.2824,3.8306
0.2,1,0.4,0.6,0.4,0.4,0.0282,31.4102,3.8414,2.2216,1.0136,3.0994
0.2,1,0.4,0.6,0.4,0.6,0.0206,33.4564,3.849,0.8534,1.6992,2.4138
0.2,1,0.4,0.6,0.4,0.8,0.0156,34.5128,3.854,0.3372,2.2444,1.8686
0.2,1,0.4,0.6,0.4,1,0.0176,35.0118,3.852,0.1586,2.5628,1.5502
0.2,1,0.4,0.6,0.6,0.2,0.055,27.3332,3.8146,5.6078,0.296,3.817
0.2,1,0.4,0.6,0.6,0.4,0.0332,31.299,3.8364,2.3236,0.9994,3.1136
0.2,1,0.4,0.6,0.6,0.6,0.0216,33.532,3.848,0.7988,1.7192,2.3938
0.2,1,0.4,0.6,0.6,0.8,0.0172,34.475,3.8524,0.3418,2.2096,1.9034
0.2,1,0.4,0.6,0.6,1,0.0148,35.0042,3.8548,0.1582,2.5576,1.5554
0.2,1,0.4,0.6,0.8,0.2,0.0494,27.4094,3.8202,5.5306,0.3006,3.8124
0.2,1,0.4,0.6,0.8,0.4,0.034,31.3564,3.8356,2.2824,1.0148,3.0982
0.2,1,0.4,0.6,0.8,0.6,0.0238,33.3956,3.8458,0.9118,1.6936,2.4194
0.2,1,0.4,0.6,0.8,0.8,0.0174,34.4548,3.8522,0.3652,2.2126,1.9004
0.2,1,0.4,0.6,0.8,1,0.0178,35.0236,3.8518,0.178,2.5938,1.5192
0.2,1,0.4,0.6,1,0.2,0.0572,27.1882,3.8124,5.757,0.298,3.815
0.2,1,0.4,0.6,1,0.4,0.0278,31.2186,3.8418,2.3882,0.989,3.124
0.2,1,0.4,0.6,1,0.6,0.0196,33.4368,3.85,0.8766,1.7038,2.4092
0.2,1,0.4,0.6,1,0.8,0.0178,34.4662,3.8518,0.37,2.2284,1.8846
0.2,1,0.4,0.6,1,1,0.017,35.0012,3.8526,0.1894,2.5836,1.5294
0.2,1,0.4,0.8,0.2,0.2,0.0502,27.391,3.8194,5.5046,0.2554,3.8576
0.2,1,0.4,0.8,0.2,0.4,0.0284,31.4642,3.8412,2.167,1.0128,3.1002
0.2,1,0.4,0.8,0.2,0.6,0.0178,33.5308,3.8518,0.7764,1.6994,2.4136
0.2,1,0.4,0.8,0.2,0.8,0.0196,34.5192,3.85,0.2836,2.1932,1.9198
0.2,1,0.4,0.8,0.2,1,0.0172,35.0722,3.8524,0.1268,2.5918,1.5212
0.2,1,0.4,0.8,0.4,0.2,0.0612,27.2844,3.8084,5.6468,0.28,3.833
0.2,1,0.4,0.8,0.4,0.4,0.0286,31.363,3.841,2.2342,0.9786,3.1344
0.2,1,0.4,0.8,0.4,0.6,0.018,33.604,3.8516,0.729,1.725,2.388
0.2,1,0.4,0.8,0.4,0.8,0.0228,34.5046,3.8468,0.3138,2.2056,1.9074
0.2,1,0.4,0.8,0.4,1,0.0142,35.0548,3.8554,0.1412,2.5918,1.5212
0.2,1,0.4,0.8,0.6,0.2,0.048,27.315,3.8216,5.6094,0.2864,3.8266
0.2,1,0.4,0.8,0.6,0.4,0.0286,31.3764,3.841,2.242,0.9998,3.1132
0.2,1,0.4,0.8,0.6,0.6,0.0168,33.4568,3.8528,0.8344,1.6844,2.4286
0.2,1,0.4,0.8,0.6,0.8,0.0184,34.5542,3.8512,0.3066,2.2524,1.8606
0.2,1,0.4,0.8,0.6,1,0.0172,35.0628,3.8524,0.1436,2.5992,1.5138
0.2,1,0.4,0.8,0.8,0.2,0.0488,27.339,3.8208,5.5668,0.267,3.846
0.2,1,0.4,0.8,0.8,0.4,0.0278,31.3606,3.8418,2.2448,0.9876,3.1254
0.2,1,0.4,0.8,0.8,0.6,0.022,33.4906,3.8476,0.8368,1.7154,2.3976
0.2,1,0.4,0.8,0.8,0.8,0.0196,34.4996,3.85,0.351,2.241,1.872
0.2,1,0.4,0.8,0.8,1,0.0146,35.0158,3.855,0.1662,2.5774,1.5356
0.2,1,0.4,0.8,1,0.2,0.0508,27.2826,3.8188,5.6416,0.2834,3.8296
0.2,1,0.4,0.8,1,0.4,0.031,31.259,3.8386,2.3758,1.0138,3.0992
0.2,1,0.4,0.8,1,0.6,0.0236,33.4128,3.846,0.8682,1.6674,2.4456
0.2,1,0.4,0.8,1,0.8,0.0164,34.5174,3.8532,0.351,2.262,1.851
0.2,1,0.4,0.8,1,1,0.0158,35.002,3.8538,0.1646,2.5608,1.5522
0.2,1,0.4,1,0.2,0.2,0.0492,27.4116,3.8204,5.4964,0.2688,3.8442
0.2,1,0.4,1,0.2,0.4,0.0356,31.4366,3.834,2.1648,0.9758,3.1372
0.2,1,0.4,1,0.2,0.6,0.0178,33.554,3.8518,0.7868,1.733,2.38
0.2,1,0.4,1,0.2,0.8,0.0182,34.5348,3.8514,0.2962,2.2228,1.8902
0.2,1,0.4,1,0.2,1,0.0162,35.0784,3.8534,0.128,2.6002,1.5128
0.2,1,0.4,1,0.4,0.2,0.0518,27.396,3.8178,5.5274,0.2816,3.8314
0.2,1,0.4,1,0.4,0.4,0.029,31.401,3.8406,2.2088,0.9908,3.1222
0.2,1,0.4,1,0.4,0.6,0.0162,33.4692,3.8534,0.8238,1.6868,2.4262
0.2,1,0.4,1,0.4,0.8,0.0204,34.556,3.8492,0.2862,2.2318,1.8812
0.2,1,0.4,1,0.4,1,0.0194,35.0868,3.8502,0.1254,2.6028,1.5102
0.2,1,0.4,1,0.6,0.2,0.0526,27.2912,3.817,5.6186,0.2672,3.8458
0.2,1,0.4,1,0.6,0.4,0.0352,31.4158,3.8344,2.1896,0.9802,3.1328
0.2,1,0.4,1,0.6,0.6,0.0172,33.5066,3.8524,0.78,1.6794,2.4336
0.2,1,0.4,1,0.6,0.8,0.0188,34.5168,3.8508,0.3074,2.2154,1.8976
0.2,1,0.4,1,0.6,1,0.0188,35.0092,3.8508,0.1578,2.5582,1.5548
0.2,1,0.4,1,0.8,0.2,0.0524,27.4138,3.8172,5.531,0.3024,3.8106
0.2,1,0.4,1,0.8,0.4,0.0326,31.4604,3.837,2.1792,1.017,3.096
0.2,1,0.4,1,0.8,0.6,0.023,33.5008,3.8466,0.807,1.6948,2.4182
0.2,1,0.4,1,0.8,0.8,0.0148,34.5202,3.8548,0.3062,2.2216,1.8914
0.2,1,0.4,1,0.8,1,0.017,35.0562,3.8526,0.1344,2.5836,1.5294
0.2,1,0.4,1,1,0.2,0.063,27.378,3.8066,5.5438,0.2688,3.8442
0.2,1,0.4,1,1,0.4,0.0286,31.3216,3.841,2.3018,1.0048,3.1082
0.2,1,0.4,1,1,0.6,0.0198,33.4974,3.8498,0.8258,1.7134,2.3996
0.2,1,0.4,1,1,0.8,0.0204,34.4992,3.8492,0.32,2.2088,1.9042
0.2,1,0.4,1,1,1,0.0164,35.0664,3.8532,0.1536,2.6136,1.4994
0.2,1,0.6,0.2,0.2,0.2,0.1634,20.6354,3.7062,12.2198,0.1018,4.0112
0.2,1,0.6,0.2,0.2,0.4,0.1038,26.1998,3.7658,6.9346,0.4406,3.6724
0.2,1,0.6,0.2,0.2,0.6,0.08,29.7354,3.7896,3.9032,0.9686,3.1444
0.2,1,0.6,0.2,0.2,0.8,0.0526,32.0814,3.817,2.0282,1.467,2.646
0.2,1,0.6,0.2,0.2,1,0.046,33.3644,3.8236,1.173,1.9014,2.2116
0.2,1,0.6,0.2,0.4,0.2,0.1612,20.646,3.7084,12.2192,0.114,3.999
0.2,1,0.6,0.2,0.4,0.4,0.1124,26.0656,3.7572,7.074,0.4372,3.6758
0.2,1,0.6,0.2,0.4,0.6,0.075,29.8222,3.7946,3.8464,1.0036,3.1094
0.2,1,0.6,0.2,0.4,0.8,0.0682,31.9514,3.8014,2.2372,1.5304,2.5826
0.2,1,0.6,0.2,0.4,1,0.0418,33.368,3.8278,1.1868,1.923,2.19
0.2,1,0.6,0.2,0.6,0.2,0.1666,20.5884,3.703,12.296,0.1278,3.9852
0.2,1,0.6,0.2,0.6,0.4,0.1134,25.9464,3.7562,7.2472,0.4902,3.6228
0.2,1,0.6,0.2,0.6,0.6,0.0794,29.716,3.7902,3.9694,1.016,3.097
0.2,1,0.6,0.2,0.6,0.8,0.0586,31.9338,3.811,2.193,1.4782,2.6348
0.2,1,0.6,0.2,0.6,1,0.0394,33.3352,3.8302,1.199,1.9048,2.2082
0.2,1,0.6,0.2,0.8,0.2,0.1564,20.6562,3.7132,12.2134,0.1232,3.9898
0.2,1,0.6,0.2,0.8,0.4,0.1192,25.8766,3.7504,7.315,0.4824,3.6306
0.2,1,0.6,0.2,0.8,0.6,0.0724,29.517,3.7972,4.1474,1.002,3.111
0.2,1,0.6,0.2,0.8,0.8,0.0586,31.794,3.811,2.3262,1.4716,2.6414
0.2,1,0.6,0.2,0.8,1,0.0488,33.2808,3.8208,1.2602,1.9022,2.2108
0.2,1,0.6,0.2,1,0.2,0.1706,20.6196,3.699,12.2942,0.1532,3.9598
0.2,1,0.6,0.2,1,0.4,0.129,25.8944,3.7406,7.3176,0.493,3.62
0.2,1,0.6,0.2,1,0.6,0.0716,29.4792,3.798,4.1952,1.0128,3.1002
0.2,1,0.6,0.2,1,0.8,0.0558,31.709,3.8138,2.4118,1.475,2.638
0.2,1,0.6,0.2,1,1,0.045,33.3132,3.8246,1.2546,1.9328,2.1802
0.2,1,0.6,0.4,0.2,0.2,0.1654,20.7538,3.7042,12.0844,0.0828,4.0302
0.2,1,0.6,0.4,0.2,0.4,0.1054,26.2574,3.7642,6.8562,0.4182,3.6948
0.2,1,0.6,0.4,0.2,0.6,0.0782,30.0172,3.7914,3.638,0.987,3.126
0.2,1,0.6,0.4,0.2,0.8,0.0574,32.2812,3.8122,1.8678,1.5016,2.6114
0.2,1,0.6,0.4,0.2,1,0.0444,33.595,3.8252,0.9374,1.898,2.215
0.2,1,0.6,0.4,0.4,0.2,0.1568,20.758,3.7128,12.083,0.0942,4.0188
0.2,1,0.6,0.4,0.4,0.4,0.1174,26.2586,3.7522,6.8846,0.4358,3.6772
0.2,1,0.6,0.4,0.4,0.6,0.0696,29.915,3.8,3.7222,0.9776,3.1354
0.2,1,0.6,0.4,0.4,0.8,0.0554,32.1738,3.8142,1.939,1.4674,2.6456
0.2,1,0.6,0.4,0.4,1,0.0418,33.5366,3.8278,0.9964,1.9012,2.2118
0.2,1,0.6,0.4,0.6,0.2,0.161,20.7524,3.7086,12.0994,0.1008,4.0122
0.2,1,0.6,0.4,0.6,0.4,0.1078,26.0864,3.7618,7.061,0.4496,3.6634
0.2,1,0.6,0.4,0.6,0.6,0.071,29.86,3.7986,3.7584,0.9574,3.1556
0.2,1,0.6,0.4,0.6,0.8,0.0632,32.1748,3.8064,1.9462,1.4678,2.6452
0.2,1,0.6,0.4,0.6,1,0.0504,33.488,3.8192,1.03,1.8776,2.2354
0.2,1,0.6,0.4,0.8,0.2,0.1688,20.553,3.7008,12.315,0.1092,4.0038
0.2,1,0.6,0.4,0.8,0.4,0.1088,26.158,3.7608,6.9882,0.4474,3.6656
0.2,1,0.6,0.4,0.8,0.6,0.0762,29.8406,3.7934,3.8112,0.9856,3.1274
0.2,1,0.6,0.4,0.8,0.8,0.0524,32.1412,3.8172,1.9696,1.4684,2.6446
0.2,1,0.6,0.4,0.8,1,0.0428,33.5174,3.8268,1.0264,1.911,2.202
0.2,1,0.6,0.4,1,0.2,0.1624,20.4578,3.7072,12.4122,0.1176,3.9954
0.2,1,0.6,0.4,1,0.4,0.1078,26.191,3.7618,6.9682,0.4614,3.6516
0.2,1,0.6,0.4,1,0.6,0.0778,29.7536,3.7918,3.8824,0.9682,3.1448
0.2,1,0.6,0.4,1,0.8,0.0578,32.0866,3.8118,2.036,1.4748,2.6382
0.2,1,0.6,0.4,1,1,0.0424,33.4994,3.8272,1.0396,1.9066,2.2064
0.2,1,0.6,0.6,0.2,0.2,0.158,20.7106,3.7116,12.1154,0.078,4.035
0.2,1,0.6,0.6,0.2,0.4,0.1128,26.3172,3.7568,6.8256,0.44,3.673
0.2,1,0.6,0.6,0.2,0.6,0.0702,30.0778,3.7994,3.5666,0.9842,3.1288
0.2,1,0.6,0.6,0.2,0.8,0.0554,32.2374,3.8142,1.8382,1.4302,2.6828
0.2,1,0.6,0.6,0.2,1,0.0408,33.62,3.8288,0.912,1.9012,2.2118
0.2,1,0.6,0.6,0.4,0.2,0.1778,20.7672,3.6918,12.093,0.0924,4.0206
0.2,1,0.6,0.6,0.4,0.4,0.1178,26.2842,3.7518,6.8424,0.4188,3.6942
0.2,1,0.6,0.6,0.4,0.6,0.0802,30.002,3.7894,3.6398,0.9716,3.1414
0.2,1,0.6,0.6,0.4,0.8,0.0624,32.2264,3.8072,1.866,1.44,2.673
0.2,1,0.6,0.6,0.4,1,0.0424,33.613,3.8272,0.9184,1.899,2.214
0.2,1,0.6,0.6,0.6,0.2,0.168,20.8412,3.7016,12.0114,0.0946,4.0184
0.2,1,0.6,0.6,0.6,0.4,0.114,26.1714,3.7556,6.9712,0.4386,3.6744
0.2,1,0.6,0.6,0.6,0.6,0.07,29.8756,3.7996,3.7354,0.951,3.162
0.2,1,0.6,0.6,0.6,0.8,0.0594,32.204,3.8102,1.9248,1.4794,2.6336
0.2,1,0.6,0.6,0.6,1,0.04,33.581,3.8296,0.9208,1.8718,2.2412
0.2,1,0.6,0.6,0.8,0.2,0.1674,20.6494,3.7022,12.2128,0.1048,4.0082
0.2,1,0.6,0.6,0.8,0.4,0.1198,26.1784,3.7498,6.9778,0.4464,3.6666
0.2,1,0.6,0.6,0.8,0.6,0.071,29.8178,3.7986,3.7996,0.9564,3.1566
0.2,1,0.6,0.6,0.8,0.8,0.0556,32.265,3.814,1.8582,1.4776,2.6354
0.2,1,0.6,0.6,0.8,1,0.046,33.6236,3.8236,0.924,1.9116,2.2014
0.2,1,0.6,0.6,1,0.2,0.1794,20.6918,3.6902,12.18,0.1024,4.0106
0.2,1,0.6,0.6,1,0.4,0.1172,26.1352,3.7524,6.9928,0.4208,3.6922
0.2,1,0.6,0.6,1,0.6,0.0752,29.8986,3.7944,3.7412,0.9746,3.1384
0.2,1,0.6,0.6,1,0.8,0.0546,32.1732,3.815,1.948,1.4766,2.6364
0.2,1,0.6,0.6,1,1,0.0488,33.6218,3.8208,0.9322,1.9152,2.1978
0.2,1,0.6,0.8,0.2,0.2,0.1666,20.77,3.703,12.0814,0.0948,4.0182
0.2,1,0.6,0.8,0.2,0.4,0.1218,26.145,3.7478,6.9764,0.4096,3.7034
0.2,1,0.6,0.8,0.2,0.6,0.0728,30.1476,3.7968,3.5008,0.9856,3.1274
0.2,1,0.6,0.8,0.2,0.8,0.0536,32.414,3.816,1.723,1.4934,2.6196
0.2,1,0.6,0.8,0.2,1,0.0344,33.658,3.8352,0.8566,1.8902,2.2228
0.2,1,0.6,0.8,0.4,0.2,0.1654,20.7046,3.7042,12.145,0.0942,4.0188
