k1,k2,k3,k4,k5,k6,o1,o2,o3,o4,o5,o6
0.8,0.2,0.6,0.6,0.6,0.6,0.0492,29.8982,3.8204,3.6674,0.9264,3.1866
0.8,0.2,0.6,0.6,0.6,0.8,0.0418,32.1732,3.8278,1.9122,1.4536,2.6594
0.8,0.2,0.6,0.6,0.6,1,0.031,33.5104,3.8386,0.9896,1.879,2.234
0.8,0.2,0.6,0.6,0.8,0.2,0.1226,20.6028,3.747,12.207,0.0972,4.0158
0.8,0.2,0.6,0.6,0.8,0.4,0.0894,26.0584,3.7802,7.061,0.44,3.673
0.8,0.2,0.6,0.6,0.8,0.6,0.0534,29.9458,3.8162,3.6648,0.9672,3.1458
0.8,0.2,0.6,0.6,0.8,0.8,0.0374,32.168,3.8322,1.9322,1.4728,2.6402
0.8,0.2,0.6,0.6,0.8,1,0.0338,33.5246,3.8358,0.9858,1.8866,2.2264
0.8,0.2,0.6,0.6,1,0.2,0.127,20.5754,3.7426,12.253,0.1114,4.0016
0.8,0.2,0.6,0.6,1,0.4,0.0844,26.0002,3.7852,7.108,0.4338,3.6792
0.8,0.2,0.6,0.6,1,0.6,0.0506,29.8526,3.819,3.754,0.966,3.147
0.8,0.2,0.6,0.6,1,0.8,0.0392,32.2092,3.8304,1.877,1.457,2.656
0.8,0.2,0.6,0.6,1,1,0.0266,33.4958,3.843,1.013,1.8922,2.2208
0.8,0.2,0.6,0.8,0.2,0.2,0.127,20.5924,3.7426,12.2042,0.0796,4.0334
0.8,0.2,0.6,0.8,0.2,0.4,0.0882,26.1012,3.7814,6.986,0.409,3.704
0.8,0.2,0.6,0.8,0.2,0.6,0.0556,29.9106,3.814,3.6922,0.9572,3.1558
0.8,0.2,0.6,0.8,0.2,0.8,0.0434,32.2756,3.8262,1.8118,1.454,2.659
0.8,0.2,0.6,0.8,0.2,1,0.0238,33.6278,3.8458,0.881,1.895,2.218
0.8,0.2,0.6,0.8,0.4,0.2,0.1282,20.7404,3.7414,12.0588,0.081,4.032
0.8,0.2,0.6,0.8,0.4,0.4,0.096,26.2236,3.7736,6.8846,0.4222,3.6908
0.8,0.2,0.6,0.8,0.4,0.6,0.0486,29.8818,3.821,3.708,0.9512,3.1618
0.8,0.2,0.6,0.8,0.4,0.8,0.034,32.2242,3.8356,1.8448,1.445,2.668
0.8,0.2,0.6,0.8,0.4,1,0.03,33.5982,3.8396,0.9276,1.9058,2.2072
0.8,0.2,0.6,0.8,0.6,0.2,0.1256,20.6346,3.744,12.1844,0.1034,4.0096
0.8,0.2,0.6,0.8,0.6,0.4,0.0948,26.2322,3.7748,6.8832,0.4306,3.6824
0.8,0.2,0.6,0.8,0.6,0.6,0.0512,29.8826,3.8184,3.7056,0.947,3.166
0.8,0.2,0.6,0.8,0.6,0.8,0.039,32.3204,3.8306,1.7684,1.4598,2.6532
0.8,0.2,0.6,0.8,0.6,1,0.0282,33.6418,3.8414,0.8582,1.8818,2.2312
0.8,0.2,0.6,0.8,0.8,0.2,0.1372,20.6022,3.7324,12.2102,0.0852,4.0278
0.8,0.2,0.6,0.8,0.8,0.4,0.0924,25.9894,3.7772,7.1056,0.4126,3.7004
0.8,0.2,0.6,0.8,0.8,0.6,0.045,29.8482,3.8246,3.7632,0.9764,3.1366
0.8,0.2,0.6,0.8,0.8,0.8,0.042,32.2078,3.8276,1.8978,1.4736,2.6394
0.8,0.2,0.6,0.8,0.8,1,0.0342,33.5236,3.8354,0.9726,1.872,2.241
0.8,0.2,0.6,0.8,1,0.2,0.1178,20.6004,3.7518,12.2016,0.0942,4.0188
0.8,0.2,0.6,0.8,1,0.4,0.0894,26.1568,3.7802,6.9366,0.414,3.699
0.8,0.2,0.6,0.8,1,0.6,0.0654,29.9114,3.8042,3.695,0.951,3.162
0.8,0.2,0.6,0.8,1,0.8,0.039,32.255,3.8306,1.858,1.484,2.629
0.8,0.2,0.6,0.8,1,1,0.0286,33.4996,3.841,1.001,1.882,2.231
0.8,0.2,0.6,1,0.2,0.2,0.1276,20.6474,3.742,12.1572,0.087,4.026
0.8,0.2,0.6,1,0.2,0.4,0.0902,26.278,3.7794,6.8122,0.41,3.703
0.8,0.2,0.6,1,0.2,0.6,0.0512,30.0432,3.8184,3.5774,0.9794,3.1336
0.8,0.2,0.6,1,0.2,0.8,0.0418,32.3034,3.8278,1.7722,1.4438,2.6692
0.8,0.2,0.6,1,0.2,1,0.0322,33.6368,3.8374,0.8774,1.892,2.221
0.8,0.2,0.6,1,0.4,0.2,0.1244,20.6236,3.7452,12.1718,0.081,4.032
0.8,0.2,0.6,1,0.4,0.4,0.087,26.1974,3.7826,6.8982,0.4186,3.6944
0.8,0.2,0.6,1,0.4,0.6,0.0548,30.0192,3.8148,3.5848,0.9592,3.1538
0.8,0.2,0.6,1,0.4,0.8,0.0408,32.3488,3.8288,1.7554,1.4734,2.6396
0.8,0.2,0.6,1,0.4,1,0.0288,33.6608,3.8408,0.8348,1.8768,2.2362
0.8,0.2,0.6,1,0.6,0.2,0.1364,20.6806,3.7332,12.1298,0.084,4.029
0.8,0.2,0.6,1,0.6,0.4,0.0842,26.156,3.7854,6.9156,0.3974,3.7156
0.8,0.2,0.6,1,0.6,0.6,0.0482,30.0798,3.8214,3.52,0.9616,3.1514
0.8,0.2,0.6,1,0.6,0.8,0.0366,32.3622,3.833,1.7474,1.483,2.63
0.8,0.2,0.6,1,0.6,1,0.034,33.6312,3.8356,0.875,1.8822,2.2308
0.8,0.2,0.6,1,0.8,0.2,0.1356,20.5694,3.734,12.2394,0.0832,4.0298
0.8,0.2,0.6,1,0.8,0.4,0.093,26.193,3.7766,6.9018,0.4118,3.7012
0.8,0.2,0.6,1,0.8,0.6,0.0458,30.0036,3.8238,3.5886,0.9564,3.1566
0.8,0.2,0.6,1,0.8,0.8,0.0396,32.3542,3.83,1.7692,1.4938,2.6192
0.8,0.2,0.6,1,0.8,1,0.0308,33.552,3.8388,0.9588,1.89,2.223
0.8,0.2,0.6,1,1,0.2,0.1266,20.6766,3.743,12.1264,0.0864,4.0266
0.8,0.2,0.6,1,1,0.4,0.0934,26.2188,3.7762,6.8944,0.4298,3.6832
0.8,0.2,0.6,1,1,0.6,0.0458,29.9568,3.8238,3.6434,0.9644,3.1486
0.8,0.2,0.6,1,1,0.8,0.041,32.2944,3.8286,1.8066,1.47,2.643
0.8,0.2,0.6,1,1,1,0.035,33.6524,3.8346,0.8842,1.9116,2.2014
0.8,0.2,0.8,0.2,0.2,0.2,0.6364,14.3934,3.2332,18.8832,0.0502,4.0628
0.8,0.2,0.8,0.2,0.2,0.4,0.2042,20.0536,3.6654,12.9496,0.209,3.904
0.8,0.2,0.8,0.2,0.2,0.6,0.1048,24.6742,3.7648,8.5916,0.571,3.542
0.8,0.2,0.8,0.2,0.2,0.8,0.0868,28.2966,3.7828,5.34,0.9598,3.1532
0.8,0.2,0.8,0.2,0.2,1,0.0558,30.6884,3.8138,3.3076,1.3502,2.7628
0.8,0.2,0.8,0.2,0.4,0.2,0.6662,14.3434,3.2034,18.9768,0.064,4.049
0.8,0.2,0.8,0.2,0.4,0.4,0.1836,19.899,3.686,13.0948,0.2202,3.8928
0.8,0.2,0.8,0.2,0.4,0.6,0.1092,24.679,3.7604,8.5866,0.5664,3.5466
0.8,0.2,0.8,0.2,0.4,0.8,0.0856,28.2116,3.784,5.4278,0.9638,3.1492
0.8,0.2,0.8,0.2,0.4,1,0.0692,30.6374,3.8004,3.3524,1.3306,2.7824
0.8,0.2,0.8,0.2,0.6,0.2,0.6432,14.2692,3.2264,19.0274,0.0634,4.0496
0.8,0.2,0.8,0.2,0.6,0.4,0.2138,19.799,3.6558,13.217,0.2122,3.9008
0.8,0.2,0.8,0.2,0.6,0.6,0.1056,24.4512,3.764,8.8188,0.5744,3.5386
0.8,0.2,0.8,0.2,0.6,0.8,0.0886,28.237,3.781,5.4322,0.9906,3.1224
0.8,0.2,0.8,0.2,0.6,1,0.0502,30.6482,3.8194,3.3454,1.3534,2.7596
0.8,0.2,0.8,0.2,0.8,0.2,0.6128,14.2966,3.2568,18.9836,0.0774,4.0356
0.8,0.2,0.8,0.2,0.8,0.4,0.2232,19.7104,3.6464,13.3382,0.2354,3.8776
0.8,0.2,0.8,0.2,0.8,0.6,0.107,24.5868,3.7626,8.6876,0.5774,3.5356
0.8,0.2,0.8,0.2,0.8,0.8,0.0828,27.9758,3.7868,5.6636,0.9666,3.1464
0.8,0.2,0.8,0.2,0.8,1,0.0596,30.5066,3.81,3.5022,1.3592,2.7538
0.8,0.2,0.8,0.2,1,0.2,0.6164,14.2802,3.2532,19.0078,0.0816,4.0314
0.8,0.2,0.8,0.2,1,0.4,0.1798,19.687,3.6898,13.3142,0.2314,3.8816
0.8,0.2,0.8,0.2,1,0.6,0.1236,24.3472,3.746,8.9466,0.5802,3.5328
0.8,0.2,0.8,0.2,1,0.8,0.0816,28.0678,3.788,5.5888,0.985,3.128
0.8,0.2,0.8,0.2,1,1,0.0592,30.3628,3.8104,3.666,1.3796,2.7334
0.8,0.2,0.8,0.4,0.2,0.2,0.6604,14.4408,3.2092,18.853,0.0434,4.0696
0.8,0.2,0.8,0.4,0.2,0.4,0.1888,19.9966,3.6808,12.979,0.1968,3.9162
0.8,0.2,0.8,0.4,0.2,0.6,0.0968,25.113,3.7728,8.1162,0.5424,3.5706
0.8,0.2,0.8,0.4,0.2,0.8,0.088,28.5422,3.7816,5.0618,0.926,3.187
0.8,0.2,0.8,0.4,0.2,1,0.0558,30.96,3.8138,3.0484,1.3626,2.7504
0.8,0.2,0.8,0.4,0.4,0.2,0.612,14.3964,3.2576,18.8584,0.0528,4.0602
0.8,0.2,0.8,0.4,0.4,0.4,0.2004,20.1588,3.6692,12.8264,0.1948,3.9182
0.8,0.2,0.8,0.4,0.4,0.6,0.0998,24.9868,3.7698,8.2304,0.5274,3.5856
0.8,0.2,0.8,0.4,0.4,0.8,0.0856,28.5314,3.784,5.1052,0.961,3.152
0.8,0.2,0.8,0.4,0.4,1,0.067,30.9002,3.8026,3.1124,1.3556,2.7574
0.8,0.2,0.8,0.4,0.6,0.2,0.6374,14.3048,3.2322,18.9682,0.0456,4.0674
0.8,0.2,0.8,0.4,0.6,0.4,0.227,20.0424,3.6426,12.961,0.1864,3.9266
0.8,0.2,0.8,0.4,0.6,0.6,0.1062,24.8404,3.7634,8.408,0.5522,3.5608
0.8,0.2,0.8,0.4,0.6,0.8,0.0804,28.4392,3.7892,5.1652,0.934,3.179
0.8,0.2,0.8,0.4,0.6,1,0.0638,31.0042,3.8058,2.9846,1.335,2.778
0.8,0.2,0.8,0.4,0.8,0.2,0.647,14.2342,3.2226,19.06,0.0572,4.0558
0.8,0.2,0.8,0.4,0.8,0.4,0.1976,20.0072,3.672,12.9882,0.2078,3.9052
0.8,0.2,0.8,0.4,0.8,0.6,0.1028,24.8014,3.7668,8.447,0.5556,3.5574
0.8,0.2,0.8,0.4,0.8,0.8,0.0966,28.5792,3.773,5.0986,0.9912,3.1218
0.8,0.2,0.8,0.4,0.8,1,0.065,30.8568,3.8046,3.1348,1.3366,2.7764
0.8,0.2,0.8,0.4,1,0.2,0.6544,14.3818,3.2152,18.92,0.0574,4.0556
0.8,0.2,0.8,0.4,1,0.4,0.1872,19.9402,3.6824,13.0306,0.1936,3.9194
0.8,0.2,0.8,0.4,1,0.6,0.1046,24.7214,3.765,8.5064,0.5332,3.5798
0.8,0.2,0.8,0.4,1,0.8,0.0792,28.287,3.7904,5.3468,0.9646,3.1484
0.8,0.2,0.8,0.4,1,1,0.0688,30.6558,3.8008,3.3446,1.3416,2.7714
0.8,0.2,0.8,0.6,0.2,0.2,0.6292,14.4388,3.2404,18.8186,0.0382,4.0748
0.8,0.2,0.8,0.6,0.2,0.4,0.1962,20.1266,3.6734,12.8338,0.1742,3.9388
0.8,0.2,0.8,0.6,0.2,0.6,0.1062,25.1494,3.7634,8.0684,0.5216,3.5914
0.8,0.2,0.8,0.6,0.2,0.8,0.0874,28.5922,3.7822,5.0158,0.9306,3.1824
0.8,0.2,0.8,0.6,0.2,1,0.058,31.0332,3.8116,2.9658,1.351,2.762
0.8,0.2,0.8,0.6,0.4,0.2,0.6436,14.4974,3.226,18.783,0.0468,4.0662
0.8,0.2,0.8,0.6,0.4,0.4,0.2052,20.0974,3.6644,12.8684,0.1706,3.9424
0.8,0.2,0.8,0.6,0.4,0.6,0.1032,24.972,3.7664,8.2624,0.5412,3.5718
0.8,0.2,0.8,0.6,0.4,0.8,0.0936,28.6294,3.776,5.0096,0.9554,3.1576
0.8,0.2,0.8,0.6,0.4,1,0.0514,30.986,3.8182,3.0014,1.346,2.767
0.8,0.2,0.8,0.6,0.6,0.2,0.626,14.3682,3.2436,18.8862,0.0384,4.0746
0.8,0.2,0.8,0.6,0.6,0.4,0.194,20.2488,3.6756,12.7234,0.1882,3.9248
0.8,0.2,0.8,0.6,0.6,0.6,0.1028,24.8776,3.7668,8.359,0.5438,3.5692
0.8,0.2,0.8,0.6,0.6,0.8,0.0828,28.578,3.7868,5.0898,0.995,3.118
0.8,0.2,0.8,0.6,0.6,1,0.061,31.0128,3.8086,2.9834,1.3452,2.7678
0.8,0.2,0.8,0.6,0.8,0.2,0.6358,14.4494,3.2338,18.8214,0.045,4.068
0.8,0.2,0.8,0.6,0.8,0.4,0.2082,20.0896,3.6614,12.8954,0.1868,3.9262
0.8,0.2,0.8,0.6,0.8,0.6,0.1092,25.0692,3.7604,8.1814,0.5514,3.5616
0.8,0.2,0.8,0.6,0.8,0.8,0.0842,28.5262,3.7854,5.0938,0.9458,3.1672
0.8,0.2,0.8,0.6,0.8,1,0.0632,30.9118,3.8064,3.0946,1.3532,2.7598
0.8,0.2,0.8,0.6,1,0.2,0.6382,14.2986,3.2314,18.9772,0.0476,4.0654
0.8,0.2,0.8,0.6,1,0.4,0.213,20.1364,3.6566,12.8572,0.1906,3.9224
0.8,0.2,0.8,0.6,1,0.6,0.1044,25.0028,3.7652,8.232,0.5404,3.5726
0.8,0.2,0.8,0.6,1,0.8,0.0792,28.4508,3.7904,5.1698,0.9514,3.1616
0.8,0.2,0.8,0.6,1,1,0.0616,30.9466,3.808,3.038,1.333,2.78
0.8,0.2,0.8,0.8,0.2,0.2,0.5934,14.3656,3.2762,18.8498,0.032,4.081
0.8,0.2,0.8,0.8,0.2,0.4,0.1956,20.1926,3.674,12.777,0.184,3.929
0.8,0.2,0.8,0.8,0.2,0.6,0.1068,24.9786,3.7628,8.2728,0.5546,3.5584
0.8,0.2,0.8,0.8,0.2,0.8,0.0808,28.7024,3.7888,4.9048,0.9364,3.1766
0.8,0.2,0.8,0.8,0.2,1,0.0648,31.2098,3.8048,2.7954,1.3504,2.7626
0.8,0.2,0.8,0.8,0.4,0.2,0.6086,14.3558,3.261,18.8806,0.0378,4.0752
0.8,0.2,0.8,0.8,0.4,0.4,0.2144,20.1872,3.6552,12.7834,0.1662,3.9468
0.8,0.2,0.8,0.8,0.4,0.6,0.108,25.1042,3.7616,8.1428,0.549,3.564
0.8,0.2,0.8,0.8,0.4,0.8,0.0834,28.6286,3.7862,4.9906,0.9458,3.1672
0.8,0.2,0.8,0.8,0.4,1,0.0588,31.0956,3.8108,2.8896,1.3364,2.7766
0.8,0.2,0.8,0.8,0.6,0.2,0.633,14.3562,3.2366,18.9096,0.0428,4.0702
0.8,0.2,0.8,0.8,0.6,0.4,0.1962,20.018,3.6734,12.9432,0.175,3.938
0.8,0.2,0.8,0.8,0.6,0.6,0.1036,25.0852,3.766,8.136,0.5276,3.5854
0.8,0.2,0.8,0.8,0.6,0.8,0.0872,28.5694,3.7824,5.0206,0.9128,3.2002
0.8,0.2,0.8,0.8,0.6,1,0.0536,31.0984,3.816,2.9008,1.3556,2.7574
0.8,0.2,0.8,0.8,0.8,0.2,0.6404,14.448,3.2292,18.8194,0.037,4.076
0.8,0.2,0.8,0.8,0.8,0.4,0.2108,20.0966,3.6588,12.8898,0.1856,3.9274
0.8,0.2,0.8,0.8,0.8,0.6,0.1028,25.0628,3.7668,8.191,0.561,3.552
0.8,0.2,0.8,0.8,0.8,0.8,0.09,28.5696,3.7796,5.0516,0.9412,3.1718
0.8,0.2,0.8,0.8,0.8,1,0.0706,31.0744,3.799,2.9456,1.3594,2.7536
0.8,0.2,0.8,0.8,1,0.2,0.6086,14.1944,3.261,19.0506,0.0464,4.0666
0.8,0.2,0.8,0.8,1,0.4,0.1962,20.075,3.6734,12.904,0.1928,3.9202
0.8,0.2,0.8,0.8,1,0.6,0.1126,25.0108,3.757,8.206,0.5142,3.5988
0.8,0.2,0.8,0.8,1,0.8,0.0888,28.5184,3.7808,5.1054,0.945,3.168
0.8,0.2,0.8,0.8,1,1,0.0604,31.021,3.8092,2.9826,1.3532,2.7598
0.8,0.2,0.8,1,0.2,0.2,0.6254,14.4368,3.2442,18.8174,0.0388,4.0742
0.8,0.2,0.8,1,0.2,0.4,0.2114,20.1648,3.6582,12.7992,0.1626,3.9504
0.8,0.2,0.8,1,0.2,0.6,0.0986,25.2214,3.771,7.9808,0.5136,3.5994
0.8,0.2,0.8,1,0.2,0.8,0.0776,28.761,3.792,4.8694,0.9628,3.1502
0.8,0.2,0.8,1,0.2,1,0.0512,31.1834,3.8184,2.824,1.3662,2.7468
0.8,0.2,0.8,1,0.4,0.2,0.6278,14.3006,3.2418,18.9562,0.039,4.074
0.8,0.2,0.8,1,0.4,0.4,0.217,20.2874,3.6526,12.7046,0.185,3.928
0.8,0.2,0.8,1,0.4,0.6,0.1026,25.1876,3.767,8.0262,0.5212,3.5918
0.8,0.2,0.8,1,0.4,0.8,0.0884,28.788,3.7812,4.8528,0.9624,3.1506
0.8,0.2,0.8,1,0.4,1,0.0592,31.2426,3.8104,2.7568,1.3502,2.7628
0.8,0.2,0.8,1,0.6,0.2,0.6142,14.336,3.2554,18.9032,0.035,4.078
0.8,0.2,0.8,1,0.6,0.4,0.1916,20.1808,3.678,12.7792,0.1784,3.9346
0.8,0.2,0.8,1,0.6,0.6,0.103,25.0636,3.7666,8.1486,0.5192,3.5938
0.8,0.2,0.8,1,0.6,0.8,0.0866,28.6874,3.783,4.914,0.9248,3.1882
0.8,0.2,0.8,1,0.6,1,0.0636,31.154,3.806,2.8232,1.3236,2.7894
0.8,0.2,0.8,1,0.8,0.2,0.6528,14.3368,3.2168,18.9512,0.0452,4.0678
0.8,0.2,0.8,1,0.8,0.4,0.1954,20.1298,3.6742,12.8458,0.1902,3.9228
0.8,0.2,0.8,1,0.8,0.6,0.1024,25.052,3.7672,8.1796,0.5392,3.5738
0.8,0.2,0.8,1,0.8,0.8,0.0828,28.6708,3.7868,4.9108,0.9088,3.2042
0.8,0.2,0.8,1,0.8,1,0.0554,31.1186,3.8142,2.87,1.3432,2.7698
0.8,0.2,0.8,1,1,0.2,0.6398,14.3242,3.2298,18.9408,0.0352,4.0778
0.8,0.2,0.8,1,1,0.4,0.2052,20.1684,3.6644,12.8066,0.1798,3.9332
0.8,0.2,0.8,1,1,0.6,0.103,25.169,3.7666,8.0604,0.5364,3.5766
0.8,0.2,0.8,1,1,0.8,0.088,28.696,3.7816,4.9554,0.9734,3.1396
0.8,0.2,0.8,1,1,1,0.061,30.946,3.8086,2.9956,1.2906,2.8224
0.8,0.2,1,0.2,0.2,0.2,1.2736,9.7404,2.596,24.1534,0.0302,4.0828
0.8,0.2,1,0.2,0.2,0.4,0.833,14.7758,3.0366,18.7574,0.1102,4.0028
0.8,0.2,1,0.2,0.2,0.6,0.4086,19.6516,3.461,13.6454,0.2984,3.8146
0.8,0.2,1,0.2,0.2,0.8,0.1556,23.5038,3.714,9.8662,0.6244,3.4886
0.8,0.2,1,0.2,0.2,1,0.1088,27.075,3.7608,6.5984,0.9746,3.1384
0.8,0.2,1,0.2,0.4,0.2,1.3006,9.629,2.569,24.2962,0.0346,4.0784
0.8,0.2,1,0.2,0.4,0.4,0.8328,14.7174,3.0368,18.8124,0.107,4.006
0.8,0.2,1,0.2,0.4,0.6,0.4,19.5984,3.4696,13.706,0.3144,3.7986
0.8,0.2,1,0.2,0.4,0.8,0.1744,23.5616,3.6952,9.8436,0.6408,3.4722
0.8,0.2,1,0.2,0.4,1,0.097,26.8208,3.7726,6.8408,0.9746,3.1384
0.8,0.2,1,0.2,0.6,0.2,1.2968,9.8666,2.5728,24.0582,0.038,4.075
0.8,0.2,1,0.2,0.6,0.4,0.81,14.7608,3.0596,18.7638,0.1246,3.9884
0.8,0.2,1,0.2,0.6,0.6,0.3824,19.4096,3.4872,13.865,0.3022,3.8108
0.8,0.2,1,0.2,0.6,0.8,0.1414,23.3988,3.7282,9.9802,0.6476,3.4654
0.8,0.2,1,0.2,0.6,1,0.1046,26.8026,3.765,6.854,0.962,3.151
0.8,0.2,1,0.2,0.8,0.2,1.3178,9.6316,2.5518,24.3064,0.0302,4.0828
0.8,0.2,1,0.2,0.8,0.4,0.8514,14.5866,3.0182,18.9818,0.127,3.986
0.8,0.2,1,0.2,0.8,0.6,0.3884,19.1712,3.4812,14.1308,0.3236,3.7894
0.8,0.2,1,0.2,0.8,0.8,0.1604,23.4152,3.7092,9.9812,0.646,3.467
0.8,0.2,1,0.2,0.8,1,0.1022,26.721,3.7674,6.9828,1.0116,3.1014
0.8,0.2,1,0.2,1,0.2,1.2836,9.7266,2.586,24.1914,0.0444,4.0686
0.8,0.2,1,0.2,1,0.4,0.8316,14.4408,3.038,19.12,0.1392,3.9738
0.8,0.2,1,0.2,1,0.6,0.3904,19.3648,3.4792,13.9512,0.3356,3.7774
0.8,0.2,1,0.2,1,0.8,0.1624,23.4124,3.7072,10.0012,0.6612,3.4518
0.8,0.2,1,0.2,1,1,0.0938,26.7268,3.7758,6.9636,1.0066,3.1064
0.8,0.2,1,0.4,0.2,0.2,1.281,9.7542,2.5886,24.1408,0.024,4.089
0.8,0.2,1,0.4,0.2,0.4,0.8478,14.808,3.0218,18.7286,0.0988,4.0142
0.8,0.2,1,0.4,0.2,0.6,0.3754,19.8678,3.4942,13.3918,0.2942,3.8188
0.8,0.2,1,0.4,0.2,0.8,0.166,23.9384,3.7036,9.431,0.6134,3.4996
0.8,0.2,1,0.4,0.2,1,0.094,27.348,3.7756,6.2802,0.9442,3.1688
0.8,0.2,1,0.4,0.4,0.2,1.3418,9.7488,2.5278,24.2092,0.0262,4.0868
0.8,0.2,1,0.4,0.4,0.4,0.799,14.9664,3.0706,18.525,0.1024,4.0106
0.8,0.2,1,0.4,0.4,0.6,0.3896,19.717,3.48,13.5586,0.296,3.817
0.8,0.2,1,0.4,0.4,0.8,0.1584,23.7828,3.7112,9.563,0.5974,3.5156
0.8,0.2,1,0.4,0.4,1,0.1,27.1854,3.7696,6.4424,0.9378,3.1752
0.8,0.2,1,0.4,0.6,0.2,1.3004,9.6634,2.5692,24.25,0.023,4.09
0.8,0.2,1,0.4,0.6,0.4,0.822,14.7552,3.0476,18.759,0.1022,4.0108
0.8,0.2,1,0.4,0.6,0.6,0.3732,19.6304,3.4964,13.6218,0.289,3.824
0.8,0.2,1,0.4,0.6,0.8,0.1586,23.8418,3.711,9.5354,0.6286,3.4844
0.8,0.2,1,0.4,0.6,1,0.111,27.2494,3.7586,6.4364,0.9848,3.1282
0.8,0.2,1,0.4,0.8,0.2,1.2818,9.8038,2.5878,24.0978,0.0298,4.0832
0.8,0.2,1,0.4,0.8,0.4,0.8162,14.8126,3.0534,18.7144,0.1208,3.9922
0.8,0.2,1,0.4,0.8,0.6,0.3776,19.6674,3.492,13.6152,0.315,3.798
0.8,0.2,1,0.4,0.8,0.8,0.1624,23.5716,3.7072,9.7906,0.6098,3.5032
0.8,0.2,1,0.4,0.8,1,0.0992,27.1258,3.7704,6.5282,0.9648,3.1482
0.8,0.2,1,0.4,1,0.2,1.2758,9.7186,2.5938,24.175,0.0278,4.0852
0.8,0.2,1,0.4,1,0.4,0.7972,14.8208,3.0724,18.68,0.1136,3.9994
0.8,0.2,1,0.4,1,0.6,0.3716,19.6988,3.498,13.5736,0.3108,3.8022
0.8,0.2,1,0.4,1,0.8,0.1554,23.7606,3.7142,9.6202,0.6354,3.4776
0.8,0.2,1,0.4,1,1,0.1044,27.0006,3.7652,6.6498,0.956,3.157
0.8,0.2,1,0.6,0.2,0.2,1.3032,9.8458,2.5664,24.0622,0.0148,4.0982
0.8,0.2,1,0.6,0.2,0.4,0.8016,15.0462,3.068,18.4406,0.0952,4.0178
0.8,0.2,1,0.6,0.2,0.6,0.3994,19.811,3.4702,13.4606,0.2822,3.8308
0.8,0.2,1,0.6,0.2,0.8,0.1598,24.0564,3.7098,9.3064,0.613,3.5
0.8,0.2,1,0.6,0.2,1,0.0986,27.4132,3.771,6.208,0.9326,3.1804
0.8,0.2,1,0.6,0.4,0.2,1.3018,9.701,2.5678,24.2032,0.0124,4.1006
0.8,0.2,1,0.6,0.4,0.4,0.8044,14.8668,3.0652,18.6312,0.1036,4.0094
0.8,0.2,1,0.6,0.4,0.6,0.3754,19.9134,3.4942,13.3666,0.3146,3.7984
0.8,0.2,1,0.6,0.4,0.8,0.1418,24.0084,3.7278,9.3502,0.6268,3.4862
0.8,0.2,1,0.6,0.4,1,0.1052,27.4194,3.7644,6.2322,0.9564,3.1566
0.8,0.2,1,0.6,0.6,0.2,1.2844,9.5794,2.5852,24.3124,0.0174,4.0956
0.8,0.2,1,0.6,0.6,0.4,0.8038,14.8606,3.0658,18.6348,0.1016,4.0114
0.8,0.2,1,0.6,0.6,0.6,0.3614,19.6376,3.5082,13.584,0.2702,3.8428
0.8,0.2,1,0.6,0.6,0.8,0.1392,23.9802,3.7304,9.3484,0.5994,3.5136
0.8,0.2,1,0.6,0.6,1,0.0956,27.3356,3.774,6.3186,0.9686,3.1444
0.8,0.2,1,0.6,0.8,0.2,1.3078,9.8484,2.5618,24.0784,0.029,4.084
0.8,0.2,1,0.6,0.8,0.4,0.8058,14.9026,3.0638,18.6032,0.11,4.003
0.8,0.2,1,0.6,0.8,0.6,0.3766,19.7884,3.493,13.4882,0.31,3.803
0.8,0.2,1,0.6,0.8,0.8,0.1598,23.9774,3.7098,9.3772,0.6048,3.5082
0.8,0.2,1,0.6,0.8,1,0.1134,27.2842,3.7562,6.3634,0.9442,3.1688
0.8,0.2,1,0.6,1,0.2,1.2914,9.82,2.5782,24.085,0.0236,4.0894
0.8,0.2,1,0.6,1,0.4,0.8356,14.7976,3.034,18.7482,0.1202,3.9928
0.8,0.2,1,0.6,1,0.6,0.3934,19.7832,3.4762,13.5154,0.3152,3.7978
0.8,0.2,1,0.6,1,0.8,0.1562,23.9148,3.7134,9.4578,0.6264,3.4866
0.8,0.2,1,0.6,1,1,0.1008,27.1944,3.7688,6.46,0.9636,3.1494
0.8,0.2,1,0.8,0.2,0.2,1.2982,9.8882,2.5714,24.012,0.012,4.101
0.8,0.2,1,0.8,0.2,0.4,0.8162,14.9292,3.0534,18.5706,0.0936,4.0194
0.8,0.2,1,0.8,0.2,0.6,0.3868,20.0212,3.4828,13.254,0.2984,3.8146
0.8,0.2,1,0.8,0.2,0.8,0.1568,23.9348,3.7128,9.392,0.58,3.533
0.8,0.2,1,0.8,0.2,1,0.0962,27.4884,3.7734,6.1278,0.93,3.183
0.8,0.2,1,0.8,0.4,0.2,1.3066,9.786,2.563,24.1302,0.0196,4.0934
0.8,0.2,1,0.8,0.4,0.4,0.8268,14.9208,3.0428,18.5942,0.0982,4.0148
0.8,0.2,1,0.8,0.4,0.6,0.3936,19.7904,3.476,13.4794,0.2862,3.8268
0.8,0.2,1,0.8,0.4,0.8,0.146,24.0868,3.7236,9.2626,0.6134,3.4996
0.8,0.2,1,0.8,0.4,1,0.0914,27.3884,3.7782,6.2518,0.9588,3.1542
