0.07722	0.52
0.0	0.0
0.5	0.0
1.0	0.6
1.5	1.2
2.0	2.6
2.5	5.0
3.0	7.4
3.5	10.6
4.0	14.6
4.5	17.4
5.0	22.0
5.5	25.2
6.0	29.4
6.5	34.8
7.0	38.2
7.5	41.4
8.0	47.0
8.5	52.6
9.0	59.8
9.5	65.6
10.0	71.8
10.5	78.2
11.0	87.2
11.5	96.4
12.0	104.0
12.5	108.8
13.0	115.2
13.5	123.0
14.0	129.4
14.5	136.4
15.0	143.6
15.5	149.2
16.0	158.0
16.5	166.4
17.0	174.4
17.5	182.0
18.0	192.6
18.5	200.8
19.0	210.2
19.5	218.0
20.0	225.0
20.5	233.4
21.0	242.6
21.5	249.2
22.0	259.8
22.5	268.8
23.0	275.2
23.5	282.8
24.0	291.0
24.5	299.8
25.0	308.0
25.5	316.4
26.0	324.2
26.5	331.8
27.0	340.4
27.5	348.0
28.0	356.8
28.5	365.0
29.0	372.6
29.5	381.8
30.0	388.6
30.5	398.8
31.0	407.4
31.5	418.6
32.0	423.6
32.5	431.0
33.0	438.2
33.5	444.8
34.0	452.4
34.5	460.6
35.0	466.8
35.5	473.4
36.0	481.2
36.5	489.2
37.0	496.2
37.5	502.8
38.0	511.0
38.5	518.4
39.0	526.2
39.5	533.4
40.0	541.2
40.5	548.6
41.0	559.8
41.5	567.2
42.0	576.4
42.5	583.6
43.0	588.8
43.5	595.0
44.0	601.8
44.5	610.0
45.0	617.6
45.5	624.6
46.0	630.4
46.5	637.0
47.0	643.6
47.5	649.6
48.0	658.2
48.5	664.2
49.0	673.0
49.5	681.6
50.0	689.6
50.5	696.6
51.0	704.2
51.5	711.0
52.0	715.0
52.5	722.8
53.0	730.2
53.5	736.2
54.0	740.4
54.5	748.8
55.0	755.6
55.5	760.8
56.0	769.4
56.5	775.6
57.0	781.4
57.5	787.2
58.0	794.2
58.5	801.2
59.0	806.4
59.5	814.4
60.0	820.4
60.5	826.8
61.0	833.2
61.5	840.2
62.0	847.6
62.5	853.2
63.0	860.2
63.5	866.0
64.0	871.6
64.5	878.8
65.0	882.2
65.5	887.6
66.0	894.8
66.5	900.0
67.0	908.0
67.5	912.0
68.0	917.6
68.5	923.6
69.0	929.0
69.5	934.8
70.0	941.4
70.5	946.8
71.0	952.2
71.5	957.4
72.0	962.2
72.5	968.0
73.0	972.0
73.5	977.6
74.0	983.8
74.5	990.6
75.0	996.6
75.5	1003.0
76.0	1006.8
76.5	1011.6
77.0	1016.2
77.5	1020.6
78.0	1024.4
78.5	1029.8
79.0	1034.2
79.5	1038.2
80.0	1043.8
80.5	1049.8
81.0	1055.2
81.5	1059.6
82.0	1064.6
82.5	1070.8
83.0	1075.2
83.5	1079.8
84.0	1086.4
84.5	1092.2
85.0	1097.4
85.5	1101.4
86.0	1107.0
86.5	1113.2
87.0	1117.6
87.5	1122.2
88.0	1128.4
88.5	1133.8
89.0	1139.2
89.5	1145.6
90.0	1149.6
90.5	1153.8
91.0	1160.2
91.5	1165.6
92.0	1170.6
92.5	1174.6
93.0	1178.4
93.5	1182.2
94.0	1188.8
94.5	1193.0
95.0	1199.8
95.5	1206.8
96.0	1211.6
96.5	1215.4
97.0	1220.4
97.5	1224.0
98.0	1227.4
98.5	1231.8
99.0	1236.4
99.5	1240.4
100.0	1245.4
100.5	1251.0
101.0	1255.8
101.5	1261.8
102.0	1265.8
102.5	1269.8
103.0	1273.6
103.5	1280.8
104.0	1284.8
104.5	1289.6
105.0	1294.4
105.5	1297.8
106.0	1302.4
106.5	1306.2
107.0	1310.0
107.5	1313.8
108.0	1317.8
108.5	1323.0
109.0	1328.4
109.5	1334.2
110.0	1338.2
110.5	1341.8
111.0	1345.8
111.5	1352.2
112.0	1357.0
112.5	1362.2
113.0	1365.0
113.5	1370.4
114.0	1375.2
114.5	1381.2
115.0	1385.2
115.5	1391.0
116.0	1395.6
116.5	1402.0
117.0	1406.2
117.5	1411.2
118.0	1416.8
118.5	1419.8
119.0	1422.8
119.5	1426.6
120.0	1430.4
120.5	1434.2
121.0	1438.6
121.5	1442.8
122.0	1446.2
122.5	1450.4
123.0	1455.0
123.5	1459.4
124.0	1464.0
124.5	1468.2
125.0	1472.2
125.5	1477.4
126.0	1481.4
126.5	1487.2
127.0	1490.2
127.5	1494.4
128.0	1499.0
128.5	1504.0
129.0	1509.0
129.5	1512.2
130.0	1515.6
130.5	1522.4
131.0	1526.2
131.5	1529.8
132.0	1536.4
132.5	1541.6
133.0	1546.6
133.5	1551.4
134.0	1557.0
134.5	1562.0
135.0	1565.2
135.5	1570.4
136.0	1576.6
136.5	1580.8
137.0	1586.2
137.5	1591.4
138.0	1595.8
138.5	1601.2
139.0	1607.4
139.5	1612.2
140.0	1615.8
140.5	1620.6
141.0	1623.4
141.5	1627.0
142.0	1632.6
142.5	1636.2
143.0	1641.4
143.5	1646.6
144.0	1649.4
144.5	1654.4
145.0	1659.0
145.5	1664.0
146.0	1666.4
146.5	1670.8
147.0	1674.4
147.5	1678.8
148.0	1684.4
148.5	1690.0
149.0	1696.4
149.5	1700.4
150.0	1704.0
150.5	1708.4
151.0	1712.4
151.5	1717.2
152.0	1721.6
152.5	1725.2
153.0	1729.8
153.5	1734.4
154.0	1738.4
154.5	1743.2
155.0	1748.8
155.5	1752.8
156.0	1756.8
156.5	1761.4
157.0	1766.6
157.5	1770.4
158.0	1774.4
158.5	1777.6
159.0	1781.6
159.5	1786.0
160.0	1790.6
160.5	1795.8
161.0	1799.0
161.5	1804.0
162.0	1807.4
162.5	1811.2
163.0	1816.6
163.5	1819.6
164.0	1824.0
164.5	1827.8
165.0	1832.8
165.5	1836.6
166.0	1840.0
166.5	1844.2
167.0	1848.8
167.5	1854.6
168.0	1859.2
168.5	1863.8
169.0	1867.6
169.5	1871.6
170.0	1875.4
170.5	1881.0
171.0	1884.8
171.5	1888.2
172.0	1894.8
172.5	1898.8
173.0	1902.4
173.5	1906.2
174.0	1911.6
174.5	1915.8
175.0	1920.8
175.5	1924.6
176.0	1928.2
176.5	1931.6
177.0	1935.4
177.5	1939.6
178.0	1943.0
178.5	1946.2
179.0	1949.8
179.5	1953.8
180.0	1956.4
180.5	1960.4
181.0	1964.4
181.5	1968.8
182.0	1972.4
182.5	1978.6
183.0	1983.0
183.5	1988.8
184.0	1994.4
184.5	1998.4
185.0	2001.6
185.5	2005.2
186.0	2009.4
186.5	2014.4
187.0	2017.4
187.5	2020.0
188.0	2023.6
188.5	2029.0
189.0	2033.8
189.5	2038.8
190.0	2042.8
190.5	2047.2
191.0	2051.4
191.5	2055.0
192.0	2059.0
192.5	2065.0
193.0	2067.6
193.5	2071.8
194.0	2074.4
194.5	2079.2
195.0	2085.2
195.5	2090.0
196.0	2092.6
196.5	2094.6
197.0	2101.2
197.5	2106.4
198.0	2109.8
198.5	2113.2
199.0	2118.8
199.5	2122.4
200.0	2126.4
200.5	2130.8
201.0	2133.2
201.5	2136.4
202.0	2140.0
202.5	2143.6
203.0	2147.8
203.5	2151.8
204.0	2155.8
204.5	2160.0
205.0	2165.0
205.5	2169.4
206.0	2173.4
206.5	2177.0
207.0	2182.2
207.5	2186.4
208.0	2190.4
208.5	2194.4
209.0	2198.2
209.5	2202.4
210.0	2206.0
210.5	2209.8
211.0	2212.2
211.5	2215.6
212.0	2219.6
212.5	2223.6
213.0	2227.6
213.5	2232.2
214.0	2237.4
214.5	2241.6
215.0	2245.8
215.5	2248.6
216.0	2253.4
216.5	2257.0
217.0	2260.6
217.5	2264.8
218.0	2269.2
218.5	2272.6
219.0	2276.8
219.5	2281.6
220.0	2285.0
220.5	2287.8
221.0	2290.6
221.5	2295.8
222.0	2300.0
222.5	2302.8
223.0	2305.4
223.5	2309.8
224.0	2314.0
224.5	2319.4
225.0	2323.2
225.5	2327.2
226.0	2331.2
226.5	2334.4
227.0	2337.0
227.5	2341.4
228.0	2344.4
228.5	2348.8
229.0	2352.8
229.5	2356.4
230.0	2362.4
230.5	2368.2
231.0	2371.4
231.5	2376.0
232.0	2380.2
232.5	2383.2
233.0	2388.0
233.5	2394.2
234.0	2397.0
234.5	2401.0
235.0	2404.2
235.5	2407.2
236.0	2413.0
236.5	2416.8
237.0	2420.0
237.5	2425.6
238.0	2429.0
238.5	2433.4
239.0	2436.8
239.5	2440.8
240.0	2443.6
240.5	2446.6
241.0	2449.6
241.5	2452.4
242.0	2457.4
242.5	2460.0
243.0	2462.4
243.5	2466.8
244.0	2470.0
244.5	2473.2
245.0	2477.6
245.5	2481.6
246.0	2485.8
246.5	2490.4
247.0	2496.2
247.5	2502.2
248.0	2505.6
248.5	2509.4
249.0	2514.6
249.5	2517.6
250.0	2521.0
250.5	2524.4
251.0	2527.6
251.5	2530.8
252.0	2534.6
252.5	2538.6
253.0	2543.6
253.5	2547.0
254.0	2549.8
254.5	2553.8
255.0	2558.2
255.5	2562.6
256.0	2567.2
256.5	2572.0
257.0	2577.2
257.5	2581.8
258.0	2584.4
258.5	2589.0
259.0	2593.8
259.5	2596.8
260.0	2600.8
260.5	2603.2
261.0	2607.4
261.5	2610.8
262.0	2614.8
262.5	2618.8
263.0	2621.8
263.5	2624.6
264.0	2627.8
264.5	2631.0
265.0	2634.0
265.5	2638.4
266.0	2642.4
266.5	2645.8
267.0	2650.4
267.5	2654.8
268.0	2660.2
268.5	2665.4
269.0	2669.6
269.5	2672.6
270.0	2676.2
270.5	2681.2
271.0	2684.6
271.5	2688.2
272.0	2691.0
272.5	2693.4
273.0	2697.2
273.5	2701.6
274.0	2705.0
274.5	2709.4
275.0	2713.6
275.5	2719.2
276.0	2722.2
276.5	2726.0
277.0	2730.0
277.5	2732.6
278.0	2736.2
278.5	2739.6
279.0	2743.4
279.5	2747.2
280.0	2750.2
280.5	2753.4
281.0	2756.2
281.5	2761.6
282.0	2765.0
282.5	2769.2
283.0	2772.2
283.5	2776.2
284.0	2779.2
284.5	2782.6
285.0	2786.2
285.5	2791.0
286.0	2794.4
286.5	2797.6
287.0	2801.0
287.5	2805.6
288.0	2809.6
288.5	2815.4
289.0	2820.2
289.5	2824.6
290.0	2828.4
290.5	2832.2
291.0	2837.2
291.5	2841.8
292.0	2846.2
292.5	2849.2
293.0	2852.0
293.5	2855.8
294.0	2858.4
294.5	2862.2
295.0	2866.0
295.5	2869.4
296.0	2873.8
296.5	2878.0
