k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.2,1,0.6,0.6,7.3108,11.0924,8.4332,47.7774,108.741,65.0782,62.9971,48.0288,74.4379
0.2,0.2,1,0.6,0.8,7.6282,9.5826,9.6256,55.153,80.6549,81.4325,57.9932,58.4287,71.22
0.2,0.2,1,0.6,1,7.9794,8.3782,10.4788,57.3989,64.382,96.3616,52.5345,64.9463,69.7101
0.2,0.2,1,0.8,0.2,6.5592,16.7578,3.5194,41.5684,232.312,13.7816,86.7734,19.0404,46.6175
0.2,0.2,1,0.8,0.4,7.4918,13.7808,5.5638,53.2298,161.794,29.1078,82.2665,32.8723,59.0578
0.2,0.2,1,0.8,0.6,8.016,11.6986,7.1218,59.8665,117.328,46.9368,74.2555,45.3487,64.5922
0.2,0.2,1,0.8,0.8,8.534,10.2172,8.0852,64.8414,90.9582,61.241,67.685,54.7597,65.2972
0.2,0.2,1,0.8,1,8.9346,8.9354,8.9664,69.6923,73.714,72.2105,62.7299,62.117,63.6068
0.2,0.2,1,1,0.2,6.7976,17.0764,2.9624,45.3497,239.355,10.177,91.9006,16.6125,40.3081
0.2,0.2,1,1,0.4,7.8312,14.2372,4.768,57.8483,169.001,23.3356,87.3489,30.5385,53.2823
0.2,0.2,1,1,0.6,8.6754,12.1294,6.0316,69.8384,125.507,34.3267,83.1236,41.5734,56.7289
0.2,0.2,1,1,0.8,9.2554,10.4866,7.0944,77.7801,99.4165,44.1063,77.9467,50.3198,57.3441
0.2,0.2,1,1,1,9.6588,9.389,7.7886,82.1984,79.8793,55.1073,71.9175,58.1867,57.5653
0.2,0.4,0.2,0.2,0.2,13.7368,6.9752,6.1244,141.76,44.4919,55.0875,68.0501,68.7975,38.7446
0.2,0.4,0.2,0.2,0.4,13.3816,5.4872,7.9676,131.704,29.5982,80.031,52.1177,83.8549,39.6231
0.2,0.4,0.2,0.2,0.6,13.0692,4.5666,9.2006,126.617,20.983,99.3054,42.3725,92.9659,37.4708
0.2,0.4,0.2,0.2,0.8,12.8626,3.9312,10.0426,127.674,15.6092,110.09,36.0182,99.8532,33.7037
0.2,0.4,0.2,0.2,1,12.627,3.3888,10.8206,117.291,12.2957,130.725,29.8078,104.04,32.2584
0.2,0.4,0.2,0.4,0.2,15.9588,6.8258,4.0518,202.404,42.3011,24.2236,79.9956,57.1776,24.6245
0.2,0.4,0.2,0.4,0.4,15.9976,5.5154,5.3234,201.253,30.1834,33.918,66.8922,70.6609,26.0315
