k1,k2,k3,k4,k5,k6,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27
0.2,0.8,0.4,0.4,0.4,0.6,0.785,1827.02,209.368,1.9975,170.19,42.0275,0.986241,253645,6216.35,4.11779,7815.17,200.483,-146.078,26.1694,0.500714,-4.07935,4.28162,-4419.33,-21.9498,-1231.42,-806.143,63.8505,-269.283,1023.55,-84.6537,10.4136,-51.5165
0.2,0.8,0.4,0.4,0.4,0.8,0.7875,1829.72,209.365,1.735,172.627,39.59,0.964756,253308,6216.41,3.66895,7767.16,181.531,-158.723,26.1529,0.432268,-0.535495,4.2109,-4334.63,-101.542,-1503.45,-560.206,65.1346,-199.513,950.305,-68.6579,9.46,-18.0353
0.2,0.8,0.4,0.4,0.4,1,0.7475,1831.84,209.405,1.7025,174.752,37.465,0.77067,253107,6235.79,2.74085,7826.67,173.016,-123.478,16.5612,0.278076,3.98747,2.91971,-4364.02,-92.6084,-1607.97,-428.142,53.8727,-199.819,947.38,-57.1114,7.60986,-43.5363
0.2,0.8,0.4,0.4,0.6,0.2,0.8275,1822.71,209.325,2.0375,165.877,46.34,1.16065,253077,6215.46,4.68781,7828.97,238.566,-162.458,26.5299,0.668139,-3.43221,4.68787,-4507.62,-98.1772,-1565.86,-484.29,74.8725,-363.94,1117.15,-86.3137,13.5787,-77.462
0.2,0.8,0.4,0.4,0.6,0.4,0.805,1825.36,209.347,2.0275,168.535,43.6825,1.07466,253016,6209.65,3.69097,7737.56,209.52,-134.933,29.4765,0.589336,-1.329,5.05071,-4447.89,-97.3908,-1678.67,-407.563,61.3137,-295.294,1046.04,-74.8117,9.44234,-17.2307
0.2,0.8,0.4,0.4,0.6,0.6,0.7475,1827.29,209.405,2.0625,170.555,41.6625,1.01628,253816,6216.98,4.43468,7722.4,212.695,-124.103,25.8394,0.47948,1.08284,4.51106,-4450.71,-112.815,-1308.45,-783.184,58.917,-288.504,1037.38,-75.9621,8.69533,-11.2408
0.2,0.8,0.4,0.4,0.6,0.8,0.71,1829.89,209.442,1.8725,173.005,39.2125,0.752782,253441,6235.98,3.47994,7770.84,178.052,-93.9525,16.4745,0.459173,-0.417093,2.79361,-4407.19,-41.9668,-1445.16,-620.806,61.628,-201.015,953.106,-63.8415,9.23017,-18.1389
0.2,0.8,0.4,0.4,0.6,1,0.695,1831.47,209.458,1.8075,174.537,37.68,0.869148,253971,6217.35,3.51423,7799.99,176.263,-86.4954,25.7314,0.449912,4.62299,4.07258,-4389.55,26.0155,-1096.88,-945.596,64.7149,-187.257,933.029,-66.6256,10.3217,-31.8201
0.2,0.8,0.4,0.4,0.8,0.2,0.7575,1822.88,209.395,2.36,166.435,45.7825,1.04631,253562,6219.19,5.58436,7753.71,230.963,-185.09,24.7226,0.673985,-0.909286,4.48346,-4470.45,-167.236,-1409.03,-677.478,82.1331,-342.736,1093.63,-81.6457,13.7552,-36.028
0.2,0.8,0.4,0.4,0.8,0.4,0.7375,1825.18,209.415,2.2425,168.645,43.5725,0.895833,253355,6225.91,5.43227,7697.88,227.97,-113.59,21.4375,0.399655,-0.105952,4.23336,-4521.51,-72.9146,-1510.71,-594.372,79.3903,-322.689,1073.03,-87.7358,12.55,-6.6158
0.2,0.8,0.4,0.4,0.8,0.6,0.675,1826.9,209.477,2.11,170.292,41.925,0.856516,253695,6219.72,4.26356,7679.16,202.245,-126.561,24.5516,0.51203,-4.90721,4.46178,-4441.79,-46.3226,-1324.61,-787.544,64.6466,-268.842,1023.76,-79.0473,9.87043,15.6034
0.2,0.8,0.4,0.4,0.8,0.8,0.765,1829.55,209.387,2.0575,172.798,39.42,1.04739,253386,6207.38,4.27488,7791.2,183.427,-142.061,30.6276,0.497256,-1.02264,5.01624,-4343.33,-152.726,-1510.54,-530.673,57.504,-203.192,953.666,-78.4545,8.20386,-31.005
0.2,0.8,0.4,0.4,0.8,1,0.6975,1831.38,209.455,2.025,174.657,37.56,0.923302,253584,6209.28,3.65351,7820.77,172.618,-122.367,29.7395,0.528885,-4.88081,4.84652,-4357.39,-45.5959,-1321.78,-712.409,62.555,-187.608,942.11,-70.3573,9.2391,-40.3867
0.2,0.8,0.4,0.4,1,0.2,0.69,1821.55,209.463,2.5825,165.395,46.8225,0.765815,254228,6221.51,5.73253,7752.94,244.036,-66.5241,23.7026,0.644687,0.0751378,4.20298,-4622.42,-89.3723,-1097.07,-977.116,90.3239,-367.664,1117.85,-100.9,14.4671,-42.1803
0.2,0.8,0.4,0.4,1,0.4,0.72,1824.7,209.433,2.3775,168.315,43.9025,0.878797,253370,6214.89,5.91478,7574.73,207.632,-109.735,26.9535,0.697444,1.22877,4.30346,-4490.94,-127.311,-1617.4,-534.179,89.8088,-284.377,1033.31,-91.9187,13.2299,65.1285
0.2,0.8,0.4,0.4,1,0.6,0.76,1827.48,209.393,2.3225,170.995,41.2225,0.909674,253435,6210.4,4.81052,7810.56,196.91,-123.351,29.1822,0.636491,-3.10897,4.63749,-4432.19,-132.262,-1465.67,-567.585,74.2039,-252.833,1005.77,-89.3442,11.6073,-47.4249
0.2,0.8,0.4,0.4,1,0.8,0.7125,1829.67,209.44,2.245,173.157,39.06,0.907112,253896,6220.21,4.67165,7738.33,182.708,-94.3457,24.2797,0.506704,0.71958,4.15764,-4427.09,-81.0067,-1262.36,-812.602,74.2979,-217.686,967.277,-72.0838,10.3888,-4.21248
0.2,0.8,0.4,0.4,1,1,0.78,1831.94,209.373,2.09,175.202,37.015,0.989073,253126,6214.78,4.38286,7764.8,152.456,-137.841,26.9543,0.586266,-3.40145,3.32662,-4275.2,-117.363,-1628.03,-419.445,76.8361,-105.309,859.852,-75.6799,9.90842,-2.32134
0.2,0.8,0.4,0.6,0.2,0.2,0.73,1821.98,209.423,1.26,164.47,47.7475,0.874286,253668,6219.88,2.33825,7819.72,230.234,-124.686,24.4602,0.348571,-3.0808,4.36524,-4497.78,-68.1314,-1314.18,-763.102,49.3285,-340.187,1093.37,-55.1501,9.11594,-68.6705
0.2,0.8,0.4,0.6,0.2,0.4,0.7225,1825.3,209.43,1.2475,167.782,44.435,1.02806,253560,6196.49,2.5827,7761.04,219.535,-101.472,36.0795,0.514969,-3.69961,6.6749,-4459.53,-54.842,-1412.5,-688.087,35.352,-303.696,1055.19,-50.8759,5.84445,-33.9803
0.2,0.8,0.4,0.6,0.2,0.6,0.7775,1827.69,209.375,1.095,169.963,42.255,0.965407,253378,6212.95,1.95085,7816.57,223.664,-97.029,27.8806,0.474825,-1.96576,4.73357,-4495.9,-20.2637,-1454.29,-631.968,40.5081,-323.976,1075.68,-40.9714,7.10353,-63.8075
0.2,0.8,0.4,0.6,0.2,0.8,0.775,1829.61,209.377,1.1025,171.895,40.3225,0.831454,253669,6226.93,1.70626,7854.44,193.522,-136.398,20.9598,0.221115,1.37231,3.52888,-4359.1,-41.5492,-1270.18,-780.023,29.4825,-234.106,983.672,-39.0193,5.23253,-67.6728
0.2,0.8,0.4,0.6,0.2,1,0.7525,1831.67,209.4,1.12,173.998,38.22,0.95864,253695,6222.34,1.82015,7860.96,178.117,-139.782,23.1895,0.430777,-1.53195,4.11223,-4339.62,-46.9308,-1255.65,-783.144,33.4957,-213.237,965.125,-41.9746,5.42466,-63.2325
0.2,0.8,0.4,0.6,0.4,0.2,0.7025,1822.23,209.45,1.3525,164.84,47.3775,0.916284,253705,6219.92,2.49949,7819.15,224.752,-115.343,24.4199,0.50864,-5.4011,4.50607,-4498.15,-88.7572,-1331.26,-746.766,46.7332,-331.339,1086.7,-52.5725,7.55331,-65.6412
0.2,0.8,0.4,0.6,0.4,0.4,0.7525,1824.87,209.4,1.37,167.44,44.7775,0.953628,253481,6225.14,2.4793,7757.3,221.908,-139.376,21.791,0.4101,-5.92341,4.20043,-4431.79,-15.7428,-1375.24,-730.847,41.5283,-291.202,1047.39,-54.5316,7.24293,-33.2953
0.2,0.8,0.4,0.6,0.4,0.6,0.7875,1827.49,209.365,1.2625,169.925,42.2925,1.04997,253133,6216.62,1.95348,7769.48,201.15,-124.965,26.0051,0.431861,-4.36435,3.36306,-4383.61,-18.1052,-1572.59,-527.862,35.0643,-240.917,996.387,-40.9377,5.20874,-29.0056
0.2,0.8,0.4,0.6,0.4,0.8,0.7925,1829.83,209.36,1.215,172.208,40.01,1.19744,253398,6216.08,2.12409,7699.83,188.551,-141.835,26.2027,0.528434,-4.0621,4.36048,-4358.32,-30.8756,-1467.66,-658.552,43.8046,-224.308,978.478,-43.5334,6.34371,12.1157
0.2,0.8,0.4,0.6,0.4,1,0.7325,1831.6,209.42,1.2475,174.065,38.1525,0.807964,253360,6219.77,2.6228,7842.77,178.315,-106.106,24.5487,0.284417,-4.66177,3.89303,-4368.67,-9.36317,-1424.24,-621.304,42.6452,-197.692,952.928,-49.154,6.81179,-54.2355
0.2,0.8,0.4,0.6,0.6,0.2,0.7125,1822.31,209.44,1.59,165.137,47.08,0.922149,253743,6218.15,3.50065,7828.24,243.793,-96.8645,25.3048,0.48584,-3.27365,4.89524,-4564.09,-59.2556,-1279.95,-788.36,51.7899,-376.78,1129.63,-66.6603,9.47148,-79.7078
0.2,0.8,0.4,0.6,0.6,0.4,0.7225,1825.16,209.43,1.3575,167.748,44.47,0.882701,253494,6215.63,2.34556,7740.94,214.811,-103.154,26.5833,0.292437,2.00996,4.45406,-4465.1,-49.0138,-1440.34,-663.049,39.8659,-302.718,1050.72,-53.0047,6.5709,-21.5652
0.2,0.8,0.4,0.6,0.6,0.6,0.705,1827.9,209.447,1.3275,170.475,41.7425,0.639574,253322,6246.82,2.34611,7803.16,206.182,-114.231,11.1073,0.282318,-7.23045,1.95392,-4448.94,-47.0841,-1495.37,-587.498,38.6651,-273.89,1033.63,-48.983,5.71362,-48.3611
0.2,0.8,0.4,0.6,0.6,0.8,0.9125,1829.78,209.24,1.3275,172.148,40.07,1.31313,252958,6194.31,2.5416,7784.93,189.89,-168.548,37.0261,0.534994,0.752287,6.23672,-4329.22,-63.5811,-1639.25,-433.097,50.2019,-231.269,978.748,-50.0484,7.55596,-31.1031
0.2,0.8,0.4,0.6,0.6,1,0.7425,1832.33,209.41,1.2475,174.787,37.43,0.913477,253689,6227.54,2.08145,7732.81,184.562,-102.946,20.6121,0.284442,-0.202726,3.10348,-4382.71,-68.4823,-1377.59,-727.146,38.7955,-213.045,964.613,-44.1352,6.55246,-2.37957
0.2,0.8,0.4,0.6,0.8,0.2,0.7775,1822.21,209.375,1.6475,165.04,47.1775,1.09072,253348,6219.24,2.87543,7721.16,248.683,-162.691,24.6751,0.43265,0.971328,4.15488,-4498.55,-81.9315,-1486.42,-635.274,50.1952,-382.501,1131.84,-63.7027,7.41862,-28.6111
0.2,0.8,0.4,0.6,0.8,0.4,0.715,1825.43,209.438,1.4625,168.132,44.085,0.785739,253177,6225.02,2.62516,7857.06,210.7,-76.822,21.937,0.365226,-3.53858,3.82378,-4495.08,3.02368,-1519.68,-529.696,42.5265,-293.344,1047.53,-53.5677,7.06335,-77.5727
0.2,0.8,0.4,0.6,0.8,0.6,0.865,1828.04,209.287,1.455,170.58,41.6375,1.03937,254185,6216.99,2.66464,7795.63,218.131,-136.664,25.8259,0.477619,0.416842,4.94342,-4464.14,-85.0034,-1073.85,-1011.53,60.924,-311.836,1060.94,-50.7182,10.8646,-50.5712
0.2,0.8,0.4,0.6,0.8,0.8,0.8175,1829.78,209.335,1.39,172.305,39.9125,1.0819,253186,6216.22,2.35378,7741.81,188.06,-126.517,26.1866,0.339524,2.80768,4.36494,-4384.8,-6.20123,-1535.49,-563.165,51.9066,-234.293,981.588,-44.3974,7.751,-8.62738
0.2,0.8,0.4,0.6,0.8,1,0.7575,1831.33,209.395,1.33,173.86,38.3575,0.936034,253042,6224.75,2.50737,7814.22,175.117,-110.511,21.9983,0.260677,-1.32476,3.35258,-4355.85,-0.744085,-1579.94,-474.447,46.343,-186.516,938.956,-50.2269,6.84915,-38.3609
0.2,0.8,0.4,0.6,1,0.2,0.73,1822.1,209.423,1.6775,164.998,47.22,0.859248,253306,6226.94,3.36691,7748.69,246.067,-133.804,20.9389,0.326241,-0.161078,4.26757,-4542.07,-100.874,-1536.42,-567.981,56.9988,-385.332,1135.69,-69.5823,10.0561,-41.0696
0.2,0.8,0.4,0.6,1,0.4,0.6925,1824.42,209.46,1.6725,167.36,44.8575,0.855081,253555,6225.13,3.61428,7848.49,231.04,-124.145,21.8461,0.445407,-6.98175,3.8884,-4519.37,-52.066,-1334.48,-725.734,64.8578,-339.083,1096.64,-64.8718,11.3718,-83.4573
0.2,0.8,0.4,0.6,1,0.6,0.8575,1827.58,209.295,1.6,170.28,41.9375,1.14004,253537,6211.55,3.09774,7850.99,194.319,-168.536,28.4933,0.624561,-6.22566,4.74796,-4361.05,-119.508,-1368.34,-671.487,50.1133,-247.401,1003.35,-61.3288,8.67419,-66.3484
0.2,0.8,0.4,0.6,1,0.8,0.755,1829.36,209.398,1.39,171.95,40.2675,0.977419,253354,6221.57,2.20842,7708.27,209.645,-114.202,23.5638,0.313835,-0.0348371,4.13588,-4455.05,-60.7297,-1538.05,-591.302,47.7869,-290.807,1041.17,-44.3539,7.77762,-2.64825
0.2,0.8,0.4,0.6,1,1,0.775,1831.61,209.377,1.55,174.34,37.8775,0.98183,253279,6217.82,2.89975,7793.54,183.221,-133.689,25.4385,0.342105,-3.52481,4.08515,-4362.01,-53.4491,-1495.62,-568.83,54.7668,-208.637,962.545,-58.1398,8.95977,-32.071
0.2,0.8,0.4,0.8,0.2,0.2,0.7675,1822.55,209.385,0.92,164.653,47.565,0.975883,254095,6220.18,1.55749,7782.33,250.236,-121.527,24.2627,0.337243,-3.89052,4.56528,-4527.76,-11.8936,-1083.32,-1034.58,31.3943,-384.049,1137.84,-39.6745,4.94506,-59.9736
0.2,0.8,0.4,0.8,0.2,0.4,0.725,1825.25,209.428,0.8625,167.345,44.8725,1.02694,253909,6209.26,1.21162,7893.94,229.094,-116.58,29.6968,0.290414,-0.674311,6.15783,-4468.3,-71.3662,-1187.91,-865.263,28.5101,-331.281,1080.27,-33.2983,5.03506,-105.207
0.2,0.8,0.4,0.8,0.2,0.6,0.8125,1827.44,209.34,0.9575,169.542,42.675,1.05498,253390,6210.46,1.43428,7834.06,213.293,-148.31,29.084,0.347901,-3.54715,4.94893,-4409,-1.75558,-1377.8,-700.891,28.2325,-300.473,1053.54,-34.2726,5.39969,-67.3671
0.2,0.8,0.4,0.8,0.2,0.8,0.785,1829.58,209.368,0.7925,171.537,40.68,0.936115,253421,6218.08,1.29769,7782.85,193.291,-104.548,25.3323,0.343747,1.87024,4.15659,-4399.93,-43.3691,-1463.84,-620.655,29.5351,-247.887,996.328,-38.7654,4.71789,-31.7599
0.2,0.8,0.4,0.8,0.2,1,0.8225,1831.58,209.33,0.9075,173.623,38.595,1.10877,253828,6213.69,1.39744,7831.59,172.166,-143.187,27.4422,0.407099,-1.64612,4.35901,-4302.52,-60.4723,-1218.28,-835.498,34.0381,-183.319,935.074,-38.3558,5.21558,-45.5693
0.2,0.8,0.4,0.8,0.4,0.2,0.755,1823.09,209.398,1.0575,165.345,46.8725,1.01251,253255,6210.2,1.58315,7775.51,241.831,-154.485,29.233,0.38505,-4.38393,5.46994,-4485.62,-53.1253,-1511.76,-602.848,35.9796,-374.754,1128.14,-43.0851,6.27301,-52.3644
0.2,0.8,0.4,0.8,0.4,0.4,0.82,1825.38,209.333,1.035,167.55,44.6675,0.985063,253909,6206.23,1.90855,7922.06,232.137,-157.403,31.2304,0.542657,-4.34185,5.7019,-4459.76,-97.8805,-1147.72,-882.933,38.3994,-351.243,1104.35,-48.9341,6.56555,-120.789
0.2,0.8,0.4,0.8,0.4,0.6,0.74,1827.11,209.412,0.9675,169.292,42.925,0.919699,252946,6210.36,1.79092,7846.09,211.478,-117.29,29.1977,0.417594,1.82311,5.05063,-4421.23,-36.1368,-1646.71,-412.122,32.7553,-282.439,1030.03,-41.5794,5.24568,-72.4742
0.2,0.8,0.4,0.8,0.4,0.8,0.8025,1829.7,209.35,0.9075,171.762,40.455,0.970921,253035,6230.73,1.23202,7807.96,189.988,-210.568,18.9866,0.350107,-6.13224,2.69159,-4295.1,-85.2331,-1590.07,-491.29,28.1102,-236.182,994.091,-36.7463,4.30284,-42.6661
0.2,0.8,0.4,0.8,0.4,1,0.775,1831.98,209.377,0.9275,174.088,38.13,1.00689,252872,6210.24,1.33558,7847.82,194.976,-158.521,29.2155,0.349561,-4.56172,4.30501,-4351.84,-11.2922,-1628.59,-433.368,30.9573,-249.863,1004.59,-36.2067,4.9894,-65.0916
0.2,0.8,0.4,0.8,0.6,0.2,0.73,1822.86,209.423,1.015,165.102,47.115,0.929424,253354,6225.55,1.43837,7829.56,229.465,-155.393,21.6006,0.329875,1.09792,4.04366,-4451.25,-60.5944,-1439.33,-640.383,33.9535,-341.131,1090.46,-40.3624,5.92308,-73.2048
0.2,0.8,0.4,0.8,0.6,0.4,0.745,1825.82,209.407,1.0075,168.032,44.185,1.02754,253741,6217.06,1.68666,7848.81,224.051,-117.19,25.7934,0.252544,-8.0368,4.4909,-4484.08,-27.768,-1250.7,-825.562,35.5032,-329.452,1087.47,-40.2509,5.99861,-80.1238
0.2,0.8,0.4,0.8,0.6,0.6,0.75,1827.28,209.403,0.9425,169.428,42.79,0.854637,254332,6219.87,1.43779,7820.59,219.785,-134.905,24.4768,0.426692,-2.62218,4.3208,-4448.53,-92.5678,-1017.11,-1070.86,30.4392,-320.426,1073.2,-34.0982,4.83251,-63.8799
0.2,0.8,0.4,0.8,0.6,0.8,0.7275,1829.27,209.425,1.0225,171.515,40.7025,0.795232,253413,6226.64,1.85664,7822.41,190.405,-105.444,21.1211,0.364543,-1.83425,3.21196,-4392.55,-35.3493,-1436.24,-625.465,28.3263,-234.53,987.62,-44.7159,4.45784,-50.0995
0.2,0.8,0.4,0.8,0.6,1,0.79,1831.6,209.363,0.99,173.752,38.465,1.06356,253632,6221.42,1.62897,7745.09,191.232,-173.077,23.5976,0.46406,-9.19496,3.81469,-4314.37,-18.0141,-1288.99,-818.634,23.9435,-223.654,983.503,-43.8696,3.70391,-11.8545
0.2,0.8,0.4,0.8,0.8,0.2,0.725,1822.74,209.428,1.1775,165.15,47.0675,0.856516,254103,6211.96,2.30175,7722.59,253.502,-97.076,28.4286,0.432393,-5.98872,5.69781,-4584.73,-58.8514,-1172.59,-972.704,48.1294,-401.693,1156.45,-49.3375,9.53686,-31.7395
0.2,0.8,0.4,0.8,0.8,0.4,0.745,1825.18,209.407,1.1925,167.583,44.635,0.907243,253504,6214.22,2.06561,7754.07,227.816,-163.941,27.2771,0.38505,1.68024,4.42298,-4438.26,-60.4182,-1389.96,-722.809,40.4627,-336.368,1084.73,-42.9921,5.64688,-34.6365
0.2,0.8,0.4,0.8,0.8,0.6,0.72,1827.23,209.433,0.94,169.405,42.8125,0.813634,253459,6220.73,1.51018,7783.11,214.619,-129.439,24.0688,0.211228,0.148772,4.28571,-4431.73,-28.7807,-1406.03,-690.242,29.3644,-301.77,1051.8,-39.4769,5.08145,-42.558
0.2,0.8,0.4,0.8,0.8,0.8,0.7775,1830.4,209.375,1.0675,172.643,39.575,0.955382,253076,6224.24,1.81247,7802.51,192.41,-169.077,22.2415,0.34839,2.1358,3.44154,-4346.18,-28.4279,-1547.48,-529.858,34.2202,-251.166,1000.06,-37.6475,6.26435,-41.1498
0.2,0.8,0.4,0.8,0.8,1,0.7575,1832.24,209.395,1.0125,174.447,37.77,1.03127,252750,6218.89,1.60135,7872.53,170.493,-128.504,24.878,0.341385,2.56744,3.81376,-4310.9,-14.226,-1702.69,-328.672,34.361,-178.323,926.409,-36.2462,5.65952,-65.2051
0.2,0.8,0.4,0.8,1,0.2,0.7875,1822.53,209.365,1.245,164.938,47.28,0.824405,253087,6218.2,2.1704,7876.25,245.856,-85.6927,25.3259,0.300313,-0.431861,4.76642,-4567.74,36.2169,-1510.89,-543.576,43.8853,-380.11,1130.24,-53.1325,7.78837,-104.744
0.2,0.8,0.4,0.8,1,0.4,0.74,1824.65,209.412,1.195,167.065,45.1525,0.954787,253338,6226.4,1.92178,7737.9,222.11,-153.491,21.1602,0.329023,-1.58456,3.47584,-4432.55,-69.108,-1495.47,-619.647,37.378,-314.009,1066.59,-50.7521,6.31104,-23.6967
0.2,0.8,0.4,0.8,1,0.6,0.7,1827.06,209.452,1.065,169.377,42.84,0.857143,253493,6224.99,1.53962,7835.61,208.441,-119.72,21.918,0.17995,-1.91654,3.86667,-4413.61,-37.5626,-1374.93,-686.389,32.4442,-266.715,1019.23,-47.5033,5.01544,-65.7189
0.2,0.8,0.4,0.8,1,0.8,0.8225,1830.01,209.33,1.1375,172.278,39.94,0.913277,253147,6227.9,2.04872,7775.45,189.144,-115.39,20.4322,0.229981,-2.11353,3.16727,-4385.98,-7.33437,-1550.77,-531.985,40.2227,-225.302,978.717,-48.8628,6.47945,-25.9883
0.2,0.8,0.4,0.8,1,1,0.74,1832.44,209.412,1.0975,174.75,37.4675,0.864561,253373,6214.41,1.76741,7801.53,187.879,-134.989,27.2003,0.393835,-4.77193,4.43764,-4370.64,-51.8473,-1456.36,-617.05,35.6389,-238.039,992.842,-45.3841,5.93676,-38.3966
0.2,0.8,0.4,1,0.2,0.2,0.8875,1821.94,209.265,0.765,163.778,48.44,1.11764,253113,6200.57,1.14263,7834.91,245.806,-130.337,33.9973,0.336905,-7.31081,6.29524,-4500.59,-43.1282,-1580.01,-518.319,30.3281,-373.212,1128.7,-33.2755,5.79789,-84.0472
0.2,0.8,0.4,1,0.2,0.4,0.7125,1824.82,209.44,0.73,166.792,45.425,0.856986,253367,6229.55,1.14496,7816.4,242.115,-104.819,19.6356,0.215414,1.28105,3.79167,-4526.94,-23.9084,-1464.85,-637.555,20.5903,-377.876,1127.27,-28.7579,4.02982,-72.9492
0.2,0.8,0.4,1,0.2,0.6,0.8575,1827.98,209.295,0.6425,169.718,42.5,1.09994,252922,6203.22,1.19268,7830.56,217.323,-139.768,32.6787,0.362462,-3.86492,5.91353,-4398.08,-41.8051,-1665.88,-418.112,23.9052,-288.638,1041.06,-30.9584,4.26692,-67.6328
0.2,0.8,0.4,1,0.2,0.8,0.6675,1829.64,209.485,0.6675,171.595,40.6225,0.758841,253958,6223.02,0.939292,7901.72,187.91,-108.07,22.9486,0.295182,-4.07234,3.84409,-4360.54,-24.9295,-1131.85,-907.82,22.0664,-211.034,965.73,-26.6438,3.64359,-88.5067
0.2,0.8,0.4,1,0.2,1,0.845,1831.61,209.308,0.705,173.423,38.795,1.03356,253680,6214.38,0.990451,7860.76,176.193,-132.637,27.1305,0.31005,-4.21004,3.40674,-4298.27,-23.8379,-1263.94,-787.928,17.7952,-181.905,937.176,-28.2811,2.28273,-62.1688
0.2,0.8,0.4,1,0.4,0.2,0.72,1822.43,209.433,0.7875,164.458,47.76,0.92391,253770,6217.55,1.19533,7756.76,245.692,-114.61,25.6001,0.183459,-3.31519,4.96271,-4516.52,9.56385,-1253.23,-883.407,21.9894,-377.319,1130.14,-29.6218,4.09925,-44.9175
0.2,0.8,0.4,1,0.4,0.4,0.775,1824.7,209.377,0.7475,166.632,45.585,0.98183,253947,6213.67,1.52756,7849.14,242.599,-124.094,27.5137,0.454323,-2.88741,5.40263,-4509.98,-72.6461,-1188.92,-898.2,27.2409,-377.139,1129.09,-31.6168,5.17816,-89.5614
0.2,0.8,0.4,1,0.4,0.6,0.7625,1827.91,209.39,0.7975,169.898,42.32,0.873277,253921,6230.75,1.26466,7934.63,202.92,-133.09,19.0277,0.305169,0.907926,3.58747,-4391.83,-43.5501,-1115.9,-904.547,25.7509,-264.817,1014.79,-33.1988,4.65393,-112.466
0.2,0.8,0.4,1,0.4,0.8,0.745,1830.67,209.407,0.7225,172.602,39.615,0.786942,253036,6227.89,0.932826,7869.71,187.024,-79.8387,20.5002,0.299987,0.118935,3.46549,-4406.43,-28.6281,-1638.42,-415.122,24.7575,-227.765,978.649,-24.89,4.0157,-72.0607
0.2,0.8,0.4,1,0.4,1,0.695,1832.47,209.458,0.7625,174.49,37.7275,0.954361,253524,6214.2,1.11388,7846.49,181.763,-111.236,27.2602,0.325877,-4.4191,4.67357,-4346.02,-52.2897,-1397.86,-662.785,22.5926,-203.28,957.493,-29.6076,3.52409,-57.816
0.2,0.8,0.4,1,0.6,0.2,0.795,1822.31,209.357,0.995,164.46,47.7575,0.950351,253554,6220.06,2.07516,7901.99,259.322,-102.251,24.3341,0.364887,-8.2388,4.63187,-4576.89,-60.5624,-1358.01,-701.768,32.8665,-408.1,1166.17,-47.4438,5.6053,-124.347
0.2,0.8,0.4,1,0.6,0.4,0.8675,1825.32,209.285,0.965,167.375,44.8425,1.35834,253396,6203.26,1.99877,7740.97,223.401,-183.491,32.5316,0.446479,0.0823935,5.85126,-4395.47,-29.1215,-1395.4,-716.756,36.7468,-320.889,1069.42,-48.3828,5.91427,-25.8756
0.2,0.8,0.4,1,0.6,0.6,0.6725,1827.34,209.48,0.8375,169.458,42.76,0.787212,253446,6231.79,1.06877,7780.77,208.464,-103.586,18.5486,0.234868,-0.802174,3.09915,-4455.46,-19.8899,-1440.64,-664.365,27.9629,-294.531,1046.7,-30.3741,4.4797,-38.3085
0.2,0.8,0.4,1,0.6,0.8,0.77,1829.77,209.382,0.77,171.72,40.4975,0.904361,253695,6227.68,1.14496,7797.35,204.361,-88.37,20.5468,0.237694,-4.36281,3.45556,-4446.42,-34.7083,-1336.43,-756.504,27.6947,-269.091,1024.47,-35.5307,4.70619,-44.5496
0.2,0.8,0.4,1,0.6,1,0.7225,1832.27,209.43,0.7975,174.303,37.915,0.872675,253844,6232.45,1.19949,7872.95,183.677,-130.674,18.1798,0.261961,-0.38953,3.2746,-4343.6,-36.8444,-1185.46,-859.856,19.962,-217.865,969.448,-30.1692,3.65944,-72.0068
0.2,0.8,0.4,1,0.8,0.2,0.7725,1822.23,209.38,1.055,164.468,47.75,0.973177,253346,6222.05,1.85662,7935.67,273.491,-120.74,23.3273,0.408534,-2.02872,4.83521,-4602.1,-40.6919,-1403.64,-644.378,37.0618,-452.79,1204.45,-44.6448,7.21679,-148.274
0.2,0.8,0.4,1,0.8,0.4,0.7675,1825.85,209.385,0.9475,167.988,44.23,0.860595,253854,6210.46,1.41328,7779.32,217.782,-95.5005,29.18,0.421347,-1.80492,5.21902,-4467.39,-39.8774,-1261.29,-843.858,31.6418,-304.208,1055.26,-35.75,5.73391,-42.2427
0.2,0.8,0.4,1,0.8,0.6,0.7625,1827.36,209.39,0.875,169.423,42.795,0.91839,253670,6235.21,1.22744,7798.45,218.053,-130.201,16.7771,0.213346,0.0730263,3.64543,-4461.68,-23.0282,-1291.54,-804.784,29.3647,-325.215,1075.96,-34.1325,5.03195,-51.9432
0.2,0.8,0.4,1,0.8,0.8,0.7475,1829.04,209.405,0.9675,171.218,41,1.00626,253225,6224.05,1.47012,7754.54,203.96,-131.41,22.313,0.277487,0.476109,4.19048,-4394.97,-54.8006,-1563.65,-543.426,26.4919,-268.557,1018.36,-36.83,4.5188,-22.9398
0.2,0.8,0.4,1,0.8,1,0.83,1832.18,209.322,0.7975,174.105,38.1125,1.02366,253671,6214.34,1.36992,7827.74,191.253,-160.525,27.1577,0.348947,0.912632,4.63822,-4340.51,-100.336,-1319.57,-744.031,30.4138,-244.515,993.432,-37.2268,5.27848,-53.1873
0.2,0.8,0.4,1,1,0.2,0.735,1822.5,209.417,1.04,164.76,47.4575,0.907043,253597,6228.8,1.43699,7873.13,258.68,-106.133,19.9881,0.276291,-4.17905,4.1065,-4573.81,-41.0977,-1332.45,-746.976,29.898,-411.629,1166.17,-38.8174,6.04932,-109.597
