k1,k2,k3,k4,o1,o2,o3
0.04,0.035,0.045,0.1,6968.633333,625.9333333,277.4666667
0.04,0.035,0.045,0.3,8844.966667,0.133333333,16.13333333
0.04,0.035,0.05,0.03,9075.366667,7.566666667,19.96666667
0.04,0.035,0.05,0.1,9439.333333,0,8.766666667
0.04,0.035,0.05,0.3,9239.033333,0,10.76666667
0.04,0.035,0.055,0.03,9613.8,0,8.8
0.04,0.035,0.055,0.1,9685.433333,0.033333333,8.2
0.04,0.035,0.055,0.3,9807.066667,0,8.366666667
0.04,0.035,0.06,0.03,9971.3,0,7.633333333
0.04,0.035,0.06,0.1,9968.133333,0,7.4
0.04,0.035,0.06,0.3,9888.566667,0,7.4
0.04,0.04,0.03,0.03,1025.033333,1975.866667,351.4333333
0.04,0.04,0.03,0.1,1116.733333,1618.733333,579.9
0.04,0.04,0.03,0.3,1661.133333,813.4333333,769.2333333
0.04,0.04,0.035,0.03,2287.566667,1937.033333,416.1333333
0.04,0.04,0.035,0.1,2999.266667,1507.8,565.7333333
0.04,0.04,0.035,0.3,4063.466667,744.4333333,696.8666667
0.04,0.04,0.04,0.03,5947.033333,1017.666667,262.8666667
0.04,0.04,0.04,0.1,6383.033333,753.4333333,325.6
0.04,0.04,0.04,0.3,6682.733333,378.6,349.5
0.04,0.04,0.045,0.03,8297.933333,318.6333333,98.2
0.04,0.04,0.045,0.1,8893.833333,116.4666667,64.86666667
0.04,0.04,0.045,0.3,8992.733333,39.7,47.46666667
0.04,0.04,0.05,0.03,9213.133333,62.36666667,32.86666667
0.04,0.04,0.05,0.1,9353.8,0.133333333,10.76666667
0.04,0.04,0.05,0.3,9568.033333,0,9.2
0.04,0.04,0.055,0.03,9768.633333,0,8.066666667
0.04,0.04,0.055,0.1,9935.833333,0,8.533333333
0.04,0.04,0.055,0.3,9933.8,0,7.333333333
0.04,0.04,0.06,0.03,10047.56667,0,6.9
0.04,0.04,0.06,0.1,10012.23333,0,6.966666667
0.04,0.04,0.06,0.3,9955.066667,0,6.7
0.04,0.045,0.03,0.03,1791.3,1849.533333,345.5666667
0.04,0.045,0.03,0.1,1613.133333,1688.333333,641.3
0.04,0.045,0.03,0.3,2576.033333,828.4666667,803.7333333
0.04,0.045,0.035,0.03,3402.566667,1587.2,369.3
0.04,0.045,0.035,0.1,5089.433333,993.4666667,395.0666667
0.04,0.045,0.035,0.3,5551.366667,476.7333333,489
0.04,0.045,0.04,0.03,6975.833333,703.2,188.5
0.04,0.045,0.04,0.1,7627.333333,362,158.1
0.04,0.045,0.04,0.3,8450.066667,41.1,63.26666667
0.04,0.045,0.045,0.03,8797.333333,137.1666667,48.56666667
0.04,0.045,0.045,0.1,9325.033333,0,10.33333333
0.04,0.045,0.045,0.3,9269.1,0,10.06666667
0.04,0.045,0.05,0.03,9521,65.73333333,29.73333333
0.04,0.045,0.05,0.1,9632.666667,0,7.933333333
0.04,0.045,0.05,0.3,9732.966667,0,8
0.04,0.045,0.055,0.03,9982.533333,0,6.166666667
0.04,0.045,0.055,0.1,9935.366667,0,7.333333333
0.04,0.045,0.055,0.3,9960.533333,0,6.666666667
0.04,0.045,0.06,0.03,10124.46667,0,6.433333333
0.04,0.045,0.06,0.1,10170.83333,0,7.333333333
0.04,0.045,0.06,0.3,10282.43333,0,6.066666667
0.04,0.05,0.03,0.03,2002.4,1826.6,371.2333333
0.04,0.05,0.03,0.1,2205.733333,1549.766667,603.6
0.04,0.05,0.03,0.3,3928.8,555.9,644.9333333
0.04,0.05,0.035,0.03,4872.366667,1306.033333,328.5
0.04,0.05,0.035,0.1,6429.733333,716.4333333,297.5
0.04,0.05,0.035,0.3,6814.166667,244.5,276.5333333
0.04,0.05,0.04,0.03,8197.9,220.7666667,91.53333333
0.04,0.05,0.04,0.1,8111.4,226.4333333,109.4
0.04,0.05,0.04,0.3,8810.7,22.13333333,46.5
0.04,0.05,0.045,0.03,9232.9,2.9,13.23333333
0.04,0.05,0.045,0.1,9298.733333,118.3666667,53.2
0.04,0.05,0.045,0.3,9600.1,0,7.8
0.04,0.05,0.05,0.03,9796.966667,0,7.366666667
0.04,0.05,0.05,0.1,9924.266667,0,7.7
0.04,0.05,0.05,0.3,9931.8,0,6.633333333
0.04,0.05,0.055,0.03,9977.266667,0,7.3
0.04,0.05,0.055,0.1,10119.8,0,6.4
0.04,0.05,0.055,0.3,10043.8,0,6.466666667
0.04,0.05,0.06,0.03,10206.1,0,6.1
0.04,0.05,0.06,0.1,10222.5,0,5.833333333
0.04,0.05,0.06,0.3,10324.3,0,6.066666667
0.04,0.055,0.03,0.03,2391.866667,1754.366667,384.7666667
0.04,0.055,0.03,0.1,2788.8,1384.466667,610.0666667
0.04,0.055,0.03,0.3,4619.166667,462.9,556.4333333
0.04,0.055,0.035,0.03,6728.2,674.4666667,186.4
0.04,0.055,0.035,0.1,7481.633333,396.0333333,211.1
0.04,0.055,0.035,0.3,8184.166667,25.23333333,49.4
0.04,0.055,0.04,0.03,8817.933333,81.76666667,39.46666667
0.04,0.055,0.04,0.1,8938.4,60.5,34.66666667
0.04,0.055,0.04,0.3,9199.766667,18.13333333,28.6
0.04,0.055,0.045,0.03,9376.233333,64.5,32.06666667
0.04,0.055,0.045,0.1,9638.633333,0.033333333,8.333333333
0.04,0.055,0.045,0.3,9563.8,0,7.633333333
0.04,0.055,0.05,0.03,9848.433333,0,7.533333333
0.04,0.055,0.05,0.1,9958.066667,0,6.6
0.04,0.055,0.05,0.3,10020.73333,0,7.466666667
0.04,0.055,0.055,0.03,10095.3,0,5.7
0.04,0.055,0.055,0.1,10141.06667,0,6.6
0.04,0.055,0.055,0.3,10145.5,0,5.6
0.04,0.055,0.06,0.03,10330.8,0,4.5
0.04,0.055,0.06,0.1,10180.9,0,5.433333333
0.04,0.055,0.06,0.3,10321.63333,0,5.2
0.04,0.06,0.03,0.03,3245.4,1658.666667,396.6333333
0.04,0.06,0.03,0.1,4985.4,846.4666667,395.7333333
0.04,0.06,0.03,0.3,5017.966667,397.6333333,536.6333333
0.04,0.06,0.035,0.03,7252.833333,614.3666667,162.5
0.04,0.06,0.035,0.1,7601.866667,275.5,152
0.04,0.06,0.035,0.3,8735.933333,23.36666667,41
0.04,0.06,0.04,0.03,9166.9,71.16666667,28.96666667
0.04,0.06,0.04,0.1,9361.033333,0.033333333,8.633333333
0.04,0.06,0.04,0.3,9457.533333,0.033333333,8.566666667
0.04,0.06,0.045,0.03,9813.633333,0,7.1
0.04,0.06,0.045,0.1,9814.233333,0,7.566666667
0.04,0.06,0.045,0.3,9709.1,0,7.8
0.04,0.06,0.05,0.03,9955.266667,0,6.566666667
0.04,0.06,0.05,0.1,10009.4,0,7.266666667
0.04,0.06,0.05,0.3,10093.2,0,6.066666667
0.04,0.06,0.055,0.03,10293.66667,0,5.6
0.04,0.06,0.055,0.1,10153.83333,0,5.933333333
0.04,0.06,0.055,0.3,10223.2,0,6.3
0.04,0.06,0.06,0.03,10423.8,0,5
0.04,0.06,0.06,0.1,10313.5,0,6.033333333
0.04,0.06,0.06,0.3,10304.33333,0,5.366666667
0.045,0.02,0.03,0.03,291.2666667,1947.866667,177.1666667
0.045,0.02,0.03,0.1,516.0333333,1743.966667,319.0666667
0.045,0.02,0.03,0.3,445.8333333,1063.566667,495.6333333
0.045,0.02,0.035,0.03,542.7,2091.9,221.0666667
0.045,0.02,0.035,0.1,595.9,1807.833333,363.3666667
0.045,0.02,0.035,0.3,824.8333333,1244.6,601.1333333
0.045,0.02,0.04,0.03,765.9,2166.8,276.3333333
0.045,0.02,0.04,0.1,1086.7,1899.133333,423.4
0.045,0.02,0.04,0.3,1355.466667,1366.6,684.3
0.045,0.02,0.045,0.03,1535.1,2204.2,363.8666667
0.045,0.02,0.045,0.1,1506.833333,1940.966667,490.0666667
0.045,0.02,0.045,0.3,2090.4,1380.866667,710.1333333
0.045,0.02,0.05,0.03,2645.333333,1942.7,396.5666667
0.045,0.02,0.05,0.1,2864.466667,1813.733333,514.2666667
0.045,0.02,0.05,0.3,3019.466667,1388.666667,773.3
0.045,0.02,0.055,0.03,4450.133333,1664.366667,369.7333333
0.045,0.02,0.055,0.1,4718.866667,1399.3,445.7333333
0.045,0.02,0.055,0.3,5703.133333,800,479.0666667
0.045,0.02,0.06,0.03,6522.1,1057.4,260.2666667
0.045,0.02,0.06,0.1,7494.866667,559.1,197
0.045,0.02,0.06,0.3,7938.433333,260.3333333,175.4333333
0.045,0.025,0.03,0.03,299.8333333,1867.966667,219.3
0.045,0.025,0.03,0.1,422,1644.5,356.2333333
0.045,0.025,0.03,0.3,581.3666667,954.0666667,573.0333333
0.045,0.025,0.035,0.03,660.3666667,2045.6,256.9
0.045,0.025,0.035,0.1,796.7666667,1820.233333,442.1
0.045,0.025,0.035,0.3,974.3333333,1106.433333,668.5
0.045,0.025,0.04,0.03,1235.733333,2156.2,352.8666667
0.045,0.025,0.04,0.1,1402.766667,1896.4,500.3666667
0.045,0.025,0.04,0.3,1736.1,1270.366667,759.3333333
0.045,0.025,0.045,0.03,2033.2,2074.5,409.0666667
0.045,0.025,0.045,0.1,2385.633333,1852.9,540.7
0.045,0.025,0.045,0.3,3256.7,1042.133333,675.1333333
0.045,0.025,0.05,0.03,4165.633333,1636.9,361.5666667
0.045,0.025,0.05,0.1,4049.766667,1571.166667,522.4666667
0.045,0.025,0.05,0.3,5497.766667,807.1,532.3333333
0.045,0.025,0.055,0.03,6847.6,898.8333333,239.4666667
0.045,0.025,0.055,0.1,6821,689.5333333,259
0.045,0.025,0.055,0.3,7641.666667,216.7333333,164.1666667
0.045,0.025,0.06,0.03,8220.933333,346,93.13333333
0.045,0.025,0.06,0.1,9221.733333,5.033333333,16.66666667
0.045,0.025,0.06,0.3,8636.5,79,72.83333333
0.045,0.03,0.03,0.03,522.3333333,1946.7,253.7333333
0.045,0.03,0.03,0.1,503.7666667,1560.4,408.9333333
0.045,0.03,0.03,0.3,885.1666667,944.9333333,665.7666667
0.045,0.03,0.035,0.03,886.9,2119.766667,303.1333333
0.045,0.03,0.035,0.1,966.8,1696.633333,473.2666667
0.045,0.03,0.035,0.3,1494.766667,1079.8,746.3
0.045,0.03,0.04,0.03,1405.966667,2135,372.8
0.045,0.03,0.04,0.1,1385.233333,1817.166667,551.2333333
0.045,0.03,0.04,0.3,2738.833333,1063.233333,765.6666667
0.045,0.03,0.045,0.03,3027.066667,1930.366667,391.1666667
0.045,0.03,0.045,0.1,3722.933333,1470.933333,506.4
0.045,0.03,0.045,0.3,4586.566667,857.6,598.8666667
0.045,0.03,0.05,0.03,6343.566667,1089.333333,275.2666667
0.045,0.03,0.05,0.1,6071.7,904.2666667,346.9333333
0.045,0.03,0.05,0.3,7558.833333,268.8,223.7666667
0.045,0.03,0.055,0.03,7884.166667,408.1,122.3
0.045,0.03,0.055,0.1,8740.733333,62.8,43.9
0.045,0.03,0.055,0.3,9110.4,1.033333333,16.7
0.045,0.03,0.06,0.03,8795.033333,206.0666667,62.33333333
0.045,0.03,0.06,0.1,9192.033333,111.2666667,64.33333333
0.045,0.03,0.06,0.3,9345.766667,0,9.633333333
0.045,0.035,0.03,0.03,481.0666667,1953.8,302.9666667
0.045,0.035,0.03,0.1,618.9,1547.166667,463.5666667
0.045,0.035,0.03,0.3,992.8333333,742.5666667,657.2
0.045,0.035,0.035,0.03,781.6666667,2039.5,338.0666667
0.045,0.035,0.035,0.1,1004.933333,1689.233333,530.5666667
0.045,0.035,0.035,0.3,1615.233333,1011.266667,801.3666667
0.045,0.035,0.04,0.03,2372.333333,1917.633333,372.9
0.045,0.035,0.04,0.1,2760.733333,1575.3,530.2666667
0.045,0.035,0.04,0.3,4118.5,841.3,674.2333333
0.045,0.035,0.045,0.03,5025.866667,1253.4,307.4333333
0.045,0.035,0.045,0.1,4853.366667,1122.1,441.0666667
0.045,0.035,0.045,0.3,6140.766667,410.2333333,368.6333333
0.045,0.035,0.05,0.03,7497.7,514.9333333,143.7333333
0.045,0.035,0.05,0.1,8101.1,301.1333333,120.9333333
0.045,0.035,0.05,0.3,8375.9,114.6,112.9333333
0.045,0.035,0.055,0.03,8857.933333,114.9333333,46.63333333
0.045,0.035,0.055,0.1,9169.8,0.766666667,12.8
0.045,0.035,0.055,0.3,9196.733333,0,12.8
0.045,0.035,0.06,0.03,9444.533333,6.533333333,13.86666667
0.045,0.035,0.06,0.1,9738.733333,0,7.466666667
0.045,0.035,0.06,0.3,9524.1,0,7.766666667
0.045,0.04,0.03,0.03,602.5,1961.8,316.4
0.045,0.04,0.03,0.1,734.3333333,1555.566667,501.2
0.045,0.04,0.03,0.3,1134.666667,704.2666667,727
0.045,0.04,0.035,0.03,1252.966667,2079,406.5
0.045,0.04,0.035,0.1,1523.533333,1700.333333,624.3666667
0.045,0.04,0.035,0.3,3051,819.0666667,763.8333333
0.045,0.04,0.04,0.03,3566.9,1712.3,371.8666667
0.045,0.04,0.04,0.1,3951.933333,1265.533333,485.6333333
0.045,0.04,0.04,0.3,4813.233333,618.2,584.2
0.045,0.04,0.045,0.03,6714.333333,820.5333333,214.2333333
0.045,0.04,0.045,0.1,7005.4,450.6,197.0333333
0.045,0.04,0.045,0.3,7866.5,128.6666667,131.0333333
0.045,0.04,0.05,0.03,8290.566667,257.8666667,102.4666667
0.045,0.04,0.05,0.1,8763.966667,162.5,78.3
0.045,0.04,0.05,0.3,9107.933333,0,12.03333333
0.045,0.04,0.055,0.03,9474.833333,0,8.733333333
0.045,0.04,0.055,0.1,9546.9,0,8.933333333
0.045,0.04,0.055,0.3,9564.833333,0,7.933333333
0.045,0.04,0.06,0.03,9904.5,0,7.033333333
0.045,0.04,0.06,0.1,9784.733333,0,7.6
0.045,0.04,0.06,0.3,9831.833333,0,8.1
0.045,0.045,0.03,0.03,840.8666667,1985.7,362.4666667
0.045,0.045,0.03,0.1,894.2,1585.533333,544.6333333
0.045,0.045,0.03,0.3,1728.633333,735.7666667,782.4666667
0.045,0.045,0.035,0.03,1569.333333,2078.4,423.2333333
0.045,0.045,0.035,0.1,2199.966667,1393.433333,520.4
0.045,0.045,0.035,0.3,3589,665.0666667,677.6333333
0.045,0.045,0.04,0.03,4416.533333,1407.2,358.1333333
0.045,0.045,0.04,0.1,5750.866667,727.5333333,301.9666667
0.045,0.045,0.04,0.3,6990.3,242.2,268.7
0.045,0.045,0.045,0.03,7333.133333,567.3,158.1333333
0.045,0.045,0.045,0.1,7584.533333,342.3333333,167
0.045,0.045,0.045,0.3,8732.366667,14.1,27.86666667
0.045,0.045,0.05,0.03,9026.966667,119.5333333,44.86666667
0.045,0.045,0.05,0.1,9202.066667,53.66666667,35.23333333
0.045,0.045,0.05,0.3,9361.233333,0,8.8
0.045,0.045,0.055,0.03,9676.333333,0,8
0.045,0.045,0.055,0.1,9663.166667,0.466666667,9.333333333
0.045,0.045,0.055,0.3,9720.866667,0,7.1
0.045,0.045,0.06,0.03,9951.433333,0,7.066666667
0.045,0.045,0.06,0.1,9889.033333,0,7.466666667
0.045,0.045,0.06,0.3,9974.866667,0,7.233333333
0.045,0.05,0.03,0.03,1067.366667,2010.5,368.1333333
0.045,0.05,0.03,0.1,1065.3,1534.766667,602.6333333
0.045,0.05,0.03,0.3,2425.766667,646.9666667,720.4666667
0.045,0.05,0.035,0.03,2252.233333,1924.133333,438.9
0.045,0.05,0.035,0.1,3210,1356,564.2666667
0.045,0.05,0.035,0.3,5002.333333,459.0333333,536.2666667
0.045,0.05,0.04,0.03,6683.3,679.8333333,197.1
0.045,0.05,0.04,0.1,6581.333333,641.0333333,286.5
0.045,0.05,0.04,0.3,7686.566667,114.4,134.4666667
0.045,0.05,0.045,0.03,8251.366667,279.0666667,85.06666667
0.045,0.05,0.045,0.1,8571.5,48.76666667,42
0.045,0.05,0.045,0.3,9134,0,9.4
0.045,0.05,0.05,0.03,9324.733333,67.5,27.96666667
0.045,0.05,0.05,0.1,9130.166667,56,38.7
0.045,0.05,0.05,0.3,9525.666667,0,7.833333333
0.045,0.05,0.055,0.03,9815.233333,0,7.166666667
0.045,0.05,0.055,0.1,9649.466667,0,7.466666667
0.045,0.05,0.055,0.3,9940.733333,0,7
0.045,0.05,0.06,0.03,9992.633333,0,7
0.045,0.05,0.06,0.1,10068.16667,0,5.4
0.045,0.05,0.06,0.3,10057.06667,0,6.166666667
0.045,0.055,0.03,0.03,1138.733333,1889.733333,416.7333333
0.045,0.055,0.03,0.1,1681.666667,1453.033333,612.0333333
0.045,0.055,0.03,0.3,2909.4,606.2333333,748.0333333
0.045,0.055,0.035,0.03,3768.9,1388.733333,364.1
0.045,0.055,0.035,0.1,4158.266667,1142.133333,534.7333333
0.045,0.055,0.035,0.3,5927.266667,310.3,398.8333333
0.045,0.055,0.04,0.03,6911.6,684.3333333,187.3333333
0.045,0.055,0.04,0.1,7549.033333,309.8333333,162.4333333
0.045,0.055,0.04,0.3,8120.866667,87.76666667,116.3333333
0.045,0.055,0.045,0.03,9112.366667,74.43333333,24.2
0.045,0.055,0.045,0.1,8994.6,62.2,31.33333333
0.045,0.055,0.045,0.3,9324.8,0,8.233333333
0.045,0.055,0.05,0.03,9645.4,0,7.7
0.045,0.055,0.05,0.1,9622.433333,0,7.8
0.045,0.055,0.05,0.3,9757.9,0,7.4
0.045,0.055,0.055,0.03,9813.9,0,6.733333333
0.045,0.055,0.055,0.1,9843.233333,0,6.566666667
0.045,0.055,0.055,0.3,9921.7,0,6.4
0.045,0.055,0.06,0.03,10073.86667,0,5.966666667
0.045,0.055,0.06,0.1,10130.73333,0,6.1
0.045,0.055,0.06,0.3,10126.8,0,7.233333333
0.045,0.06,0.03,0.03,1654.166667,1944.666667,445.8666667
0.045,0.06,0.03,0.1,2285.5,1359.533333,630
0.045,0.06,0.03,0.3,3312.366667,489.5333333,675.6666667
0.045,0.06,0.035,0.03,5040.033333,1175.533333,306.9666667
0.045,0.06,0.035,0.1,4751.733333,969.5666667,475.4
0.045,0.06,0.035,0.3,6831.6,204.9333333,271.3
0.045,0.06,0.04,0.03,8333,204.4333333,71.86666667
0.045,0.06,0.04,0.1,8561.1,107.7,65.66666667
0.045,0.06,0.04,0.3,8881.733333,0,11.43333333
0.045,0.06,0.045,0.03,9417.4,0.2,8.433333333
0.045,0.06,0.045,0.1,9348.9,0.166666667,9.7
0.045,0.06,0.045,0.3,9579.633333,0,7.9
0.045,0.06,0.05,0.03,9651.766667,0,7.1
0.045,0.06,0.05,0.1,9805.766667,0,7.3
0.045,0.06,0.05,0.3,9871.6,0,6.3
0.045,0.06,0.055,0.03,9960.3,0,7.066666667
0.045,0.06,0.055,0.1,9970.866667,0,6.366666667
0.045,0.06,0.055,0.3,9962.5,0,5.833333333
0.045,0.06,0.06,0.03,10202.8,0,5.466666667
0.045,0.06,0.06,0.1,10177.4,0,5.666666667
0.045,0.06,0.06,0.3,10193.33333,0,6.6
0.05,0.02,0.03,0.03,191.6,1770.133333,165.1333333
0.05,0.02,0.03,0.1,211.9,1538.9,283.3333333
0.05,0.02,0.03,0.3,270.8333333,825.1,431.5333333
0.05,0.02,0.035,0.03,472.9,2017.066667,206.6666667
0.05,0.02,0.035,0.1,453.2333333,1773.7,332.8
0.05,0.02,0.035,0.3,523.7666667,1172.433333,562.9333333
0.05,0.02,0.04,0.03,694.8666667,2117.466667,247.8333333
0.05,0.02,0.04,0.1,679.5666667,1902.533333,382.0333333
0.05,0.02,0.04,0.3,935.8666667,1296.066667,608.3666667
0.05,0.02,0.045,0.03,957.5666667,2188.266667,309.7333333
0.05,0.02,0.045,0.1,1147.133333,1952.7,425
0.05,0.02,0.045,0.3,1616.133333,1435.866667,691.6666667
0.05,0.02,0.05,0.03,1640.7,2103.7,365.1
0.05,0.02,0.05,0.1,1587.033333,1948.166667,479.5666667
0.05,0.02,0.05,0.3,2563.8,1476.4,759.4666667
0.05,0.02,0.055,0.03,2268,2158.7,434.5333333
0.05,0.02,0.055,0.1,3033.033333,1779.933333,504.5666667
0.05,0.02,0.055,0.3,3043.6,1418.266667,740.5666667
0.05,0.02,0.06,0.03,4466.333333,1603.866667,376.7666667
0.05,0.02,0.06,0.1,4303.9,1404.633333,444.6666667
0.05,0.02,0.06,0.3,5475.166667,928.4333333,523.6
0.05,0.025,0.03,0.03,270.7666667,1864,210.5333333
0.05,0.025,0.03,0.1,264.0333333,1461.366667,311.9
0.05,0.025,0.03,0.3,496.4333333,870.1666667,534.8333333
0.05,0.025,0.035,0.03,518.9333333,2008.366667,239.7333333
0.05,0.025,0.035,0.1,629.2666667,1747.566667,383.3
0.05,0.025,0.035,0.3,774.6333333,1063.5,631.9333333
0.05,0.025,0.04,0.03,895.4333333,2086.4,295.9
0.05,0.025,0.04,0.1,958.7,1856.733333,445.8666667
0.05,0.025,0.04,0.3,1428.433333,1170.5,698.8
0.05,0.025,0.045,0.03,1232.8,2137.2,351.8666667
0.05,0.025,0.045,0.1,1436.733333,1905.133333,510.5
0.05,0.025,0.045,0.3,1736.4,1316.1,772.2666667
0.05,0.025,0.05,0.03,2163.133333,2166.8,408.4333333
0.05,0.025,0.05,0.1,1981.366667,1899.666667,569.2666667
0.05,0.025,0.05,0.3,3713.566667,1097.666667,698.9333333
0.05,0.025,0.055,0.03,3886.066667,1776.4,392.3666667
0.05,0.025,0.055,0.1,5285.3,1273.866667,419.0666667
0.05,0.025,0.055,0.3,5433.066667,697.4333333,492.7333333
0.05,0.025,0.06,0.03,6147.466667,1046.966667,257.3666667
0.05,0.025,0.06,0.1,6373.866667,790.3,306.1
0.05,0.025,0.06,0.3,7167.2,403.7,279.5
0.05,0.03,0.03,0.03,389.3666667,1880.3,227.2333333
0.05,0.03,0.03,0.1,335.0666667,1496.433333,372.0333333
0.05,0.03,0.03,0.3,545.4666667,762.9,559.9333333
0.05,0.03,0.035,0.03,522.5333333,1934.933333,265
0.05,0.03,0.035,0.1,700.9333333,1611.366667,423.2666667
0.05,0.03,0.035,0.3,1048.266667,986.2333333,698.0666667
0.05,0.03,0.04,0.03,1041.433333,2103.366667,320.5333333
0.05,0.03,0.04,0.1,1302.166667,1796.866667,507.1666667
0.05,0.03,0.04,0.3,1632.2,1084.133333,744.3333333
0.05,0.03,0.045,0.03,1994.966667,2168.933333,402
0.05,0.03,0.045,0.1,2262.5,1716.233333,527.6666667
0.05,0.03,0.045,0.3,2667.266667,1099.166667,774.4
0.05,0.03,0.05,0.03,3627.533333,1700.9,388.9666667
0.05,0.03,0.05,0.1,3604.7,1445.7,503.6333333
0.05,0.03,0.05,0.3,4770.7,818.6,606.6666667
0.05,0.03,0.055,0.03,5775.466667,1142.566667,320.6333333
0.05,0.03,0.055,0.1,5955.866667,923.9333333,342.2
0.05,0.03,0.055,0.3,7705.4,212.6666667,178.1
0.05,0.03,0.06,0.03,7576.333333,539.9333333,167.6
0.05,0.03,0.06,0.1,8227.4,294.2,123.4333333
0.05,0.03,0.06,0.3,8849.566667,26.93333333,30.4
0.05,0.035,0.03,0.03,342.9666667,1864.033333,245.8666667
0.05,0.035,0.03,0.1,424.1,1454.166667,416.8666667
0.05,0.035,0.03,0.3,818.4666667,636.2333333,580.1
0.05,0.035,0.035,0.03,639.1333333,2089.433333,314.9666667
0.05,0.035,0.035,0.1,852.1333333,1655.033333,487.1666667
0.05,0.035,0.035,0.3,1252,881.0666667,737
0.05,0.035,0.04,0.03,1227.2,2089.466667,371.4666667
0.05,0.035,0.04,0.1,1639.766667,1736.266667,542.6
0.05,0.035,0.04,0.3,2169.633333,998.9,798.8
0.05,0.035,0.045,0.03,2477.166667,1984.466667,402.7
0.05,0.035,0.045,0.1,4007.2,1402.333333,472.9333333
0.05,0.035,0.045,0.3,4292.566667,821.8,632.2
0.05,0.035,0.05,0.03,5887.4,977.1333333,247.7
0.05,0.035,0.05,0.1,5472.033333,958.5,371.5
0.05,0.035,0.05,0.3,6480.3,402.7666667,340.2
0.05,0.035,0.055,0.03,8273.833333,199.9333333,60.5
0.05,0.035,0.055,0.1,8400.633333,199.0666667,85.73333333
0.05,0.035,0.055,0.3,8244.566667,108.3666667,111.6
0.05,0.035,0.06,0.03,8320.433333,346.1,100.6333333
0.05,0.035,0.06,0.1,9057.9,38.5,26.76666667
0.05,0.035,0.06,0.3,9130.166667,0.033333333,11.2
0.05,0.04,0.03,0.03,521.4666667,1884.1,279.8
0.05,0.04,0.03,0.1,464,1385.5,453.0666667
0.05,0.04,0.03,0.3,1032.5,715.6333333,670.0666667
0.05,0.04,0.035,0.03,990.8666667,2058.2,350.8666667
0.05,0.04,0.035,0.1,1059.8,1604.466667,543.3666667
0.05,0.04,0.035,0.3,1929.433333,901.5666667,774.2333333
0.05,0.04,0.04,0.03,2363.266667,1988.933333,395.9
0.05,0.04,0.04,0.1,3109.933333,1372.266667,508.2
0.05,0.04,0.04,0.3,3754.033333,687.6666667,657.5
0.05,0.04,0.045,0.03,3907,1486.5,335.1333333
0.05,0.04,0.045,0.1,5393.133333,910.4666667,373.8333333
0.05,0.04,0.045,0.3,5857.733333,434.0666667,420.7333333
0.05,0.04,0.05,0.03,6279.4,901.1666667,251.4
0.05,0.04,0.05,0.1,7341.6,416.7,178.2
0.05,0.04,0.05,0.3,7957.133333,75.23333333,109.8333333
0.05,0.04,0.055,0.03,8176.3,312.9666667,96.7
0.05,0.04,0.055,0.1,8551.933333,125.7666667,65.56666667
0.05,0.04,0.055,0.3,9067.466667,39.5,42.53333333
0.05,0.04,0.06,0.03,9495.966667,0.3,10.03333333
0.05,0.04,0.06,0.1,9414.166667,0.1,9.166666667
0.05,0.04,0.06,0.3,9449.466667,0,9.066666667
0.05,0.045,0.03,0.03,666.8333333,1904.666667,323.7666667
0.05,0.045,0.03,0.1,494.6,1384.7,484.6333333
0.05,0.045,0.03,0.3,1199.733333,629.6666667,665.4666667
0.05,0.045,0.035,0.03,1100.4,2058.2,376
0.05,0.045,0.035,0.1,1325.033333,1636.866667,589.0666667
0.05,0.045,0.035,0.3,1867.4,812.2,796.6666667
0.05,0.045,0.04,0.03,2610.466667,1798.533333,384.2666667
0.05,0.045,0.04,0.1,2997.466667,1597.133333,617.6666667
0.05,0.045,0.04,0.3,4392.9,616.1,593.2666667
0.05,0.045,0.045,0.03,4512.766667,1472.9,367.5666667
0.05,0.045,0.045,0.1,5860.566667,837.3666667,360.3
0.05,0.045,0.045,0.3,7873.066667,116.4666667,130.5
0.05,0.045,0.05,0.03,7407.933333,595.3666667,178.3
0.05,0.045,0.05,0.1,8614.6,58.63333333,35.8
0.05,0.045,0.05,0.3,8548.266667,86.33333333,118.2666667
0.05,0.045,0.055,0.03,9112.266667,67.33333333,28.3
0.05,0.045,0.055,0.1,9240.433333,26.46666667,22.93333333
0.05,0.045,0.055,0.3,9307.466667,0.033333333,9.766666667
0.05,0.045,0.06,0.03,9668.966667,14.73333333,14.2
0.05,0.045,0.06,0.1,9613.433333,0,7.133333333
0.05,0.045,0.06,0.3,9742.233333,0,6.866666667
0.05,0.05,0.03,0.03,650.7666667,1950.533333,334
0.05,0.05,0.03,0.1,782.9333333,1429.2,532.2333333
0.05,0.05,0.03,0.3,1294.8,590.2,706.0666667
0.05,0.05,0.035,0.03,1352.533333,2052.333333,393.5
0.05,0.05,0.035,0.1,1305,1639.933333,639.7666667
0.05,0.05,0.035,0.3,4232.333333,508.8,578.4333333
0.05,0.05,0.04,0.03,3748.9,1523.7,352.2333333
0.05,0.05,0.04,0.1,4392.133333,1102.8,460.6
0.05,0.05,0.04,0.3,5992.8,316.5666667,353.0666667
0.05,0.05,0.045,0.03,7667.333333,359.0333333,112.3
0.05,0.05,0.045,0.1,6592.533333,575.4,251.7
0.05,0.05,0.045,0.3,7946.833333,100.3333333,136.4
0.05,0.05,0.05,0.03,8773.766667,79.23333333,32.16666667
