1.135235870341927134e-01,9.459582821096930161e-01,4.747893419923633340e-01,9.244121652752421703e-01,9.558879972315388329e-01,1.536985897630170905e-01
8.657435673124076470e-01,4.330076331095408793e-02,4.617660762383432593e-02,8.292280731641021863e-01,8.229147371394437416e-01,2.582781748717882797e-01
8.638177802746382916e-01,7.842238436586768113e-03,2.536317141029229005e-02,9.017500775335033358e-01,8.681306347874020446e-01,1.625996648691636903e-01
9.916111771127916752e-02,8.537563493193749409e-01,4.954488080537073902e-01,9.050939269502866757e-01,9.348466729664981489e-01,1.608858330423928451e-01
4.038742727128707966e-02,3.837862838949741562e-01,5.399608960169537397e-01,9.501137461943836016e-01,9.553544665765594246e-01,1.263511408574908845e-01
9.447966415831149378e-01,-9.569800195584066138e-04,5.708293372308187452e-03,9.398051140034603401e-01,9.269121944714271422e-01,1.234816284968843492e-01
3.384169889416177024e-01,2.784099372308584397e-01,7.676080482385980730e-01,7.882657540589690370e-01,4.890426756972445776e-01,3.677122005911349634e-01
7.222920050653593993e-01,1.834508384171606998e-01,1.548389914348106966e-01,5.060749606284826729e-01,5.792786880015672324e-01,6.030782691331636469e-01
9.988914712608039093e-01,-5.691129116082327410e-03,-5.443406078506546342e-03,9.431094016582526329e-01,9.359927870262561012e-01,1.233734283473419679e-01
5.657171613680596067e-01,1.324464080592497872e-01,3.996101339073159786e-01,6.842709582740336138e-01,1.131136728559259952e-01,5.827402802114095559e-01
1.034546217461815854e+00,-9.667686359700222720e-03,-1.185782161933693346e-02,9.438992139366011447e-01,9.395999642892334247e-01,1.231534535004792236e-01
1.833222316368547378e-01,8.061904988839041497e-01,5.176317006689989952e-01,6.975400255280816975e-01,8.173413802780631343e-01,2.865672353695919439e-01
5.719010387540159890e-01,3.903079616807678676e-01,4.214803920317684027e-01,3.123858737402155361e-01,2.418568465502550224e-01,9.938220737088899748e-01
7.992836145613815280e-01,3.898940397579075956e-02,8.181393321384822226e-02,8.377402335895649532e-01,7.344483899628230228e-01,2.688034065850610776e-01
1.681496690549968143e-01,6.927495653877624449e-01,7.178359129671753047e-01,8.491618891409520309e-01,8.812703250079518824e-01,2.057953709990771873e-01
1.298889095205360833e-01,6.088892545270037093e-01,7.598512178631945391e-01,9.024343680030771919e-01,9.206520841499465924e-01,1.650710702263636365e-01
2.464687187882284858e-01,8.444869059734783079e-01,4.787540600765667342e-01,5.783242663988600318e-01,7.416879213232194790e-01,3.762106533865259839e-01
9.477984118569767746e-01,-1.214948900087220451e-03,5.084302116352773515e-03,9.399961455241793162e-01,9.274292305836921990e-01,1.234764461865107965e-01
7.223237567314404473e-01,1.686925924590870485e-01,1.452134252754234134e-01,5.161419166787137858e-01,5.877307520337473612e-01,5.763076081243467819e-01
9.009784935598332822e-01,2.117518512448907098e-02,2.455571538238612850e-02,8.722494101732017890e-01,8.643021294270962773e-01,2.026839628673032523e-01
7.960407951773431634e-01,5.021626209013399511e-02,1.345810015988514186e-01,7.817683987475960716e-01,6.433924197953948543e-01,4.233438813169422832e-01
1.412567409148555164e-01,9.014136188395711624e-01,4.880940908608918383e-01,8.320737217465584701e-01,9.004164322172243384e-01,2.018023033984343850e-01
1.760473427277982617e-01,5.309555920880029145e-01,9.071211267273898704e-01,9.551357564277426215e-01,9.419757725739579257e-01,1.487532354173534965e-01
8.967524391533754358e-01,1.891980867394560395e-03,1.979738986692647362e-02,9.471512206586542026e-01,9.057668524975956981e-01,1.273898158844836981e-01
1.019879007249516079e+00,-7.588968896265202435e-03,-9.703223058003918045e-03,9.442923320399485565e-01,9.393461496371515729e-01,1.233208407343654306e-01
9.403071915434089156e-01,-3.370765623789129251e-04,6.385677374853487853e-03,9.398989096770854479e-01,9.267890508025080631e-01,1.235300220954179129e-01
5.927792306486501239e-01,3.973297203831793745e-01,3.510513294756466007e-01,2.900791301205266071e-01,3.791264938293469333e-01,9.210502701465309583e-01
8.345343036184570407e-01,7.403999341659170397e-02,7.390310054207607782e-02,7.413686865647796109e-01,7.610109205374420149e-01,3.549166328356461730e-01
