9.495111600526862095e-01,5.241240124913401077e-01,-4.050701502439621460e-03,9.489134104907784861e-01,5.239359626064283848e-01,4.965343276769625114e-03,9.890400332015927276e-01,1.461723358874200684e-01,6.801761308733887332e-03,9.880920152125354239e-01,1.759197194351026228e-01,8.344769726263676080e-03
3.471240077108206368e-01,6.354990247198776254e-01,2.258442235732395498e-02,3.581069351545478341e-01,6.386593059407186246e-01,1.798581094429379384e-02,7.722897250226213872e-01,1.697751390236516000e-01,9.355944473924611079e-03,7.127289546204116366e-01,2.676013931143468860e-01,1.142233738394756309e-01
7.530382323050656135e-01,9.199415794666533364e-01,9.664049826083723205e-03,7.490301316650765928e-01,9.190072316901727323e-01,3.596888540111913002e-03,9.389573353484392815e-01,2.536889661091357162e-01,4.380759414420646800e-03,9.317666890977687189e-01,2.307637229443586513e-01,1.198556667296236944e-02
8.222144885129201164e-01,9.749131529900375570e-01,7.021835565879111507e-03,8.145049798039698530e-01,9.788934211762562176e-01,3.609734780479163796e-03,9.557606350492107161e-01,2.556280203493021541e-01,4.680282866083044710e-03,9.500660617484784076e-01,2.452855646306459081e-01,2.116437812786049755e-02
9.327358387697819442e-01,1.550799418361172299e-01,-6.123678052150083317e-05,9.320392320278033660e-01,1.583682708569111308e-01,-4.167976669633768894e-04,9.777442378539908940e-01,4.352277180656095867e-02,8.881803111790553124e-04,9.810742872927402658e-01,7.007944192711106079e-02,-2.911631127102284888e-03
9.067092364294622175e-01,1.479667089144252878e-01,4.895301392300696608e-03,9.015990013574953776e-01,1.502016176043129703e-01,6.578946881462065244e-03,9.728088609944121057e-01,4.542597429533835884e-02,1.066250836387310462e-02,9.800910519264749432e-01,7.543143324940451699e-02,5.614804860983035883e-05
8.833475963493702121e-01,1.738110135950431123e-01,2.257346610244764795e-04,8.862763273453128088e-01,1.700042188957509026e-01,4.661725243280727404e-03,9.841605275648416251e-01,4.206921905638986992e-02,2.988298089935849042e-03,9.761655650244358551e-01,7.406622809454553591e-02,1.015460747359493709e-02
9.458509493463445050e-01,3.222615540944065438e-02,2.380918315539701235e-03,9.542523282436315979e-01,3.614960460496428885e-02,2.636119176495858862e-03,9.866139129567506050e-01,1.314192386474226371e-02,1.479967048673853577e-03,9.833336755377586336e-01,2.977651915761139398e-02,1.748382315727291247e-02
9.459405453173004297e-01,6.638408120354641340e-02,-2.559537131746475458e-04,9.491590021704533475e-01,6.471907331151703635e-02,1.333340570702910843e-03,9.887062917639262150e-01,1.733602462899740126e-02,-9.034805473243263940e-05,9.868294524422012159e-01,3.454900192656308600e-02,8.350650875803153350e-03
8.845481002737368703e-01,3.024953223594120666e-02,-3.853112125261057286e-03,8.851619890556006176e-01,2.882602737526296713e-02,-1.326468120156860941e-03,9.738994944942704901e-01,1.719809651352748048e-02,7.368046280938176859e-03,9.744691462259758019e-01,3.575478476324982224e-02,1.595613024223910270e-03
