1.438867207818186245e+01,6.534073192059537405e+00,4.223800349574359458e+00,1.269178466641986063e+02,3.132454483746028018e+01,1.551361364138058008e+01,5.331493379767199770e+01,3.438886276676146281e+01,1.629440638034892075e+01
6.466148364173998075e+00,1.148740560749526729e+01,7.116812627371380984e+00,3.119082994963821776e+01,8.553506885067007204e+01,3.573761772286108140e+01,4.243204232056395853e+01,2.644542128295025663e+01,4.556277479612668202e+01
7.866095535007838535e+00,1.107501716215817922e+01,6.143063757250518009e+00,4.375829755533944621e+01,7.924490872355649174e+01,2.889338972524687676e+01,4.792554446576858140e+01,2.846229466718148871e+01,3.984339514968459639e+01
1.663068519025694414e+01,5.066652248665892699e+00,3.337803413581990064e+00,1.729843822050402764e+02,1.883472034575053655e+01,1.042726205299690179e+01,4.727207843488185546e+01,3.254690711859868202e+01,9.931917459629982403e+00
1.360734197349614405e+01,8.172633721017106723e+00,3.111611863508958464e+00,1.186376038493756937e+02,4.897115475279952790e+01,9.187787772033708222e+00,6.396953667599437665e+01,2.500066178206523304e+01,1.465133350807662005e+01
1.742985374888885630e+01,4.652458471624871805e+00,2.874755283221142044e+00,1.885148833394025303e+02,1.662818293779566048e+01,8.395152500066837220e+00,4.741145295196731979e+01,2.962263287210866025e+01,7.693930313084603512e+00
1.633255541728448534e+01,3.638517815480640571e+00,4.861219597601307285e+00,1.629767607888993552e+02,1.067569638459842807e+01,2.020381842040063702e+01,3.438154613795718717e+01,4.764379557603700022e+01,1.088799214135623750e+01
1.554943004843884324e+01,6.194442000279034133e+00,2.997140106580828522e+00,1.528208399113259190e+02,2.839722607452663539e+01,9.196629537731304538e+00,5.474882796771561289e+01,2.770436264004842997e+01,1.180915966897995872e+01
7.810755460869675204e+00,1.169469314588682884e+01,5.376209134648275878e+00,4.735257556590154593e+01,8.897840148307602703e+01,2.131015387892406210e+01,5.348070976274492949e+01,2.419246901840431718e+01,3.495736837649765505e+01
9.529772182337373110e+00,9.859469295361101615e+00,5.630508669060408700e+00,6.297084350080734794e+01,6.448291485125420763e+01,2.310177543371599285e+01,5.366814509540634504e+01,3.053146979074822198e+01,3.101816180317259608e+01
1.941465353403101091e+01,3.227794398705068790e+00,2.430292728176681294e+00,2.336733507266504262e+02,8.673531416845920106e+00,6.825497015174825322e+00,3.475624704915968266e+01,2.840726623499971737e+01,4.892110791123747582e+00
1.474292595636192971e+01,5.423199509036866317e+00,4.763706990897388138e+00,1.385893504397630238e+02,2.358802431095131524e+01,1.907460069748972131e+01,4.414615972582149794e+01,4.126265857450109564e+01,1.579982729802747521e+01
1.587136809277035354e+01,6.031447528125037039e+00,2.923501334297980314e+00,1.576889912625311467e+02,2.953467967461571320e+01,7.697265270803065995e+00,5.499501108643931246e+01,2.722091006568123817e+01,1.032408743826458952e+01
1.605802350102162279e+01,5.910100903603432876e+00,2.982570763440905992e+00,1.602943786765738707e+02,2.725182582271244414e+01,7.365797507453854642e+00,5.501939415989410520e+01,2.786838086841903461e+01,1.047747223754099721e+01
8.041856178433508973e+00,1.435428106890429589e+01,2.554585776837246414e+00,4.830639778718334298e+01,1.323820588185588178e+02,7.506157408861603209e+00,6.608338794837348473e+01,1.180444961677225635e+01,2.099057580211208673e+01
1.548277459205524664e+01,6.056837871568395038e+00,3.514555108482761092e+00,1.521851385574084645e+02,2.648091132021204430e+01,1.146079890896359998e+01,5.262678898997743460e+01,3.175629914864354575e+01,1.224609074451186075e+01
1.212750576984773687e+01,6.035469064689577223e+00,6.828097408264699020e+00,9.396305504062840441e+01,2.720473093070224735e+01,3.440966305729489960e+01,4.132572671863994884e+01,4.766624553675087839e+01,2.347076811399669438e+01
1.127754504436504845e+01,6.594905866072958034e+00,7.136263196063277192e+00,8.380325609201221937e+01,3.088903807420481940e+01,3.596589621816089988e+01,4.193641147218338006e+01,4.609854030533115576e+01,2.665312901168726967e+01
1.345109978243427662e+01,7.672087845247395066e+00,4.123083432542540727e+00,1.136101152549071571e+02,3.982599041567204523e+01,1.684648549759299740e+01,5.643259699984209732e+01,3.164111462555374032e+01,1.874170446279112312e+01
8.267960358971505386e+00,1.275273108778379338e+01,3.871448523633612027e+00,4.870561765465232185e+01,1.029148799092833997e+02,1.397078618071404676e+01,6.076291012830558458e+01,1.866946123082104236e+01,2.915041258011026315e+01
1.076572753386251513e+01,9.353879341815247273e+00,5.036618175813967646e+00,7.757840326102740391e+01,5.856147610517159308e+01,2.006028534356786608e+01,5.673734396411732206e+01,2.995998311059467412e+01,2.663727306715362175e+01
1.268523478114367009e+01,6.548874626723454995e+00,5.724316652367972935e+00,1.042927401572719361e+02,3.118076954021988101e+01,2.580325025843938391e+01,4.764247419645774784e+01,4.071448882508337874e+01,2.213474321953389179e+01
1.050551674610315089e+01,5.361837283993752479e+00,9.135288677584235018e+00,6.850152806173304043e+01,2.179741970567708265e+01,6.140032502019738558e+01,3.158509652012803315e+01,5.290072408421002592e+01,3.053459575671719861e+01
1.334645116827991629e+01,6.115088572667302991e+00,5.470575671001978613e+00,1.147801118454821960e+02,2.768056799837049198e+01,2.392879429399571123e+01,4.726441049800007477e+01,4.187528109132389176e+01,1.963927659243898916e+01
5.007029675161271953e+00,1.550042637293757153e+01,4.592137827830541141e+00,1.949883404915824769e+01,1.493036803692825742e+02,1.789665595057223513e+01,4.539677411527542716e+01,1.304258144164561273e+01,3.915937145206066106e+01
1.078627578022958033e+01,1.057140176638248086e+01,3.757199922437845174e+00,7.605557460548394033e+01,7.543938250767375564e+01,1.321617167628497214e+01,6.369006526084672970e+01,2.265533990292360045e+01,2.379952822723145900e+01
9.176931921786618318e+00,1.425555139464138676e+01,1.530658528242953009e+00,6.110381787122602049e+01,1.325154174941461065e+02,8.756070266471928099e-01,7.414614471891445646e+01,8.239301282313233443e+00,1.234523527102418150e+01
1.330045208116603561e+01,8.307424486744110936e+00,2.968384036101676671e+00,1.165513352193788990e+02,4.807338782765000929e+01,9.330303873090999289e+00,6.397803073681713926e+01,2.385159896106820199e+01,1.449058626388905502e+01
1.087648750128669661e+01,9.929517157076304557e+00,4.180011123634122860e+00,7.451856499681113633e+01,6.526012810013700971e+01,1.636900251512677329e+01,6.116443285113097517e+01,2.595574698594615981e+01,2.456834911272927613e+01
1.851453409954568485e+01,3.430169590189982465e+00,2.901238287082175127e+00,2.124707489610787547e+02,1.034666108982832533e+01,8.225579575043003189e+00,3.765402672916304994e+01,3.257128111805634063e+01,7.328096963604046721e+00
1.593335694105952527e+01,6.280120479863915861e+00,3.015089249674311134e+00,1.592721428504222843e+02,2.718660356139257317e+01,7.420112718636458382e+00,5.697030247279128901e+01,2.669223152227900897e+01,1.032205285296866037e+01
1.849760663552651963e+01,4.712953404066750451e+00,1.531208469633309033e+00,2.117702943585952369e+02,1.945988730905639486e+01,2.918455000827807400e+00,5.155087260815372474e+01,1.723760757808370414e+01,4.910680700369400853e+00
1.100886009388166187e+01,9.260757245869230658e+00,4.930973837758907408e+00,8.222795778432541169e+01,5.693357367961057491e+01,1.900150649928893287e+01,5.838002394187638799e+01,3.011445639365774696e+01,2.539923273654260072e+01
1.923087137285243742e+01,3.003073371475407427e+00,2.828904557993911162e+00,2.259315640636839362e+02,8.266467741175036466e+00,8.093558921991119703e+00,3.208296940546625819e+01,3.300766758093128317e+01,4.861696437727061948e+00
1.021573357618067135e+01,9.440674398579115945e+00,5.465656713329396510e+00,7.105970238166625563e+01,6.012751679772653546e+01,2.273499211072957138e+01,5.444720797744803065e+01,3.116026797654152958e+01,2.942653864983990530e+01
1.304262554091376103e+01,1.022245847772302518e+01,1.938443676985539099e+00,1.105467530301023089e+02,6.984465003258694082e+01,3.836963315854597933e+00,7.592006522401867130e+01,1.388168878982717303e+01,1.098790774268979398e+01
9.343125717680397457e+00,1.034262897077772259e+01,5.218072889227284961e+00,6.136433026245562417e+01,6.988967653327740948e+01,1.986610289481863489e+01,5.579488364342275020e+01,2.788425533740339191e+01,3.048667409447745058e+01
1.343533645212122707e+01,9.027618798775387532e+00,2.786570188105311097e+00,1.155150400099563797e+02,5.695554067730322600e+01,8.246875016022869431e+00,6.867601073915662369e+01,2.068824278730322419e+01,1.361880368752843573e+01
1.498100974411703845e+01,7.981872886517553667e+00,2.179095184131090157e+00,1.396260112006340819e+02,4.696398642495210396e+01,5.521555199514891044e+00,6.607024619943769039e+01,1.959285263813766775e+01,1.097988348098612299e+01
1.482003135181921039e+01,5.672376420870163471e+00,4.554603562125199900e+00,1.382458491198126183e+02,2.485457727732816124e+01,1.779586488134293631e+01,4.824843084728330211e+01,3.810454770827065829e+01,1.576308139751192705e+01
1.803717053772312084e+01,5.434774057995947594e+00,1.242862490834623301e+00,2.014584672070622275e+02,2.444481424258211888e+01,2.440274877181647373e+00,5.868958424646493910e+01,1.416907361468319593e+01,4.553960854421821303e+00
1.497561652585389780e+01,8.620690203972189991e+00,1.438404201822952144e+00,1.437590037963695977e+02,5.157846231952733262e+01,2.918926260783395232e+00,7.369694685952870827e+01,1.234629527010416261e+01,7.349996897534839313e+00
1.269214100263426914e+01,1.116966991866615189e+01,1.222914571747851786e+00,1.068761844447825240e+02,8.248372226759235559e+01,1.347450930737080554e+00,8.039590980339488624e+01,8.660196139062064091e+00,7.878061956353521467e+00
1.758596295594806946e+01,5.197670826996628080e+00,2.181382825157817784e+00,1.906429861051931027e+02,2.130587935223487861e+01,5.422088107889067921e+00,5.295496364145610357e+01,2.207184161895912666e+01,7.220089507981396260e+00
1.286769568566461786e+01,1.060663253846927567e+01,1.577472076205681084e+00,1.062032711849302302e+02,7.607417016526913756e+01,2.717269645191866090e+00,7.662166099410350739e+01,1.198242772208695861e+01,9.441770902004050114e+00
1.623490423793870363e+01,5.502779122759913655e+00,3.163042007339639028e+00,1.629721589211419825e+02,2.472940895689152541e+01,8.770983274789156070e+00,5.142562494883597424e+01,3.048084875638390656e+01,1.087884826109657510e+01
6.329441584271174648e+00,1.577232377571452204e+01,2.575514902610635204e+00,3.172633038384205761e+01,1.577259137969917333e+02,7.310994936481450601e+00,5.901144540429485374e+01,9.409239509036680715e+00,2.455566600269854050e+01
8.242783747017675466e+00,1.141180233587289017e+01,5.192622663675685146e+00,4.961352152867407028e+01,8.447427746186092179e+01,2.181479672936601943e+01,5.407322284683926483e+01,2.512803559445455548e+01,3.358592499054449121e+01
