5.027176842492531161e-02,1.859886542465827370e+04,-1.649141573237728571e-03,5.024013689430555790e-02,1.859309081457660432e+04,2.021515117908496539e-03,3.331364245645094813e-01,1.899734633751157526e+04,2.769166702464315438e-03,2.319808914951885237e-01,3.169058559225020872e+04,1.071308930846735508e-01
1.839482719650833292e-02,2.201895402914229999e+04,9.194681634118217692e-03,1.897601843088075890e-02,2.211599951155432063e+04,7.322472237804525212e-03,2.612617343320859375e-01,2.166054500662408827e+04,3.809038370722435222e-03,1.681087626768775767e-01,4.129896184494862246e+04,6.085121405217142065e-01
3.987487342735143020e-02,3.075357699936098288e+04,3.934475740591325023e-03,3.966277396931716659e-02,3.072488517595261146e+04,1.464383065145562863e-03,3.165289354013235967e-01,3.112887770102116701e+04,1.783516451141172344e-03,2.189158911367539151e-01,3.743831902439568512e+04,1.243716503659926392e-01
4.353552164165504917e-02,3.244163654176621276e+04,2.858764418035909024e-03,4.312755219034825060e-02,3.256386207147967798e+04,1.469613089986262404e-03,3.221009319120657910e-01,3.134766894551623773e+04,1.905459918472478817e-03,2.231605413985829622e-01,3.896022970953577169e+04,1.678373153678223706e-01
4.938405704438864063e-02,7.266310703942192049e+03,-2.493098708701149688e-05,4.934719421939802453e-02,7.367288260638070824e+03,-1.696886917001670658e-04,3.293907238162210316e-01,7.414985510823277764e+03,3.616003927679318467e-04,2.303530870222822713e-01,2.059836652407864676e+04,5.382693853425891961e-02
4.800678916948065283e-02,7.047878522703915223e+03,1.992999319885928149e-03,4.773636729474579204e-02,7.116507792316589075e+03,2.678453388898478001e-03,3.277541462909443482e-01,7.629731458832437056e+03,4.340973116218694097e-03,2.301250196270485937e-01,2.115926320344865235e+04,6.788066390869966493e-02
4.677054496185204663e-02,7.841501887230434477e+03,9.190224387782025713e-05,4.692552666335175066e-02,7.724603357567929379e+03,1.897904644195163096e-03,3.315183740109699517e-01,7.250975341039751584e+03,1.216610717750358410e-03,2.292144791771331958e-01,2.101618766540927390e+04,1.157012620937447611e-01
5.007807850123407317e-02,3.493733475277875186e+03,9.693312602395949898e-04,5.052266013001770889e-02,3.614214215215734839e+03,1.073229895483191918e-03,3.323319198672398112e-01,3.986992939849375944e+03,6.025315328515344973e-04,2.308771658029512286e-01,1.637456005859450852e+04,1.504082865487360310e-01
5.008281971374061586e-02,4.542650377046784342e+03,-1.042051066400676761e-04,5.025313304056922004e-02,4.491521542993587900e+03,5.428362335680116026e-04,3.330257554602690795e-01,4.460230101936363099e+03,-3.678290963798220832e-05,2.316880324176689154e-01,1.687472337655528099e+04,1.071587428860301672e-01
4.683407286561418192e-02,3.433035601887991561e+03,-1.568698009879170930e-03,4.686655844659674136e-02,3.389322809808173588e+03,-5.400382205149004567e-04,3.281158018088441986e-01,4.444667121072076952e+03,2.999715437880323167e-03,2.288209845675365228e-01,1.700109121768420300e+04,7.517070023212626961e-02
4.825473507295047898e-02,7.129050280838251638e+03,8.767099223077346728e-04,4.822462917121339565e-02,6.987710332396658487e+03,1.587219724605817741e-04,3.313634385188424791e-01,6.488695383517053415e+03,7.051511846299083654e-04,2.315288958540591413e-01,2.075570770708112104e+04,9.173449576937678374e-02
1.707017741513315937e-02,1.907004685344344762e+04,2.570601687220881813e-03,1.687363619047337060e-02,1.881518508092028424e+04,1.429754903190203494e-03,2.519491359595450453e-01,1.874605496793880957e+04,1.508695424960321274e-03,1.642424893643963379e-01,2.970217444603059630e+04,2.270344117969174125e-01
4.972945981406644983e-02,6.132065220481945289e+03,-5.896124351320198177e-04,4.976601164747069400e-02,6.071719264737227604e+03,-1.480348404111234096e-03,3.298356867556518357e-01,5.951846936352339981e+03,-5.620643061597627209e-04,2.307019608360927343e-01,1.823019269467543199e+04,5.923984955153877019e-02
4.885793708211100261e-02,8.990263906119318563e+03,-8.107187343162979660e-04,4.892161283720487114e-02,8.835611004862121263e+03,1.892457850699723072e-03,3.337357402733370781e-01,8.459193152414864016e+03,1.777769338454374994e-03,2.317964091998192255e-01,2.990789223495894475e+04,2.386813598560790506e-01
3.108006984071527354e-02,3.260841698010933032e+04,-5.161491257150468059e-04,3.127529351883921727e-02,3.252410892964178129e+04,2.729288433199794466e-03,3.040408973394966852e-01,6.288421492892591050e+04,3.260963602904405623e-03,2.035354873343562798e-01,6.964454016463752487e+04,3.471093792150105606e-01
4.834515763997151994e-02,3.257293579244968896e+03,-6.293813542110046405e-04,4.801981268778835604e-02,3.189613810206161361e+03,8.399248810135418819e-04,3.292594853594125182e-01,4.122487071541308978e+03,3.224417155915947075e-03,2.302821279372601060e-01,1.614285043846747431e+04,4.804494497276277920e-02
4.031245282289695753e-02,2.642349946876941885e+03,4.287524017721986228e-03,4.016196793297740347e-02,2.479329826082487216e+03,3.982760255310448250e-03,3.185913685311578258e-01,2.380164253781826574e+03,3.863553931273481547e-03,2.202220456575543217e-01,1.430812635121883613e+04,5.442642765309844977e-02
