6.276719137540445193e-01,2.742845521322672120e-01,2.585608532531400994e-01,4.465118797381208982e-01,1.298774460385545004e-01,1.039874440191655147e-01,5.847054829452879021e-01,4.547644408747281153e-01,2.434805585829438734e-01
1.484483646367044662e-01,5.899442778164202261e-01,4.610676625627453395e-01,7.451102669154607838e-02,3.965897894619880848e-01,2.453229429040277298e-01,4.245673493374567675e-01,3.312124143513072161e-01,7.155209433612969017e-01
2.331294177962641434e-01,5.636641066886425300e-01,3.929066048754387142e-01,1.233489496772412208e-01,3.656426001744929044e-01,1.974920398530166932e-01,5.054024088760139533e-01,3.625827963665543274e-01,6.232787612673804656e-01
7.632884823528274243e-01,1.807705995836026425e-01,1.965423081045771792e-01,6.255291635336880374e-01,6.842830088143388167e-02,6.844146428381173153e-02,4.957868732637701337e-01,4.261147235499921360e-01,1.408663070599531775e-01
5.804102330931613096e-01,3.787046725093746735e-01,1.807092162613018194e-01,4.143343660511370485e-01,2.166976487514530592e-01,5.977939542993397637e-02,7.414844256422861157e-01,3.087406727847454846e-01,2.169810714974871879e-01
8.116291887786630799e-01,1.543753805521839995e-01,1.641295872337352468e-01,6.858816101940758969e-01,5.757227663817610086e-02,5.424006201475919942e-02,4.978377229929534797e-01,3.806306584882145350e-01,1.047720397343169796e-01
7.452549853184422535e-01,8.976024824628092702e-02,3.031793082459265376e-01,5.866389543582324340e-01,2.828641993970827662e-02,1.367649508691561044e-01,3.061069717795800171e-01,6.609312280733705691e-01,1.562858840663576832e-01
6.978847113742343566e-01,2.526409635660867847e-01,1.726963535335873101e-01,5.471724446977868084e-01,1.154752231967467180e-01,5.984118612978045482e-02,6.058047594257102153e-01,3.507939466456693189e-01,1.711424783256544069e-01
2.297819659369510770e-01,6.031540368268435426e-01,3.392278548682818862e-01,1.373165267720393157e-01,4.135307678475057536e-01,1.444965787572065619e-01,5.871448212130320199e-01,2.961700692276634239e-01,5.444768982701529980e-01
3.337631370879127202e-01,4.862012041397592021e-01,3.570284662649032548e-01,1.980100404142669523e-01,2.930145256271096676e-01,1.570173300999768984e-01,5.899028698812283089e-01,3.947666779082686928e-01,4.809453559518804822e-01
9.316872449813096146e-01,6.358618396030263353e-02,1.330178306157553392e-01,8.613700873961128712e-01,1.843589515342414220e-02,4.327052106031867296e-02,3.116205712404712114e-01,3.617268859495995637e-01,5.958428118085618008e-02
6.491002877063833942e-01,2.034921940502718574e-01,2.963535622915712819e-01,4.918680342476959844e-01,9.181425522590166977e-02,1.288734102239784407e-01,4.497900176549748386e-01,5.616792338753751057e-01,2.355039847949602638e-01
7.173583409611876682e-01,2.422538572600711482e-01,1.675417425660072901e-01,5.660903689950425033e-01,1.210714228413259652e-01,4.936287551321510980e-02,6.094272622542181717e-01,3.432743412689865936e-01,1.471912263374283436e-01
7.286488931176882122e-01,2.345208325008560357e-01,1.716765199104651751e-01,5.762150586992113022e-01,1.098399265291713917e-01,4.704641228919360929e-02,6.097860510818827739e-01,3.533450807533818905e-01,1.496650171084422665e-01
2.437609592568055761e-01,7.726409042126112237e-01,1.417181700152069235e-01,1.410231363807939731e-01,6.270740119281837943e-01,4.802731778194220535e-02,7.725890450529798725e-01,1.034872245434795279e-01,3.192204013149498865e-01
6.938528061973896488e-01,2.438719010685951316e-01,2.089146793002072400e-01,5.447020716092229042e-01,1.060470760211982555e-01,7.566433897101124129e-02,5.745796606499974368e-01,4.138176332935081803e-01,1.781893047864186452e-01
4.908967922724253863e-01,2.425101366740745057e-01,4.408580014185005114e-01,3.184476088907920999e-01,1.096082226443638452e-01,2.360425286795198585e-01,4.082882826899582041e-01,6.612804140209506132e-01,3.592209546971877887e-01
4.394837312100803306e-01,2.781612201168084386e-01,4.624291751409265183e-01,2.789660288167308266e-01,1.277347803565862805e-01,2.469182676917353048e-01,4.172743060148173533e-01,6.368963786216814693e-01,4.105460863652601322e-01
5.709593384003313066e-01,3.468065157562704171e-01,2.515108100617766129e-01,3.947972477953693993e-01,1.717040196407415287e-01,1.133022220417767567e-01,6.305808615120512828e-01,4.120260570251007559e-01,2.829505936765500662e-01
2.574377183021718807e-01,6.705793453851511821e-01,2.338967187199784414e-01,1.425745284156510473e-01,4.820973587038889230e-01,9.320539077352521518e-02,6.942999809931457156e-01,2.102653884855389399e-01,4.508222876140998148e-01
4.085245302360582809e-01,4.539816047549863898e-01,3.154569631677143215e-01,2.547758822657257283e-01,2.638814221724894993e-01,1.357618696326755581e-01,6.350651118773462667e-01,3.858777929573298238e-01,4.102903616165360923e-01
5.246331224984074337e-01,2.752277993068732442e-01,3.635948937678826764e-01,3.585893766693906137e-01,1.291700806855827499e-01,1.758965931054077003e-01,5.012371238777527660e-01,5.531530196951077727e-01,3.376735388557324802e-01
3.927847051840763770e-01,1.995817795050823518e-01,6.023581602676910673e-01,2.195026079799178298e-01,8.300459401876947307e-02,4.246668316805622401e-01,2.649581444234062610e-01,7.426973204902677095e-01,4.731464004586353189e-01
5.646292746358527737e-01,2.475840283371974759e-01,3.458333803025324116e-01,3.993439237985848544e-01,1.119493108687574512e-01,1.627969533008968295e-01,4.956740421192664670e-01,5.712079442714411703e-01,2.974266412452592490e-01
6.018810036058991342e-02,8.456810077069570886e-01,2.843439610689164621e-01,2.907523857161772862e-02,7.103273178216712447e-01,1.206413406598292049e-01,4.681923930357746455e-01,1.227450860608087779e-01,6.122468238242992911e-01
4.097674679548499732e-01,5.315703394329900355e-01,2.258994765811175032e-01,2.488580799738699945e-01,3.469196523064724813e-01,8.793176557944699934e-02,7.373720965877675892e-01,2.722616137259963875e-01,3.645231993644189039e-01
3.124202710976663466e-01,7.663491839562442953e-01,7.004469608308504236e-02,1.907546683082392280e-01,6.277301281626083140e-01,1.689701235986464795e-03,8.912298330902636012e-01,4.803502508097758084e-02,1.797883081807559458e-01
5.618468473969293608e-01,3.872944485562140882e-01,1.706834688577402170e-01,4.062270026684748903e-01,2.122806923612818308e-01,6.077536952887625799e-02,7.416094129262050805e-01,2.908681876123883625e-01,2.143885391799886242e-01
