8.765028834027488794e-03,3.851183686712553026e+04
1.327009194539854331e-01,4.166974571736794314e+04
1.342447492137222587e-01,5.153956849266935751e+04
1.313036480439922771e-01,4.901809627503628144e+04
1.317986021932533447e-01,3.269220651871440714e+04
1.327584058616467222e-01,4.039262197191330051e+04
1.336852606646337926e-01,4.079637808525311266e+04
8.788476435347014615e-02,4.383352487136712443e+04
1.248451238933912522e-01,5.021297834284819692e+04
1.277562304948186844e-01,3.877647950460544962e+04
8.674937874864432907e-02,3.639665096274855750e+04
1.277334452302023027e-01,4.071345709100941895e+04
1.307123532511526021e-01,3.915524578195150389e+04
1.269783745663164987e-01,4.293716687746404205e+04
1.250674122601328764e-01,3.348653653602429404e+04
1.232538370509379255e-01,3.565917354131287721e+04
1.322514964992124176e-01,6.304650839668919798e+04
1.333309382325028047e-01,4.233088458200566674e+04
1.288551284677062203e-01,5.425211311374335492e+04
1.252015555961381310e-01,3.223450036748386628e+04
1.289590422370879841e-01,8.216979998834732396e+04
1.326403919806288245e-01,4.048281525538356073e+04
1.083767177808528798e-01,6.712708610964934633e+04
1.337662601764628978e-01,4.299343267352919065e+04
1.328256989382374242e-01,3.408129316264540830e+04
1.321988781017635062e-01,3.528591793305705505e+04
1.244460610519829286e-01,3.570082951155388582e+04
1.294771160248212316e-01,3.167879099090816817e+04
7.305602656752131774e-02,3.940292387044418138e+04
1.654158423630299954e-02,5.117181238136097090e+04
1.158663042752269418e-01,3.826096828539155831e+04
1.324222568379370968e-01,3.244683962970998255e+04
8.824680235973260400e-02,4.235579617294492346e+04
7.103357188297346192e-02,3.948908816823384404e+04
1.160756771920694042e-01,4.930285726063551556e+04
7.299025228614321181e-02,5.392464782018464757e+04
1.321057636614812181e-01,3.895483724136814999e+04
1.334434658059029111e-01,6.884469902296934742e+04
1.274309562287549991e-01,4.380357671353883779e+04
1.328010504623791388e-01,3.651838023760001670e+04
1.271905107634293541e-01,4.524527841815563443e+04
1.279163428987994677e-01,3.345692562002663180e+04
1.309225455860887066e-01,3.513109573581056611e+04
1.300354312464237494e-01,3.661250512025821081e+04
1.298381982666909906e-01,3.659693774743628455e+04
1.204443606455915805e-01,4.214247176047426183e+04
1.311157803167534719e-01,3.700379700822919403e+04
1.262779711612524447e-01,5.750119688232136832e+04
1.335488581077580728e-01,5.027955183597844734e+04
1.301030180910021095e-01,4.829263597297130036e+04
9.687588723917754663e-02,3.762851821613631182e+04
1.248431297512053173e-01,4.318369115319248522e+04
1.304106975559257975e-01,3.027489949771414831e+04
1.336686471509100638e-01,6.547875416506495094e+04
1.312545801904985709e-01,4.383994748431599874e+04
1.303183347918640544e-01,4.027969486152713944e+04
1.272187634425278047e-01,4.907210346838728583e+04
1.315172277943018331e-01,5.686908049164967088e+04
1.128436733246992174e-01,4.197072898217003967e+04
1.265278156822984834e-01,5.551973558368293016e+04
1.352911862035529600e-01,3.744489602755708620e+04
1.191297268176896990e-01,5.887130963451850403e+04
1.335908373096167390e-01,3.693894846337348281e+04
1.180260057196026863e-01,3.158430639601800794e+04
9.215616526577465051e-02,3.005020319163633030e+04
1.318706347642610577e-01,2.901363671295709719e+04
1.308233574214488215e-01,3.956285726353314385e+04
1.272067977234268010e-01,4.406547400653928344e+04
8.568902420451000868e-02,3.347188551168439881e+04
1.128699353872769928e-01,4.804455900163807382e+04
6.941364614395038879e-02,4.181934276642177429e+04
1.326381658306369782e-01,3.479049007528497896e+04
1.315917462491837941e-01,5.110044522089700331e+04
1.030905966065546603e-01,3.541217219519628270e+04
1.348164431071527947e-01,3.968220176774745050e+04
1.295305070730265462e-01,3.881509764553129935e+04
1.196803610168393206e-01,6.189030224230499880e+04
1.324428308051238401e-01,3.397437838656278473e+04
1.320742848848481532e-01,5.779214843166590435e+04
1.328885581212604361e-01,5.366073396004676033e+04
9.614629264161923816e-02,3.043661282262732129e+04
1.340197069897479387e-01,3.748155202610039123e+04
1.099033982515329744e-01,3.223224001601668715e+04
1.194130746948990490e-01,3.029161437667473365e+04
1.332253538927560821e-01,4.240073865814915916e+04
1.302724576163404868e-01,3.770597602330470545e+04
1.044590131517482007e-01,4.478098890833731275e+04
1.294558811234748918e-01,3.111035466612128948e+04
8.993645403256075865e-02,3.589651781670827768e+04
3.334254321988445319e-02,3.871735189252623968e+04
1.321888931182386151e-01,4.407349493827104743e+04
1.298686452768286204e-01,3.235747133616607971e+04
1.229380069204135950e-01,3.832769823577829084e+04
1.296580122832820536e-01,3.138345123318740661e+04
1.231563928564208682e-01,5.763714662540557038e+04
1.292225054805364592e-01,3.241021255856468269e+04
3.876181558499709051e-02,3.916687652801819058e+04
1.242864149248026906e-01,4.250767548141645239e+04
1.301502904693050411e-01,4.998557807288281037e+04
2.435445583842105188e-02,4.229055743130791961e+04
1.311024577110067035e-01,3.190189266442069493e+04
1.078985239391405671e-01,6.483831468820749433e+04
1.345430842292381912e-01,3.940403171940659377e+04
1.339573467630364167e-01,3.740206110841839109e+04
1.299684093417831643e-01,4.226898355512249691e+04
1.297426703031846484e-01,4.505963974694382341e+04
1.179564761199724809e-01,3.895133548563886143e+04
1.332239577504994166e-01,5.989863271661616454e+04
1.275326259037790622e-01,3.552702634405981371e+04
1.278970526556214571e-01,8.885918767389992718e+04
1.340375995753449734e-01,5.694303644051114679e+04
1.121558347685993468e-01,3.576831100377620896e+04
1.125948175238389998e-01,9.998436607733579876e+04
3.337902423130489210e-02,3.876984068298419152e+04
1.261180750822345487e-01,3.579810602408793056e+04
3.941623510381121048e-02,6.113889055710038519e+04
7.157574964777024817e-02,6.613404658057862252e+04
1.108897383517695595e-01,3.356206591713199305e+04
1.309242894812442659e-01,4.486911901203959133e+04
1.180296508680250545e-01,3.121228017183659904e+04
1.327481821253143901e-01,4.131696359857608331e+04
1.241556807172314036e-01,9.013981871388235595e+04
1.339636113767664338e-01,3.838875786045670247e+04
1.205378735853739058e-01,4.304323487660939281e+04
1.213857719117061446e-01,7.104374965241063910e+04
1.254507343144251053e-01,4.570241442622725299e+04
1.295117477943412143e-01,3.749410861335817026e+04
1.330871533734680479e-01,4.564230417365574976e+04
1.159433850260463972e-01,5.788811959145752189e+04
1.288553297616011339e-01,3.563258879996408359e+04
1.265194615124309307e-01,3.264347585223944043e+04
1.135228816728946627e-01,5.577577968631962722e+04
1.260835666831726654e-01,2.907011480811228103e+04
1.047263956482468866e-01,4.115996262274723267e+04
1.269341074969689565e-01,6.438377970265955082e+04
1.285796153159175503e-01,4.385685810099160881e+04
1.085317725059129351e-01,3.482549000540719862e+04
1.128858218498403065e-01,7.123338729820396111e+04
1.299833636510732415e-01,4.712108615563837520e+04
1.179787605787666338e-01,4.141116611647492391e+04
1.326652632306842827e-01,4.121116969601596065e+04
1.329883449217077740e-01,5.018114989784437785e+04
8.195394714082465670e-02,4.947664445144250203e+04
1.303906587427909325e-01,3.674365418349044921e+04
1.304321953291807390e-01,4.618899322328587004e+04
1.222347406395635494e-01,4.061691563348632189e+04
1.321151129219052534e-01,3.036689776493097088e+04
1.328780856371525321e-01,3.310742408783701831e+04
1.249398777865699667e-01,4.585890532783189701e+04
8.714654609944989805e-02,5.080304404689439980e+04
1.308842046644448365e-01,4.048899155193337356e+04
1.326136858376736616e-01,3.373665422318536730e+04
1.298860728245917751e-01,3.783915100512947538e+04
1.332638864295865311e-01,4.042535371431501699e+04
1.191815237325622723e-01,3.623090174544407637e+04
1.295091286861295432e-01,5.293011358390102396e+04
1.332902047230482279e-01,3.872835270330293133e+04
1.270195494809037429e-01,6.443847297274196171e+04
1.252536941842396501e-01,4.842366720449434069e+04
9.604617151271287179e-02,3.739269841941173945e+04
1.159651309264676938e-01,3.020014667341951645e+04
1.313006389672247420e-01,5.143580083860931336e+04
