1.563224768816300347e-01,2.600733969395390523e+04,3.544071928898493047e-03
2.117938859833778942e-01,3.950987008372243145e+04,4.555292992615756799e-03
2.167919070794886161e-01,1.914696190743646730e+04,-4.089803089984613872e-03
2.154123989613916934e-01,2.902532468347631948e+04,3.758340170846170315e-03
2.123897250849948182e-01,3.781203349971352873e+04,4.395255349975234595e-04
2.181545088130260324e-01,2.023961200211879986e+04,5.694604580130268288e-03
2.102085792944630438e-01,4.538824898713466246e+04,5.077978598174521553e-03
2.150977827879528015e-01,3.655884261233547295e+04,-4.543674552485779390e-04
2.073184425955204302e-01,4.070875882729555451e+04,4.170145607843908121e-03
1.860253906326174989e-01,8.178620401254398166e+04,8.249771825459273344e-03
1.998213531602613113e-01,3.580164773756264185e+04,1.053316672019660206e-02
2.128370947128025437e-01,1.808511349833606437e+04,3.398149779132089189e-03
2.125610637998086305e-01,5.932704416944604600e+04,2.912933551108412089e-04
2.132332667812163740e-01,1.893383525252385880e+04,1.067464186580668840e-03
2.171943565183915570e-01,3.462816258712853596e+04,-7.279395054262436477e-04
2.160050479593693673e-01,5.784364596875612915e+04,5.702834543115146114e-03
1.943155186784968347e-01,2.161244063047583040e+04,-4.907612771013245652e-04
2.181190246205460537e-01,2.095531292857164954e+04,1.416924895591431012e-02
2.118633255031916462e-01,2.717164228825466125e+04,-2.043150451709841060e-03
2.073385143458122415e-01,1.899328752737616742e+04,-3.093966269405397373e-03
2.142043879118184502e-01,2.452159826015022918e+04,2.423392173402394347e-03
2.182878784218641455e-01,3.472186800791751011e+04,7.034423004554695097e-04
2.117054316883421328e-01,3.370414972461939033e+04,7.623480033245377341e-04
1.836200184888724662e-01,2.921562939363097394e+04,9.578740759813566749e-03
1.335205785383590804e-01,3.182153053493878906e+04,1.178963223077069376e-02
2.156901696902690790e-01,2.243646513044336461e+04,-3.794150731440144603e-03
2.119918602372406480e-01,3.188238741286219738e+04,2.054193572676536565e-03
4.411718566188575774e-02,4.206741919482007506e+04,-1.362210717472374932e-01
2.078094594249293992e-01,3.208720001017497634e+04,1.085133963628718938e-02
2.115565062598784851e-01,2.814635221569195710e+04,4.953025395271405023e-04
2.166866235322917889e-01,4.949236671219160780e+04,6.394777937465178979e-04
2.150914154565985448e-01,4.808803690842032665e+04,4.550491574811694161e-03
2.163132829773764809e-01,3.579707100286772038e+04,5.483533295640957532e-03
1.537003931830652759e-01,2.040998254441958125e+04,7.989657377513309511e-03
2.109852701843543121e-01,4.109810279264766723e+04,4.637692736032284282e-03
2.064246305013944793e-01,3.348500289345107012e+04,5.255372179183648296e-03
2.131119076314645089e-01,3.785529779989770759e+04,1.063642717916971764e-02
2.103450323658058174e-01,2.206161948859441327e+04,9.910205778192416812e-03
1.333497780676649591e-01,3.094441969853671617e+04,8.322074424492854547e-03
2.161049585065065171e-01,2.267819597075433194e+04,-6.146496267543225846e-03
2.132403362921004852e-01,2.341432596338125586e+04,5.065689149357818603e-03
2.167910807688359087e-01,2.192779630071571955e+04,1.136047910625873807e-03
2.143059602788539575e-01,2.743253787596301845e+04,6.146728470966744511e-03
2.125983580548522767e-01,5.655785627539780398e+04,1.330019585003845532e-02
1.991542681321232244e-01,2.868637560744058646e+04,1.062262367969729615e-02
2.088216987850438078e-01,2.267482325275778203e+04,-7.869821136759674917e-05
2.144427060346279224e-01,3.116952118947391500e+04,-3.060253070931682595e-03
2.168426688780140665e-01,6.595740525104563858e+04,8.864983374532684271e-03
2.173275046176085246e-01,2.475095515396827250e+04,6.076862218155974771e-03
-7.694567492729301184e-05,2.181336972670258911e+04,1.074069471417231858e+00
2.139687747421170350e-01,1.860474728207893349e+04,2.761693303880907377e-03
2.167837145504744045e-01,5.010833329589631467e+04,2.733406799112561136e-03
2.147177911987169785e-01,3.688618030231115699e+04,1.261519443844244949e-04
1.862328222810532841e-01,3.608297466914487450e+04,4.624568712523221756e-03
2.178605986809865891e-01,3.023936613383994700e+04,2.063574097744306883e-03
2.164238685732605139e-01,1.848521092432762816e+04,8.659285793434173470e-03
2.160768702707939470e-01,4.837588725404896832e+04,-1.298584952509338744e-03
1.566520608862108366e-01,2.842515299411055457e+04,7.460715289837835731e-03
2.158346471351762774e-01,3.431364197523223993e+04,3.436511783461154625e-03
2.116719732590461867e-01,3.733233151848425041e+04,3.655636043411841264e-03
2.084893468990914045e-01,6.765014819327456644e+04,6.998132502191807894e-03
2.169467682040870093e-01,4.019858342812956835e+04,5.643559321859334572e-03
2.102159595975010842e-01,2.649387256218596303e+04,9.280692193497920919e-03
2.161830369404702801e-01,1.982695256716591030e+04,1.398515057880965126e-03
2.108098277969743528e-01,3.005488250776794666e+04,-1.586409276500610002e-04
2.023564960226617582e-01,2.434950187823128363e+04,1.222771705128065586e-02
1.987616798925735673e-01,6.337709434087201953e+04,7.020655101269202003e-03
2.073003789314405709e-01,1.053213591317986138e+05,-1.066638774661907325e-02
2.123819436820378881e-01,1.764329400459062890e+04,6.114525810542625200e-03
2.087464810116079206e-01,3.321154376977701031e+04,-2.208851005962212018e-03
1.663070588746812239e-01,3.635966267172015796e+04,9.643953877151183532e-03
2.009906333863535066e-01,2.956556273181024881e+04,4.384414567015451625e-03
2.180297299831179536e-01,3.259201534380987141e+04,2.826314620531548798e-03
2.159281016221841765e-01,3.081205849698070961e+04,8.974193733667806296e-04
1.883330054441341161e-01,2.190515705642340254e+04,7.300686335384866388e-03
