0.198606,0.62542,0.319252,0.129182,0.261019
0.195755,0.642825,0.397995,0.170362,0.368052
0.208139,0.632062,0.440742,0.158968,0.350612
0.248816,0.670766,0.369037,0.127543,0.3141
0.194879,0.61534,0.408948,0.149513,0.336049
0.215918,0.572884,0.398133,0.15077,0.383993
0.207873,0.646994,0.405525,0.121578,0.383233
0.196861,0.627335,0.44907,0.154987,0.33754
0.184895,0.629192,0.395314,0.14219,0.330753
0.197212,0.629981,0.390167,0.162495,0.318957
0.20008,0.616734,0.386552,0.141861,0.308093
0.208451,0.625941,0.425099,0.162538,0.3356
0.178192,0.62433,0.411087,0.13925,0.303308
0.186006,0.631681,0.412502,0.141926,0.331078
0.170374,0.606854,0.435682,0.11565,0.463817
0.20871,0.657435,0.426323,0.155771,0.347822
0.218648,0.632214,0.430785,0.162963,0.350507
0.218815,0.699867,0.43812,0.150681,0.383762
0.194035,0.618777,0.428125,0.164985,0.349916
0.202239,0.651451,0.408914,0.137746,0.336306
0.190546,0.627124,0.41058,0.153611,0.34453
0.191959,0.636871,0.415755,0.190238,0.374515
0.19714,0.692632,0.363525,0.147892,0.340802
0.185403,0.643319,0.437794,0.155161,0.326784
0.196857,0.673913,0.397995,0.11389,0.317109
0.172037,0.669322,0.37411,0.155469,0.310785
0.191698,0.560431,0.400859,0.205203,0.284501
0.244446,0.622489,0.403654,0.0733654,0.339289
0.185622,0.663513,0.406522,0.139275,0.349827
0.195262,0.614481,0.416598,0.15904,0.327723
0.196377,0.627671,0.40436,0.147748,0.35959
0.211056,0.609305,0.429804,0.182004,0.330753
0.205223,0.633741,0.416893,0.162429,0.344572
0.199555,0.639074,0.40224,0.176255,0.313098
0.194491,0.62742,0.408634,0.143781,0.31804
0.203597,0.69684,0.387156,0.103975,0.368715
0.215063,0.680222,0.443026,0.14513,0.338617
0.196615,0.627532,0.410818,0.150363,0.33876
0.20682,0.660909,0.420834,0.183982,0.352714
0.213445,0.616833,0.445764,0.157697,0.365527
0.181743,0.649383,0.455904,0.157399,0.326504
0.18703,0.640174,0.430016,0.167621,0.349061
0.196904,0.623516,0.398633,0.160457,0.426495
0.198853,0.625154,0.415075,0.14482,0.350768
0.210861,0.631753,0.412646,0.0910028,0.362036
0.180768,0.571047,0.393317,0.136675,0.309461
0.196774,0.630294,0.353143,0.152154,0.353006
0.233857,0.566651,0.404208,0.183584,0.356047
0.199804,0.592125,0.370341,0.170595,0.336681
0.235445,0.612069,0.460287,0.150893,0.347926
0.200942,0.634066,0.40248,0.149486,0.343443
0.239009,0.547932,0.395936,0.226554,0.335617
0.19817,0.651162,0.423347,0.18261,0.333437
0.225532,0.632215,0.420088,0.157438,0.348738
0.211293,0.652573,0.423654,0.146644,0.331053
0.177564,0.602906,0.412902,0.178668,0.315988
0.198534,0.634867,0.410331,0.150675,0.268691
0.176516,0.66077,0.411724,0.175375,0.301669
0.190408,0.634288,0.420891,0.143525,0.338721
0.196309,0.627452,0.418377,0.154358,0.341542
0.203724,0.608168,0.357196,0.147957,0.321487
0.210404,0.640085,0.408304,0.208047,0.338303
0.202177,0.669018,0.389448,0.167894,0.370411
0.212361,0.589924,0.38588,0.143707,0.357853
0.200703,0.660732,0.407598,0.172383,0.327863
0.229332,0.612444,0.413835,0.188802,0.361909
0.217565,0.616297,0.420167,0.164347,0.396618
0.191974,0.611536,0.414368,0.186002,0.344637
0.217007,0.63333,0.42289,0.166272,0.358858
0.202179,0.639693,0.418165,0.149189,0.341836
0.186429,0.667201,0.40826,0.14962,0.373579
0.189984,0.618348,0.415133,0.220943,0.35649
0.203935,0.635227,0.450704,0.164067,0.339166
0.176118,0.595455,0.397836,0.172447,0.33437
0.208837,0.650353,0.456226,0.170154,0.357494
0.201629,0.675997,0.451981,0.144364,0.301649
0.208799,0.626916,0.375099,0.161725,0.320978
0.195763,0.619934,0.391113,0.148952,0.336529
0.190668,0.510965,0.455343,0.168488,0.335524
0.202958,0.637518,0.405119,0.158595,0.329286
0.202319,0.659677,0.432267,0.100066,0.349152
0.219801,0.620848,0.410079,0.142688,0.376644
