0.227183,0.780154,0.561653,0.177746,0.394012
0.209616,0.802396,0.55978,0.178008,0.408202
0.208984,0.801436,0.559503,0.177021,0.408863
0.210573,0.800593,0.561029,0.177045,0.40839
0.211527,0.807741,0.564666,0.179268,0.406608
0.201652,0.801576,0.575667,0.180652,0.409396
0.20922,0.802507,0.557291,0.178302,0.408282
0.20705,0.80321,0.569179,0.178878,0.410243
0.208411,0.803037,0.560969,0.178007,0.405337
0.181623,0.803246,0.582076,0.225941,0.417982
0.209398,0.802794,0.563098,0.178061,0.408466
0.205947,0.805206,0.559353,0.178139,0.408115
0.207869,0.798415,0.558987,0.17827,0.406476
0.193043,0.807279,0.560108,0.16754,0.388567
0.204271,0.800232,0.561359,0.182936,0.408162
0.20813,0.810973,0.561388,0.177877,0.405979
0.207728,0.821191,0.534027,0.179271,0.346126
0.211034,0.802012,0.561431,0.183253,0.402607
0.207436,0.802234,0.563031,0.178966,0.407367
0.203476,0.803747,0.543018,0.178534,0.394995
0.204192,0.801766,0.565928,0.181804,0.40985
0.210122,0.794687,0.555662,0.177826,0.407022
0.197435,0.800081,0.556583,0.183624,0.396012
0.209253,0.803066,0.561437,0.177383,0.407993
0.214667,0.802495,0.558987,0.178833,0.409537
0.202988,0.794425,0.565711,0.200526,0.412226
0.212007,0.796537,0.55833,0.178091,0.408543
0.204133,0.801991,0.56181,0.181896,0.398155
0.209673,0.802919,0.566494,0.178621,0.408204
0.208576,0.808482,0.558946,0.179625,0.418274
0.186054,0.785885,0.566684,0.153348,0.410179
0.205657,0.80182,0.560036,0.177686,0.410408
0.20296,0.818011,0.580014,0.184949,0.401496
0.204889,0.80384,0.559429,0.185529,0.445586
0.208962,0.801688,0.557945,0.178962,0.407251
0.20859,0.802554,0.562809,0.184306,0.40658
0.20571,0.782653,0.555834,0.184894,0.412333
0.203655,0.750398,0.569241,0.179172,0.411476
0.206024,0.804292,0.556939,0.181952,0.405153
0.211967,0.802727,0.544121,0.188697,0.40762
0.189672,0.800448,0.558129,0.179489,0.404936
0.207218,0.802841,0.559979,0.191338,0.422191
0.213439,0.798565,0.554026,0.174032,0.406187
0.236065,0.802495,0.560212,0.179416,0.399155
0.210265,0.803146,0.562008,0.177741,0.405375
0.202442,0.802404,0.561105,0.180753,0.408444
0.207625,0.801706,0.560026,0.17958,0.408278
0.225741,0.795232,0.590748,0.221226,0.457472
0.210706,0.798115,0.560136,0.179537,0.407185
0.209389,0.798836,0.55903,0.180658,0.410147
0.209515,0.800576,0.564645,0.177038,0.406202
0.20832,0.802801,0.563256,0.178824,0.409445
0.200692,0.806373,0.533815,0.172987,0.413446
0.208867,0.814833,0.560784,0.174682,0.398859
0.208261,0.802557,0.571067,0.17836,0.407678
0.209704,0.802121,0.558785,0.178272,0.408274
0.209731,0.803137,0.556432,0.178132,0.408335
0.226711,0.803124,0.552049,0.178299,0.418782
0.209831,0.803458,0.563789,0.181073,0.406578
0.209612,0.80258,0.565938,0.173575,0.408427
0.205508,0.800894,0.560256,0.179365,0.40006
0.198105,0.79961,0.554083,0.187129,0.387029
0.208782,0.803946,0.560489,0.173975,0.406972
0.209287,0.77431,0.561045,0.179896,0.404577
0.201712,0.796782,0.567114,0.186603,0.419037
0.212047,0.806458,0.558908,0.174043,0.41209
0.222472,0.80451,0.543719,0.173661,0.402614
0.209299,0.805869,0.558912,0.178483,0.403336
0.208827,0.797844,0.559284,0.177997,0.416877
0.199958,0.79797,0.566489,0.189498,0.414636
0.199944,0.799359,0.566051,0.185293,0.406014
0.209463,0.801319,0.559725,0.178678,0.407971
0.216613,0.806279,0.587761,0.173501,0.41893
0.206012,0.803784,0.548143,0.18932,0.397271
0.206749,0.799829,0.564589,0.179198,0.408261
0.208539,0.798973,0.560118,0.181456,0.402691
0.202812,0.800238,0.58726,0.174908,0.416808
0.200184,0.799717,0.563299,0.181636,0.403418
0.20231,0.802482,0.554953,0.169851,0.400934
0.209589,0.802792,0.559675,0.178192,0.408651
0.205945,0.801501,0.562859,0.176913,0.409559
0.200794,0.795171,0.562444,0.184011,0.410233
0.203339,0.80158,0.561987,0.181227,0.412187
0.209314,0.802382,0.54234,0.178127,0.407607
0.208893,0.804298,0.561996,0.177251,0.404425
0.20986,0.810813,0.561772,0.179335,0.414166
0.209403,0.802618,0.562599,0.178645,0.409969
0.20723,0.79691,0.56023,0.166786,0.407303
0.202843,0.800752,0.559512,0.186407,0.409235
0.207909,0.804814,0.559799,0.178405,0.401366
0.202738,0.802518,0.57261,0.189688,0.422074
0.204611,0.803448,0.55357,0.17829,0.39803
0.213286,0.800729,0.561463,0.179827,0.411283
0.201661,0.79189,0.561965,0.185931,0.407756
0.222342,0.804252,0.570516,0.182759,0.406146
0.209519,0.800568,0.558964,0.178043,0.408517
0.233845,0.794574,0.567536,0.178908,0.385801
0.210915,0.78214,0.557792,0.174109,0.403886
0.204146,0.787347,0.550576,0.182617,0.405518
0.215496,0.804512,0.572826,0.146252,0.435485
0.209287,0.802269,0.559461,0.178441,0.403468
0.221015,0.803722,0.565141,0.176721,0.419546
0.206989,0.802263,0.573524,0.181828,0.418794
0.210296,0.803102,0.557146,0.17776,0.409009
0.202565,0.79447,0.561263,0.166343,0.402561
0.208812,0.805497,0.571987,0.171341,0.422187
0.207254,0.802572,0.561675,0.177182,0.40913
0.208843,0.817484,0.561843,0.178929,0.407052
0.212235,0.799155,0.55239,0.175962,0.396297
0.2076,0.807478,0.553959,0.178275,0.411492
0.21564,0.802549,0.559122,0.173532,0.400933
0.207191,0.805109,0.561102,0.180309,0.409769
0.202687,0.800017,0.564194,0.188736,0.40587
0.184406,0.809889,0.568625,0.177724,0.415898
0.209595,0.802711,0.559335,0.178265,0.408524
0.207987,0.803469,0.559994,0.176539,0.409597
0.201701,0.803298,0.560146,0.178031,0.408814
0.212539,0.797366,0.557032,0.16622,0.418094
0.209071,0.802002,0.558704,0.176471,0.39964
0.184858,0.75303,0.574762,0.17484,0.407237
0.2052,0.798862,0.548077,0.183624,0.408876
0.217434,0.802487,0.536628,0.177392,0.401138
0.207955,0.802272,0.560168,0.178792,0.407182
0.209319,0.797716,0.556539,0.179839,0.402134
0.214515,0.796477,0.542143,0.17447,0.408035
0.2079,0.803385,0.564751,0.17814,0.405404
0.193736,0.788244,0.564726,0.179053,0.41376
0.206315,0.8026,0.562252,0.179476,0.406108
0.210491,0.803273,0.55976,0.177105,0.407475
0.211023,0.802943,0.560312,0.177142,0.407402
0.208818,0.80434,0.559467,0.177727,0.408845
0.201103,0.797123,0.565742,0.175502,0.40906
0.209351,0.809962,0.559354,0.178521,0.411725
0.209919,0.802796,0.560249,0.17813,0.409123
0.198062,0.795005,0.555898,0.186861,0.408515
0.206419,0.802371,0.563236,0.180429,0.403401
0.209614,0.803808,0.558629,0.172465,0.418608
0.213525,0.803267,0.556604,0.17912,0.408906
0.200148,0.800097,0.56794,0.179905,0.404232
0.211092,0.798867,0.556186,0.184483,0.414228
0.200157,0.808102,0.548899,0.18689,0.405457
0.207471,0.802541,0.560036,0.179782,0.411017
0.203129,0.800856,0.562414,0.181848,0.413744
0.20718,0.80272,0.584316,0.183455,0.405381
0.204841,0.791674,0.57296,0.193322,0.427937
0.208882,0.801937,0.563126,0.177843,0.408287
0.215266,0.802395,0.557727,0.177359,0.402312
0.209247,0.794286,0.551176,0.178246,0.408442
0.209646,0.814096,0.55331,0.178409,0.402928
0.208008,0.799849,0.56294,0.180108,0.407897
0.201712,0.813021,0.57088,0.186062,0.398443
0.212861,0.773028,0.565748,0.178967,0.414758
0.191236,0.801736,0.53491,0.172038,0.413412
0.208082,0.798942,0.558263,0.178221,0.408347
0.205485,0.801324,0.556242,0.178187,0.406005
0.208203,0.80085,0.558695,0.177449,0.407521
0.211072,0.796082,0.558434,0.176995,0.40957
0.212418,0.803752,0.554043,0.178341,0.403159
0.210772,0.795294,0.563636,0.179829,0.412326
0.207115,0.801786,0.560566,0.180097,0.408519
0.199464,0.798071,0.565414,0.192593,0.405843
0.21163,0.801877,0.57431,0.180533,0.388799
0.203112,0.801039,0.566015,0.18623,0.411168
0.183616,0.825212,0.552589,0.181089,0.411247
0.208416,0.802956,0.56112,0.204913,0.407199
0.206604,0.800482,0.560439,0.180689,0.409409
0.205535,0.797323,0.563948,0.183185,0.411094
0.210291,0.822622,0.574034,0.177651,0.405316
0.211372,0.802506,0.558864,0.176387,0.408312
0.20123,0.829127,0.541687,0.176955,0.432057
0.199522,0.806911,0.558064,0.181083,0.385025
0.204157,0.801069,0.559475,0.178128,0.408476
0.205779,0.798758,0.562645,0.182472,0.410653
0.21079,0.811883,0.569715,0.178401,0.40713
0.209169,0.801165,0.559894,0.180578,0.407077
0.207152,0.802985,0.559262,0.172822,0.410422
0.209313,0.802579,0.555098,0.179493,0.408411
0.208913,0.800256,0.544073,0.178553,0.404922
0.207388,0.801756,0.562076,0.197046,0.423903
0.212501,0.800541,0.562589,0.173443,0.39992
0.206569,0.80314,0.563288,0.182293,0.410284
0.210153,0.800164,0.559294,0.2005,0.400915
0.209817,0.802935,0.566658,0.178494,0.413986
0.208968,0.802179,0.559965,0.174623,0.408952
0.209295,0.802753,0.559648,0.178058,0.436978
0.208808,0.799311,0.560376,0.188595,0.408194
0.209404,0.801658,0.559471,0.176455,0.406964
0.209959,0.810741,0.561512,0.171406,0.404314
0.210162,0.801593,0.556229,0.178429,0.409212
0.209548,0.802273,0.559716,0.178264,0.409223
0.204577,0.800676,0.562916,0.181319,0.405519
0.209676,0.789747,0.571281,0.158292,0.401972
0.204429,0.800132,0.562905,0.18269,0.406532
0.196981,0.793382,0.567227,0.188499,0.404369
0.208775,0.801238,0.570456,0.165029,0.377932
0.209606,0.8011,0.558963,0.177321,0.408641
0.207758,0.78458,0.56066,0.163902,0.409787
0.202063,0.802176,0.561871,0.184787,0.40628
0.199022,0.813982,0.565587,0.158378,0.419272
0.209167,0.802699,0.559292,0.178244,0.408031
