k1,k2,o1
0.07524,0.44,998.4
0.07524,0.46,991.0
0.07524,0.48,982.8
0.07524,0.5,992.8
0.07524,0.52,993.6
0.07524,0.54,981.6
0.07524,0.56,990.0
0.07524,0.58,990.2
0.00594,0.86,922.8
0.07524,0.6,1001.2
0.07524,0.62,999.8
0.07524,0.64,1003.6
0.07524,0.66,985.2
0.07524,0.68,994.0
0.07524,0.7000000000000001,973.2
0.07524,0.72,990.4
0.07524,0.74,998.0
0.07524,0.76,976.4
0.07524,0.78,990.2
0.00594,0.88,943.4
0.07524,0.8,1006.6
0.07524,0.8200000000000001,980.2
0.07524,0.84,985.8
0.07524,0.86,968.2
0.07524,0.88,1002.6
0.07524,0.9,995.8
0.07524,0.92,998.2
0.07524,0.9400000000000001,974.8
0.07524,0.96,982.6
0.07524,0.98,993.2
0.00594,0.9,927.4
0.07722,0.0,1001.2
0.07722,0.02,991.0
0.07722,0.04,970.2
0.07722,0.06,986.4
0.07722,0.08,982.4
0.07722,0.1,1001.8
0.07722,0.12,983.4
0.07722,0.14,997.2
0.07722,0.16,997.0
0.07722,0.18,986.6
0.00594,0.92,940.2
0.07722,0.2,979.4
0.07722,0.22,1001.2
0.07722,0.24,1001.6
0.07722,0.26,986.0
0.07722,0.28,985.4
0.07722,0.3,987.0
0.07722,0.32,995.8
0.07722,0.34,983.2
0.07722,0.36,995.6
0.07722,0.38,985.4
0.00594,0.9400000000000001,924.2
0.07722,0.4,991.4
0.07722,0.42,999.2
0.07722,0.44,975.0
0.07722,0.46,988.6
0.07722,0.48,1005.6
0.07722,0.5,984.8
0.07722,0.52,996.6
0.07722,0.54,977.6
0.07722,0.56,984.8
0.07722,0.58,987.6
0.00594,0.96,943.2
0.07722,0.6,981.4
0.07722,0.62,993.2
0.07722,0.64,999.0
0.07722,0.66,1002.0
0.07722,0.68,982.2
0.07722,0.7000000000000001,1005.0
0.07722,0.72,993.6
0.07722,0.74,981.0
0.07722,0.76,991.0
0.07722,0.78,987.4
0.00594,0.98,931.6
0.07722,0.8,998.0
0.07722,0.8200000000000001,990.2
0.07722,0.84,989.6
0.07722,0.86,984.2
0.07722,0.88,978.4
0.07722,0.9,986.0
0.07722,0.92,990.2
0.07722,0.9400000000000001,975.6
0.07722,0.96,983.4
0.07722,0.98,984.0
0.0,0.04,0.0
0.0,0.4,0.0
0.00792,0.0,959.6
0.07919999999999999,0.0,997.2
0.07919999999999999,0.02,975.2
0.07919999999999999,0.04,994.6
0.07919999999999999,0.06,988.4
0.07919999999999999,0.08,991.8
0.07919999999999999,0.1,993.0
0.07919999999999999,0.12,996.2
0.07919999999999999,0.14,1000.0
0.07919999999999999,0.16,995.8
0.07919999999999999,0.18,1000.8
0.00792,0.02,945.8
0.07919999999999999,0.2,994.8
0.07919999999999999,0.22,989.4
0.07919999999999999,0.24,990.4
0.07919999999999999,0.26,976.2
0.07919999999999999,0.28,985.6
0.07919999999999999,0.3,987.2
0.07919999999999999,0.32,996.6
0.07919999999999999,0.34,994.2
0.07919999999999999,0.36,978.4
0.07919999999999999,0.38,994.2
0.00792,0.04,946.0
0.07919999999999999,0.4,992.0
0.07919999999999999,0.42,998.2
0.07919999999999999,0.44,993.4
0.07919999999999999,0.46,996.2
0.07919999999999999,0.48,999.2
0.07919999999999999,0.5,985.4
0.07919999999999999,0.52,995.4
0.07919999999999999,0.54,986.0
0.07919999999999999,0.56,987.8
0.07919999999999999,0.58,988.0
0.00792,0.06,935.0
0.07919999999999999,0.6,988.4
0.07919999999999999,0.62,986.8
0.07919999999999999,0.64,991.8
0.07919999999999999,0.66,1007.6
0.07919999999999999,0.68,1006.4
0.07919999999999999,0.7000000000000001,992.8
0.07919999999999999,0.72,989.4
0.07919999999999999,0.74,1005.8
0.07919999999999999,0.76,978.0
0.07919999999999999,0.78,994.6
0.00792,0.08,942.8
0.07919999999999999,0.8,975.6
0.07919999999999999,0.8200000000000001,998.6
0.07919999999999999,0.84,1016.0
0.07919999999999999,0.86,990.8
0.07919999999999999,0.88,1001.8
0.07919999999999999,0.9,989.8
0.07919999999999999,0.92,963.8
0.07919999999999999,0.9400000000000001,979.6
0.07919999999999999,0.96,986.6
0.07919999999999999,0.98,980.2
0.00792,0.1,954.0
0.08118,0.0,1001.6
0.08118,0.02,991.4
0.08118,0.04,1007.8
0.08118,0.06,997.6
0.08118,0.08,1004.4
0.08118,0.1,977.2
0.08118,0.12,995.6
0.08118,0.14,998.6
0.08118,0.16,1000.2
0.08118,0.18,985.4
0.00792,0.12,935.8
0.08118,0.2,1002.0
0.08118,0.22,986.6
0.08118,0.24,995.0
0.08118,0.26,988.0
0.08118,0.28,1002.6
0.08118,0.3,984.6
0.08118,0.32,984.8
0.08118,0.34,995.6
0.08118,0.36,1009.6
0.08118,0.38,998.6
0.00792,0.14,942.6
0.08118,0.4,993.8
0.08118,0.42,986.6
0.08118,0.44,1000.2
0.08118,0.46,987.2
0.08118,0.48,994.4
0.08118,0.5,987.2
0.08118,0.52,994.4
0.08118,0.54,1003.6
0.08118,0.56,996.0
0.08118,0.58,996.6
0.00792,0.16,957.6
0.08118,0.6,996.4
0.08118,0.62,988.0
0.08118,0.64,994.2
0.08118,0.66,1010.6
0.08118,0.68,987.8
0.08118,0.7000000000000001,995.0
0.08118,0.72,989.4
0.08118,0.74,980.4
0.08118,0.76,999.4
0.08118,0.78,996.4
0.00792,0.18,946.4
0.08118,0.8,1005.4
0.08118,0.8200000000000001,990.6
0.08118,0.84,993.4
0.08118,0.86,984.2
0.08118,0.88,992.4
0.08118,0.9,989.4
0.08118,0.92,987.0
0.08118,0.9400000000000001,987.2
0.08118,0.96,991.6
0.08118,0.98,1001.6
0.0,0.42,0.0
0.00792,0.2,950.4
0.08316,0.0,970.6
0.08316,0.02,993.6
0.08316,0.04,989.8
0.08316,0.06,997.0
0.08316,0.08,1010.2
0.08316,0.1,1002.4
0.08316,0.12,987.2
0.08316,0.14,995.6
0.08316,0.16,1000.8
0.08316,0.18,1000.0
0.00792,0.22,945.2
0.08316,0.2,988.8
0.08316,0.22,992.0
0.08316,0.24,974.2
0.08316,0.26,1004.6
0.08316,0.28,991.0
0.08316,0.3,989.6
0.08316,0.32,995.8
0.08316,0.34,985.6
0.08316,0.36,989.0
0.08316,0.38,1008.4
0.00792,0.24,957.0
0.08316,0.4,983.0
0.08316,0.42,1008.4
0.08316,0.44,996.0
0.08316,0.46,991.2
0.08316,0.48,981.4
0.08316,0.5,1001.2
0.08316,0.52,978.4
0.08316,0.54,1007.2
0.08316,0.56,986.2
0.08316,0.58,992.6
0.00792,0.26,954.0
0.08316,0.6,986.4
0.08316,0.62,977.2
0.08316,0.64,993.4
0.08316,0.66,971.8
0.08316,0.68,989.0
0.08316,0.7000000000000001,989.6
0.08316,0.72,1005.6
0.08316,0.74,991.6
0.08316,0.76,973.4
0.08316,0.78,997.6
0.00792,0.28,953.8
0.08316,0.8,996.8
0.08316,0.8200000000000001,971.6
0.08316,0.84,986.2
0.08316,0.86,1007.6
0.08316,0.88,987.2
0.08316,0.9,1005.0
0.08316,0.92,967.8
0.08316,0.9400000000000001,986.4
0.08316,0.96,1005.6
0.08316,0.98,981.4
0.00792,0.3,947.4
0.08514,0.0,981.2
0.08514,0.02,999.8
0.08514,0.04,995.0
0.08514,0.06,980.4
0.08514,0.08,1012.8
0.08514,0.1,988.2
0.08514,0.12,993.6
0.08514,0.14,993.4
0.08514,0.16,990.6
0.08514,0.18,992.2
0.00792,0.32,963.4
0.08514,0.2,1011.2
0.08514,0.22,978.4
0.08514,0.24,998.8
0.08514,0.26,997.4
0.08514,0.28,1001.6
0.08514,0.3,983.0
0.08514,0.32,1002.4
0.08514,0.34,997.2
0.08514,0.36,992.0
0.08514,0.38,980.8
0.00792,0.34,958.6
0.08514,0.4,999.4
0.08514,0.42,992.8
0.08514,0.44,988.4
0.08514,0.46,983.4
0.08514,0.48,999.8
0.08514,0.5,985.4
0.08514,0.52,989.4
0.08514,0.54,994.6
0.08514,0.56,1001.2
0.08514,0.58,997.0
0.00792,0.36,955.4
0.08514,0.6,997.2
0.08514,0.62,988.4
0.08514,0.64,1003.0
0.08514,0.66,974.2
0.08514,0.68,998.2
0.08514,0.7000000000000001,1002.2
0.08514,0.72,992.2
0.08514,0.74,993.0
0.08514,0.76,980.2
0.08514,0.78,987.8
0.00792,0.38,948.8
0.08514,0.8,991.8
0.08514,0.8200000000000001,990.8
0.08514,0.84,1002.4
0.08514,0.86,985.0
0.08514,0.88,978.4
0.08514,0.9,1005.2
0.08514,0.92,997.2
0.08514,0.9400000000000001,977.2
0.08514,0.96,984.0
0.08514,0.98,990.8
0.0,0.44,0.0
0.00792,0.4,945.6
0.08712,0.0,991.0
0.08712,0.02,1001.4
0.08712,0.04,980.6
0.08712,0.06,993.2
0.08712,0.08,998.8
0.08712,0.1,984.8
0.08712,0.12,993.0
0.08712,0.14,984.8
0.08712,0.16,1003.4
0.08712,0.18,999.2
0.00792,0.42,944.4
0.08712,0.2,969.4
0.08712,0.22,985.6
0.08712,0.24,1003.2
0.08712,0.26,979.8
0.08712,0.28,969.0
0.08712,0.3,991.0
0.08712,0.32,995.6
0.08712,0.34,993.2
0.08712,0.36,990.6
0.08712,0.38,1001.4
0.00792,0.44,945.2
0.08712,0.4,981.0
0.08712,0.42,999.6
0.08712,0.44,977.6
0.08712,0.46,992.6
0.08712,0.48,985.2
0.08712,0.5,979.6
0.08712,0.52,981.4
0.08712,0.54,982.0
0.08712,0.56,985.6
0.08712,0.58,997.4
0.00792,0.46,957.0
0.08712,0.6,993.2
0.08712,0.62,992.2
0.08712,0.64,979.4
0.08712,0.66,994.8
0.08712,0.68,986.4
0.08712,0.7000000000000001,976.4
0.08712,0.72,1004.2
0.08712,0.74,987.0
0.08712,0.76,995.0
0.08712,0.78,1000.8
0.00792,0.48,945.0
0.08712,0.8,980.6
0.08712,0.8200000000000001,1001.8
0.08712,0.84,1001.6
0.08712,0.86,984.4
0.08712,0.88,1003.6
0.08712,0.9,973.8
0.08712,0.92,995.6
0.08712,0.9400000000000001,1001.4
0.08712,0.96,989.4
0.08712,0.98,991.0
0.00792,0.5,948.6
0.0891,0.0,996.4
0.0891,0.02,989.8
0.0891,0.04,981.8
0.0891,0.06,1024.0
0.0891,0.08,1003.0
0.0891,0.1,974.0
0.0891,0.12,993.2
0.0891,0.14,993.6
0.0891,0.16,989.8
0.0891,0.18,998.4
0.00792,0.52,944.2
0.0891,0.2,986.0
0.0891,0.22,989.2
0.0891,0.24,998.6
0.0891,0.26,987.2
0.0891,0.28,1002.2
0.0891,0.3,986.0
0.0891,0.32,999.4
0.0891,0.34,996.8
0.0891,0.36,996.8
0.0891,0.38,993.8
0.00792,0.54,958.8
0.0891,0.4,979.2
0.0891,0.42,979.8
0.0891,0.44,1008.0
0.0891,0.46,982.6
0.0891,0.48,975.2
0.0891,0.5,994.8
0.0891,0.52,998.6
0.0891,0.54,1008.8
0.0891,0.56,989.2
0.0891,0.58,1003.6
0.00792,0.56,966.2
0.0891,0.6,981.8
0.0891,0.62,992.0
0.0891,0.64,991.6
0.0891,0.66,973.2
0.0891,0.68,982.2
0.0891,0.7000000000000001,996.4
0.0891,0.72,980.2
0.0891,0.74,992.6
0.0891,0.76,996.8
0.0891,0.78,996.0
0.00792,0.58,939.4
0.0891,0.8,995.8
0.0891,0.8200000000000001,992.0
0.0891,0.84,984.8
0.0891,0.86,996.2
0.0891,0.88,992.8
0.0891,0.9,991.6
0.0891,0.92,986.6
0.0891,0.9400000000000001,992.2
0.0891,0.96,993.6
0.0891,0.98,977.4
0.0,0.46,0.0
0.00792,0.6,948.0
0.09108,0.0,995.6
0.09108,0.02,994.0
0.09108,0.04,1002.6
0.09108,0.06,1002.4
0.09108,0.08,997.2
0.09108,0.1,1002.0
0.09108,0.12,989.0
0.09108,0.14,980.0
0.09108,0.16,990.2
0.09108,0.18,989.0
0.00792,0.62,948.2
0.09108,0.2,993.4
0.09108,0.22,990.0
0.09108,0.24,987.4
0.09108,0.26,988.2
0.09108,0.28,996.6
0.09108,0.3,1010.2
0.09108,0.32,994.6
0.09108,0.34,990.4
0.09108,0.36,984.0
0.09108,0.38,994.6
0.00792,0.64,958.8
0.09108,0.4,991.2
0.09108,0.42,986.8
0.09108,0.44,982.8
0.09108,0.46,983.4
0.09108,0.48,988.4
0.09108,0.5,971.0
0.09108,0.52,992.2
0.09108,0.54,1000.6
0.09108,0.56,990.4
0.09108,0.58,991.8
0.00792,0.66,955.8
0.09108,0.6,993.4
0.09108,0.62,993.6
0.09108,0.64,997.8
0.09108,0.66,974.0
0.09108,0.68,994.2
0.09108,0.7000000000000001,999.8
0.09108,0.72,977.0
0.09108,0.74,962.0
0.09108,0.76,979.8
0.09108,0.78,983.8
0.00792,0.68,942.0
0.09108,0.8,1007.8
0.09108,0.8200000000000001,1002.6
0.09108,0.84,996.6
0.09108,0.86,986.2
0.09108,0.88,987.6
0.09108,0.9,979.6
0.09108,0.92,987.2
0.09108,0.9400000000000001,993.2
0.09108,0.96,987.4
0.09108,0.98,993.2
0.00792,0.7000000000000001,950.4
0.09306,0.0,997.4
0.09306,0.02,986.8
0.09306,0.04,1000.2
0.09306,0.06,985.6
0.09306,0.08,975.0
0.09306,0.1,989.0
0.09306,0.12,1001.8
0.09306,0.14,992.8
0.09306,0.16,993.0
0.09306,0.18,1002.6
0.00792,0.72,937.2
0.09306,0.2,998.6
0.09306,0.22,981.8
0.09306,0.24,993.6
0.09306,0.26,1001.8
0.09306,0.28,993.8
0.09306,0.3,987.8
0.09306,0.32,1001.8
0.09306,0.34,986.6
0.09306,0.36,999.8
0.09306,0.38,1005.6
0.00792,0.74,949.8
0.09306,0.4,1001.4
0.09306,0.42,979.4
0.09306,0.44,1001.0
0.09306,0.46,993.8
0.09306,0.48,982.6
0.09306,0.5,995.6
0.09306,0.52,992.6
0.09306,0.54,995.2
0.09306,0.56,988.8
0.09306,0.58,993.0
0.00792,0.76,938.2
0.09306,0.6,1009.0
0.09306,0.62,990.2
0.09306,0.64,996.6
0.09306,0.66,981.2
0.09306,0.68,992.4
0.09306,0.7000000000000001,996.8
0.09306,0.72,1004.2
0.09306,0.74,999.6
0.09306,0.76,974.6
0.09306,0.78,1000.4
0.00792,0.78,937.6
0.09306,0.8,986.6
0.09306,0.8200000000000001,999.0
0.09306,0.84,971.8
0.09306,0.86,991.6
0.09306,0.88,991.2
0.09306,0.9,995.6
0.09306,0.92,982.4
0.09306,0.9400000000000001,987.8
0.09306,0.96,1004.6
0.09306,0.98,980.2
0.0,0.48,0.0
0.00792,0.8,948.8
0.09504,0.0,991.2
0.09504,0.02,1002.8
0.09504,0.04,1004.2
0.09504,0.06,987.0
0.09504,0.08,1001.0
0.09504,0.1,991.0
0.09504,0.12,981.2
0.09504,0.14,990.4
0.09504,0.16,987.2
0.09504,0.18,991.8
0.00792,0.8200000000000001,937.4
0.09504,0.2,986.6
0.09504,0.22,987.4
0.09504,0.24,985.4
0.09504,0.26,982.4
0.09504,0.28,1000.4
0.09504,0.3,998.0
0.09504,0.32,991.4
0.09504,0.34,1008.4
0.09504,0.36,996.4
0.09504,0.38,986.4
0.00792,0.84,952.2
0.09504,0.4,982.4
0.09504,0.42,990.0
0.09504,0.44,985.2
0.09504,0.46,996.2
0.09504,0.48,995.2
0.09504,0.5,999.2
0.09504,0.52,988.0
0.09504,0.54,1002.6
0.09504,0.56,997.4
0.09504,0.58,1010.0
0.00792,0.86,970.0
0.09504,0.6,993.0
0.09504,0.62,988.4
0.09504,0.64,1005.2
0.09504,0.66,993.4
0.09504,0.68,995.4
0.09504,0.7000000000000001,998.8
0.09504,0.72,1000.6
0.09504,0.74,995.8
0.09504,0.76,985.6
0.09504,0.78,984.4
0.00792,0.88,937.8
0.09504,0.8,975.4
0.09504,0.8200000000000001,991.8
0.09504,0.84,996.8
0.09504,0.86,988.8
0.09504,0.88,980.6
0.09504,0.9,1003.2
0.09504,0.92,976.6
0.09504,0.9400000000000001,973.4
0.09504,0.96,981.6
0.09504,0.98,990.4
0.00792,0.9,947.2
0.09702,0.0,964.4
0.09702,0.02,992.0
0.09702,0.04,985.2
0.09702,0.06,975.8
0.09702,0.08,990.8
0.09702,0.1,986.8
0.09702,0.12,983.8
0.09702,0.14,991.8
0.09702,0.16,1002.2
0.09702,0.18,982.6
0.00792,0.92,943.4
0.09702,0.2,990.0
0.09702,0.22,990.2
0.09702,0.24,1001.8
0.09702,0.26,1006.4
0.09702,0.28,997.2
0.09702,0.3,997.8
0.09702,0.32,990.4
0.09702,0.34,1001.8
0.09702,0.36,985.0
0.09702,0.38,983.8
0.00792,0.9400000000000001,952.8
0.09702,0.4,992.2
0.09702,0.42,1012.4
0.09702,0.44,998.6
0.09702,0.46,994.0
0.09702,0.48,980.8
0.09702,0.5,989.2
0.09702,0.52,980.6
0.09702,0.54,987.8
0.09702,0.56,986.4
0.09702,0.58,995.8
0.00792,0.96,948.2
0.09702,0.6,996.0
0.09702,0.62,987.8
0.09702,0.64,1006.4
0.09702,0.66,975.4
0.09702,0.68,996.8
0.09702,0.7000000000000001,1013.0
0.09702,0.72,985.2
0.09702,0.74,996.0
0.09702,0.76,990.6
0.09702,0.78,993.2
0.00792,0.98,948.8
0.09702,0.8,985.0
0.09702,0.8200000000000001,988.6
0.09702,0.84,1004.4
0.09702,0.86,997.0
0.09702,0.88,985.4
0.09702,0.9,985.4
0.09702,0.92,980.4
0.09702,0.9400000000000001,984.0
0.09702,0.96,991.0
0.09702,0.98,994.4
0.0,0.5,0.0
0.009899999999999999,0.0,969.0
0.009899999999999999,0.02,949.2
0.009899999999999999,0.04,961.4
0.009899999999999999,0.06,965.2
0.009899999999999999,0.08,958.6
0.009899999999999999,0.1,959.8
0.009899999999999999,0.12,957.6
0.009899999999999999,0.14,945.8
0.009899999999999999,0.16,966.6
0.009899999999999999,0.18,967.4
0.0,0.52,0.0
0.009899999999999999,0.2,962.8
0.009899999999999999,0.22,959.4
0.009899999999999999,0.24,968.2
0.009899999999999999,0.26,964.8
0.009899999999999999,0.28,947.0
0.009899999999999999,0.3,946.0
0.009899999999999999,0.32,962.6
0.009899999999999999,0.34,958.0
0.009899999999999999,0.36,966.0
0.009899999999999999,0.38,965.0
0.0,0.54,0.0
0.009899999999999999,0.4,966.2
0.009899999999999999,0.42,961.0
0.009899999999999999,0.44,966.2
0.009899999999999999,0.46,951.0
0.009899999999999999,0.48,955.4
0.009899999999999999,0.5,961.8
0.009899999999999999,0.52,942.4
0.009899999999999999,0.54,965.4
0.009899999999999999,0.56,963.8
0.009899999999999999,0.58,959.0
0.0,0.56,0.0
0.009899999999999999,0.6,959.6
0.009899999999999999,0.62,972.4
0.009899999999999999,0.64,957.8
0.009899999999999999,0.66,961.2
0.009899999999999999,0.68,964.8
0.009899999999999999,0.7000000000000001,943.8
0.009899999999999999,0.72,969.0
0.009899999999999999,0.74,967.6
0.009899999999999999,0.76,955.0
0.009899999999999999,0.78,955.6
0.0,0.58,0.0
0.009899999999999999,0.8,942.0
0.009899999999999999,0.8200000000000001,959.8
0.009899999999999999,0.84,956.4
0.009899999999999999,0.86,962.0
0.009899999999999999,0.88,959.6
0.009899999999999999,0.9,956.6
0.009899999999999999,0.92,955.2
0.009899999999999999,0.9400000000000001,948.4
0.009899999999999999,0.96,945.2
0.009899999999999999,0.98,948.2
0.0,0.06,0.0
0.0,0.6,0.0
0.01188,0.0,972.0
0.01188,0.02,986.4
0.01188,0.04,975.4
0.01188,0.06,957.8
0.01188,0.08,957.6
0.01188,0.1,961.6
0.01188,0.12,962.2
0.01188,0.14,971.6
0.01188,0.16,974.6
0.01188,0.18,970.6
0.0,0.62,0.0
0.01188,0.2,951.2
0.01188,0.22,959.8
0.01188,0.24,960.6
0.01188,0.26,960.4
0.01188,0.28,977.8
0.01188,0.3,958.0
0.01188,0.32,949.2
0.01188,0.34,961.6
0.01188,0.36,957.2
0.01188,0.38,965.4
0.0,0.64,0.0
0.01188,0.4,972.4
0.01188,0.42,969.0
0.01188,0.44,956.8
0.01188,0.46,974.8
0.01188,0.48,963.0
0.01188,0.5,954.2
0.01188,0.52,963.0
0.01188,0.54,965.2
0.01188,0.56,987.2
0.01188,0.58,950.8
0.0,0.66,0.0
0.01188,0.6,956.8
0.01188,0.62,959.4
0.01188,0.64,964.8
0.01188,0.66,962.4
0.01188,0.68,945.0
0.01188,0.7000000000000001,971.2
0.01188,0.72,956.2
0.01188,0.74,958.8
0.01188,0.76,966.4
0.01188,0.78,963.2
0.0,0.68,0.0
0.01188,0.8,958.2
0.01188,0.8200000000000001,951.4
0.01188,0.84,972.6
0.01188,0.86,972.0
0.01188,0.88,969.0
0.01188,0.9,967.2
0.01188,0.92,966.6
0.01188,0.9400000000000001,960.6
0.01188,0.96,965.0
0.01188,0.98,962.0
0.0,0.7000000000000001,0.0
0.01386,0.0,966.8
0.01386,0.02,963.0
0.01386,0.04,970.4
0.01386,0.06,975.8
0.01386,0.08,970.6
0.01386,0.1,966.4
0.01386,0.12,971.2
0.01386,0.14,981.8
0.01386,0.16,964.8
0.01386,0.18,979.2
0.0,0.72,0.0
0.01386,0.2,969.8
0.01386,0.22,974.6
0.01386,0.24,965.2
0.01386,0.26,974.6
0.01386,0.28,956.4
0.01386,0.3,979.6
0.01386,0.32,965.2
0.01386,0.34,963.4
0.01386,0.36,964.0
0.01386,0.38,964.0
0.0,0.74,0.0
0.01386,0.4,958.8
0.01386,0.42,969.0
0.01386,0.44,975.2
0.01386,0.46,967.2
0.01386,0.48,959.8
0.01386,0.5,980.8
0.01386,0.52,973.4
0.01386,0.54,965.2
0.01386,0.56,954.8
0.01386,0.58,967.4
0.0,0.76,0.0
0.01386,0.6,961.2
0.01386,0.62,967.2
0.01386,0.64,960.0
0.01386,0.66,958.8
0.01386,0.68,968.8
0.01386,0.7000000000000001,957.8
0.01386,0.72,965.6
0.01386,0.74,980.4
0.01386,0.76,977.8
0.01386,0.78,969.8
0.0,0.78,0.0
0.01386,0.8,973.4
0.01386,0.8200000000000001,976.2
0.01386,0.84,974.0
0.01386,0.86,973.4
0.01386,0.88,967.8
0.01386,0.9,977.6
0.01386,0.92,960.4
0.01386,0.9400000000000001,950.2
0.01386,0.96,981.6
0.01386,0.98,975.6
0.0,0.08,0.0
0.0,0.8,0.0
0.01584,0.0,983.0
0.01584,0.02,980.0
0.01584,0.04,966.0
0.01584,0.06,978.8
0.01584,0.08,974.8
0.01584,0.1,978.4
0.01584,0.12,974.8
0.01584,0.14,963.0
0.01584,0.16,975.2
0.01584,0.18,954.6
0.0,0.8200000000000001,0.0
0.01584,0.2,975.2
0.01584,0.22,968.0
0.01584,0.24,967.2
0.01584,0.26,979.0
0.01584,0.28,980.4
0.01584,0.3,977.0
0.01584,0.32,969.8
0.01584,0.34,976.4
0.01584,0.36,979.0
0.01584,0.38,982.8
0.0,0.84,0.0
0.01584,0.4,970.0
0.01584,0.42,974.0
0.01584,0.44,983.8
0.01584,0.46,980.8
0.01584,0.48,962.6
0.01584,0.5,977.4
0.01584,0.52,985.0
0.01584,0.54,987.0
0.01584,0.56,968.4
0.01584,0.58,967.0
0.0,0.86,0.0
0.01584,0.6,970.8
0.01584,0.62,971.4
0.01584,0.64,972.6
0.01584,0.66,970.8
0.01584,0.68,955.4
0.01584,0.7000000000000001,974.4
0.01584,0.72,980.6
0.01584,0.74,967.2
0.01584,0.76,977.0
0.01584,0.78,953.4
0.0,0.88,0.0
0.01584,0.8,968.2
0.01584,0.8200000000000001,951.8
0.01584,0.84,976.4
0.01584,0.86,975.6
0.01584,0.88,966.8
0.01584,0.9,965.0
0.01584,0.92,987.8
0.01584,0.9400000000000001,976.4
0.01584,0.96,974.0
0.01584,0.98,989.4
0.0,0.9,0.0
0.01782,0.0,977.6
0.01782,0.02,970.4
0.01782,0.04,996.6
0.01782,0.06,973.2
0.01782,0.08,980.6
0.01782,0.1,985.0
0.01782,0.12,968.4
0.01782,0.14,982.6
0.01782,0.16,969.8
0.01782,0.18,988.6
0.0,0.92,0.0
0.01782,0.2,978.8
0.01782,0.22,969.2
0.01782,0.24,992.0
0.01782,0.26,968.0
0.01782,0.28,978.4
0.01782,0.3,981.2
0.01782,0.32,979.6
0.01782,0.34,967.0
0.01782,0.36,964.0
0.01782,0.38,991.2
0.0,0.9400000000000001,0.0
0.01782,0.4,975.8
0.01782,0.42,982.2
0.01782,0.44,971.2
0.01782,0.46,972.8
0.01782,0.48,974.8
0.01782,0.5,970.0
0.01782,0.52,970.0
0.01782,0.54,983.4
0.01782,0.56,973.6
0.01782,0.58,978.2
0.0,0.96,0.0
0.01782,0.6,976.2
0.01782,0.62,961.0
0.01782,0.64,980.0
0.01782,0.66,963.6
0.01782,0.68,982.0
0.01782,0.7000000000000001,964.4
0.01782,0.72,977.0
0.01782,0.74,975.0
0.01782,0.76,985.6
0.01782,0.78,980.6
0.0,0.98,0.0
0.01782,0.8,971.8
0.01782,0.8200000000000001,962.6
0.01782,0.84,979.2
0.01782,0.86,966.0
0.01782,0.88,970.4
0.01782,0.9,973.6
0.01782,0.92,991.0
0.01782,0.9400000000000001,977.4
0.01782,0.96,976.6
0.01782,0.98,976.8
0.0,0.1,0.0
0.00198,0.0,833.4
0.019799999999999998,0.0,990.4
0.019799999999999998,0.02,984.2
0.019799999999999998,0.04,984.4
0.019799999999999998,0.06,973.4
0.019799999999999998,0.08,969.8
0.019799999999999998,0.1,973.0
0.019799999999999998,0.12,985.0
0.019799999999999998,0.14,965.4
0.019799999999999998,0.16,984.0
0.019799999999999998,0.18,974.8
0.00198,0.02,828.8
0.019799999999999998,0.2,1010.8
0.019799999999999998,0.22,975.0
0.019799999999999998,0.24,977.8
0.019799999999999998,0.26,982.2
0.019799999999999998,0.28,975.6
0.019799999999999998,0.3,971.4
0.019799999999999998,0.32,978.6
0.019799999999999998,0.34,966.8
0.019799999999999998,0.36,981.8
0.019799999999999998,0.38,963.0
0.00198,0.04,849.0
0.019799999999999998,0.4,1000.0
0.019799999999999998,0.42,973.2
0.019799999999999998,0.44,967.8
0.019799999999999998,0.46,964.6
0.019799999999999998,0.48,978.0
0.019799999999999998,0.5,979.2
0.019799999999999998,0.52,986.4
0.019799999999999998,0.54,969.6
0.019799999999999998,0.56,981.2
0.019799999999999998,0.58,994.4
0.00198,0.06,847.2
0.019799999999999998,0.6,963.6
0.019799999999999998,0.62,990.4
0.019799999999999998,0.64,972.8
0.019799999999999998,0.66,979.2
0.019799999999999998,0.68,982.0
0.019799999999999998,0.7000000000000001,976.0
0.019799999999999998,0.72,982.6
0.019799999999999998,0.74,972.8
0.019799999999999998,0.76,968.2
0.019799999999999998,0.78,990.8
0.00198,0.08,830.4
0.019799999999999998,0.8,971.2
0.019799999999999998,0.8200000000000001,968.4
0.019799999999999998,0.84,993.2
0.019799999999999998,0.86,979.4
0.019799999999999998,0.88,983.0
0.019799999999999998,0.9,961.4
0.019799999999999998,0.92,955.4
0.019799999999999998,0.9400000000000001,955.2
0.019799999999999998,0.96,979.2
0.019799999999999998,0.98,987.6
0.00198,0.1,840.0
0.02178,0.0,964.4
0.02178,0.02,983.0
0.02178,0.04,975.8
0.02178,0.06,973.6
0.02178,0.08,972.2
0.02178,0.1,953.8
0.02178,0.12,960.6
0.02178,0.14,958.2
0.02178,0.16,983.6
0.02178,0.18,986.6
0.00198,0.12,841.2
0.02178,0.2,973.0
0.02178,0.22,984.4
0.02178,0.24,986.8
0.02178,0.26,971.0
0.02178,0.28,976.0
0.02178,0.3,963.2
0.02178,0.32,995.4
0.02178,0.34,982.2
0.02178,0.36,982.0
0.02178,0.38,963.8
0.00198,0.14,835.2
0.02178,0.4,983.2
0.02178,0.42,970.0
0.02178,0.44,976.4
0.02178,0.46,982.2
