k1,k2,o1
0.04356,0.78,2099.8
0.00396,0.28,1993.8
0.04356,0.8,2107.8
0.04356,0.8200000000000001,2116.6
0.04356,0.84,2100.8
0.04356,0.86,2117.0
0.04356,0.88,2127.2
0.04356,0.9,2130.0
0.04356,0.92,2103.2
0.04356,0.9400000000000001,2112.2
0.04356,0.96,2108.8
0.04356,0.98,2130.4
0.00396,0.3,2016.6
0.04554,0.0,2118.0
0.04554,0.02,2114.4
0.04554,0.04,2124.0
0.04554,0.06,2107.4
0.04554,0.08,2119.8
0.04554,0.1,2140.0
0.04554,0.12,2139.6
0.04554,0.14,2129.2
0.04554,0.16,2128.8
0.04554,0.18,2127.4
0.00396,0.32,2018.2
0.04554,0.2,2137.8
0.04554,0.22,2125.4
0.04554,0.24,2109.2
0.04554,0.26,2136.4
0.04554,0.28,2112.4
0.04554,0.3,2136.2
0.04554,0.32,2133.4
0.04554,0.34,2125.8
0.04554,0.36,2113.6
0.04554,0.38,2116.8
0.00396,0.34,1997.4
0.04554,0.4,2090.2
0.04554,0.42,2135.6
0.04554,0.44,2110.6
0.04554,0.46,2138.0
0.04554,0.48,2141.6
0.04554,0.5,2112.0
0.04554,0.52,2120.6
0.04554,0.54,2111.0
0.04554,0.56,2114.0
0.04554,0.58,2120.8
0.00396,0.36,1987.4
0.04554,0.6,2109.4
0.04554,0.62,2097.2
0.04554,0.64,2109.8
0.04554,0.66,2118.4
0.04554,0.68,2119.4
0.04554,0.7000000000000001,2133.4
0.04554,0.72,2128.2
0.04554,0.74,2124.0
0.04554,0.76,2112.6
0.04554,0.78,2096.6
0.00396,0.38,2009.0
0.04554,0.8,2134.4
0.04554,0.8200000000000001,2133.8
0.04554,0.84,2098.8
0.04554,0.86,2107.0
0.04554,0.88,2124.6
0.04554,0.9,2099.0
0.04554,0.92,2143.2
0.04554,0.9400000000000001,2122.6
0.04554,0.96,2127.6
0.04554,0.98,2126.2
0.0,0.24,0.0
0.00396,0.4,1986.2
0.04752,0.0,2134.4
0.04752,0.02,2098.2
0.04752,0.04,2107.0
0.04752,0.06,2105.0
0.04752,0.08,2138.6
0.04752,0.1,2115.0
0.04752,0.12,2124.6
0.04752,0.14,2125.6
0.04752,0.16,2102.2
0.04752,0.18,2128.2
0.00396,0.42,2014.0
0.04752,0.2,2125.6
0.04752,0.22,2109.8
0.04752,0.24,2129.0
0.04752,0.26,2144.0
0.04752,0.28,2129.4
0.04752,0.3,2107.8
0.04752,0.32,2110.8
0.04752,0.34,2130.4
0.04752,0.36,2096.4
0.04752,0.38,2115.6
0.00396,0.44,2001.8
0.04752,0.4,2119.6
0.04752,0.42,2136.6
0.04752,0.44,2106.0
0.04752,0.46,2128.4
0.04752,0.48,2106.8
0.04752,0.5,2100.4
0.04752,0.52,2123.8
0.04752,0.54,2112.8
0.04752,0.56,2086.6
0.04752,0.58,2115.8
0.00396,0.46,2000.8
0.04752,0.6,2119.2
0.04752,0.62,2111.6
0.04752,0.64,2123.8
0.04752,0.66,2118.0
0.04752,0.68,2123.6
0.04752,0.7000000000000001,2133.8
0.04752,0.72,2095.0
0.04752,0.74,2120.2
0.04752,0.76,2112.8
0.04752,0.78,2119.0
0.00396,0.48,2017.6
0.04752,0.8,2124.0
0.04752,0.8200000000000001,2106.8
0.04752,0.84,2119.6
0.04752,0.86,2111.4
0.04752,0.88,2122.8
0.04752,0.9,2136.4
0.04752,0.92,2136.8
0.04752,0.9400000000000001,2155.4
0.04752,0.96,2131.6
0.04752,0.98,2120.2
0.00396,0.5,1998.2
0.0495,0.0,2099.6
0.0495,0.02,2121.4
0.0495,0.04,2135.2
0.0495,0.06,2123.8
0.0495,0.08,2130.4
0.0495,0.1,2110.8
0.0495,0.12,2121.6
0.0495,0.14,2124.8
0.0495,0.16,2127.8
0.0495,0.18,2122.2
0.00396,0.52,2008.0
0.0495,0.2,2125.8
0.0495,0.22,2128.0
0.0495,0.24,2121.0
0.0495,0.26,2135.0
0.0495,0.28,2127.0
0.0495,0.3,2118.8
0.0495,0.32,2121.2
0.0495,0.34,2122.0
0.0495,0.36,2121.8
0.0495,0.38,2136.2
0.00396,0.54,2011.4
0.0495,0.4,2147.4
0.0495,0.42,2125.0
0.0495,0.44,2115.0
0.0495,0.46,2138.0
0.0495,0.48,2106.4
0.0495,0.5,2127.6
0.0495,0.52,2129.0
0.0495,0.54,2119.6
0.0495,0.56,2137.2
0.0495,0.58,2104.0
0.00396,0.56,2005.4
0.0495,0.6,2122.6
0.0495,0.62,2113.0
0.0495,0.64,2119.8
0.0495,0.66,2134.6
0.0495,0.68,2117.2
0.0495,0.7000000000000001,2125.8
0.0495,0.72,2123.6
0.0495,0.74,2095.2
0.0495,0.76,2108.0
0.0495,0.78,2124.8
0.00396,0.58,1988.8
0.0495,0.8,2102.2
0.0495,0.8200000000000001,2102.2
0.0495,0.84,2109.0
0.0495,0.86,2128.6
0.0495,0.88,2108.8
0.0495,0.9,2122.4
0.0495,0.92,2114.4
0.0495,0.9400000000000001,2114.2
0.0495,0.96,2141.0
0.0495,0.98,2125.2
0.0,0.26,0.0
0.00396,0.6,2005.8
0.05148,0.0,2118.8
0.05148,0.02,2108.0
0.05148,0.04,2125.2
0.05148,0.06,2093.0
0.05148,0.08,2135.6
0.05148,0.1,2103.0
0.05148,0.12,2126.2
0.05148,0.14,2123.8
0.05148,0.16,2121.6
0.05148,0.18,2117.0
0.00396,0.62,2005.6
0.05148,0.2,2137.6
0.05148,0.22,2108.6
0.05148,0.24,2123.2
0.05148,0.26,2124.4
0.05148,0.28,2124.8
0.05148,0.3,2125.8
0.05148,0.32,2121.2
0.05148,0.34,2136.8
0.05148,0.36,2115.0
0.05148,0.38,2145.6
0.00396,0.64,1999.6
0.05148,0.4,2117.2
0.05148,0.42,2116.8
0.05148,0.44,2118.8
0.05148,0.46,2114.0
0.05148,0.48,2120.4
0.05148,0.5,2112.4
0.05148,0.52,2131.8
0.05148,0.54,2106.6
0.05148,0.56,2121.2
0.05148,0.58,2128.4
0.00396,0.66,2007.0
0.05148,0.6,2133.4
0.05148,0.62,2123.8
0.05148,0.64,2120.8
0.05148,0.66,2110.2
0.05148,0.68,2128.6
0.05148,0.7000000000000001,2115.4
0.05148,0.72,2106.0
0.05148,0.74,2131.2
0.05148,0.76,2104.0
0.05148,0.78,2137.0
0.00396,0.68,2006.8
0.05148,0.8,2127.0
0.05148,0.8200000000000001,2093.0
0.05148,0.84,2104.6
0.05148,0.86,2092.6
0.05148,0.88,2121.6
0.05148,0.9,2130.4
0.05148,0.92,2123.2
0.05148,0.9400000000000001,2119.6
0.05148,0.96,2129.2
0.05148,0.98,2119.0
0.00396,0.7000000000000001,2012.6
0.05346,0.0,2113.0
0.05346,0.02,2132.6
0.05346,0.04,2140.4
0.05346,0.06,2110.2
0.05346,0.08,2136.6
0.05346,0.1,2115.0
0.05346,0.12,2113.8
0.05346,0.14,2103.8
0.05346,0.16,2118.6
0.05346,0.18,2125.4
0.00396,0.72,2000.6
0.05346,0.2,2131.4
0.05346,0.22,2156.2
0.05346,0.24,2147.8
0.05346,0.26,2107.8
0.05346,0.28,2123.0
0.05346,0.3,2120.2
0.05346,0.32,2130.4
0.05346,0.34,2120.0
0.05346,0.36,2122.4
0.05346,0.38,2109.6
0.00396,0.74,2029.4
0.05346,0.4,2111.2
0.05346,0.42,2116.6
0.05346,0.44,2115.8
0.05346,0.46,2108.6
0.05346,0.48,2130.2
0.05346,0.5,2120.2
0.05346,0.52,2109.6
0.05346,0.54,2120.4
0.05346,0.56,2140.4
0.05346,0.58,2120.6
0.00396,0.76,2000.4
0.05346,0.6,2129.4
0.05346,0.62,2131.2
0.05346,0.64,2127.6
0.05346,0.66,2113.4
0.05346,0.68,2131.0
0.05346,0.7000000000000001,2115.2
0.05346,0.72,2123.6
0.05346,0.74,2118.4
0.05346,0.76,2117.2
0.05346,0.78,2123.2
0.00396,0.78,2008.6
0.05346,0.8,2114.2
0.05346,0.8200000000000001,2112.8
0.05346,0.84,2105.8
0.05346,0.86,2118.2
0.05346,0.88,2115.8
0.05346,0.9,2137.8
0.05346,0.92,2147.6
0.05346,0.9400000000000001,2129.8
0.05346,0.96,2107.2
0.05346,0.98,2115.2
0.0,0.28,0.0
0.00396,0.8,1998.2
0.05544,0.0,2112.0
0.05544,0.02,2134.2
0.05544,0.04,2140.0
0.05544,0.06,2116.6
0.05544,0.08,2109.0
0.05544,0.1,2119.4
0.05544,0.12,2124.6
0.05544,0.14,2138.4
0.05544,0.16,2112.8
0.05544,0.18,2111.2
0.00396,0.8200000000000001,1984.4
0.05544,0.2,2123.0
0.05544,0.22,2089.4
0.05544,0.24,2131.6
0.05544,0.26,2092.2
0.05544,0.28,2114.0
0.05544,0.3,2113.6
0.05544,0.32,2129.6
0.05544,0.34,2127.0
0.05544,0.36,2128.0
0.05544,0.38,2132.6
0.00396,0.84,2000.4
0.05544,0.4,2125.0
0.05544,0.42,2136.2
0.05544,0.44,2099.2
0.05544,0.46,2116.4
0.05544,0.48,2130.2
0.05544,0.5,2121.0
0.05544,0.52,2134.8
0.05544,0.54,2133.4
0.05544,0.56,2132.6
0.05544,0.58,2125.6
0.00396,0.86,1991.6
0.05544,0.6,2106.6
0.05544,0.62,2140.4
0.05544,0.64,2131.2
0.05544,0.66,2118.8
0.05544,0.68,2124.0
0.05544,0.7000000000000001,2117.6
0.05544,0.72,2117.8
0.05544,0.74,2107.6
0.05544,0.76,2116.2
0.05544,0.78,2110.8
0.00396,0.88,2012.8
0.05544,0.8,2119.0
0.05544,0.8200000000000001,2123.8
0.05544,0.84,2114.8
0.05544,0.86,2118.2
0.05544,0.88,2137.2
0.05544,0.9,2106.2
0.05544,0.92,2122.6
0.05544,0.9400000000000001,2129.0
0.05544,0.96,2122.2
0.05544,0.98,2118.8
0.00396,0.9,1984.6
0.05742,0.0,2099.4
0.05742,0.02,2120.0
0.05742,0.04,2107.0
0.05742,0.06,2118.6
0.05742,0.08,2097.8
0.05742,0.1,2120.6
0.05742,0.12,2118.6
0.05742,0.14,2137.0
0.05742,0.16,2105.4
0.05742,0.18,2129.2
0.00396,0.92,1999.2
0.05742,0.2,2131.4
0.05742,0.22,2113.2
0.05742,0.24,2111.2
0.05742,0.26,2114.0
0.05742,0.28,2132.4
0.05742,0.3,2125.0
0.05742,0.32,2129.4
0.05742,0.34,2130.6
0.05742,0.36,2163.4
0.05742,0.38,2130.2
0.00396,0.9400000000000001,2000.2
0.05742,0.4,2129.0
0.05742,0.42,2137.6
0.05742,0.44,2104.2
0.05742,0.46,2146.8
0.05742,0.48,2131.8
0.05742,0.5,2131.6
0.05742,0.52,2145.0
0.05742,0.54,2117.8
0.05742,0.56,2152.0
0.05742,0.58,2096.0
0.00396,0.96,2012.8
0.05742,0.6,2142.8
0.05742,0.62,2131.6
0.05742,0.64,2118.2
0.05742,0.66,2130.8
0.05742,0.68,2138.6
0.05742,0.7000000000000001,2153.0
0.05742,0.72,2107.2
0.05742,0.74,2128.8
0.05742,0.76,2146.6
0.05742,0.78,2129.4
0.00396,0.98,1978.8
0.05742,0.8,2123.4
0.05742,0.8200000000000001,2122.0
0.05742,0.84,2118.2
0.05742,0.86,2131.8
0.05742,0.88,2124.0
0.05742,0.9,2134.0
0.05742,0.92,2099.8
0.05742,0.9400000000000001,2130.6
0.05742,0.96,2133.6
0.05742,0.98,2102.6
0.0,0.3,0.0
0.00594,0.0,2015.6
0.0594,0.0,2118.0
0.0594,0.02,2129.4
0.0594,0.04,2113.6
0.0594,0.06,2134.0
0.0594,0.08,2133.6
0.0594,0.1,2123.4
0.0594,0.12,2137.0
0.0594,0.14,2126.0
0.0594,0.16,2116.2
0.0594,0.18,2147.6
0.00594,0.02,2052.4
0.0594,0.2,2107.2
0.0594,0.22,2108.4
0.0594,0.24,2127.8
0.0594,0.26,2128.0
0.0594,0.28,2120.0
0.0594,0.3,2113.8
0.0594,0.32,2129.2
0.0594,0.34,2134.4
0.0594,0.36,2122.4
0.0594,0.38,2129.4
0.00594,0.04,2033.4
0.0594,0.4,2095.8
0.0594,0.42,2118.6
0.0594,0.44,2117.8
0.0594,0.46,2126.4
0.0594,0.48,2112.0
0.0594,0.5,2112.2
0.0594,0.52,2128.4
0.0594,0.54,2129.0
0.0594,0.56,2115.4
0.0594,0.58,2124.8
0.00594,0.06,2045.4
0.0594,0.6,2112.2
0.0594,0.62,2143.0
0.0594,0.64,2120.4
0.0594,0.66,2139.4
0.0594,0.68,2128.6
0.0594,0.7000000000000001,2118.0
0.0594,0.72,2115.2
0.0594,0.74,2115.2
0.0594,0.76,2117.0
0.0594,0.78,2147.2
0.00594,0.08,2066.2
0.0594,0.8,2138.4
0.0594,0.8200000000000001,2107.8
0.0594,0.84,2120.6
0.0594,0.86,2112.6
0.0594,0.88,2117.4
0.0594,0.9,2130.8
0.0594,0.92,2091.8
0.0594,0.9400000000000001,2119.8
0.0594,0.96,2129.6
0.0594,0.98,2107.6
0.00594,0.1,2055.0
0.06138,0.0,2122.8
0.06138,0.02,2131.4
0.06138,0.04,2120.8
0.06138,0.06,2120.0
0.06138,0.08,2126.8
0.06138,0.1,2130.0
0.06138,0.12,2116.8
0.06138,0.14,2118.8
0.06138,0.16,2130.6
0.06138,0.18,2126.4
0.00594,0.12,2045.6
0.06138,0.2,2114.8
0.06138,0.22,2100.4
0.06138,0.24,2143.6
0.06138,0.26,2125.8
0.06138,0.28,2104.8
0.06138,0.3,2116.2
0.06138,0.32,2134.8
0.06138,0.34,2123.8
0.06138,0.36,2142.0
0.06138,0.38,2124.0
0.00594,0.14,2030.8
0.06138,0.4,2134.4
0.06138,0.42,2125.6
0.06138,0.44,2128.8
0.06138,0.46,2117.0
0.06138,0.48,2136.8
0.06138,0.5,2139.4
0.06138,0.52,2118.6
0.06138,0.54,2100.0
0.06138,0.56,2112.2
0.06138,0.58,2121.8
0.00594,0.16,2040.0
0.06138,0.6,2123.0
0.06138,0.62,2130.4
0.06138,0.64,2128.0
0.06138,0.66,2110.2
0.06138,0.68,2133.2
0.06138,0.7000000000000001,2092.4
0.06138,0.72,2126.8
0.06138,0.74,2137.6
0.06138,0.76,2124.4
0.06138,0.78,2130.2
0.00594,0.18,2051.2
0.06138,0.8,2119.0
0.06138,0.8200000000000001,2125.2
0.06138,0.84,2104.6
0.06138,0.86,2130.2
0.06138,0.88,2121.4
0.06138,0.9,2126.8
0.06138,0.92,2118.4
0.06138,0.9400000000000001,2133.6
0.06138,0.96,2135.0
0.06138,0.98,2106.6
0.0,0.32,0.0
0.00594,0.2,2040.6
0.06336,0.0,2134.6
0.06336,0.02,2129.4
0.06336,0.04,2115.6
0.06336,0.06,2108.0
0.06336,0.08,2092.2
0.06336,0.1,2117.6
0.06336,0.12,2124.0
0.06336,0.14,2156.0
0.06336,0.16,2137.2
0.06336,0.18,2112.0
0.00594,0.22,2043.2
0.06336,0.2,2101.6
0.06336,0.22,2136.4
0.06336,0.24,2121.4
0.06336,0.26,2109.6
0.06336,0.28,2142.2
0.06336,0.3,2150.0
0.06336,0.32,2126.4
0.06336,0.34,2124.6
0.06336,0.36,2145.8
0.06336,0.38,2111.2
0.00594,0.24,2030.8
0.06336,0.4,2124.2
0.06336,0.42,2128.8
0.06336,0.44,2143.6
0.06336,0.46,2115.6
0.06336,0.48,2125.6
0.06336,0.5,2101.6
0.06336,0.52,2121.8
0.06336,0.54,2117.8
0.06336,0.56,2151.8
0.06336,0.58,2114.2
0.00594,0.26,2056.0
0.06336,0.6,2110.4
0.06336,0.62,2116.8
0.06336,0.64,2143.4
0.06336,0.66,2112.4
0.06336,0.68,2131.6
0.06336,0.7000000000000001,2089.8
0.06336,0.72,2117.2
0.06336,0.74,2121.8
0.06336,0.76,2147.4
0.06336,0.78,2126.6
0.00594,0.28,2056.8
0.06336,0.8,2126.2
0.06336,0.8200000000000001,2126.4
0.06336,0.84,2126.4
0.06336,0.86,2130.8
0.06336,0.88,2114.6
0.06336,0.9,2135.0
0.06336,0.92,2114.0
0.06336,0.9400000000000001,2116.4
0.06336,0.96,2112.6
0.06336,0.98,2133.0
0.00594,0.3,2054.0
0.06534,0.0,2147.0
0.06534,0.02,2146.0
0.06534,0.04,2112.8
0.06534,0.06,2124.0
0.06534,0.08,2138.8
0.06534,0.1,2121.6
0.06534,0.12,2124.0
0.06534,0.14,2102.2
0.06534,0.16,2122.4
0.06534,0.18,2136.2
0.00594,0.32,2017.4
0.06534,0.2,2150.8
0.06534,0.22,2118.4
0.06534,0.24,2129.4
0.06534,0.26,2126.2
0.06534,0.28,2108.2
0.06534,0.3,2121.8
0.06534,0.32,2106.8
0.06534,0.34,2116.4
0.06534,0.36,2127.2
0.06534,0.38,2111.6
0.00594,0.34,2054.2
0.06534,0.4,2128.8
0.06534,0.42,2114.0
0.06534,0.44,2106.4
0.06534,0.46,2111.6
0.06534,0.48,2144.2
0.06534,0.5,2124.8
0.06534,0.52,2113.0
0.06534,0.54,2111.8
0.06534,0.56,2122.0
0.06534,0.58,2117.2
0.00594,0.36,2058.0
0.06534,0.6,2125.2
0.06534,0.62,2126.0
0.06534,0.64,2140.2
0.06534,0.66,2137.2
0.06534,0.68,2117.8
0.06534,0.7000000000000001,2126.4
0.06534,0.72,2121.8
0.06534,0.74,2113.0
0.06534,0.76,2137.0
0.06534,0.78,2122.4
0.00594,0.38,2035.6
0.06534,0.8,2101.2
0.06534,0.8200000000000001,2115.6
0.06534,0.84,2122.2
0.06534,0.86,2118.2
0.06534,0.88,2131.2
0.06534,0.9,2120.8
0.06534,0.92,2129.4
0.06534,0.9400000000000001,2141.8
0.06534,0.96,2134.8
0.06534,0.98,2126.6
0.0,0.34,0.0
0.00594,0.4,2053.0
0.06732,0.0,2121.4
0.06732,0.02,2126.2
0.06732,0.04,2114.4
0.06732,0.06,2129.4
0.06732,0.08,2123.8
0.06732,0.1,2116.2
0.06732,0.12,2117.6
0.06732,0.14,2116.8
0.06732,0.16,2137.8
0.06732,0.18,2118.0
0.00594,0.42,2012.8
0.06732,0.2,2136.0
0.06732,0.22,2129.8
0.06732,0.24,2122.0
0.06732,0.26,2103.0
0.06732,0.28,2127.0
0.06732,0.3,2128.0
0.06732,0.32,2123.2
0.06732,0.34,2113.0
0.06732,0.36,2122.2
0.06732,0.38,2128.0
0.00594,0.44,2061.6
0.06732,0.4,2119.8
0.06732,0.42,2131.0
0.06732,0.44,2106.2
0.06732,0.46,2125.8
0.06732,0.48,2102.8
0.06732,0.5,2090.2
0.06732,0.52,2134.0
0.06732,0.54,2108.2
0.06732,0.56,2112.4
0.06732,0.58,2110.6
0.00594,0.46,2021.4
0.06732,0.6,2123.0
0.06732,0.62,2100.2
0.06732,0.64,2121.8
0.06732,0.66,2139.4
0.06732,0.68,2112.0
0.06732,0.7000000000000001,2123.0
0.06732,0.72,2131.4
0.06732,0.74,2147.2
0.06732,0.76,2124.4
0.06732,0.78,2111.0
0.00594,0.48,2026.2
0.06732,0.8,2119.2
0.06732,0.8200000000000001,2133.0
0.06732,0.84,2132.4
0.06732,0.86,2112.2
0.06732,0.88,2111.8
0.06732,0.9,2118.8
0.06732,0.92,2144.8
0.06732,0.9400000000000001,2120.4
0.06732,0.96,2111.2
0.06732,0.98,2121.6
0.00594,0.5,2018.4
0.0693,0.0,2149.6
0.0693,0.02,2123.2
0.0693,0.04,2122.8
0.0693,0.06,2125.6
0.0693,0.08,2134.0
0.0693,0.1,2108.4
0.0693,0.12,2126.8
0.0693,0.14,2136.6
0.0693,0.16,2159.8
0.0693,0.18,2134.6
0.00594,0.52,2041.2
0.0693,0.2,2144.2
0.0693,0.22,2143.0
0.0693,0.24,2134.2
0.0693,0.26,2135.4
0.0693,0.28,2085.2
0.0693,0.3,2132.0
0.0693,0.32,2130.4
0.0693,0.34,2111.2
0.0693,0.36,2087.8
0.0693,0.38,2121.6
0.00594,0.54,2057.2
0.0693,0.4,2139.2
0.0693,0.42,2150.4
0.0693,0.44,2136.8
0.0693,0.46,2104.8
0.0693,0.48,2130.0
0.0693,0.5,2127.2
0.0693,0.52,2113.0
0.0693,0.54,2151.4
0.0693,0.56,2120.2
0.0693,0.58,2151.2
0.00594,0.56,2040.0
0.0693,0.6,2123.2
0.0693,0.62,2108.8
0.0693,0.64,2130.8
0.0693,0.66,2126.2
0.0693,0.68,2126.2
0.0693,0.7000000000000001,2134.6
0.0693,0.72,2137.6
0.0693,0.74,2136.6
0.0693,0.76,2126.4
0.0693,0.78,2137.4
0.00594,0.58,2039.0
0.0693,0.8,2136.0
0.0693,0.8200000000000001,2113.8
0.0693,0.84,2127.4
0.0693,0.86,2132.0
0.0693,0.88,2131.0
0.0693,0.9,2137.8
0.0693,0.92,2129.4
0.0693,0.9400000000000001,2099.2
0.0693,0.96,2127.6
0.0693,0.98,2104.0
0.0,0.36,0.0
0.00594,0.6,2032.8
0.07128,0.0,2116.4
0.07128,0.02,2117.8
0.07128,0.04,2129.0
0.07128,0.06,2135.2
0.07128,0.08,2127.8
0.07128,0.1,2151.2
0.07128,0.12,2140.2
0.07128,0.14,2117.2
0.07128,0.16,2144.8
0.07128,0.18,2108.2
0.00594,0.62,2037.2
0.07128,0.2,2119.0
0.07128,0.22,2113.4
0.07128,0.24,2139.0
0.07128,0.26,2136.8
0.07128,0.28,2122.4
0.07128,0.3,2119.8
0.07128,0.32,2137.4
0.07128,0.34,2133.4
0.07128,0.36,2141.6
0.07128,0.38,2108.4
0.00594,0.64,2052.8
0.07128,0.4,2127.8
0.07128,0.42,2121.2
0.07128,0.44,2117.6
0.07128,0.46,2103.8
0.07128,0.48,2126.2
0.07128,0.5,2119.4
0.07128,0.52,2142.4
0.07128,0.54,2141.8
0.07128,0.56,2116.2
0.07128,0.58,2122.4
0.00594,0.66,2036.8
0.07128,0.6,2131.6
0.07128,0.62,2113.4
0.07128,0.64,2120.2
0.07128,0.66,2119.0
0.07128,0.68,2116.6
0.07128,0.7000000000000001,2116.8
0.07128,0.72,2141.0
0.07128,0.74,2140.0
0.07128,0.76,2094.6
0.07128,0.78,2103.8
0.00594,0.68,2037.2
0.07128,0.8,2110.0
0.07128,0.8200000000000001,2119.0
0.07128,0.84,2123.6
0.07128,0.86,2148.0
0.07128,0.88,2121.6
0.07128,0.9,2124.0
0.07128,0.92,2127.0
0.07128,0.9400000000000001,2114.0
0.07128,0.96,2124.2
0.07128,0.98,2132.0
0.00594,0.7000000000000001,2035.8
0.07326,0.0,2126.6
0.07326,0.02,2117.2
0.07326,0.04,2128.0
0.07326,0.06,2124.0
0.07326,0.08,2126.8
0.07326,0.1,2128.4
0.07326,0.12,2115.4
0.07326,0.14,2111.2
0.07326,0.16,2118.6
0.07326,0.18,2148.6
0.00594,0.72,2047.4
0.07326,0.2,2128.6
0.07326,0.22,2126.8
0.07326,0.24,2140.6
0.07326,0.26,2128.0
0.07326,0.28,2119.6
0.07326,0.3,2117.2
0.07326,0.32,2126.0
0.07326,0.34,2125.6
