k1,k2,k3,k4,k5,o1,o2
-0.848827323092322,-0.5005305562712016,-1.0289454089176624,-0.2519912900249321,1.0611266971776887,0.6009675058299494,0.15237257252095815
1.532175262707665,0.3032491085993599,-0.10439675413062062,-1.387146897021257,1.4948652274808856,0.6534277264112294,0.2225328202439581
1.5678188376444024,-1.5528422751086146,0.9984914374412841,-0.6561742965297604,-0.28333715664332976,0.6521424788818456,0.2972324015166746
-0.7914491837719843,0.970131695682815,-1.5921333848569406,1.3323110440301422,-0.18384703497495936,0.6039638674149934,0.19148589556046985
0.7207327595026737,1.5477842992719737,-0.6841574274617347,-0.812603445409769,-0.367754683350962,0.6450074408656834,0.28003712270312164
0.7920361182992915,1.1909723324472412,-0.9121855344076951,-0.13852118205317873,-1.3839089760141836,0.6495175086176238,0.3280382659192839
1.699361081766965,-1.0160716540878658,-1.7012122369503462,1.3330742156098716,0.45871817244918967,0.6541518123715635,0.15414960500931024
-1.5060422620723315,0.986436488008446,0.8893537035970882,0.4355736281178307,-1.7121244829483633,0.43574959324199,0.37367804689696554
-1.0356890519526727,0.46131597400299296,-1.1684167104720584,0.004001170610358386,-0.1847025186578259,0.589861762007037,0.21768719475980264
1.1817790415798775,-1.6397983609575835,-0.5466247266462843,1.0881053290894585,0.35652456632687524,0.648474671437651,0.17094979634966972
-1.112743747649556,-1.6214325305813457,-0.4201494196487855,1.6131396450712048,1.3517348257879798,0.5907532715080593,0.11914991022509296
-1.5959690219652727,-1.2200864285182338,-0.7787388862743743,-1.7329164117892648,-0.4041356190804384,0.3616711711173138,0.5528029724519435
-0.23027035631557727,0.7755874498896542,-0.23056941755387034,1.482282058797167,0.31724362786421617,0.6237742965619024,0.17134369847791148
0.38957874590895764,-0.31731018216911305,1.1205656910674033,-0.4309758499945638,1.3313780656082808,0.6394181528844374,0.1691455023526678
1.256438750883004,-0.7584314231744312,0.8671695605222565,1.078635144863268,-1.1852746875014673,0.6469922338361815,0.2981220733343878
-1.471076911892072,0.5413085114928955,0.9635061066297348,-0.34910921995683225,-1.1594777451934335,0.46786790782498544,0.359689001792753
-0.23854582693323462,0.9560372941643107,1.3476247255718055,1.4552655259328071,0.11178098939828796,0.6274327384905524,0.1959550576625705
-1.4783959087451464,-0.39170668096918837,-0.8714505496201689,-0.05106024097168008,0.16771659713547668,0.4852940235719188,0.20065358238175746
-1.402591546515913,-0.07790366978874044,0.8765998289213793,-0.001886400309878042,-1.389962368021751,0.5051271782214964,0.3593316534752351
-1.161348081159858,1.7514869484898594,1.0414186399467682,-0.9257706451844426,-0.4376110671145791,0.5611103871469492,0.34519878675013466
-1.3678123254395658,0.4435355608286996,-0.9466062998185099,-0.3725619369961082,-0.49527036784181955,0.5279880407900074,0.2584881014999463
-0.5837065296516788,-1.4704145498789005,-1.6764511802849225,0.5875764618051081,-0.19944330389276874,0.628808728578883,0.2002635850803541
1.1403165925787893,0.5804789344786196,-1.126531694886118,0.014905390954629963,0.0984048170738584,0.6411194703860336,0.1988526322320222
-0.7835729957230658,-0.9238588237744718,0.9685270130309718,-0.8916109305260705,-1.04996690053189,0.6090556830131381,0.4059892648794397
0.7264535545890007,0.5603155113571604,-1.0268545302013923,0.3208982164980299,1.018738396094333,0.6463200739587673,0.1427821802982257
-1.5031226812951748,0.27144834876202445,0.4934463217162251,1.2725906454777292,-1.01503878380014,0.45354560129046184,0.2746841632498401
1.3744434111046866,0.7717280883718971,-0.5743032293962849,-1.4527887265205326,-1.0947535439786236,0.6546282003550173,0.48112595486813803
-0.524046410069579,1.3534595650020473,0.03666899622048702,1.6706547279333042,0.9249104434268209,0.6115467342779259,0.140055199775297
-1.5136296303530936,-0.8545027298493126,1.2634691389099866,0.7903397678612649,1.1507660012877918,0.4410203535439824,0.14855846552076776
1.4579903365953606,-1.0701545115339641,-0.8950531830401821,0.5122626384152605,0.04934403610157906,0.6444658311595578,0.19424097113856864
-1.0464185459958593,1.3622021340877795,1.3931360727615811,-1.550565724513328,-0.5554954824336562,0.5801699756046375,0.5673623115787849
0.763314322781515,-0.5811118037481217,-0.529475403272036,0.12858660332684616,0.9567391467105206,0.6469630862220178,0.15392259269358122
1.6179685336667313,-0.574984064098714,-0.5422586008309476,-0.3028318993752553,1.6504377180918173,0.6532267438077772,0.13069047549113505
-1.2686305696971483,0.9069835066120403,-0.8032710593226844,-0.3603855533575416,0.5982716339271505,0.5389300295963063,0.1844457079848092
1.6437912390822702,-1.621012554956369,-1.367229835919388,1.047927667106459,-0.7952800209467069,0.6535714325954604,0.23892042817937997
0.8916233994909275,-0.09524722470803278,-0.11097141147493664,0.05838011580779391,1.4136321814745092,0.6462339997392247,0.13711777166745998
1.4675682978286717,-0.0072135563873192985,0.988129130657173,-0.41428197675813894,1.2396869366474954,0.6470848196927973,0.17183403042716014
-0.9938369604387536,-1.2595891990378543,1.0940802720927842,-1.5996443711687498,0.7221436600429788,0.5977488245730864,0.4069412846271813
-1.6143806575074464,-1.209467923618049,-0.120434514623264,0.7983270077734708,-1.399384497319903,0.3241048265971462,0.3123801725743598
0.11475357289971914,-1.371520460060268,-0.48007110212399845,-0.4895758948968445,-0.10339141338031971,0.6441830646881284,0.24148859827932104
-0.34072747863082226,1.618230977398291,-0.9464065614789814,-1.1411821440707588,-0.7668985029849127,0.6236024859115835,0.3478714147187928
0.6117426349066496,-0.2515394967427403,-0.5998467995949198,0.3635719696619349,-0.5045519861239657,0.6431287808508848,0.239192246736312
-0.17928970614732576,-0.6465601312817658,-0.5830351906476795,-1.7468548088429448,-1.6475382594508892,0.6230129389915559,0.7877349180103838
1.3738952476936936,-0.023181940413748287,1.5468111325553715,0.9200057380680753,-1.202427283699513,0.6606980114691458,0.31283841722988387
-0.8844358567210415,1.2401054251886814,-1.635832498202732,0.7280751560969392,0.19420275053918334,0.5945981446557375,0.17494486502781145
-0.07423810517827144,0.5974373945208773,0.4570000487870236,-1.7162197161408852,-0.32336429250659543,0.633415132366175,0.5991984947459947
-0.022328187413314292,0.39836752400816094,-0.4160483679303686,-0.4355921800233098,-0.08007962492693223,0.6338138970584642,0.2382099944555811
0.10658806149987855,-1.2931387408115467,0.665463248009811,0.9542557434750761,-0.6712961137191525,0.6430702831830433,0.2541887222734322
-0.9768547253046671,1.4344741879391112,0.9414694259422665,-0.34867557103365027,-0.8502746272517113,0.5916951186454367,0.3262574725006806
-0.5690103784184479,0.2552033472102306,-0.803142251777353,1.1651453129747684,0.8214839556667145,0.6153603090791594,0.14402828614766688
-0.010962096017273064,1.3492835351664865,1.5708721949716073,1.5605415211513232,0.8353451443096197,0.6354269169242921,0.1547836431297646
-1.6698717307150408,-0.7329127733920408,1.6559365915919366,1.5800552587972578,-0.8491285318641352,0.16756864324715565,0.2690646958170442
1.2430537012314211,0.44043567452028254,0.6683303615468101,-1.7239576464815378,-0.3440158959964364,0.6450114914631826,0.6252967545088033
-0.795554198446119,-1.6485444869471284,0.6393198031898643,0.7198148544873578,1.2764524885691804,0.6131284016746339,0.1380014242997706
-1.0992628030437446,1.62271599276496,0.7107306586953,-1.1162155236704934,-0.5940863619150747,0.5605990663362437,0.38393133741573393
