kt,k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.5,0.929147,0.982025,0.568526,0.799859,0.805642,11.3306,8.138,7.3678,94.4366,62.1514,89.7557,57.1778,62.4235,53.4889
0.5,0.232027,0.538684,0.714621,0.0877545,0.514963,6.5606,7.9436,12.3322,39.2338,64.4341,287.194,26.3481,23.5279,50.9549
0.5,0.668602,0.060594,0.606881,0.0246358,0.730107,4.8256,10.41,11.6008,29.9472,100.006,230.1,14.281,7.81674,94.1379
0.5,0.378137,0.436601,0.834945,0.95005,0.377972,9.3194,9.939,7.578,70.8095,90.6494,108.538,50.0025,61.8972,49.3641
0.5,0.32253,0.95503,0.656939,0.423973,0.69658,9.4586,6.8262,10.5516,62.9113,45.2586,195.363,37.7048,58.6012,48.1897
0.5,0.0370808,0.84927,0.60399,0.85953,0.759547,11.119,5.85,9.8674,91.3579,36.9357,167.066,34.4097,85.7419,28.4306
0.5,0.944252,0.642854,0.690098,0.268619,0.269726,8.1258,11.1018,7.6088,51.1674,111.088,117.857,49.3337,34.3931,72.4793
0.5,0.286186,0.765021,0.687512,0.825856,0.36115,10.4326,8.3252,8.0786,80.2959,65.9658,138.527,46.5286,69.2813,38.0577
0.5,0.842558,0.206751,0.374806,0.639212,0.325373,8.5818,11.2852,6.9694,63.5652,125.304,96.4362,44.5376,44.2226,64.8493
0.5,0.144184,0.438445,0.290188,0.0741691,0.48941,7.2174,6.9434,12.6756,48.8527,60.5211,313.164,21.9225,21.1686,41.9022
0.5,0.754026,0.707177,0.876916,0.531243,0.0941012,8.7418,11.325,6.7696,55.5474,113.711,109.005,55.7091,42.0013,59.4204
0.5,0.156331,0.300974,0.417649,0.544883,0.712061,8.7638,7.1672,10.9054,59.6739,59.8312,206.364,27.0619,61.5828,44.6828
0.5,0.446176,0.190389,0.40367,0.157222,0.671033,6.528,8.8094,11.499,41.4735,78.7588,229.814,20.9268,27.0323,73.2796
0.5,0.429564,0.268852,0.55588,0.524584,0.597061,8.053,9.1512,9.6322,52.4299,83.4774,162.044,34.131,51.7336,61.4219
0.5,0.534172,0.817118,0.944628,0.236175,0.130261,7.8428,10.2088,8.7848,45.1719,93.0922,177.559,44.9684,32.4817,60.9005
0.5,0.628064,0.817157,0.479727,0.798111,0.80043,11.1018,7.5126,8.222,90.9352,55.0465,112.218,48.6868,67.9652,50.5105
0.5,0.121328,0.525212,0.43018,0.0195196,0.30417,6.885,7.4404,12.511,45.7589,68.2921,327.634,25.7984,13.3612,36.2598
0.5,0.801447,0.680455,0.596989,0.13536,0.930434,7.6476,8.4568,10.732,46.5251,65.8941,187.161,31.5697,35.5877,79.3145
0.5,0.522263,0.914344,0.167835,0.95515,0.500006,13.145,6.5844,7.107,125.295,48.9559,95.9231,50.1463,73.7098,37.3191
0.5,0.600872,0.559154,0.378807,0.603446,0.776287,10.0024,7.8196,9.0144,74.5541,63.753,135.078,41.4543,60.3514,57.7636
0.5,0.179305,0.109294,0.817096,0.434243,0.347847,6.3976,10.0972,10.3416,36.7045,101.4,214.468,25.1328,42.5413,52.3017
0.5,0.0475351,0.18424,0.262305,0.614399,0.879863,9.2754,6.1326,11.4284,71.7763,50.1919,210.893,20.8525,73.4779,35.5011
0.5,0.440047,0.519488,0.893813,0.0880569,0.123196,6.293,10.693,9.8504,34.4104,104.178,221.414,34.2518,19.3523,62.6564
0.5,0.6089,0.828755,0.869732,0.165379,0.677836,7.5528,8.59,10.6936,43.5651,63.8159,203.971,35.1005,37.4069,68.0788
0.5,0.295184,0.255076,0.00865557,0.599622,0.79418,10.314,6.4572,10.0652,85.8434,55.0872,172.671,25.1725,68.9031,45.3859
0.5,0.228344,0.0940745,0.917455,0.339155,0.620396,5.798,9.4784,11.56,32.4885,83.8835,231.972,21.916,40.395,59.7789
0.5,0.169053,0.539669,0.747854,0.71309,0.0844427,9.1226,9.6014,8.1124,64.2128,93.0327,154.484,44.0179,60.2149,36.1646
0.5,0.0440372,0.31859,0.024934,0.0874254,0.729773,7.573,5.4574,13.806,57.1145,48.131,345.098,13.482,23.5981,34.0103
0.5,0.561455,0.52966,0.11023,0.682351,0.285605,11.0912,8.3564,7.3888,92.3526,78.888,114.833,45.5808,61.2176,46.4269
0.5,0.778636,0.235949,0.859044,0.640287,0.977634,7.5086,10.0782,9.2496,47.8035,89.7032,124.457,41.3847,48.952,74.9433
0.5,0.115768,0.977213,0.335493,0.0146156,0.0776959,8.5104,6.6478,11.6782,61.7947,55.128,323.904,34.7621,15.637,25.4496
0.5,0.155017,0.540158,0.471955,0.098846,0.653865,7.1288,6.6906,13.017,44.4855,51.9965,307.136,23.6788,26.8336,43.9408
0.5,0.807433,0.259137,0.829196,0.58853,0.815414,7.4198,10.4926,8.924,44.9974,97.235,124.368,41.0188,45.8523,76.0907
0.5,0.956823,0.822864,0.862393,0.0398729,0.340112,7.388,10.74,8.7084,42.6444,102.25,155.006,40.8254,23.6737,81.8131
0.5,0.760185,0.633936,0.530512,0.300965,0.591435,8.478,9.2132,9.1452,55.385,80.7651,148.755,40.6536,42.2742,70.8816
0.5,0.225721,0.964229,0.155339,0.340966,0.535546,10.6414,5.4864,10.7086,80.5781,38.4879,222.071,31.947,57.9977,35.7489
0.5,0.805622,0.02802,0.00583586,0.196042,0.471306,7.1656,10.4954,9.1754,56.1398,125.972,158.828,16.3826,20.8407,88.5688
0.5,0.0193559,0.682791,0.352995,0.0249052,0.253373,7.495,6.5146,12.8268,51.6519,57.5157,355.547,28.0445,15.5072,20.353
0.5,0.226228,0.45616,0.261901,0.0387912,0.0219847,7.335,8.7654,10.736,50.1784,93.5195,283.713,27.9934,14.1499,40.4131
0.5,0.951864,0.757888,0.85581,0.64299,0.914533,9.2068,9.2612,8.3684,62.3689,77.3052,110.712,50.1964,52.6687,68.2038
0.5,0.322783,0.142734,0.0458277,0.0845044,0.710365,6.9746,7.3758,12.486,53.2786,69.5921,272.894,12.1158,19.42,66.8441
0.5,0.910197,0.695377,0.300074,0.112859,0.155676,8.8,10.195,7.8414,59.926,106.958,139.58,42.3779,26.0871,74.5652
0.5,0.367767,0.0207804,0.29535,0.543847,0.892399,8.141,7.9714,10.724,59.7803,69.1772,186.027,23.3429,54.5506,60.8765
0.5,0.941863,0.365196,0.724283,0.298309,0.106651,7.0506,12.8432,6.9426,41.2759,147.609,111.057,44.2018,27.2698,74.8198
0.5,0.698639,0.486531,0.802593,0.111424,0.0726645,6.5982,11.8056,8.4326,37.5991,123.683,168.466,37.7062,20.2699,73.4118
0.5,0.710006,0.374485,0.110602,0.562698,0.0308127,9.922,10.3342,6.5802,77.3014,118.134,105.212,47.4308,45.939,52.5686
0.5,0.274568,0.00397165,0.650015,0.834468,0.929725,8.2998,8.5686,9.968,62.594,69.4372,152.936,30.5778,66.7393,56.4613
0.5,0.857905,0.884263,0.0613709,0.360378,0.998841,10.9982,6.4248,9.4134,88.0086,46.2592,147.244,36.9404,58.308,60.258
0.5,0.233251,0.507914,0.216742,0.0431491,0.690945,7.4724,6.4376,12.9264,52.1393,49.6848,305.939,20.6266,23.2712,48.4829
0.5,0.0892131,0.441678,0.286255,0.377154,0.37686,8.8514,7.083,10.902,61.8657,64.9135,233.253,27.6309,54.5591,34.0557
0.5,0.858287,0.294455,0.283588,0.947067,0.471553,10.35,10.08,6.4064,88.5248,100.965,76.0036,53.6937,54.5389,55.2825
0.5,0.047237,0.287786,0.762745,0.93403,0.412193,9.174,8.814,8.8484,72.5326,81.1264,147.794,35.4298,73.9658,36.1398
0.5,0.0986249,0.411251,0.177075,0.237145,0.42807,8.3454,6.7168,11.7742,56.1453,62.2715,275.396,23.3965,39.5623,36.3969
0.5,0.845157,0.918408,0.950977,0.151486,0.0386096,8.1012,11.177,7.5582,48.4807,108.049,140.46,50.9429,28.4518,68.3727
0.5,0.889704,0.398112,0.227505,0.245882,0.636331,8.3046,9.4136,9.1182,56.844,91.2388,148.332,34.2767,34.2042,79.5736
0.5,0.369955,0.877246,0.444067,0.812265,0.185874,11.4184,8.072,7.346,95.9405,65.8524,121.253,50.844,67.9404,35.9545
0.5,0.632851,0.514608,0.431056,0.76056,0.790652,10.2202,8.162,8.4542,78.7603,65.6733,118.506,45.508,62.7615,56.5229
0.5,0.528571,0.473547,0.912005,0.126341,0.824719,6.0824,8.9392,11.8148,33.5199,68.9229,231.946,27.2203,28.0381,73.8091
0.5,0.0840287,0.654653,0.185144,0.0967789,0.0488055,8.4926,7.0646,11.2792,60.2244,70.2793,304.96,31.0376,23.1349,24.3576
0.5,0.628522,0.776642,0.925001,0.0316229,0.66957,6.6648,8.91,11.2616,38.0152,68.2199,223.565,31.0226,25.9351,74.4042
0.5,0.830562,0.395243,0.661986,0.975984,0.1226,9.5096,12.0092,5.3176,74.0799,131.081,64.4676,64.1621,46.2386,51.0469
0.5,0.897879,0.230088,0.593188,0.135425,0.886177,6.1168,10.1612,10.5584,35.8291,99.1791,176.049,24.1226,21.4257,95.1852
0.5,0.921997,0.174662,0.047771,0.745724,0.728635,10.1724,9.1076,7.5564,84.2687,92.7082,97.5603,41.4765,53.0465,64.4704
0.5,0.214365,0.534972,0.110651,0.220843,0.323123,8.955,7.0176,10.8638,64.6415,64.491,248.416,26.9726,40.517,39.9982
0.5,0.990868,0.965647,0.36674,0.521785,0.119941,11.1554,9.584,6.097,85.3983,92.0065,89.5755,61.67,45.6221,55.4798
0.5,0.0641537,0.796584,0.38476,0.123738,0.85478,8.059,5.0342,13.7432,53.4594,32.4007,328.945,22.3244,35.7803,30.7549
0.5,0.135764,0.173049,0.0284503,0.63032,0.173291,9.901,8.042,8.8934,82.8858,96.4335,175.065,22.4669,67.8486,28.7544
0.5,0.86912,0.140001,0.513462,0.335783,0.682403,6.8028,10.902,9.1316,41.4946,111.511,139.837,30.3073,31.2668,88.2666
0.5,0.0522034,0.560927,0.910085,0.793155,0.396002,9.0322,8.455,9.3492,62.4745,70.5085,173.249,37.9585,70.0462,35.1413
0.5,0.231962,0.749117,0.833613,0.349307,0.728496,8.1014,7.211,11.524,48.8197,50.2245,226.496,32.4101,52.8726,48.2093
0.5,0.22659,0.498219,0.849026,0.405119,0.233535,7.599,9.4684,9.769,43.6745,87.7041,205.133,36.989,45.1916,45.8256
0.5,0.216888,0.961368,0.274688,0.201892,0.73405,9.4356,5.3456,12.0552,66.9897,33.6349,265.532,27.3407,47.8255,38.0177
0.5,0.778656,0.959347,0.616584,0.79614,0.263319,11.1756,9.2596,6.4012,89.6579,80.7636,85.6566,62.7088,55.1548,50.3595
0.5,0.533721,0.879666,0.319616,0.241287,0.33886,9.6084,7.8278,9.4002,67.4969,62.8995,185.538,39.8049,42.6356,55.8545
0.5,0.874569,0.637814,0.292338,0.442266,0.953649,9.8254,7.9024,9.1086,70.0977,65.4232,133.486,40.7607,52.9614,68.0368
0.5,0.889995,0.750314,0.467839,0.0464441,0.647037,7.9968,8.9602,9.8794,52.0512,74.694,176.813,34.1817,30.4493,79.8522
0.5,0.584775,0.92993,0.264448,0.182201,0.44966,9.6866,7.4,9.7498,69.7043,57.8172,186.835,37.8429,40.9194,60.3213
0.5,0.291927,0.631699,0.331506,0.102403,0.322177,8.0146,7.673,11.1488,54.1232,64.2949,258.737,30.4405,28.1481,49.0961
0.5,0.30937,0.805021,0.9794,0.149775,0.738952,6.9792,7.5934,12.2638,38.5481,52.5158,257.366,29.8921,35.1075,57.0477
0.5,0.0419929,0.131963,0.161942,0.317981,0.664138,7.906,6.5262,12.4042,56.4901,63.4632,276.615,13.9507,47.8008,36.2266
0.5,0.959825,0.117172,0.938666,0.456787,0.049775,5.9062,14.7248,6.2054,32.99,188.159,94.3521,39.3525,25.9685,73.1906
0.5,0.551708,0.216047,0.872033,0.443197,0.2583,6.5874,11.8192,8.4298,37.2098,123.675,148.187,36.2753,36.9733,68.4774
0.5,0.0259468,0.225732,0.286245,0.103541,0.159841,6.674,8.1038,12.0586,44.7251,91.7222,329.675,19.3579,19.2784,24.5648
0.5,0.554297,0.275489,0.0593773,0.288112,0.928566,8.5588,7.322,10.9556,62.4526,63.0929,195.363,23.3307,42.7248,69.7524
0.5,0.00516085,0.420262,0.406043,0.174913,0.0515667,7.4378,8.0946,11.304,47.2408,89.7176,306.131,27.6135,30.2222,16.8818
0.5,0.501263,0.417766,0.56414,0.386827,0.0886026,7.9578,10.71,8.1686,49.918,109.277,159.414,41.1896,38.6172,57.1509
0.5,0.93226,0.878255,0.940945,0.158933,0.62095,7.7182,9.8456,9.2726,44.7137,84.8527,149.188,42.586,35.8098,78.489
0.5,0.305309,0.766915,0.273672,0.38066,0.352286,9.9202,7.1108,9.8054,71.677,57.4316,194.836,36.1487,54.4034,43.7377
0.5,0.181053,0.213888,0.376925,0.640762,0.139912,8.8284,9.4426,8.5654,66.0726,104.118,166.387,30.7751,60.9144,36.2842
0.5,0.366792,0.272184,0.53612,0.292274,0.972819,7.1452,7.6306,12.0606,43.2776,56.0326,232.256,23.6218,42.3117,64.5457
0.5,0.833007,0.972905,0.514842,0.228477,0.953775,9.2016,7.549,10.0858,61.6393,56.9586,162.471,38.4958,47.1483,70.0833
0.5,0.861123,0.324333,0.330867,0.604275,0.594809,9.1566,9.8252,7.8546,67.0567,96.6952,106.728,45.5457,48.3664,67.1102
0.5,0.373518,0.872864,0.618643,0.220321,0.697344,8.4138,7.0664,11.3562,52.2526,49.9944,227.511,32.9907,43.1082,55.2842
0.5,0.24306,0.291574,0.859179,0.429243,0.28805,6.9104,10.1008,9.8252,39.9768,97.9854,196.871,32.4503,45.368,51.0272
0.5,0.443647,0.308438,0.603206,0.808212,0.838159,9.2018,8.4734,9.1612,68.3784,68.6838,134.276,39.6748,64.5168,56.4016
0.5,0.51476,0.493839,0.217777,0.0165182,0.157639,7.5942,9.2804,9.9618,53.0453,94.1866,223.185,28.8292,14.7568,67.4676
0.5,0.44338,0.807686,0.139733,0.576559,0.497037,11.465,6.6418,8.7296,91.6455,52.1259,149.427,40.6321,63.2632,45.7675
0.5,0.618641,0.515309,0.364908,0.146308,0.219656,7.9286,9.7678,9.14,51.0617,96.1315,180.839,35.2443,28.5643,68.4376
0.5,0.480087,0.562341,0.886473,0.829337,0.505178,9.0874,9.7028,8.0462,64.8895,83.4848,114.667,49.7469,59.5787,55.4158
0.5,0.766008,0.362101,0.437035,0.343087,0.972472,7.9244,8.6644,10.2476,51.4926,73.8449,162.362,32.5185,43.5182,76.3756
0.5,0.879914,0.893092,0.0299366,0.653609,0.436269,12.5602,7.4252,6.851,111.138,63.8812,92.6449,53.8598,59.4082,49.162
0.5,0.287897,0.941395,0.769693,0.632957,0.25354,9.9962,8.2832,8.557,70.2502,66.5771,153.249,48.2875,59.2718,43.6648
0.5,0.0481169,0.0272465,0.4664,0.183266,0.663526,5.9028,7.5898,13.3438,37.2528,71.7563,309.568,13.284,30.2149,43.4749
0.5,0.238415,0.386278,0.927342,0.479934,0.975129,7.3616,7.694,11.7808,43.0134,55.2626,211.466,29.0765,57.6764,54.6383
0.5,0.649573,0.847428,0.0912341,0.357343,0.824163,10.7392,6.4128,9.6844,82.3052,46.8862,165.609,35.0979,56.1431,57.6208
0.5,0.65723,0.43374,0.771263,0.971878,0.568589,9.557,10.0736,7.2058,73.9171,91.7929,88.6188,54.8664,57.0652,57.1661
0.5,0.389151,0.0934014,0.119761,0.516003,0.129689,8.5954,9.9966,8.2444,66.0517,120.536,155.296,27.062,48.9551,49.3031
0.5,0.854879,0.416368,0.462949,0.360722,0.332218,8.2122,10.7478,7.8764,52.2208,113.228,128.19,41.2502,33.2481,74.9444
0.5,0.466947,0.670209,0.606652,0.0887294,0.310879,7.3816,9.0292,10.4256,45.5159,78.0796,220.589,33.6596,26.3083,64.2022
0.5,0.772191,0.0458343,0.400438,0.0694868,0.231484,5.4944,12.331,9.011,37.3646,147.73,176.837,17.1426,9.26021,88.8937
0.5,0.722447,0.710397,0.517452,0.620075,0.699085,10.0292,8.4458,8.3614,73.4546,67.0433,122.336,47.8786,58.1417,58.8249
0.5,0.114723,0.19366,0.44137,0.419708,0.930403,7.7664,6.6832,12.3868,50.5399,52.1353,247.587,20.0136,54.1062,47.0113
0.5,0.381038,0.00983893,0.703044,0.105529,0.453337,4.7804,10.6092,11.4468,28.4595,108.946,244.079,15.8039,14.1595,75.5561
0.5,0.852646,0.841431,0.146479,0.913911,0.354595,12.7606,8.0474,6.0284,117.258,70.8005,73.1094,60.4472,60.1806,45.0505
0.5,0.293081,0.0203429,0.201019,0.0761205,0.851269,6.002,7.6158,13.2186,45.2162,67.4105,290.14,9.05758,16.4807,69.3405
0.5,0.382828,0.504035,0.820822,0.450732,0.303639,7.8114,9.8348,9.1902,46.8656,90.0039,171.52,39.6208,46.7662,55.6804
0.5,0.166341,0.503326,0.298832,0.467518,0.999758,9.4106,5.6612,11.7646,67.7708,38.3853,222.028,24.6314,66.7262,40.8122
0.5,0.0672225,0.13098,0.717706,0.244891,0.951787,5.9762,6.9988,13.8614,34.1049,54.148,295.083,16.4757,39.7156,48.4029
0.5,0.0108879,0.0910794,0.169953,0.486077,0.667793,8.6584,6.511,11.667,66.0153,64.0467,235.806,15.9684,64.9364,32.4232
0.5,0.734873,0.319946,0.773137,0.0736284,0.0299529,5.8994,12.6976,8.2394,32.5086,143.376,167.082,32.7033,13.8799,78.1954
0.5,0.962701,0.303185,0.209509,0.226015,0.608673,7.9222,10.004,8.9102,53.9929,105.36,139.661,30.8227,29.1574,86.7747
0.5,0.361641,0.0810218,0.637474,0.136625,0.559058,5.4056,9.7058,11.725,32.3368,92.4865,250.522,18.2582,20.8503,69.4808
0.5,0.871678,0.303037,0.526671,0.268675,0.635751,7.1396,10.446,9.2508,43.4536,102.217,153.591,32.3026,31.1326,83.1962
0.5,0.36721,0.863132,0.577012,0.0709607,0.513135,7.8632,7.4094,11.5638,50.1677,53.5653,261.019,31.3539,27.7413,54.7911
0.5,0.224656,0.982768,0.230509,0.595289,0.491717,11.6862,5.7278,9.4224,95.7865,39.6388,173.825,36.146,74.492,30.9988
0.5,0.825797,0.947529,0.194727,0.113501,0.451665,9.7896,7.9532,9.0936,71.6465,64.7904,169.8,38.9211,38.2103,66.012
0.5,0.696121,0.984644,0.0274385,0.436116,0.348453,11.928,7.0184,7.89,97.844,56.5034,133.666,44.8631,56.6004,50.792
0.5,0.234529,0.623061,0.895901,0.40673,0.375668,7.8454,8.7978,10.1932,46.4232,73.0159,206.874,37.1346,49.7992,46.1719
0.5,0.805263,0.668228,0.00261988,0.30846,0.196734,10.4658,8.727,7.6436,81.6184,88.3925,126.972,44.5357,41.4729,61.7623
0.5,0.0340531,0.284693,0.383357,0.751002,0.043695,9.4882,8.9446,8.4036,74.9228,102.877,167.922,30.7132,71.6699,21.0184
0.5,0.701921,0.258876,0.571742,0.380668,0.697585,7.3688,9.9226,9.545,44.9322,93.4749,156.16,33.0398,38.3157,77.6231
0.5,0.672873,0.307388,0.590324,0.514146,0.41635,7.956,10.5582,8.3222,52.0593,104.527,129.652,40.9443,44.1342,68.0644
0.5,0.115088,0.456141,0.617382,0.973797,0.432241,10.2478,8.1566,8.432,85.1602,69.8028,132.346,40.1542,76.7253,35.7279
0.5,0.17351,0.0340597,0.665349,0.366894,0.413553,6.2094,9.6424,10.9846,37.7055,98.6254,230.979,20.1785,42.1565,50.2719
0.5,0.500518,0.630753,0.0104441,0.481743,0.966687,10.9402,5.8088,10.0874,88.0414,42.2659,168.944,30.7237,65.0276,50.8853
0.5,0.442227,0.969339,0.654686,0.962292,0.654787,11.5836,7.4232,7.8296,96.0086,52.7815,108.737,51.2623,72.1477,44.0885
0.5,0.719807,0.135805,0.317337,0.510147,0.734257,8.1892,9.5558,9.0914,57.9034,91.5388,140.319,33.0358,46.0247,72.3209
0.5,0.957279,0.301203,0.288283,0.715116,0.560419,9.6252,10.1026,7.1086,71.9147,104.034,92.0748,48.4928,47.3752,66.3821
0.5,0.787764,0.291892,0.796871,0.862472,0.598943,8.4994,10.9518,7.3852,59.5167,105.475,92.943,51.3415,50.1213,65.8317
0.5,0.109167,0.6211,0.0309285,0.0188505,0.109937,8.3936,6.667,11.7758,64.0303,66.7411,326.022,26.3855,13.4501,28.0295
0.5,0.210674,0.55485,0.665308,0.252856,0.344139,7.5458,8.391,10.8996,43.6786,72.9691,243.523,31.6403,37.5743,46.9622
0.5,0.276906,0.595984,0.966895,0.575481,0.986339,8.1992,7.545,11.0922,49.8619,51.5071,196.455,32.8004,61.0212,53.5283
0.5,0.26803,0.497215,0.440777,0.454681,0.176212,8.945,8.769,9.1224,60.6997,82.7406,186.213,37.8669,52.5326,41.0357
0.5,0.732201,0.69265,0.687237,0.391792,0.87088,8.536,8.5624,9.738,53.357,68.1641,154.631,39.4546,46.912,71.8193
0.5,0.392884,0.743726,0.576652,0.631712,0.856477,9.962,7.0744,9.8,72.6167,49.0591,158.525,39.3305,67.4217,49.4098
0.5,0.518496,0.420562,0.443542,0.622501,0.941343,9.3554,7.7432,9.7378,69.0753,58.8486,148.346,37.0599,62.7069,58.3605
0.5,0.720786,0.979205,0.396956,0.946481,0.904335,12.4226,6.8446,7.5692,112.895,47.5192,89.8824,53.5334,71.8052,45.7754
0.5,0.131824,0.124758,0.119073,0.651714,0.87963,9.7856,6.2566,10.7942,78.2853,55.2806,192.599,20.7926,72.1581,40.2291
0.5,0.304927,0.96874,0.625134,0.179646,0.703071,8.4166,6.576,11.8438,54.4251,42.1371,250.437,31.2495,42.8146,48.6985
0.5,0.0604119,0.660315,0.861248,0.406747,0.813327,7.8944,6.5846,12.3574,47.6816,44.7518,255.886,27.8607,56.8541,37.3875
0.5,0.436716,0.483094,0.648688,0.773101,0.475268,9.4376,9.2104,8.1884,68.5642,80.3542,121.86,46.6787,59.8839,54.3104
0.5,0.947946,0.0478773,0.176432,0.00298883,0.0441878,5.8028,13.33,7.7036,45.0673,188.45,138.916,12.8881,3.2542,93.903
0.5,0.97526,0.134647,0.460708,0.56414,0.848946,7.8802,10.4314,8.5248,51.5938,107.448,114.215,38.1519,39.9277,81.5543
0.5,0.677677,0.634119,0.391323,0.205297,0.739185,8.4236,8.0764,10.3364,53.8193,65.8409,187.233,33.2211,38.5852,71.0093
0.5,0.990845,0.961675,0.690724,0.646669,0.953574,10.409,8.3394,8.088,75.8045,64.8104,105.158,52.8266,57.9886,62.5606
0.5,0.376039,0.695638,0.896536,0.436302,0.812879,8.2046,7.8354,10.7964,50.6333,54.1919,190.29,36.0497,56.1683,56.4866
0.5,0.362028,0.301489,0.839733,0.0769394,0.443228,5.4966,9.7276,11.6122,28.8738,89.0932,256.502,23.5242,17.5749,67.9283
0.5,0.905332,0.564778,0.266343,0.440873,0.243677,9.753,10.019,7.0644,69.4615,105.872,104.717,49.5392,40.8349,65.8627
0.5,0.741352,0.204655,0.296412,0.577314,0.18864,8.6138,11.193,7.0296,62.7508,130.607,105.171,41.4378,42.4279,63.1317
0.5,0.344545,0.762152,0.60171,0.798214,0.955655,10.6086,6.719,9.5088,82.2243,43.644,143.53,40.1384,75.7787,45.6457
0.5,0.351348,0.241821,0.546794,0.132994,0.935805,6.1972,7.6836,12.9556,37.4538,59.8767,270.321,19.1358,25.9233,67.377
0.5,0.717885,0.437858,0.586267,0.0109963,0.741659,6.2436,9.3138,11.279,37.787,78.9723,221.898,23.7147,17.5477,85.6712
0.5,0.028533,0.29096,0.710695,0.940876,0.235184,9.2568,9.2714,8.3082,73.6516,92.6355,143.284,36.303,73.1443,32.0294
0.5,0.814627,0.937722,0.309535,0.417365,0.376362,10.7546,8.3268,7.755,82.5757,71.0642,119.128,50.6895,51.5354,57.653
0.5,0.958366,0.826542,0.0124262,0.697307,0.597878,12.5298,7.3526,6.954,115.894,60.8552,88.0295,51.9006,61.9814,49.9908
0.5,0.156902,0.302116,0.856731,0.473342,0.671494,7.2236,8.3376,11.2752,41.834,69.4647,215.94,28.379,53.589,50.6748
0.5,0.369879,0.453267,0.332848,0.0681758,0.021931,7.37,9.632,9.8344,48.9021,102.788,233.333,30.7503,18.1463,54.8538
0.5,0.0233881,0.0299985,0.514669,0.100264,0.121747,5.3308,9.5524,11.9532,34.5851,116.793,326.363,14.0837,17.2063,26.1017
0.5,0.323221,0.224037,0.869665,0.352546,0.09201,6.3306,11.4546,9.0512,34.2926,123.917,192.383,31.9799,34.3559,54.6299
0.5,0.310457,0.500265,0.884154,0.780633,0.853599,8.9996,8.1824,9.6544,63.6311,60.9661,147.07,40.0797,68.2621,52.0865
0.5,0.723733,0.345265,0.237271,0.404205,0.89482,8.7762,8.2272,9.833,61.4664,71.6195,155.428,32.9204,45.9594,73.1254
0.5,0.620039,0.995495,0.235744,0.155783,0.0371281,10.1056,8.3516,8.3792,75.1639,73.319,172.345,45.2549,33.9746,56.6184
0.5,0.324564,0.287488,0.29278,0.344511,0.980646,8.1896,6.8204,11.8264,56.3085,51.5953,222.713,23.2337,50.7869,56.933
0.5,0.411296,0.219099,0.134775,0.902385,0.965212,11.0338,6.8106,8.992,98.0775,56.1712,125.656,34.023,73.4518,48.8351
0.5,0.153445,0.292789,0.323118,0.243774,0.111731,7.5544,8.8902,10.3918,48.6948,97.5641,251.255,25.8642,34.0622,37.5789
0.5,0.0825249,0.447376,0.662911,0.45676,0.350603,8.0782,8.174,10.5842,51.3203,74.2582,223.225,30.7493,55.7571,35.354
0.5,0.223662,0.648148,0.670204,0.870492,0.486151,10.2886,7.9432,8.6046,80.4394,64.1808,136.262,43.3171,72.5692,39.9349
0.5,0.523449,0.981448,0.442267,0.148101,0.207212,9.2514,8.1626,9.4224,63.9974,65.9966,201.896,40.8283,33.764,55.7249
0.5,0.691519,0.273947,0.2602,0.219915,0.872253,7.5582,8.524,10.7542,50.986,76.7344,189.034,25.1121,32.849,79.924
0.5,0.246546,0.426503,0.520502,0.390941,0.633604,8.1428,7.634,11.0596,52.7174,61.1635,216.664,29.5618,51.5598,49.8682
0.5,0.313907,0.226209,0.573245,0.811022,0.366852,8.9592,9.6594,8.2178,67.8163,93.0716,130.933,39.3384,63.0623,47.951
0.5,0.251558,0.401122,0.159698,0.603924,0.283582,10.1442,7.7992,8.893,79.214,76.7246,163.212,33.8091,64.074,38.8037
0.5,0.615565,0.880698,0.557195,0.616141,0.974606,10.4374,7.0528,9.3462,78.5266,48.2877,139.133,43.0493,64.5989,55.6404
0.5,0.788073,0.728397,0.399671,0.182718,0.943438,8.5552,7.7828,10.4984,56.4586,58.6181,184.666,32.6709,40.6866,73.0333
0.5,0.350509,0.543798,0.535844,0.279552,0.685669,7.931,7.6976,11.2078,49.7406,59.3248,222.514,29.8899,44.8477,55.735
0.5,0.497894,0.489065,0.53248,0.579328,0.365389,9.0496,9.3418,8.445,61.3646,85.1484,141.83,43.0517,53.0447,55.9941
0.5,0.730013,0.453413,0.691677,0.253864,0.592592,7.2084,9.9996,9.6284,42.2946,90.6745,163.499,35.2383,34.0717,78.718
0.5,0.745767,0.706113,0.032122,0.388803,0.0649159,10.8356,8.9098,7.091,86.0642,87.3099,123.296,48.2838,45.7071,53.9362
0.5,0.519195,0.0184323,0.133807,0.753458,0.979919,9.6086,7.8394,9.3884,79.7486,71.199,136.288,29.9613,62.1893,60.4939
0.5,0.36565,0.360122,0.397436,0.352564,0.661215,8.1496,7.9116,10.7752,53.1438,66.7387,207.587,28.1301,45.9242,58.473
0.5,0.92021,0.313777,0.65466,0.594147,0.29059,8.0834,11.966,6.787,52.7086,133.62,89.3371,50.3969,39.3052,68.7271
0.5,0.0861117,0.0293863,0.975915,0.545079,0.707607,6.3558,8.9428,11.5378,38.3317,79.373,218.12,21.3296,55.1371,51.8829
0.5,0.854466,0.625202,0.103966,0.0599489,0.923104,8.509,7.6626,10.6648,61.0925,64.8141,191.597,25.5743,29.8716,82.0643
