kt,k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
4,0.4,0.8,0.2,1,0.2,19.864,4.378,0.716,245.533,15.7987,1.04543,50.4824,7.72282,1.71077
4,0.4,0.8,0.2,1,0.4,19.95,3.978,1.03,246.196,13.6167,1.62034,45.8566,12.1177,2.41349
4,0.4,0.8,0.2,1,0.6,20.062,3.404,1.492,250.042,9.92063,3.00394,38.4278,17.8432,3.34993
4,0.4,0.8,0.2,1,0.8,20.248,2.918,1.792,251.149,7.47823,4.53781,32.6055,23.727,3.18932
4,0.4,0.8,0.2,1,1,20.254,2.698,2.006,256.362,6.47174,4.35467,30.3454,24.0866,3.07797
4,0.4,0.8,0.4,0.2,0.2,14.358,7.316,3.284,124.419,41.7476,10.4563,59.7884,27.5915,15.4131
4,0.4,0.8,0.4,0.2,0.4,13.902,6.23,4.826,118.069,29.941,20.9737,48.6579,38.7745,19.1804
4,0.4,0.8,0.4,0.2,0.6,13.208,5.452,6.298,103.66,25.2302,31.0072,41.5791,47.6914,21.8851
4,0.4,0.8,0.4,0.2,0.8,12.69,4.974,7.294,104.234,18.6707,40.5366,34.1422,53.9851,21.2562
4,0.4,0.8,0.4,0.2,1,12.298,4.59,8.07,93.7126,16.1823,48.5342,31.1765,58.5563,22.157
4,0.4,0.8,0.4,0.4,0.2,15.672,7.048,2.238,154.245,36.5829,5.29194,63.7533,19.8838,9.40739
4,0.4,0.8,0.4,0.4,0.4,15.334,6.22,3.404,153.75,26.7772,9.96471,52.738,31.2015,11.919
4,0.4,0.8,0.4,0.4,0.6,14.86,5.568,4.53,134.778,24.8711,17.7245,48.0236,38.5433,15.8507
4,0.4,0.8,0.4,0.4,0.8,14.784,4.974,5.2,147.805,16.334,21.483,38.9102,46.1836,13.1996
4,0.4,0.8,0.4,0.4,1,14.498,4.614,5.846,140.23,15.0271,25.1205,37.3309,49.1049,14.4795
4,0.4,0.8,0.4,0.6,0.2,16.214,7.14,1.604,169.207,34.2689,3.00519,65.4048,15.5218,6.93731
4,0.4,0.8,0.4,0.6,0.4,15.898,6.368,2.692,160.813,29.6399,6.90294,58.8913,23.9124,9.62259
4,0.4,0.8,0.4,0.6,0.6,15.862,5.51,3.586,151.875,22.7514,13.8663,47.6136,36.4458,12.7987
4,0.4,0.8,0.4,0.6,0.8,15.752,5.024,4.182,161.297,20.3201,11.8646,48.3146,34.7226,11.3263
4,0.4,0.8,0.4,0.6,1,15.544,4.57,4.844,152.361,16.9791,18.7772,40.8376,43.4918,12.7164
4,0.4,0.8,0.4,0.8,0.2,16.408,7.196,1.354,167.781,37.3483,2.69808,67.487,13.6489,6.05473
4,0.4,0.8,0.4,0.8,0.4,16.532,6.23,2.196,172.097,27.929,5.14788,59.2622,21.4085,7.84661
4,0.4,0.8,0.4,0.8,0.6,16.568,5.528,2.862,166.23,25.1435,8.04304,53.9019,27.2108,10.2834
4,0.4,0.8,0.4,0.8,0.8,16.63,5.014,3.314,179.765,18.9597,9.26193,47.905,29.9621,9.24409
4,0.4,0.8,0.4,0.8,1,16.59,4.53,3.838,175.525,16.5582,11.4907,43.4542,35.8833,9.97982
4,0.4,0.8,0.4,1,0.2,16.87,7.07,1.018,179.436,35.3077,1.83334,68.0211,10.3049,4.48972
4,0.4,0.8,0.4,1,0.4,16.864,6.352,1.742,175.328,30.95,3.78701,61.8396,17.2013,7.03088
4,0.4,0.8,0.4,1,0.6,16.904,5.542,2.512,189.325,22.2087,5.80146,51.8377,23.6104,6.98847
4,0.4,0.8,0.4,1,0.8,17.032,4.96,2.966,178.897,19.6497,8.8786,48.3961,29.8287,9.16697
4,0.4,0.8,0.4,1,1,17.386,4.38,3.192,192.366,15.6389,8.58831,43.8651,30.9097,8.03311
4,0.4,0.8,0.6,0.2,0.2,12.584,8.866,3.508,102.781,52.7295,11.6933,62.6936,26.2017,18.6073
4,0.4,0.8,0.6,0.2,0.4,11.654,7.562,5.742,88.1907,38.6354,26.781,49.1988,39.2552,25.8467
4,0.4,0.8,0.6,0.2,0.6,10.9,7.002,7.056,78.8116,33.2846,37.9528,41.9862,45.7812,28.3125
4,0.4,0.8,0.6,0.2,0.8,10.546,5.988,8.424,67.3786,27.9598,53.5473,35.704,48.9865,31.971
4,0.4,0.8,0.6,0.2,1,10.154,5.444,9.36,73.7498,20.1872,58.9202,31.9896,54.9104,27.7757
4,0.4,0.8,0.6,0.4,0.2,13.488,8.852,2.618,119.252,53.8458,6.46901,69.0924,19.6197,12.6087
4,0.4,0.8,0.6,0.4,0.4,12.854,7.884,4.22,102.422,44.8763,15.4986,57.979,31.8518,19.8753
4,0.4,0.8,0.6,0.4,0.6,12.534,6.996,5.428,99.1111,33.8677,24.3976,48.7677,40.5806,23.0678
4,0.4,0.8,0.6,0.4,0.8,12.452,6.128,6.378,102.725,27.2942,28.5242,43.3769,46.3799,22.0758
4,0.4,0.8,0.6,0.4,1,12.126,5.732,7.1,95.5693,23.2667,37.0721,38.5048,51.4483,23.1972
4,0.4,0.8,0.6,0.6,0.2,14.052,8.85,2.056,124.206,55.5466,4.15718,73.0459,15.9309,10.1727
4,0.4,0.8,0.6,0.6,0.4,13.752,8.024,3.182,119.71,45.302,9.33555,62.8056,26.1795,14.9455
4,0.4,0.8,0.6,0.6,0.6,13.724,6.924,4.31,119.671,35.0684,15.4127,55.3858,33.1879,17.4545
4,0.4,0.8,0.6,0.6,0.8,13.59,6.228,5.14,117.621,29.2144,21.0144,47.9514,40.1457,19.0822
4,0.4,0.8,0.6,0.6,1,13.504,5.702,5.752,112.575,26.2337,26.0025,43.9621,44.6002,20.1364
4,0.4,0.8,0.6,0.8,0.2,14.386,8.938,1.634,134.722,53.6655,3.37079,71.4428,14.7408,9.04139
4,0.4,0.8,0.6,0.8,0.4,14.248,8.124,2.586,123.774,47.203,7.44549,65.3319,23.5578,13.0033
4,0.4,0.8,0.6,0.8,0.6,14.384,6.908,3.666,130.029,35.254,11.2329,57.7949,30.0323,15.0193
4,0.4,0.8,0.6,0.8,0.8,14.154,6.332,4.472,125.902,28.9797,16.887,50.5119,37.326,17.3821
4,0.4,0.8,0.6,0.8,1,14.402,5.792,4.764,137.892,24.9587,16.6376,48.7371,37.8446,14.7785
4,0.4,0.8,0.6,1,0.2,14.546,9.03,1.382,139.647,54.7105,2.14837,75.8573,10.4403,6.55365
4,0.4,0.8,0.6,1,0.4,14.69,7.95,2.318,136.367,42.8091,5.97282,65.9163,21.221,11.3927
4,0.4,0.8,0.6,1,0.6,14.812,7.12,3.026,140.434,36.6629,8.35804,60.2972,25.8506,12.2293
4,0.4,0.8,0.6,1,0.8,14.684,6.486,3.788,137.515,30.098,11.8548,54.6729,32.5681,14.1293
4,0.4,0.8,0.6,1,1,14.776,5.956,4.226,146.066,24.9279,13.8626,49.1304,35.5377,14.008
4,0.4,0.8,0.8,0.2,0.2,11,9.976,3.982,85.3507,63.3341,13.9015,62.2886,25.3146,22.208
4,0.4,0.8,0.8,0.2,0.4,10.204,8.676,6.078,69.3571,50.3157,27.3666,51.0562,35.5552,30.9732
4,0.4,0.8,0.8,0.2,0.6,9.402,7.806,7.75,58.0204,43.1988,42.5005,42.3327,41.8722,35.0396
4,0.4,0.8,0.8,0.2,0.8,8.898,6.838,9.222,52.6289,35.4346,58.4777,35.3121,46.1429,36.3787
4,0.4,0.8,0.8,0.2,1,8.624,6.068,10.266,48.0387,28.4964,72.7207,29.4344,50.0962,36.9458
4,0.4,0.8,0.8,0.4,0.2,11.606,10.476,2.876,82.9447,75.6567,9.55173,67.3302,20.2436,19.4539
4,0.4,0.8,0.8,0.4,0.4,11.3,9.132,4.526,81.7455,55.702,17.9813,58.4613,29.8539,25.0747
4,0.4,0.8,0.8,0.4,0.6,10.896,8,6.062,80.5864,44.9178,26.5633,50.2605,37.5335,27.2766
4,0.4,0.8,0.8,0.4,0.8,10.678,7.192,7.088,73.4011,36.4801,37.2908,43.3325,44.2869,29.8989
4,0.4,0.8,0.8,0.4,1,10.332,6.54,8.086,73.9657,28.5615,46.6679,37.2953,50.4924,28.719
4,0.4,0.8,0.8,0.6,0.2,12.116,10.574,2.268,100.259,68.6418,5.6635,72.6688,16.9568,14.1966
4,0.4,0.8,0.8,0.6,0.4,12.116,9.146,3.696,96.5476,54.8945,12.7852,62.2155,26.7969,19.9783
4,0.4,0.8,0.8,0.6,0.6,12.004,8.212,4.742,93.9278,47.0572,18.0996,56.2296,32.8828,22.4496
4,0.4,0.8,0.8,0.6,0.8,11.788,7.332,5.838,92.9289,37.2282,24.8014,49.3431,40.0217,24.2603
4,0.4,0.8,0.8,0.6,1,11.53,6.656,6.772,85.2516,31.9295,34.0882,43.82,44.8205,26.8292
4,0.4,0.8,0.8,0.8,0.2,12.476,10.716,1.766,97.6327,77.5705,3.85896,77.7126,12.3621,11.4985
4,0.4,0.8,0.8,0.8,0.4,12.458,9.38,3.12,101.64,60.0116,8.57475,67.2966,21.8788,16.816
4,0.4,0.8,0.8,0.8,0.6,12.538,8.158,4.262,99.8963,44.7385,16.2699,57.498,32.3517,20.8022
4,0.4,0.8,0.8,0.8,0.8,12.44,7.466,5.052,104.187,39.9608,17.5003,55.0871,34.8889,20.3044
4,0.4,0.8,0.8,0.8,1,12.488,6.79,5.68,102.03,33.3686,23.4204,49.0325,40.7376,21.9246
4,0.4,0.8,0.8,1,0.2,12.612,10.734,1.612,106.126,77.394,2.86719,78.8966,10.5886,8.42564
4,0.4,0.8,0.8,1,0.4,12.902,9.388,2.668,107.046,60.1618,6.93565,69.8417,19.7369,14.4537
4,0.4,0.8,0.8,1,0.6,12.746,8.538,3.674,107.248,45.704,13.3304,59.3654,29.6725,18.9252
4,0.4,0.8,0.8,1,0.8,13.066,7.396,4.496,109.08,39.2617,16.3908,55.591,33.887,19.2601
4,0.4,0.8,0.8,1,1,13.116,6.826,5.016,106.96,33.2622,21.0979,50.9641,38.5593,20.9206
4,0.4,0.8,1,0.2,0.2,9.368,11.264,4.326,64.2731,77.1606,15.8274,59.2433,25.2966,27.9338
4,0.4,0.8,1,0.2,0.4,8.816,9.488,6.654,50.0342,61.6011,34.0183,46.5709,33.9142,37.7924
4,0.4,0.8,1,0.2,0.6,8.214,8.334,8.41,47.8599,47.3932,49.9338,38.5396,40.2488,39.7225
4,0.4,0.8,1,0.2,0.8,7.608,7.536,9.814,39.2208,40.4376,67.6066,32.3067,41.8328,43.3324
4,0.4,0.8,1,0.2,1,7.43,6.582,10.946,37.6364,31.9512,80.949,27.5128,46.4281,41.8952
4,0.4,0.8,1,0.4,0.2,10.588,11.36,3.01,82.1225,77.6337,8.53096,68.5534,19.8999,18.5074
4,0.4,0.8,1,0.4,0.4,9.87,9.964,5.124,65.448,66.9887,20.2852,56.825,28.7556,29.1628
4,0.4,0.8,1,0.4,0.6,9.65,8.67,6.638,60.4765,52.7105,33.5701,46.8001,36.0053,34.9204
4,0.4,0.8,1,0.4,0.8,9.312,7.858,7.788,56.3794,44.0459,44.6844,40.4973,41.3228,36.7294
4,0.4,0.8,1,0.4,1,9.088,7.09,8.78,56.5013,34.4388,54.8172,35.6193,46.8931,35.7132
4,0.4,0.8,1,0.6,0.2,10.672,11.778,2.508,76.6738,89.3795,5.86968,72.9431,15.0828,17.117
4,0.4,0.8,1,0.6,0.4,10.454,10.294,4.21,72.1001,70.9735,14.4668,60.9785,25.3273,26.0283
4,0.4,0.8,1,0.6,0.6,10.498,9.046,5.414,73.5812,56.6171,22.3754,53.6083,32.4327,28.7765
4,0.4,0.8,1,0.6,0.8,10.32,8.064,6.574,71.7691,47.2464,29.9484,49.222,38.0043,29.3961
4,0.4,0.8,1,0.6,1,10.162,7.432,7.364,70.1,40.6066,35.6508,45.6974,41.3718,30.8565
4,0.4,0.8,1,0.8,0.2,10.84,12.088,2.03,75.8421,98.3169,4.71854,73.6814,12.9307,15.0535
4,0.4,0.8,1,0.8,0.4,11.11,10.33,3.518,81.5891,72.5302,9.78525,67.0759,20.979,21.0973
4,0.4,0.8,1,0.8,0.6,11.164,9.206,4.588,87.3638,55.238,15.8099,59.5032,29.7851,22.6101
4,0.4,0.8,1,0.8,0.8,11.26,8.234,5.464,81.4673,49.0574,22.4095,54.5803,34.6827,25.3742
4,0.4,0.8,1,0.8,1,11.12,7.618,6.22,82.3263,39.956,29.0457,47.6211,39.8473,27.972
4,0.4,0.8,1,1,0.2,11.556,11.686,1.716,87.8947,92.2479,3.28992,77.189,11.1502,11.0489
4,0.4,0.8,1,1,0.4,11.334,10.644,2.98,91.6497,71.4401,7.699,69.4338,19.4315,16.8446
4,0.4,0.8,1,1,0.6,11.324,9.552,4.082,85.8507,59.5023,14.2558,60.6084,27.6828,23.0088
4,0.4,0.8,1,1,0.8,11.71,8.296,4.952,86.559,51.1908,18.0738,57.9437,31.5832,23.6655
4,0.4,0.8,1,1,1,11.784,7.746,5.428,92.9432,40.4303,23.2152,50.9991,37.9123,23.8985
4,0.4,1,0.2,0.2,0.2,18.634,4.01,2.314,214.188,13.4047,6.11564,42.7171,25.8146,5.7183
4,0.4,1,0.2,0.2,0.4,17.932,3.618,3.408,201.615,11.2305,10.8232,36.3106,35.7132,7.24635
4,0.4,1,0.2,0.2,0.6,17.134,3.392,4.432,186.497,9.13661,18.0415,29.4484,46.4731,8.34535
4,0.4,1,0.2,0.2,0.8,16.794,3.042,5.122,166.773,8.17258,25.4701,28.7041,52.2496,9.94276
4,0.4,1,0.2,0.2,1,16.566,2.832,5.56,170.739,7.20619,25.6898,25.8167,54.0191,9.45098
4,0.4,1,0.2,0.4,0.2,19.486,4.054,1.418,232.839,13.5822,2.62052,46.5448,16.1672,3.87117
4,0.4,1,0.2,0.4,0.4,19.204,3.484,2.27,225.642,10.6029,5.91293,37.6987,27.027,5.29992
4,0.4,1,0.2,0.4,0.6,19.01,3.192,2.756,221.144,10.0272,7.04255,37.8558,28.8181,5.32349
4,0.4,1,0.2,0.4,0.8,18.658,2.922,3.378,215.985,8.45683,10.2196,32.1697,35.8289,5.77503
4,0.4,1,0.2,0.4,1,18.464,2.524,3.97,218.121,5.82507,12.5983,26.7544,40.7133,5.36445
4,0.4,1,0.2,0.6,0.2,20.204,3.706,1.048,255.453,10.1198,1.99368,40.4649,14.5453,2.31073
4,0.4,1,0.2,0.6,0.4,19.816,3.448,1.694,241.613,10.2959,3.97231,38.774,20.8113,3.57824
4,0.4,1,0.2,0.6,0.6,19.724,3.092,2.142,243.916,7.91136,5.07599,33.8511,24.9451,3.85665
4,0.4,1,0.2,0.6,0.8,19.642,2.742,2.574,244.659,6.4844,5.76806,30.3804,28.4063,3.86182
4,0.4,1,0.2,0.6,1,19.466,2.638,2.854,236.285,6.80056,7.3594,29.8223,31.499,4.56027
4,0.4,1,0.2,0.8,0.2,20.376,3.848,0.734,252.684,13.6121,1.10545,46.44,9.16234,1.80117
4,0.4,1,0.2,0.8,0.4,20.482,3.21,1.266,258.194,9.71333,2.0794,38.3835,15.1741,2.55325
4,0.4,1,0.2,0.8,0.6,20.412,2.936,1.61,262.98,7.38267,3.01593,32.0545,19.5057,2.85475
4,0.4,1,0.2,0.8,0.8,20.318,2.68,1.96,250.245,7.33226,4.31102,33.631,23.2893,3.23968
4,0.4,1,0.2,0.8,1,20.052,2.59,2.316,250.691,6.16623,5.40696,28.827,27.5527,3.59275
4,0.4,1,0.2,1,0.2,20.562,3.806,0.59,258.643,12.6897,0.831563,46.7385,7.00443,1.27902
4,0.4,1,0.2,1,0.4,20.468,3.472,1.018,262.983,10.4581,1.45659,40.925,10.7631,1.96744
4,0.4,1,0.2,1,0.6,20.846,2.802,1.31,262.078,8.91262,2.48287,36.266,15.8274,2.27393
4,0.4,1,0.2,1,0.8,20.62,2.694,1.644,263.915,6.22882,3.73674,29.9516,21.6861,2.52612
4,0.4,1,0.2,1,1,20.564,2.484,1.91,260.751,6.15405,4.27445,29.5421,23.119,2.85327
4,0.4,1,0.4,0.2,0.2,15.724,6.32,2.914,149.415,29.4846,9.08477,56.824,28.1385,12.1498
4,0.4,1,0.4,0.2,0.4,14.996,5.578,4.384,137.711,23.8396,17.7761,47.9081,38.4043,15.1283
4,0.4,1,0.4,0.2,0.6,14.534,4.792,5.632,135.311,17.7522,24.6258,39.47,47.5917,15.1979
4,0.4,1,0.4,0.2,0.8,13.95,4.626,6.382,118.821,16.1344,32.8979,36.4542,52.3358,18.3876
4,0.4,1,0.4,0.2,1,13.396,4.094,7.468,111.41,13.0753,42.9669,30.0749,59.3093,17.994
4,0.4,1,0.4,0.4,0.2,16.624,6.276,2.058,167.185,30.0479,5.2331,60.5248,20.9537,8.39278
4,0.4,1,0.4,0.4,0.4,16.3,5.59,3.068,172.952,22.0821,9.41821,48.9489,30.4305,9.49888
4,0.4,1,0.4,0.4,0.6,15.954,4.99,4.014,164.597,17.7775,13.7132,43.6889,38.2692,11.1023
4,0.4,1,0.4,0.4,0.8,15.404,4.718,4.836,152.153,17.4253,17.1955,42.2604,42.2588,13.1981
4,0.4,1,0.4,0.4,1,15.326,4.1,5.532,150.625,13.5331,23.6242,36.5866,47.7601,12.8665
4,0.4,1,0.4,0.6,0.2,17.294,6.316,1.348,185.322,30.3609,2.66823,63.1193,13.8414,4.96797
4,0.4,1,0.4,0.6,0.4,17.192,5.464,2.302,185.919,22.5979,5.5499,53.6101,23.0261,7.43474
4,0.4,1,0.4,0.6,0.6,16.674,5.098,3.186,181.727,19.1828,8.37616,48.2144,29.5277,8.71921
4,0.4,1,0.4,0.6,0.8,16.708,4.422,3.828,180.083,14.9498,12.0786,41.3038,36.7453,9.49958
4,0.4,1,0.4,0.6,1,16.31,4.316,4.332,161.697,15.0823,17.088,40.5291,41.8147,11.8267
4,0.4,1,0.4,0.8,0.2,17.718,6.128,1.112,200.423,25.2661,2.13974,59.2366,13.5787,4.37441
4,0.4,1,0.4,0.8,0.4,17.4,5.516,2.042,185.615,24.3344,4.47719,56.5667,20.394,6.93019
4,0.4,1,0.4,0.8,0.6,17.308,5.142,2.508,191.448,19.3245,5.95384,50.9762,24.2921,7.47281
4,0.4,1,0.4,0.8,0.8,17.092,4.606,3.26,181.234,16.5398,10.277,44.3509,33.8057,8.92228
4,0.4,1,0.4,0.8,1,17.104,4.168,3.686,184.222,13.7072,11.294,40.5296,36.9826,8.98071
4,0.4,1,0.4,1,0.2,17.662,6.298,0.998,195.423,28.2818,1.66132,63.9386,10.5985,3.88436
4,0.4,1,0.4,1,0.4,17.8,5.532,1.626,193.82,24.8908,3.19251,58.3331,16.4842,5.33564
4,0.4,1,0.4,1,0.6,17.722,5.036,2.2,192.951,19.9266,5.49499,50,24.5627,7.35551
4,0.4,1,0.4,1,0.8,17.74,4.5,2.718,193.568,17.521,7.38124,46.9018,27.2331,7.73447
4,0.4,1,0.4,1,1,17.854,4.134,2.97,201.917,15.499,7.13938,44.9314,27.2341,6.66134
4,0.4,1,0.6,0.2,0.2,13.814,7.806,3.338,120.897,42.4733,10.7012,61.3987,27.1993,15.4705
4,0.4,1,0.6,0.2,0.4,12.808,7.046,5.104,106.212,36.1201,20.1535,51.9928,36.9739,20.895
4,0.4,1,0.6,0.2,0.6,12.374,6.176,6.408,101.95,27.4118,30.7671,42.918,45.1838,22.9381
4,0.4,1,0.6,0.2,0.8,11.582,5.57,7.806,87.4101,23.6845,43.6557,36.7097,52.2254,24.7942
4,0.4,1,0.6,0.2,1,11.258,5.086,8.614,79.8592,20.6599,52.1373,33.2503,54.8994,26.6264
4,0.4,1,0.6,0.4,0.2,14.434,8.132,2.392,135.93,44.5036,6.4312,64.8624,21.1882,11.6215
4,0.4,1,0.6,0.4,0.4,13.924,7.15,3.884,122.483,38.4123,12.6518,57.7489,29.9651,16.6166
4,0.4,1,0.6,0.4,0.6,13.758,6.25,4.95,124.917,28.6288,17.8793,49.9704,38.1422,17.2791
4,0.4,1,0.6,0.4,0.8,13.186,5.81,5.962,113.238,24.8195,26.8984,44.316,44.8127,19.4978
4,0.4,1,0.6,0.4,1,12.998,5.182,6.778,110.98,20.1612,32.2652,39.0124,50.8212,19.5675
4,0.4,1,0.6,0.6,0.2,14.896,8.096,1.966,141.841,47.0649,3.98882,70.2445,15.762,8.65057
4,0.4,1,0.6,0.6,0.4,14.512,7.51,2.936,139.24,37.0881,7.68327,62.2133,24.8765,12.0087
4,0.4,1,0.6,0.6,0.6,14.65,6.514,3.794,135.587,29.7293,13.198,53.7895,33.4107,14.6472
4,0.4,1,0.6,0.6,0.8,14.29,5.84,4.828,127.886,26.0425,18.5555,47.7319,39.9518,17.1788
4,0.4,1,0.6,0.6,1,14.168,5.318,5.472,132.741,20.0971,22.6385,42.5316,44.64,16.1943
4,0.4,1,0.6,0.8,0.2,15.454,8.132,1.372,150.088,46.7521,2.55072,72.1464,12.6204,6.64218
4,0.4,1,0.6,0.8,0.4,15.26,7.214,2.484,153.876,35.0503,6.36648,61.6497,21.7016,10.1066
4,0.4,1,0.6,0.8,0.6,15.288,6.378,3.292,146.378,28.4881,10.3434,55.7627,30.2925,12.4445
4,0.4,1,0.6,0.8,0.8,15.042,5.92,3.996,146.541,24.6269,13.5591,49.4923,35.6234,13.6249
4,0.4,1,0.6,0.8,1,15.1,5.3,4.558,146.487,21.513,16.7722,45.6393,39.395,13.684
4,0.4,1,0.6,1,0.2,15.618,8.136,1.204,156.517,45.1157,2.12263,71.5731,11.7895,5.86398
4,0.4,1,0.6,1,0.4,15.598,7.268,2.092,153.018,38.2407,4.87729,64.5709,19.3938,9.07149
4,0.4,1,0.6,1,0.6,15.56,6.51,2.888,161.954,28.7434,7.69885,55.2469,26.652,10.0071
4,0.4,1,0.6,1,0.8,15.522,6.072,3.364,150.45,26.6401,10.4364,53.9924,31.1383,12.2102
4,0.4,1,0.6,1,1,15.344,5.676,3.938,142.07,24.7726,14.908,48.3201,37.4282,14.4809
4,0.4,1,0.8,0.2,0.2,12.288,8.944,3.726,103.913,51.055,12.0109,62.4049,26.2795,18.9305
4,0.4,1,0.8,0.2,0.4,11.252,7.948,5.758,80.6538,44.5785,26.5285,51.0712,36.3056,27.8471
4,0.4,1,0.8,0.2,0.6,10.42,7.1,7.438,72.1559,38.2786,38.4671,43.3687,43.5291,29.7557
4,0.4,1,0.8,0.2,0.8,9.954,6.236,8.768,65.6271,27.3871,54.7557,33.9928,51.0514,32.1751
4,0.4,1,0.8,0.2,1,9.45,5.78,9.728,56.7049,25.7671,67.0962,30.9609,50.9683,34.3909
4,0.4,1,0.8,0.4,0.2,12.804,9.486,2.668,107.617,60.4988,6.68314,69.851,19.7845,14.0695
4,0.4,1,0.8,0.4,0.4,12.208,8.328,4.422,94.3334,48.5054,16.7334,57.4968,31.7177,22.1038
4,0.4,1,0.8,0.4,0.6,11.952,7.25,5.756,94.4105,37.743,24.3411,49.9118,38.5173,24.4279
4,0.4,1,0.8,0.4,0.8,11.556,6.622,6.78,84.548,30.6163,35.3623,42.0142,46.6797,27.1471
4,0.4,1,0.8,0.4,1,11.366,6.08,7.512,82.4489,27.9856,40.4548,40.0869,48.5176,27.0552
4,0.4,1,0.8,0.6,0.2,13.58,9.534,1.844,119.988,60.073,3.99566,72.9201,15.5877,10.5684
4,0.4,1,0.8,0.6,0.4,13.034,8.416,3.508,106.277,51.3817,10.1863,64.1461,26.2512,16.7842
4,0.4,1,0.8,0.6,0.6,12.746,7.572,4.64,106.755,39.1952,17.7419,54.0474,35.2531,19.9578
4,0.4,1,0.8,0.6,0.8,12.82,6.564,5.574,106.18,33.1923,22.3252,50.0636,39.4522,20.7397
4,0.4,1,0.8,0.6,1,12.346,6.388,6.224,101.181,27.8652,30.0259,43.8154,44.8622,22.8909
4,0.4,1,0.8,0.8,0.2,13.594,9.58,1.784,124.174,59.4665,3.64063,73.5526,13.9783,9.93315
4,0.4,1,0.8,0.8,0.4,13.756,8.252,2.95,122.694,46.5536,7.8512,65.2821,23.8856,13.3874
4,0.4,1,0.8,0.8,0.6,13.35,7.764,3.844,113.859,41.1907,12.4245,60.6399,29.696,17.0312
4,0.4,1,0.8,0.8,0.8,13.39,6.94,4.628,114.214,37.1908,17.0798,54.2038,33.5201,19.138
4,0.4,1,0.8,0.8,1,13.268,6.276,5.414,111.647,28.565,23.3894,47.002,42.47,19.8314
4,0.4,1,0.8,1,0.2,13.912,9.66,1.386,126.545,60.7018,2.71844,76.0482,12.0421,8.0313
4,0.4,1,0.8,1,0.4,13.908,8.544,2.506,128.208,48.7415,5.84165,67.7536,20.0466,11.9086
4,0.4,1,0.8,1,0.6,13.738,7.828,3.392,121.725,43.4894,10.0184,60.4659,27.4496,15.5726
4,0.4,1,0.8,1,0.8,13.9,6.934,4.124,124.719,33.3924,13.9165,55.1236,33.5295,16.4371
4,0.4,1,0.8,1,1,13.71,6.452,4.796,120.868,31.5067,17.1286,52.937,36.0329,17.383
4,0.4,1,1,0.2,0.2,10.94,10.128,3.89,77.4433,70.705,12.3787,64.7311,23.4182,22.6915
4,0.4,1,1,0.2,0.4,9.992,8.57,6.396,67.5871,47.8849,31.5864,48.0146,37.3699,32.1907
4,0.4,1,1,0.2,0.6,9.268,7.73,7.96,64.3208,41.2436,42.0505,42.303,42.5298,32.4641
4,0.4,1,1,0.2,0.8,8.674,6.888,9.396,52.8975,34.5365,57.4621,35.1338,46.3859,37.1366
4,0.4,1,1,0.2,1,8.144,6.242,10.572,48.1235,27.7389,76.1331,28.6364,48.8473,37.6228
4,0.4,1,1,0.4,0.2,11.624,10.504,2.83,88.183,72.3306,8.26162,68.5947,20.0602,18.0618
4,0.4,1,1,0.4,0.4,10.988,9.246,4.724,87.4708,53.0436,16.5289,58.9488,30.5358,23.0981
4,0.4,1,1,0.4,0.6,10.692,8.132,6.134,72.6063,47.8984,28.465,50.9906,36.376,29.2528
4,0.4,1,1,0.4,0.8,10.318,7.428,7.212,72.9989,37.7443,35.3578,43.8476,43.5657,30.6405
4,0.4,1,1,0.4,1,9.832,6.764,8.362,61.0298,35.7558,48.4679,38.5635,46.1872,33.7269
4,0.4,1,1,0.6,0.2,11.94,10.704,2.314,95.5956,76.1126,5.15371,74.0824,14.8024,13.7885
4,0.4,1,1,0.6,0.4,11.796,9.5,3.662,97.2449,58.0942,11.0178,64.3667,25.0892,18.4699
4,0.4,1,1,0.6,0.6,11.422,8.304,5.232,90.1642,45.1218,21.1765,54.156,34.5312,24.1858
4,0.4,1,1,0.6,0.8,11.352,7.602,6.004,86.3969,38.9054,27.3868,48.0302,40.2611,26.4685
4,0.4,1,1,0.6,1,10.916,6.97,7.072,78.1933,34.0773,37.3415,42.8151,44.3928,29.0903
4,0.4,1,1,0.8,0.2,12.246,10.814,1.898,97.765,79.5986,3.64288,76.6611,12.6344,11.3056
4,0.4,1,1,0.8,0.4,12.282,9.552,3.124,100.688,57.7869,9.03069,66.2308,23.3978,17.723
4,0.4,1,1,0.8,0.6,12.056,8.548,4.354,96.1131,48.7853,16.153,57.7408,31.2046,21.6333
4,0.4,1,1,0.8,0.8,11.884,7.808,5.266,89.0687,43.931,21.9912,53.3324,35.9087,24.3678
4,0.4,1,1,0.8,1,11.974,7.038,5.946,86.4342,39.3312,26.4841,49.5401,39.7862,25.6534
4,0.4,1,1,1,0.2,12.386,10.992,1.58,97.3717,80.8577,3.37034,77.2516,12.2446,10.8083
4,0.4,1,1,1,0.4,12.37,9.836,2.752,102.839,64.1454,6.49549,70.0247,19.1581,15.1817
4,0.4,1,1,1,0.6,12.474,8.682,3.802,105.027,49.8245,12.2513,62.0969,27.3866,18.0692
4,0.4,1,1,1,0.8,12.696,7.938,4.324,106.376,43.7537,14.4239,58.0192,31.3251,19.4831
4,0.4,1,1,1,1,12.56,7.28,5.118,103.329,37.705,20.4049,51.7186,37.4288,21.2374
