kt,k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
3,0.6,1,0.2,0.6,0.4,19.564,3.69,1.704,232.96,11.3807,4.17674,40.8746,21.8326,4.13852
3,0.6,1,0.2,0.6,0.6,19.376,3.344,2.238,228.379,9.70507,5.64064,37.7041,26.9344,4.60333
3,0.6,1,0.2,0.6,0.8,19.152,3.196,2.61,228.51,8.63085,6.77144,35.0082,29.4281,4.71186
3,0.6,1,0.2,0.6,1,19.276,2.87,2.812,221.803,7.79669,8.76619,32.9578,33.4929,5.4705
3,0.6,1,0.2,0.8,0.2,20.178,3.982,0.798,247.754,13.6009,1.23166,48.5744,9.29655,1.94024
3,0.6,1,0.2,0.8,0.4,20.08,3.572,1.306,240.014,12.5058,2.50938,43.1225,17.0156,3.45187
3,0.6,1,0.2,0.8,0.6,20.022,3.24,1.696,246.979,9.75391,3.42644,39.5859,18.179,3.25948
3,0.6,1,0.2,0.8,0.8,19.866,2.92,2.172,240.87,7.701,5.33709,33.1877,27.3397,3.62301
3,0.6,1,0.2,0.8,1,19.82,2.836,2.302,246.701,8.0492,5.17715,34.1247,23.4473,3.56867
3,0.6,1,0.2,1,0.2,20.38,3.964,0.614,261.787,12.4917,0.834673,44.4786,7.66,1.40892
3,0.6,1,0.2,1,0.4,20.428,3.548,0.982,265.063,10.1801,1.52873,39.6087,11.2221,1.88764
3,0.6,1,0.2,1,0.6,20.384,3.178,1.396,259.576,8.39511,2.78075,35.9836,17.2104,2.53458
3,0.6,1,0.2,1,0.8,20.354,2.896,1.708,258.093,8.16952,3.32138,35.113,18.3741,2.82528
3,0.6,1,0.2,1,1,20.418,2.72,1.82,261.426,6.43046,3.91543,30.3537,22.0073,2.85731
3,0.6,1,0.4,0.2,0.2,15.87,6.526,2.562,152.907,30.6667,7.93803,58.301,25.6103,11.4373
3,0.6,1,0.4,0.2,0.4,15.222,5.922,3.814,153.155,26.028,12.0996,52.2498,30.8229,12.3903
3,0.6,1,0.4,0.2,0.6,14.302,5.52,5.136,130.199,24.0818,20.2059,46.0791,41.1733,16.6085
3,0.6,1,0.4,0.2,0.8,13.902,5.062,5.994,118.926,19.0883,30.9679,37.7315,49.6667,19.2148
3,0.6,1,0.4,0.2,1,13.69,4.642,6.626,115.216,17.7052,34.4871,35.997,52.6774,18.7256
3,0.6,1,0.4,0.4,0.2,16.564,6.566,1.828,164.98,33.1519,4.97637,62.2874,18.8607,8.40216
3,0.6,1,0.4,0.4,0.4,16.108,5.904,2.946,164.217,25.3014,9.26161,53.1988,28.3926,10.1231
3,0.6,1,0.4,0.4,0.6,15.82,5.332,3.806,162.148,20.7793,12.6296,47.0559,35.0071,11.2629
3,0.6,1,0.4,0.4,0.8,15.514,5.01,4.434,149.573,21.6773,14.4024,48.0189,37.0631,13.1961
3,0.6,1,0.4,0.4,1,15.294,4.512,5.152,146.056,16.3065,21.3596,38.262,46.6767,14.3048
3,0.6,1,0.4,0.6,0.2,17.034,6.478,1.446,187.295,28.5306,2.88085,61.4486,14.6602,5.6421
3,0.6,1,0.4,0.6,0.4,16.97,5.682,2.306,179.54,24.4337,5.67572,55.9484,22.7166,7.61454
3,0.6,1,0.4,0.6,0.6,16.528,5.468,2.962,178.442,21.7164,7.43943,51.6823,26.6814,8.94167
3,0.6,1,0.4,0.6,0.8,16.544,4.822,3.592,171.162,17.7699,11.9695,43.7543,36.6352,10.2639
3,0.6,1,0.4,0.6,1,16.256,4.6,4.102,170.103,15.988,13.1018,43.319,37.2524,10.9367
3,0.6,1,0.4,0.8,0.2,17.448,6.452,1.058,190.765,30.8253,1.7822,65.1137,10.5732,3.73125
3,0.6,1,0.4,0.8,0.4,17.312,5.756,1.89,187.025,27.2269,3.81353,59.445,16.9061,5.7206
3,0.6,1,0.4,0.8,0.6,17.31,5.276,2.372,180.627,22.1682,6.28619,53.297,24.9446,8.32197
3,0.6,1,0.4,0.8,0.8,17.072,4.902,2.984,193.638,16.8982,7.68311,45.47,29.0032,7.52147
3,0.6,1,0.4,0.8,1,16.972,4.472,3.514,180.039,15.8409,10.9237,44.1555,34.1487,9.39819
3,0.6,1,0.4,1,0.2,17.764,6.296,0.898,191.287,31.5074,1.40641,66.086,9.37067,3.54729
3,0.6,1,0.4,1,0.4,17.382,5.854,1.722,192.601,25.6921,3.05483,58.6771,16.0804,5.67276
3,0.6,1,0.4,1,0.6,17.596,5.274,2.088,203.303,19.9709,4.14455,52.5438,19.4645,5.38666
3,0.6,1,0.4,1,0.8,17.554,4.734,2.67,197.622,17.4942,6.00912,47.5465,26.2814,6.71365
3,0.6,1,0.4,1,1,17.674,4.436,2.848,194.517,15.7053,7.94078,44.2607,30.3912,7.37101
3,0.6,1,0.6,0.2,0.2,13.658,8.32,2.98,119.66,46.1018,9.73908,62.5125,25.0653,15.776
3,0.6,1,0.6,0.2,0.4,13.064,7.376,4.518,108.26,37.5577,17.8173,53.03,35.4277,20.8289
3,0.6,1,0.6,0.2,0.6,12.476,6.784,5.698,102.338,34.0815,24.4798,48.111,40.4627,22.0809
3,0.6,1,0.6,0.2,0.8,11.87,6.474,6.614,94.2576,28.1897,33.7084,42.3463,46.0399,24.6402
3,0.6,1,0.6,0.2,1,11.558,5.752,7.648,84.2992,24.2871,43.6995,37.6497,51.0185,26.2933
3,0.6,1,0.6,0.4,0.2,14.516,8.226,2.216,130.11,49.2254,5.60856,68.1878,19.4735,10.9711
3,0.6,1,0.6,0.4,0.4,13.952,7.636,3.37,122.01,40.6167,11.8728,58.223,29.6571,15.9746
3,0.6,1,0.6,0.4,0.6,13.558,6.878,4.522,124.103,32.1795,16.3462,52.0983,35.7803,16.9115
3,0.6,1,0.6,0.4,0.8,13.348,6.332,5.278,116.055,28.6391,21.3594,48.2389,40.4401,19.3985
3,0.6,1,0.6,0.4,1,13.146,5.888,5.924,104.538,26.26,29.1646,43.0865,45.9951,22.0416
3,0.6,1,0.6,0.6,0.2,15.048,8.302,1.608,144.455,45.598,3.47328,70.1358,15.9187,8.28696
3,0.6,1,0.6,0.6,0.4,14.758,7.444,2.756,139.226,39.3616,7.09065,63.2379,23.2074,11.82
3,0.6,1,0.6,0.6,0.6,14.448,6.984,3.526,133.707,33.4426,11.6767,56.2396,30.8561,14.5956
3,0.6,1,0.6,0.6,0.8,14.214,6.336,4.408,122.249,31.4781,16.1298,53.2646,35.638,17.2735
3,0.6,1,0.6,0.6,1,14.21,5.776,4.972,130.226,23.9137,19.4982,45.985,41.9057,16.3945
3,0.6,1,0.6,0.8,0.2,15.182,8.388,1.388,149.568,48.1578,2.58663,71.9252,12.6787,6.34414
3,0.6,1,0.6,0.8,0.4,15.286,7.446,2.226,150.746,37.2857,5.31355,63.6918,20.9453,9.79479
3,0.6,1,0.6,0.8,0.6,14.952,6.902,3.104,138.286,36.1006,8.44608,60.5023,26.5641,12.6214
3,0.6,1,0.6,0.8,0.8,15.046,6.198,3.714,146.814,27.8264,10.4291,55.542,30.3759,12.6519
3,0.6,1,0.6,0.8,1,14.904,5.744,4.31,137.558,25.3131,15.9498,48.9473,37.8434,14.9032
3,0.6,1,0.6,1,0.2,15.774,8.046,1.138,154.344,47.5871,1.87471,73.802,10.0713,5.32831
3,0.6,1,0.6,1,0.4,15.518,7.468,1.972,156.803,39.0391,4.01124,65.1038,17.6939,8.37986
3,0.6,1,0.6,1,0.6,15.516,6.854,2.588,154.318,33.151,6.19865,60.5003,23.7561,10.0139
3,0.6,1,0.6,1,0.8,15.532,6.182,3.244,143.284,29.9448,10.8622,54.7827,31.1806,13.0958
3,0.6,1,0.6,1,1,15.388,5.862,3.708,144.478,28.1392,11.0128,53.7631,32.1736,13.3524
3,0.6,1,0.8,0.2,0.2,12.196,9.592,3.17,94.3102,61.5406,10.7185,65.4669,23.8444,18.5084
3,0.6,1,0.8,0.2,0.4,11.482,8.678,4.798,83.2842,49.3731,20.5703,55.6305,33.3,25.5601
3,0.6,1,0.8,0.2,0.6,10.954,7.696,6.308,79.2143,44.4565,27.6244,49.4569,38.0042,27.9956
3,0.6,1,0.8,0.2,0.8,10.366,7.064,7.528,68.7375,34.0921,44.2778,39.227,46.8404,31.4832
3,0.6,1,0.8,0.2,1,9.762,6.436,8.76,63.7969,28.4227,55.0445,34.7813,51.0029,31.688
3,0.6,1,0.8,0.4,0.2,12.96,9.516,2.482,108.059,63.2362,6.47863,70.0868,18.1796,13.9512
3,0.6,1,0.8,0.4,0.4,12.408,8.668,3.882,95.9735,53.2002,14.6975,59.5325,29.2647,20.3716
3,0.6,1,0.8,0.4,0.6,12.068,7.78,5.11,102.556,39.0778,20.1943,52.2655,36.8162,21.1084
3,0.6,1,0.8,0.4,0.8,11.802,7.072,6.084,85.9868,36.7323,29.0591,47.1305,42.0207,26.0641
3,0.6,1,0.8,0.4,1,11.366,6.638,6.954,81.5391,33.6543,35.2504,43.3071,45.7203,26.8551
3,0.6,1,0.8,0.6,0.2,13.302,9.762,1.894,116.672,60.3821,4.53984,72.2724,16.4569,11.5779
3,0.6,1,0.8,0.6,0.4,13.126,8.772,3.06,114.03,55.511,7.21082,68.5178,20.3712,13.8394
3,0.6,1,0.8,0.6,0.6,12.962,7.874,4.122,110.598,43.2125,14.4159,57.0914,31.702,18.1978
3,0.6,1,0.8,0.6,0.8,12.868,7.38,4.71,103.445,39.4505,18.4989,53.443,35.2462,21.7176
3,0.6,1,0.8,0.6,1,12.276,6.714,5.968,103.042,31.4992,26.536,46.4639,42.3716,21.7303
3,0.6,1,0.8,0.8,0.2,13.396,9.94,1.622,116.204,67.792,2.94901,76.1641,12.0438,9.42417
3,0.6,1,0.8,0.8,0.4,13.464,8.766,2.728,118.045,54.396,6.47096,68.191,20.1124,13.345
3,0.6,1,0.8,0.8,0.6,13.284,8.082,3.592,113.843,45.4862,11.3122,61.3414,27.4748,16.9674
3,0.6,1,0.8,0.8,0.8,13.252,7.306,4.4,108.55,41.2108,15.3627,57.1352,32.3439,19.0637
3,0.6,1,0.8,0.8,1,13.27,6.774,4.914,109.933,35.4017,18.7922,52.3818,36.8429,19.8162
3,0.6,1,0.8,1,0.2,13.706,10.044,1.208,124.773,65.2686,2.06487,79.4198,9.19354,6.43772
3,0.6,1,0.8,1,0.4,13.802,8.818,2.338,121.81,54.1372,5.73523,69.2505,18.9248,12.0877
3,0.6,1,0.8,1,0.6,13.932,7.852,3.174,127.595,42.8278,8.32838,63.515,24.6451,13.5689
3,0.6,1,0.8,1,0.8,13.738,7.548,3.672,116.41,43.0338,11.6798,59.3924,29.1263,17.0238
3,0.6,1,0.8,1,1,13.762,6.804,4.392,118.057,34.198,16.5875,54.0795,34.5203,18.083
3,0.6,1,1,0.2,0.2,10.948,10.634,3.376,81.7328,72.1283,10.7281,65.9288,21.709,21.172
3,0.6,1,1,0.2,0.4,10.362,9.454,5.142,75.6823,58.2123,19.3806,56.675,30.4776,27.3142
3,0.6,1,1,0.2,0.6,9.73,8.498,6.73,58.4981,51.6934,34.9951,45.9584,37.5903,34.9624
3,0.6,1,1,0.2,0.8,9.404,7.586,7.968,59.3956,41.181,43.9669,41.1716,42.7885,34.8725
3,0.6,1,1,0.2,1,8.874,7.178,8.906,55.918,38.5675,52.0412,37.9904,44.1986,35.652
3,0.6,1,1,0.4,0.2,11.446,10.984,2.528,84.0311,82.609,6.7908,70.8889,16.8943,16.6057
3,0.6,1,1,0.4,0.4,11.104,9.686,4.168,84.8829,58.8812,14.9417,60.5858,27.6218,23.5438
3,0.6,1,1,0.4,0.6,10.598,8.82,5.54,72.1928,53.0858,24.2689,52.8774,34.2616,29.1916
3,0.6,1,1,0.4,0.8,10.416,7.986,6.556,67.5941,45.3405,33.9828,46.6772,38.8123,32.1561
3,0.6,1,1,0.4,1,10.144,7.444,7.37,70.372,37.7504,38.5382,43.1804,43.7622,30.8314
3,0.6,1,1,0.6,0.2,11.914,10.982,2.062,87.1168,86.6871,4.58733,74.8461,13.4522,13.6103
3,0.6,1,1,0.6,0.4,11.792,9.79,3.376,91.8404,63.8897,10.2992,65.7598,23.1505,19.1793
3,0.6,1,1,0.6,0.6,11.662,8.8,4.496,91.106,52.0922,16.1423,58.4553,30.7071,22.2717
3,0.6,1,1,0.6,0.8,11.372,8.056,5.53,81.2321,48.1452,23.2396,52.9411,35.3215,26.5334
3,0.6,1,1,0.6,1,11.152,7.558,6.248,77.3316,42.5477,29.233,48.7807,39.2969,28.4706
3,0.6,1,1,0.8,0.2,12.206,11.052,1.7,94.733,83.0193,3.4489,76.6406,12.2804,11.5828
3,0.6,1,1,0.8,0.4,12.074,9.954,2.93,92.7821,69.6311,7.9009,69.294,20.0272,16.626
3,0.6,1,1,0.8,0.6,12.114,8.942,3.902,102.554,51.4736,12.0966,62.0627,27.5242,18.4552
3,0.6,1,1,0.8,0.8,11.978,8.276,4.704,93.0997,47.5269,18.1928,55.4389,33.0275,23.2282
3,0.6,1,1,0.8,1,11.87,7.54,5.548,96.6063,41.2309,21.142,52.415,35.7147,23.4851
3,0.6,1,1,1,0.2,12.388,11.058,1.512,104.226,79.3493,2.75537,79.2239,10.1056,8.60952
3,0.6,1,1,1,0.4,12.722,9.748,2.488,111.748,60.2971,6.10206,69.6011,18.8434,13.5861
3,0.6,1,1,1,0.6,12.516,9.018,3.424,106.254,52.0337,9.82387,64.7763,24.8249,17.4473
3,0.6,1,1,1,0.8,12.688,8.21,4.06,103.77,45.7775,13.9844,58.9935,30.5418,19.803
3,0.6,1,1,1,1,12.544,7.464,4.95,97.1423,41.4236,19.8753,54.4324,34.9992,22.4521
3,0.8,0.2,0.2,0.2,0.2,10.552,11.6,2.806,63.0574,102.509,8.37311,65.3575,16.2436,22.5335
3,0.8,0.2,0.2,0.2,0.4,10.42,9.988,4.55,68.0076,71.066,18.252,56.0131,26.6343,29.7942
3,0.8,0.2,0.2,0.2,0.6,10.452,8.704,5.802,66.4766,57.2188,27.7182,48.9577,33.8492,32.5906
3,0.8,0.2,0.2,0.2,0.8,10.56,7.718,6.68,69.822,48.2911,34.4946,45.7835,36.6325,32.3845
3,0.8,0.2,0.2,0.2,1,10.57,6.924,7.464,65.1594,36.2547,45.4195,40.0434,43.5987,34.0454
3,0.8,0.2,0.2,0.4,0.2,11.614,11.222,2.122,85.3838,86.0969,5.65843,71.5748,14.9891,15.9709
3,0.8,0.2,0.2,0.4,0.4,11.812,9.712,3.434,90.5137,66.7185,9.5287,66.1341,22.1679,19.4218
3,0.8,0.2,0.2,0.4,0.6,12.428,8.08,4.45,99.3235,51.3242,15.0456,57.4527,29.4824,21.3226
3,0.8,0.2,0.2,0.4,0.8,12.846,7.088,5.024,101.746,38.8099,19.795,52.3002,36.0418,22.5871
3,0.8,0.2,0.2,0.4,1,12.934,6.276,5.748,106.266,31.1822,25.5075,46.7397,40.4222,22.4645
3,0.8,0.2,0.2,0.6,0.2,12.644,10.662,1.652,94.2698,83.9517,3.64218,75.673,12.3548,12.1447
3,0.8,0.2,0.2,0.6,0.4,13.21,9.03,2.718,102.459,59.3718,8.65178,66.1159,22.6906,17.0566
3,0.8,0.2,0.2,0.6,0.6,13.742,7.614,3.602,117.494,42.3697,12.3283,57.7359,29.5484,17.7238
3,0.8,0.2,0.2,0.6,0.8,14.106,6.672,4.18,128.772,30.2249,14.9495,52.5118,35.8125,15.8067
3,0.8,0.2,0.2,0.6,1,14.52,5.938,4.5,121.272,30.9921,17.998,51.1826,36.9198,17.8707
3,0.8,0.2,0.2,0.8,0.2,13.432,10.09,1.436,117.448,70.026,2.54299,76.6524,11.0598,8.38353
3,0.8,0.2,0.2,0.8,0.4,14.134,8.59,2.234,120.786,55.06,5.86698,68.7043,18.5578,12.9859
3,0.8,0.2,0.2,0.8,0.6,14.744,7.234,2.98,133.862,41.4902,8.13587,61.1622,25.0951,13.1029
3,0.8,0.2,0.2,0.8,0.8,15.436,6.228,3.294,148.511,28.008,10.4004,53.8703,30.7132,13.0611
3,0.8,0.2,0.2,0.8,1,15.852,5.444,3.662,153.806,24.3155,11.8675,51.0618,32.8797,12.1684
3,0.8,0.2,0.2,1,0.2,13.758,10.028,1.172,116.292,73.2898,2.08258,78.3334,9.40042,7.53826
3,0.8,0.2,0.2,1,0.4,14.662,8.39,1.906,128.437,55.6572,4.18153,71.593,14.9441,10.4295
3,0.8,0.2,0.2,1,0.6,15.436,6.994,2.528,144.671,37.3126,7.07537,62.2792,23.0379,11.2577
3,0.8,0.2,0.2,1,0.8,16.2,5.89,2.868,165.046,26.551,7.64587,54.998,26.319,10.1658
3,0.8,0.2,0.2,1,1,16.582,5.226,3.15,164.552,23.5701,9.43437,50.7339,30.5097,11.0823
3,0.8,0.2,0.4,0.2,0.2,7.8,13.902,3.256,39.9158,129.339,10.1668,59.5575,13.9251,27.9109
3,0.8,0.2,0.4,0.2,0.4,7.904,12.132,4.922,42.2874,98.1188,19.8276,52.8644,21.4594,36.6636
3,0.8,0.2,0.4,0.2,0.6,7.922,10.528,6.508,43.1141,75.8609,31.9418,46.2697,29.18,40.1962
3,0.8,0.2,0.4,0.2,0.8,7.782,9.55,7.626,40.267,60.3041,45.7216,39.4789,34.1007,44.3785
3,0.8,0.2,0.4,0.2,1,7.804,8.542,8.612,37.9575,49.7878,60.4103,34.2948,37.0961,45.6356
3,0.8,0.2,0.4,0.4,0.2,8.934,13.546,2.478,50.0137,125.351,6.53058,66.5812,12.5567,21.0191
3,0.8,0.2,0.4,0.4,0.4,9.14,11.654,4.164,54.6136,95.2047,14.5422,59.5215,21.0151,28.3875
3,0.8,0.2,0.4,0.4,0.6,9.572,10.152,5.234,56.3215,73.8967,21.394,54.7185,27.946,32.6337
3,0.8,0.2,0.4,0.4,0.8,9.758,9.068,6.132,59.4944,59.4503,30.0787,49.1407,33.4709,33.981
3,0.8,0.2,0.4,0.4,1,9.82,7.992,7.146,57.0377,50.1562,37.9566,44.5877,38.1105,35.8308
3,0.8,0.2,0.4,0.6,0.2,9.676,13.194,2.088,66.9569,114.125,4.24475,72.3676,11.1889,14.8847
3,0.8,0.2,0.4,0.6,0.4,10.322,11.288,3.348,65.6616,89.488,10.9849,65.2357,19.2625,23.5389
3,0.8,0.2,0.4,0.6,0.6,10.698,9.99,4.27,71.5218,70.066,14.7546,61.3377,25.5506,26.0448
3,0.8,0.2,0.4,0.6,0.8,11.184,8.764,5.01,82.0783,52.6937,19.2243,56.5545,32.3048,25.2469
3,0.8,0.2,0.4,0.6,1,11.56,7.612,5.786,85.0204,42.4624,26.1204,50.2117,37.4868,26.6042
3,0.8,0.2,0.4,0.8,0.2,9.97,13.322,1.666,60.5262,120.359,3.66978,73.9095,10.2585,14.6589
3,0.8,0.2,0.4,0.8,0.4,10.688,11.438,2.832,70.0989,91.7777,7.37052,69.6399,16.5347,20.3062
3,0.8,0.2,0.4,0.8,0.6,11.644,9.6,3.714,81.9973,65.9078,12.5293,64.5046,24.5232,21.8593
3,0.8,0.2,0.4,0.8,0.8,12.042,8.498,4.418,91.5634,49.8176,17.5384,57.2376,31.3471,23.06
3,0.8,0.2,0.4,0.8,1,12.64,7.472,4.846,103.986,40.39,17.5293,55.8015,33.8262,20.5237
3,0.8,0.2,0.4,1,0.2,10.228,13.178,1.552,68.7455,114.656,3.06943,76.8972,9.04624,11.9256
3,0.8,0.2,0.4,1,0.4,11.394,10.94,2.624,82.8925,82.7499,6.51566,70.8754,16.8679,17.282
3,0.8,0.2,0.4,1,0.6,12.274,9.358,3.326,93.1933,64.3145,9.81535,66.8496,22.2351,18.358
3,0.8,0.2,0.4,1,0.8,12.788,8.294,3.876,101.193,51.6629,12.2251,61.5735,27.7111,19.279
3,0.8,0.2,0.4,1,1,13.346,7.484,4.128,115.088,39.116,13.8393,57.0987,32.0358,17.9479
3,0.8,0.2,0.6,0.2,0.2,6.226,15.296,3.436,26.8246,151.291,11.2203,53.0692,11.5566,31.8106
3,0.8,0.2,0.6,0.2,0.4,6.318,13.21,5.43,29.1191,110.635,23.8047,46.8068,20.2417,42.2763
3,0.8,0.2,0.6,0.2,0.6,6.294,11.652,7.012,26.6208,90.9568,36.3365,40.6396,24.7319,48.7757
3,0.8,0.2,0.6,0.2,0.8,6.342,10.166,8.45,28.6463,70.776,52.0195,35.6445,29.3648,50.374
3,0.8,0.2,0.6,0.2,1,6.162,9.296,9.5,27.4547,59.2028,62.8477,31.6493,33.1212,51.5812
3,0.8,0.2,0.6,0.4,0.2,6.946,15.346,2.666,37.1534,143.273,6.65576,62.3013,11.4849,23.7771
3,0.8,0.2,0.6,0.4,0.4,7.3,13.198,4.46,35.8457,110.368,17.9283,53.68,19.5691,35.7845
3,0.8,0.2,0.6,0.4,0.6,7.722,11.528,5.708,39.8685,85.2998,27.3053,49.1651,26.1812,39.5212
3,0.8,0.2,0.6,0.4,0.8,7.946,10.166,6.846,46.3438,69.9022,32.848,48.9248,29.9255,37.707
3,0.8,0.2,0.6,0.4,1,7.95,9.236,7.772,41.8753,58.6616,45.3347,40.0699,35.0166,43.082
3,0.8,0.2,0.6,0.6,0.2,7.63,15.128,2.2,41.2957,144.368,5.34269,66.1897,9.86774,19.5435
3,0.8,0.2,0.6,0.6,0.4,8.22,13.056,3.682,47.2421,113.432,10.4939,63.0518,16.3827,26.086
3,0.8,0.2,0.6,0.6,0.6,8.716,11.274,4.968,52.1877,82.536,20.1352,56.3826,24.9448,32.3475
3,0.8,0.2,0.6,0.6,0.8,9.22,9.878,5.86,55.0898,68.1675,25.0024,52.4818,30.3255,34.1673
3,0.8,0.2,0.6,0.6,1,9.424,9.038,6.496,60.2006,56.241,29.7775,49.9257,34.5648,33.5042
3,0.8,0.2,0.6,0.8,0.2,7.846,15.212,1.9,42.7919,148.143,4.0501,68.0047,8.52966,17.0774
3,0.8,0.2,0.6,0.8,0.4,8.906,12.786,3.266,53.3398,110.625,9.06537,66.0099,15.2355,23.3436
3,0.8,0.2,0.6,0.8,0.6,9.376,11.298,4.284,55.4936,87.1916,15.1777,60.0741,22.9591,29.1396
3,0.8,0.2,0.6,0.8,0.8,9.842,10.206,4.91,62.8628,71.2821,18.6953,57.1108,27.605,29.9685
3,0.8,0.2,0.6,0.8,1,10.318,8.984,5.656,69.7764,54.14,24.4947,52.7646,34.0816,30.0526
3,0.8,0.2,0.6,1,0.2,8.234,15.006,1.718,44.7487,146.106,3.52553,69.8343,8.14828,15.9316
3,0.8,0.2,0.6,1,0.4,9.222,12.892,2.844,56.8143,107.363,8.26018,68.2685,15.2531,21.3639
3,0.8,0.2,0.6,1,0.6,9.96,11.21,3.788,61.7379,87.06,12.3357,62.5375,22.0496,25.9504
3,0.8,0.2,0.6,1,0.8,10.552,9.882,4.524,71.0013,63.984,18.302,58.3939,28.8444,27.2223
3,0.8,0.2,0.6,1,1,10.952,8.914,5.092,76.4265,60.6279,18.0276,57.7574,29.0445,26.7614
3,0.8,0.2,0.8,0.2,0.2,5.07,16.252,3.636,17.7286,171.227,11.8672,44.7318,10.2099,35.7512
3,0.8,0.2,0.8,0.2,0.4,5.024,14.256,5.678,19.0375,129.445,24.2067,41.1001,16.8534,46.806
3,0.8,0.2,0.8,0.2,0.6,4.806,12.554,7.598,17.2789,101.314,42.9423,33.5506,21.3327,55.4536
3,0.8,0.2,0.8,0.2,0.8,5.122,10.934,8.902,20.3398,77.7171,56.9543,31.3287,26.042,56.228
3,0.8,0.2,0.8,0.2,1,4.916,10.098,9.944,17.0711,69.9122,69.58,26.6756,27.2177,58.9293
3,0.8,0.2,0.8,0.4,0.2,5.734,16.3,2.924,27.0012,161.132,7.9902,54.5008,10.5308,28.0108
3,0.8,0.2,0.8,0.4,0.4,6.174,14.096,4.688,26.0318,132.163,17.2812,48.2137,15.7338,39.4188
3,0.8,0.2,0.8,0.4,0.6,6.224,12.274,6.46,27.5489,95.1332,33.5355,42.199,23.4218,47.3747
3,0.8,0.2,0.8,0.4,0.8,6.484,11.212,7.262,31.3725,82.472,37.0996,42.6607,27.6204,45.3512
3,0.8,0.2,0.8,0.4,1,6.636,10.136,8.186,30.0797,74.5987,44.0675,38.6288,29.5107,48.5919
3,0.8,0.2,0.8,0.6,0.2,6.27,16.232,2.456,30.8107,165.906,5.55117,60.0334,8.49387,21.4431
3,0.8,0.2,0.8,0.6,0.4,6.604,14.23,4.124,31.6224,133.845,12.9545,55.0352,14.9209,31.9374
3,0.8,0.2,0.8,0.6,0.6,6.996,12.616,5.346,34.9459,104.389,22.0704,50.2109,21.3361,38.8546
3,0.8,0.2,0.8,0.6,0.8,7.668,11.076,6.214,37.4727,89.4371,27.2226,48.1756,24.7986,41.0639
3,0.8,0.2,0.8,0.6,1,7.844,9.904,7.21,42.0918,66.6,38.2624,43.3898,32.6601,41.5773
3,0.8,0.2,0.8,0.8,0.2,6.314,16.632,2.012,27.5224,180.197,4.18422,59.8673,6.55334,18.7319
3,0.8,0.2,0.8,0.8,0.4,7.354,14.19,3.414,34.7261,132.888,11.3814,56.2633,14.8752,30.4683
3,0.8,0.2,0.8,0.8,0.6,7.892,12.408,4.658,49.2949,100.971,15.3638,56.7496,20.7686,30.7711
3,0.8,0.2,0.8,0.8,0.8,8.234,11.142,5.582,46.2277,86.8756,22.4923,53.123,24.9317,35.2519
3,0.8,0.2,0.8,0.8,1,8.512,10.046,6.4,52.3546,71.6352,26.9018,51.9223,29.1315,34.6048
3,0.8,0.2,0.8,1,0.2,6.568,16.518,1.872,30.5184,170.972,4.32426,60.9597,7.83838,19.3991
3,0.8,0.2,0.8,1,0.4,7.672,14.094,3.192,41.295,125.236,9.75465,61.1732,14.7585,27.03
3,0.8,0.2,0.8,1,0.6,8.458,12.364,4.136,49.7878,101.086,14.1137,59.0153,19.8594,29.736
3,0.8,0.2,0.8,1,0.8,8.928,11.064,4.966,51.4698,84.7254,19.0149,56.6579,24.8032,32.0383
3,0.8,0.2,0.8,1,1,9.412,10.144,5.402,58.379,69.1496,23.7319,53.2452,29.4473,32.7817
3,0.8,0.2,1,0.2,0.2,4.2,17.096,3.662,13.6393,184.075,11.9917,39.8305,8.9515,37.4694
3,0.8,0.2,1,0.2,0.4,4.212,14.748,5.998,14.6203,142.742,25.1042,36.7589,13.7058,49.4063
3,0.8,0.2,1,0.2,0.6,4.078,13.086,7.794,12.1242,119.834,41.3543,28.2959,16.3287,59.8234
3,0.8,0.2,1,0.2,0.8,4.296,11.456,9.206,14.7058,90.5652,55.0416,28.4279,22.1553,60.3648
3,0.8,0.2,1,0.2,1,4.142,10.46,10.356,14.062,72.1447,73.2598,25.2512,24.8111,61.3089
3,0.8,0.2,1,0.4,0.2,4.644,17.258,3.056,16.4582,184.645,9.38363,44.7313,8.49693,32.6328
3,0.8,0.2,1,0.4,0.4,4.92,14.988,5.05,19.0357,144.365,19.8432,42.2034,13.992,43.2872
3,0.8,0.2,1,0.4,0.6,5.316,13.038,6.604,20.5773,112.482,31.0292,40.4369,19.0272,49.5962
3,0.8,0.2,1,0.4,0.8,5.35,11.818,7.79,23.9073,84.558,44.1702,37.9496,25.9975,50.8395
3,0.8,0.2,1,0.4,1,5.636,10.524,8.798,22.769,76.7068,53.3158,32.7462,27.1187,54.8435
3,0.8,0.2,1,0.6,0.2,5.08,17.388,2.49,17.693,192.859,6.26643,48.7124,7.33547,26.6472
3,0.8,0.2,1,0.6,0.4,5.622,15.044,4.292,23.6264,145.02,14.7402,48.5517,13.6938,37.1655
3,0.8,0.2,1,0.6,0.6,5.988,13.292,5.678,25.6872,113.526,23.7899,45.8111,19.944,43.8477
3,0.8,0.2,1,0.6,0.8,6.506,11.77,6.682,29.036,94.1213,33.039,42.1467,24.4097,46.4498
3,0.8,0.2,1,0.6,1,6.868,10.742,7.348,33.8423,77.9113,38.1953,41.8136,28.6813,45.6351
